wins_difference,draws_difference,loses_difference,points_per_game_difference,result
0.2071641791044776,-0.17582089552238808,-0.03134328358208954,0.4500000000000002,2
0.05769230769230771,0.019230769230769218,-0.07692307692307693,0.18999999999999995,2
-0.067451205510907,-0.08582089552238806,0.15327210103329506,-0.2799999999999998,2
0.21692307692307689,-0.10923076923076924,-0.10769230769230767,0.54,0
-0.2746153846153846,0.09000000000000002,0.1846153846153846,-0.73,2
0.009758897818599288,0.06659012629161884,-0.07634902411021813,0.08999999999999986,1
-0.05294117647058816,0.04607843137254902,0.006862745098039219,-0.10999999999999988,1
0.16820276497695857,-0.06747860434496378,-0.10072416063199471,0.43999999999999995,0
-0.2714285714285714,0.09489795918367347,0.17653061224489794,-0.72,2
0.050284629981024676,0.01865907653383933,-0.068943706514864,0.17000000000000015,0
-0.21848739495798325,0.04881952781112445,0.16966786714685872,-0.6100000000000001,2
0.10322580645161283,-0.027419354838709692,-0.07580645161290323,0.28,2
0.23142857142857148,-0.04357142857142854,-0.18785714285714283,0.6500000000000001,2
0.11519607843137253,-0.05882352941176472,-0.056372549019607865,0.2899999999999998,0
0.029761904761904767,-0.05357142857142855,0.023809523809523836,0.030000000000000027,1
0.08647058823529419,0.06882352941176473,-0.1552941176470588,0.3300000000000003,1
-0.20166666666666672,-0.010000000000000009,0.21166666666666667,-0.6200000000000001,2
-0.1449579831932773,0.11239495798319327,0.03256302521008403,-0.31999999999999984,2
0.04105263157894734,0.004561403508771933,-0.045614035087719274,0.13000000000000012,0
-0.0037105751391465214,0.06307977736549164,-0.05936920222634509,0.050000000000000266,1
-0.0574162679425837,-0.006379585326953763,0.06379585326953746,-0.17999999999999994,2
0.012653061224489837,0.06489795918367347,-0.07755102040816328,0.10000000000000009,1
-0.05370569280343718,-0.0694593626924454,0.12316505549588255,-0.2300000000000002,1
0.016363636363636358,0.0018181818181818299,-0.018181818181818188,0.04999999999999982,1
-0.14180154820548907,0.16819141449683322,-0.026389866291344127,-0.26000000000000023,2
0.23747276688453156,0.015250544662309407,-0.2527233115468409,0.73,1
0.30204342273307794,-0.12132822477650063,-0.18071519795657726,0.79,2
0.07723089235694269,-0.03161264505802319,-0.045618247298919556,0.20000000000000018,0
0.06457065584854638,-0.13657876943881003,0.07200811359026368,0.06000000000000005,1
-0.16024187452758887,-0.0468631897203326,0.20710506424792138,-0.5299999999999998,2
0.15020408163265309,0.015510204081632645,-0.1657142857142857,0.4700000000000002,0
0.02608695652173909,0.03130434782608697,-0.05739130434782608,0.11000000000000032,1
0.05999999999999994,-0.09999999999999998,0.04000000000000001,0.08000000000000007,2
-0.18411712511091394,0.1157941437444543,0.06832298136645962,-0.43999999999999995,1
-0.21020408163265303,0.08448979591836733,0.1257142857142857,-0.5500000000000003,0
0.03391304347826085,-0.13130434782608696,0.09739130434782609,-0.03000000000000025,2
-0.0018604651162790753,-0.11209302325581394,0.11395348837209301,-0.11999999999999988,1
0.2683018867924528,-0.12075471698113205,-0.14754716981132077,0.6799999999999999,1
-0.0298376480912681,0.05133830627468189,-0.02150065818341379,-0.040000000000000036,0
0.3,-0.06,-0.24,0.8399999999999999,1
-0.2981395348837209,0.17209302325581394,0.12604651162790698,-0.72,1
0.031698113207547174,0.06075471698113205,-0.09245283018867922,0.15999999999999992,2
-0.1869639794168096,0.04631217838765006,0.1406518010291595,-0.51,0
0.19119226638023634,-0.07089151450053705,-0.12030075187969924,0.5,1
0.22045680238331677,-0.08937437934458786,-0.13108242303872888,0.5699999999999998,2
0.15769944341372916,-0.027829313543599243,-0.12987012987012986,0.44000000000000017,1
-0.033492822966507185,0.0430622009569378,-0.009569377990430616,-0.05999999999999983,2
0.029264536003080432,-0.018482864844050817,-0.010781671159029643,0.06999999999999984,1
-0.01985111662531025,0.053349875930521096,-0.0334987593052109,-0.010000000000000009,1
0.023636363636363678,0.07818181818181819,-0.10181818181818182,0.15000000000000036,1
0.17431972789115652,-0.005102040816326536,-0.16921768707482995,0.52,1
0.012443438914027216,-0.05392156862745098,0.04147812971342382,-0.009999999999999787,1
0.18261787473610136,-0.08655876143560873,-0.0960591133004926,0.4700000000000002,0
0.09849056603773587,-0.026415094339622636,-0.07207547169811321,0.27,1
0.0321568627450981,-0.03450980392156866,0.0023529411764705854,0.06000000000000005,0
0.17224489795918368,-0.015102040816326545,-0.15714285714285714,0.5,1
-0.25020408163265306,0.024489795918367335,0.2257142857142857,-0.73,0
-0.08307692307692316,-0.029230769230769227,0.11230769230769232,-0.28000000000000025,0
0.027755102040816326,-0.004897959183673473,-0.022857142857142854,0.08000000000000007,1
0.014405762304921965,-0.04881952781112445,0.03441376550620248,0.0,2
0.1702040816326531,0.03551020408163266,-0.20571428571428568,0.5500000000000003,1
-0.007346938775510181,0.004897959183673473,0.0024489795918367363,-0.020000000000000018,1
-0.15020408163265309,-0.015510204081632645,0.1657142857142857,-0.4700000000000002,1
0.0273469387755102,0.015102040816326545,-0.04244897959183673,0.10000000000000009,0
