wins_difference,draws_difference,loses_difference,points_per_game_difference,result,goal_diff_pg_difference
-0.4046511627906976,0.19069767441860466,0.21395348837209305,-1.02,2,-0.98
-0.4864864864864865,-0.2972972972972973,-0.21621621621621623,,2,
-0.10633484162895929,0.03280542986425339,0.07352941176470587,-0.2799999999999998,2,-0.31000000000000005
0.2682539682539683,-0.0357142857142857,-0.23253968253968255,0.77,1,1.1400000000000001
-0.10526315789473684,-0.05263157894736842,0.15789473684210525,-0.3699999999999999,2,-0.5
0.06380441264162195,-0.04949314251639833,-0.014311270125223624,0.15000000000000013,1,0.3800000000000001
-0.2939068100358423,0.3853046594982079,-0.0913978494623656,-0.49,1,-0.6200000000000001
0.09408602150537637,-0.18817204301075272,0.09408602150537637,0.09999999999999987,1,0.1
-0.07177033492822965,0.03508771929824561,0.03668261562998404,-0.17999999999999994,0,-0.07000000000000006
-0.17559523809523808,0.06547619047619047,0.1101190476190476,-0.4600000000000002,1,-0.41999999999999993
0.1293260473588343,-0.08287795992714025,-0.046448087431693985,0.30000000000000004,0,0.64
0.026254826254826336,0.016216216216216217,-0.04247104247104244,0.10000000000000009,0,0.06999999999999995
0.2,0.4,0.4,,1,
0.11816467630421112,-0.08799497171590195,-0.030169704588309254,0.26,1,-0.030000000000000027
-0.013282732447817858,-0.06831119544592032,0.08159392789373812,-0.10999999999999988,1,0.12
0.216374269005848,0.06578947368421054,-0.28216374269005845,0.71,1,1.08
-0.15714285714285714,0.04887218045112782,0.10827067669172935,-0.42999999999999994,2,-0.56
-0.20085470085470086,0.28418803418803423,-0.08333333333333334,-0.32000000000000006,1,-0.19
0.21124031007751937,0.06589147286821706,-0.2771317829457365,0.7000000000000002,1,1.12
0.24152191894127378,-0.07278742762613732,-0.16873449131513646,0.6499999999999999,2,0.84
-0.08187134502923982,0.09064327485380114,-0.008771929824561403,-0.1499999999999999,0,-0.16000000000000003
0.11922503725782413,-0.02732240437158473,-0.09190263288623943,0.33000000000000007,0,0.55
0.0898809523809524,0.09166666666666667,-0.181547619047619,0.3600000000000001,2,0.5499999999999999
-0.11196911196911202,0.14092664092664092,-0.028957528957528983,-0.20000000000000018,1,0.06000000000000005
-0.2864864864864865,0.10270270270270271,0.1837837837837838,-0.76,0,-1.01
0.6046511627906976,0.20930232558139536,0.18604651162790697,,2,
-0.30718954248366015,0.3169934640522876,-0.009803921568627472,-0.5999999999999999,0,-0.5
0.09305210918114143,-0.10111662531017371,0.008064516129032251,0.16999999999999993,1,0.43000000000000005
0.11111111111111116,0.013157894736842118,-0.1242690058479532,0.3400000000000001,1,0.5800000000000001
-0.0518796992481203,0.10150375939849623,-0.049624060150375904,-0.06000000000000005,1,-0.06
0.30532633158289574,-0.12228057014253566,-0.18304576144036008,0.8,1,1.2200000000000002
0.1474358974358974,0.11538461538461539,-0.26282051282051283,0.55,2,0.74
0.06362612612612606,0.07545045045045046,-0.13907657657657657,0.26,2,0.48
-0.08571428571428569,0.15714285714285714,-0.07142857142857142,-0.10000000000000009,2,0.13
-0.010101010101010166,0.055555555555555525,-0.04545454545454544,0.030000000000000027,0,-0.08999999999999997
0.04745470232959448,0.007765314926660882,-0.05522001725625539,0.15000000000000013,1,0.48
0.07523939808481528,-0.08481532147742818,0.009575923392612845,0.14000000000000012,1,0.08999999999999997
0.08333333333333331,0.07017543859649122,-0.1535087719298246,0.32000000000000006,1,0.45
0.42790697674418604,-0.1674418604651163,-0.26046511627906976,1.12,2,1.4500000000000002
-0.33333333333333337,0.33333333333333337,0.0,-0.6599999999999999,1,-0.94
0.0589680589680589,0.036036036036036,-0.09500409500409501,0.20999999999999996,0,0.22999999999999998
0.07057057057057059,0.03378378378378377,-0.10435435435435436,0.24,1,0.30000000000000004
-0.0018433179723502668,-0.02580645161290321,0.027649769585253448,-0.030000000000000027,2,-0.020000000000000018
0.045112781954887216,0.011278195488721776,-0.05639097744360902,0.15000000000000013,1,0.04999999999999993
0.3161290322580645,-0.1741935483870968,-0.14193548387096777,0.77,0,1.01
0.06565656565656575,-0.08333333333333331,0.01767676767676768,0.1100000000000001,1,0.12
-0.2777777777777778,0.3742690058479533,-0.09649122807017543,-0.45999999999999996,1,-0.39
-0.13096695226438188,0.15911872705018357,-0.02815177478580172,-0.22999999999999998,1,0.18999999999999995
0.41111111111111115,-0.15000000000000002,-0.2611111111111111,1.08,0,1.36
-0.25146198830409355,0.24269005847953223,0.008771929824561403,-0.51,0,-0.78
0.1374269005847954,-0.11842105263157893,-0.01900584795321636,0.29000000000000004,1,0.19000000000000006
0.0222222222222222,0.21111111111111114,-0.23333333333333336,0.28,1,0.39
