wins_difference,draws_difference,loses_difference,points_per_game_difference,result,goal_diff_pg_difference
-0.005347593582887666,-0.06060606060606061,0.0659536541889483,-0.07000000000000006,0,-0.18000000000000016
0.38026315789473686,-0.1131578947368421,-0.26710526315789473,1.0299999999999998,1,1.15
-0.27391304347826084,0.07577639751552798,0.1981366459627329,-0.7499999999999998,0,-1.2
0.0018382352941176405,-0.011029411764705899,0.00919117647058823,0.0,2,0.20999999999999996
-0.15071919949968732,0.31081926203877425,-0.16010006253908693,-0.1399999999999999,2,-0.16000000000000003
-0.008918617614269764,-0.13377926421404684,0.1426978818283166,-0.15999999999999992,1,-0.29000000000000004
0.007532281205165026,-0.021162123385939757,0.01362984218077476,0.0,1,0.10000000000000009
-0.11016949152542371,0.1924939467312349,-0.08232445520581111,-0.1299999999999999,0,-0.31999999999999995
0.014842300556586197,0.027829313543599243,-0.04267161410018552,0.06999999999999984,1,0.30000000000000004
0.038461538461538436,-0.04538461538461536,0.006923076923076921,0.07000000000000006,1,0.36
0.09956709956709958,0.10822510822510822,-0.2077922077922078,0.3999999999999999,1,0.35
0.13636363636363635,-0.0733333333333333,-0.06303030303030305,0.3400000000000001,1,0.6000000000000001
0.12041467304625197,-0.035885167464114825,-0.08452950558213718,0.31999999999999984,0,0.030000000000000027
-0.01025641025641022,-0.10036630036630037,0.11062271062271062,-0.1299999999999999,2,-0.52
-0.1129374337221633,-0.1346765641569459,0.2476139978791092,-0.48,1,-0.52
0.06783536585365851,-0.004573170731707321,-0.06326219512195122,0.19999999999999996,1,-0.10000000000000009
0.2651960784313725,-0.016666666666666663,-0.24852941176470586,0.78,0,1.3
-0.0735294117647059,0.01470588235294118,0.05882352941176469,-0.19999999999999996,1,0.20999999999999996
0.038461538461538436,-0.1510989010989011,0.11263736263736263,-0.040000000000000036,1,0.08999999999999997
0.11016949152542371,-0.08677966101694917,-0.023389830508474596,0.24,1,0.59
-0.06719367588932801,-0.09881422924901184,0.1660079051383399,-0.2999999999999998,1,-0.76
0.04343275771847205,-0.06279434850863425,0.019361590790162225,0.07000000000000006,1,0.16999999999999993
0.023809523809523836,0.12095238095238092,-0.14476190476190476,0.18999999999999995,1,-0.28
-0.06060606060606061,0.06060606060606061,0.0,-0.13000000000000012,1,0.02999999999999997
-0.2636566332218506,0.17614269788182835,0.08751393534002228,-0.6199999999999999,2,-0.68
0.16097560975609754,-0.21045296167247388,0.04947735191637631,0.2699999999999998,2,0.68
0.11506707946336431,-0.09649122807017543,-0.018575851393188875,0.24999999999999978,1,-0.15000000000000013
-0.2598484848484849,0.07727272727272727,0.18257575757575756,-0.71,2,-1.1199999999999999
0.06599713055954087,0.0064562410329985775,-0.07245337159253945,0.19999999999999996,0,-0.31000000000000005
0.0,0.10571428571428573,-0.1057142857142857,0.1100000000000001,0,0.27
0.07536764705882354,-0.02573529411764708,-0.04963235294117646,0.19999999999999996,0,0.0
0.07170795306388528,-0.041395045632333816,-0.030312907431551517,0.16999999999999993,1,0.22999999999999998
-0.058275058275058245,0.034965034965035,0.023310023310023298,-0.1399999999999999,2,-0.47
-0.05235137533274181,-0.0709849157054126,0.12333629103815438,-0.22999999999999998,2,-0.45999999999999996
-0.07575757575757575,0.012727272727272698,0.06303030303030305,-0.20999999999999996,2,-0.63
0.1601731601731602,0.047619047619047616,-0.2077922077922078,0.53,2,0.32
0.12700228832951943,0.06292906178489702,-0.18993135011441648,0.4399999999999997,1,0.49
-0.11515151515151512,0.04415584415584414,0.070995670995671,-0.2999999999999998,1,-0.3500000000000001
0.030612244897959218,0.03061224489795919,-0.06122448979591835,0.13000000000000012,2,0.25
0.06593406593406592,-0.25274725274725274,0.18681318681318682,-0.050000000000000044,1,0.15000000000000002
0.016042780748663055,-0.05080213903743319,0.034759358288770054,0.0,1,0.44999999999999996
0.17391304347826086,0.015652173913043466,-0.18956521739130433,0.54,1,0.87
-0.03125,-0.05249999999999999,0.08374999999999999,-0.1499999999999999,2,-0.09999999999999998
0.09224598930481281,0.004901960784313764,-0.09714795008912658,0.29000000000000004,0,0.7
0.04640151515151514,0.03977272727272729,-0.08617424242424243,0.17999999999999994,1,0.06000000000000005
0.045454545454545414,-0.0472727272727273,0.0018181818181818299,0.08999999999999986,2,0.28
-0.2416267942583732,0.09649122807017543,0.14513556618819778,-0.6299999999999999,1,-0.6699999999999999
0.08974358974358976,-0.08608058608058608,-0.00366300366300365,0.18999999999999995,0,0.08000000000000007
-0.16761363636363635,0.020833333333333315,0.14678030303030304,-0.49,2,-0.7
0.0,-0.10571428571428573,0.1057142857142857,-0.1100000000000001,2,-0.27
0.13636363636363635,-0.11904761904761904,-0.01731601731601734,0.29000000000000004,1,0.38999999999999996
-0.03125,0.007500000000000007,0.023749999999999993,-0.08999999999999986,0,-0.040000000000000036
