wins_difference,draws_difference,loses_difference,points_per_game_difference,result,goal_diff_pg_difference,ranking_difference
-0.16179969716634224,0.10880380705169804,0.05299589011464417,-0.3699999999999999,0,-0.6,-66.0
-0.1233569261880687,0.08493427704752274,0.03842264914054602,-0.28,0,-0.10999999999999999,-7.0
-0.009433962264150941,0.14914645103324348,-0.13971248876909256,0.1200000000000001,1,0.37,-34.0
0.04421768707482987,-0.09863945578231295,0.054421768707483,0.040000000000000036,1,0.04999999999999993,14.0
0.05787515502273666,0.04464654816039684,-0.1025217031831335,0.21999999999999975,0,0.87,6.0
0.08803088803088804,0.01776061776061777,-0.10579150579150576,0.28,2,-0.17,-5.0
0.0029761904761904656,0.05059523809523808,-0.0535714285714286,0.06000000000000005,2,0.38,17.0
0.169223156853043,-0.10885700148441366,-0.06036615536862941,0.3999999999999999,1,1.0299999999999998,14.0
0.2123745819397993,-0.06465997770345597,-0.14771460423634336,0.5700000000000003,1,0.6799999999999999,32.0
0.012499999999999956,0.040624999999999994,-0.053125000000000006,0.07000000000000006,1,0.20000000000000007,-26.0
0.19290780141843972,0.012293144208037787,-0.20520094562647753,0.5899999999999999,0,0.65,26.0
-0.08130081300813008,0.06852497096399535,0.012775842044134678,-0.18000000000000016,0,-0.89,-44.0
0.02075098814229248,-0.03458498023715417,0.013833992094861663,0.029999999999999805,0,0.30999999999999994,-24.0
0.3034188034188034,-0.14031339031339032,-0.1631054131054131,0.77,1,0.4800000000000001,104.0
0.0977854472246189,-0.09462180040264595,-0.003163646821972954,0.19999999999999996,2,0.6399999999999999,-20.0
0.369453044375645,-0.07946336429308565,-0.2899896800825593,1.0299999999999998,2,1.2400000000000002,22.0
-0.023950017355085063,-0.04859423811176672,0.07254425546685178,-0.11999999999999988,2,-0.28,-67.0
0.10127069695802848,-0.17635733538698498,0.07508663842895649,0.1299999999999999,1,-0.06000000000000005,40.0
-0.04761904761904767,-0.07142857142857145,0.11904761904761907,-0.20999999999999996,1,-0.26,8.0
-0.01449275362318847,0.07246376811594202,-0.05797101449275363,0.030000000000000027,2,-0.20999999999999996,8.0
0.15704154002026338,-0.06788247213779128,-0.08915906788247213,0.3999999999999999,2,0.7999999999999999,9.0
-0.20484261501210654,0.06973365617433414,0.1351089588377724,-0.54,0,-0.44999999999999996,-11.0
0.17468688200395516,-0.04284772577455506,-0.13183915622940015,0.47999999999999976,0,1.49,22.0
0.11141304347826086,-0.04823369565217392,-0.06317934782608696,0.29000000000000026,1,0.16999999999999993,41.0
0.009205426356589164,-0.09156976744186046,0.08236434108527133,-0.06000000000000005,0,-0.15000000000000002,-12.0
0.08846153846153848,-0.05705128205128204,-0.03141025641025638,0.20999999999999996,2,0.30999999999999994,17.0
0.07420861442656979,-0.15464452516865596,0.08043591074208617,0.07000000000000006,2,0.45999999999999996,-3.0
0.2,0.0984126984126984,-0.29841269841269835,0.7,0,1.08,73.0
0.1488294314381271,-0.04933110367892976,-0.09949832775919733,0.40000000000000013,1,0.20000000000000018,26.0
0.1338383838383838,-0.05639730639730639,-0.07744107744107742,0.3400000000000001,1,-0.030000000000000027,102.0
0.03508771929824567,0.03508771929824561,-0.07017543859649122,0.1399999999999999,1,-0.19,6.0
0.23657987785278045,-0.01992928318868531,-0.21665059466409514,0.69,1,0.7900000000000001,36.0
0.13784967981125718,-0.15739804516346476,0.01954836535220761,0.25,2,0.31999999999999995,-1.0
0.14730694354315377,-0.03634003893575602,-0.1109669046073978,0.3999999999999999,2,0.39,74.0
0.05705300988319861,-0.07771787960467202,0.020664869721473494,0.08999999999999986,0,-0.10999999999999999,26.0
-0.09183673469387754,0.0272108843537415,0.06462585034013607,-0.25,2,-0.30999999999999994,-6.0
-0.2627177700348432,0.025087108013937293,0.2376306620209059,-0.7599999999999998,2,-1.3199999999999998,-17.0
0.1168117269812185,-0.0874942739349519,-0.02931745304626665,0.26,1,0.62,16.0
-0.16001773049645385,0.017287234042553196,0.14273049645390073,-0.45999999999999996,2,-1.18,-26.0
-0.01218161683277963,0.04097452934662238,-0.028792912513842722,0.0,1,-0.22999999999999998,-5.0
-0.11869918699186993,-0.16693766937669374,0.28563685636856373,-0.5199999999999998,1,-0.19000000000000006,-29.0
0.007092198581560294,0.08611955420466061,-0.09321175278622085,0.1100000000000001,0,0.43000000000000005,47.0
-0.10096153846153844,0.01642628205128205,0.08453525641025639,-0.28,2,-0.51,9.0
-0.12391304347826082,0.007608695652173925,0.11630434782608697,-0.3600000000000003,2,-0.37,-15.0
-0.16958041958041958,0.08391608391608393,0.08566433566433566,-0.42999999999999994,0,-0.5100000000000001,-2.0
-0.1545893719806763,0.09098228663446056,0.06360708534621576,-0.3699999999999999,2,-0.2799999999999999,-78.0
-0.33436532507739936,0.11455108359133126,0.2198142414860681,-0.8899999999999999,2,-1.4300000000000002,-16.0
-0.13287316652286457,0.05953408110440034,0.07333908541846418,-0.33999999999999986,0,-0.44999999999999996,14.0
-0.04870557261956998,-0.03729706011408512,0.08600263273365513,-0.18000000000000016,1,-0.18999999999999995,31.0
