wins_difference,draws_difference,loses_difference,points_per_game_difference,result,goal_diff_pg_difference
0.07407407407407407,-0.1111111111111111,0.037037037037037035,0.10999999999999988,1,-0.1
0.3004878048780488,-0.1668292682926829,-0.1336585365853659,0.7300000000000002,1,1.15
0.025974025974025983,0.06363636363636366,-0.08961038961038961,0.1399999999999999,1,0.9400000000000001
-0.1947261663286004,0.13793103448275862,0.05679513184584173,-0.43999999999999995,1,0.10999999999999999
-0.6206896551724138,-0.20689655172413793,-0.1724137931034483,,1,
-0.09523809523809523,-0.03571428571428571,0.130952380952381,-0.32000000000000006,1,-0.1499999999999999
0.09090909090909094,-0.030303030303030276,-0.06060606060606061,0.24,1,-0.3900000000000001
0.0625,-0.1875,0.125,0.0,0,0.06999999999999995
0.21328224776500643,-0.015325670498084282,-0.19795657726692206,0.6299999999999999,1,1.21
0.2090592334494774,-0.03397212543554007,-0.17508710801393731,0.5900000000000001,0,0.47
-0.08658008658008653,0.0727272727272727,0.013852813852813867,-0.17999999999999994,1,0.53
-0.16163793103448276,-0.17456896551724138,0.3362068965517241,-0.6500000000000001,1,-1.6400000000000001
-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,,0,
0.18666666666666665,-0.09714285714285714,-0.08952380952380956,0.4600000000000002,1,0.83
0.030303030303030387,0.10606060606060608,-0.13636363636363635,0.19999999999999996,1,1.08
0.02941176470588236,0.125,-0.15441176470588236,0.2100000000000002,1,1.8199999999999998
-0.4074074074074074,-0.2222222222222222,-0.37037037037037035,,1,
0.11382113821138218,-0.06968641114982578,-0.04413472706155633,0.27,1,0.32000000000000006
0.0043290043290044045,0.04242424242424242,-0.04675324675324674,0.06000000000000005,0,0.1399999999999999
0.22413793103448276,-0.012931034482758619,-0.2112068965517241,0.6500000000000001,1,1.71
0.2873563218390805,-0.1264367816091954,-0.16091954022988503,0.7399999999999998,1,1.11
-0.09142857142857141,0.13285714285714284,-0.041428571428571426,-0.14000000000000012,1,-0.68
-0.06060606060606055,0.13636363636363635,-0.07575757575757575,-0.040000000000000036,0,1.4700000000000002
-0.03308823529411764,0.3125,-0.27941176470588236,0.2100000000000002,1,1.75
0.27586206896551724,0.13793103448275862,0.5862068965517241,,1,
0.29563932002956395,-0.19955654101995562,-0.0960827790096083,0.6800000000000002,1,0.17999999999999994
-0.0043290043290044045,-0.13528138528138528,0.13961038961038963,-0.1499999999999999,1,0.10000000000000009
0.12068965517241381,0.08189655172413793,-0.2025862068965517,0.44999999999999973,1,0.4
-0.049261083743842415,-0.09975369458128079,0.14901477832512317,-0.24999999999999978,1,-0.24
0.5046257359125316,-0.06476030277544155,-0.4398654331370899,1.4400000000000002,1,2.34
-0.3448275862068966,-0.06896551724137931,0.4137931034482758,-1.0999999999999999,1,-2.11
0.2090592334494774,-0.03397212543554007,-0.17508710801393731,0.5900000000000001,1,0.47
