wins_difference,draws_difference,loses_difference,points_per_game_difference,result,goal_diff_pg_difference,ranking_difference
0.3374689826302729,0.07196029776674936,-0.4094292803970223,1.08,1,2.48,0.0
-0.28431372549019607,-0.06862745098039214,0.35294117647058826,-0.9200000000000002,1,-2.94,0.0
-0.24074074074074076,0.13518518518518519,0.10555555555555557,-0.5900000000000001,1,-1.41,0.0
-0.11612903225806448,-0.038709677419354854,0.15483870967741936,-0.3899999999999999,1,0.039999999999999925,0.0
0.18478260869565216,0.08229813664596272,-0.26708074534161486,0.64,1,1.5699999999999998,0.0
-0.3846153846153846,0.23076923076923078,0.15384615384615385,-0.9199999999999999,1,0.5499999999999998,0.0
0.15217391304347827,0.21739130434782608,-0.3695652173913043,0.6699999999999999,1,0.8,0.0
-0.2222222222222222,0.15555555555555556,0.06666666666666665,-0.5099999999999998,1,-1.05,0.0
0.18518518518518517,0.037037037037037035,-0.22222222222222227,0.6000000000000001,1,1.1099999999999999,0.0
-0.049088359046283336,0.09957924263674614,-0.05049088359046283,-0.040000000000000036,1,-0.51,0.0
0.03678929765886285,-0.013377926421404701,-0.023411371237458206,0.08999999999999986,0,-0.8499999999999999,0.0
0.26280834914611007,-0.03889943074003796,-0.22390891840607213,0.7500000000000002,1,1.88,0.0
0.03678929765886285,-0.013377926421404701,-0.023411371237458206,0.08999999999999986,1,-0.8499999999999999,0.0
0.007012622720897643,-0.008415147265077139,0.001402524544179523,0.009999999999999787,1,-0.6399999999999999,0.0
0.009661835748792258,-0.03864734299516909,0.028985507246376774,-0.010000000000000009,1,-0.28,0.0
-0.21037868162692847,0.03506311360448808,0.17531556802244042,-0.5900000000000001,1,-1.51,0.0
0.20772946859903385,-0.004830917874396129,-0.20289855072463767,0.6099999999999999,1,1.1500000000000001,0.0
