wins_difference,draws_difference,loses_difference,points_per_game_difference,result
-0.14583333333333337,0.08333333333333334,0.0625,-0.3500000000000001,1
0.060975609756097615,-0.053658536585365874,-0.007317073170731714,0.13000000000000012,2
-0.18597560975609762,0.10365853658536586,0.08231707317073172,-0.4500000000000002,1
-0.02083333333333337,0.033333333333333354,-0.012500000000000011,-0.030000000000000027,1
0.125,-0.04999999999999999,-0.07500000000000001,0.32000000000000006,1
-0.040142276422764245,0.02032520325203252,0.019817073170731725,-0.10000000000000009,1
-0.09193245778611625,-0.04002501563477173,0.13195747342088804,-0.31000000000000005,2
-0.013605442176870763,-0.023809523809523808,0.03741496598639457,-0.06999999999999984,0
0.03767660910518045,-0.03663003663003664,-0.001046572475143892,0.07000000000000028,1
0.04065040650406504,0.05284552845528456,-0.09349593495934959,0.16999999999999993,2
0.0542558486809358,0.07665505226480837,-0.13091090094574415,0.23999999999999977,0
0.05128205128205121,-0.01282051282051283,-0.038461538461538464,0.14000000000000012,0
0.19664031620553357,-0.12055335968379444,-0.07608695652173914,0.47,1
0.08958566629339304,-0.05543113101903696,-0.034154535274356135,0.21999999999999997,2
0.16327474560592048,-0.0818686401480111,-0.08140610545790933,0.3999999999999999,1
-0.05622009569377995,0.01674641148325362,0.03947368421052633,-0.1499999999999999,0
-0.2528604118993135,0.13729977116704806,0.11556064073226546,-0.6199999999999999,0
-0.03336557059961309,0.03868471953578334,-0.005319148936170193,-0.07000000000000006,2
0.07542147293700086,0.09760425909494233,-0.1730257320319432,0.33000000000000007,0
0.1529334212261041,0.0006591957811469817,-0.15359261700725116,0.45999999999999996,1
-0.020148462354188768,0.01696712619300106,0.003181336161187681,-0.040000000000000036,2
-0.05736348593491447,0.07997793712079429,-0.022614451185879736,-0.08999999999999986,1
-0.13278495887191533,-0.01762632197414804,0.15041128084606348,-0.41999999999999993,2
-0.09556993529118962,-0.08063713290194127,0.1762070681931309,-0.3700000000000001,2
0.050167224080267525,0.07748049052396877,-0.12764771460423635,0.22999999999999998,2
0.08935128518971847,0.02815177478580172,-0.11750305997552019,0.30000000000000027,0
0.2861476238624873,-0.09656218402426692,-0.1895854398382204,0.76,1
-0.24696356275303638,0.04723346828609987,0.19973009446693657,-0.6899999999999997,2
-0.33631484794275485,0.019081693500298147,0.31723315444245676,-0.99,2
0.19679633867276886,-0.12471395881006864,-0.07208237986270022,0.45999999999999974,0
0.04166666666666663,-0.05729166666666666,0.015625,0.07000000000000006,2
-0.1578099838969404,0.09742351046698872,0.06038647342995168,-0.3699999999999999,1
0.03009259259259256,-0.08043981481481483,0.05034722222222221,0.010000000000000009,2
0.16938405797101447,-0.07427536231884055,-0.09510869565217389,0.42999999999999994,1
-0.01157407407407407,-0.023148148148148168,0.03472222222222221,-0.06000000000000005,1
0.12771739130434784,-0.01698369565217389,-0.11073369565217389,0.3599999999999999,2
0.35999999999999993,-0.14500000000000002,-0.21500000000000002,0.9399999999999997,1
-0.1428571428571429,0.047619047619047616,0.09523809523809523,-0.3799999999999999,2
0.19999999999999996,-0.11071428571428571,-0.08928571428571427,0.48999999999999977,1
0.3028571428571429,-0.08190476190476192,-0.22095238095238098,0.8299999999999998,1
-0.05714285714285705,0.0630952380952381,-0.005952380952380959,-0.10999999999999988,2
-0.15999999999999998,0.03428571428571431,0.12571428571428575,-0.44999999999999996,2
-0.11011904761904762,0.05654761904761904,0.053571428571428575,-0.28,2
-0.0664160401002506,0.03007518796992481,0.03634085213032581,-0.17000000000000015,2
-0.05654761904761907,-0.05654761904761904,0.11309523809523811,-0.2200000000000002,0
0.10025062656641609,0.03007518796992481,-0.13032581453634087,0.33000000000000007,2
0.009868421052631526,-0.08662280701754385,0.0767543859649123,-0.050000000000000044,2
0.16666666666666669,0.0,-0.16666666666666669,0.5000000000000002,2
0.10869565217391308,-0.10869565217391303,0.0,0.20999999999999996,1
-0.15306122448979587,0.05714285714285716,0.09591836734693876,-0.40000000000000013,1
0.29166666666666663,-0.08333333333333334,-0.20833333333333334,0.79,0
0.1643132220795892,-0.04557124518613609,-0.11874197689345314,0.44999999999999996,0
0.15843023255813948,-0.07957848837209303,-0.07885174418604651,0.40000000000000013,1
0.13749999999999996,-0.05416666666666667,-0.08333333333333334,0.3599999999999999,1
-0.19679633867276886,0.12471395881006864,0.07208237986270022,-0.45999999999999974,1
-0.19047619047619052,0.047619047619047616,0.14285714285714288,-0.53,0
-0.17391304347826086,0.04782608695652174,0.12608695652173912,-0.47,2
0.020930232558139528,0.011046511627906985,-0.03197674418604651,0.07000000000000028,2
-0.20807453416149074,0.04451345755693581,0.16356107660455485,-0.5799999999999998,2
-0.21036585365853655,0.0060975609756097615,0.20426829268292682,-0.6200000000000001,0
-0.02608695652173909,-0.02282608695652172,0.048913043478260865,-0.10999999999999988,1
-0.057491289198606355,0.0058072009291521565,0.05168408826945414,-0.16999999999999993,1
0.05714285714285705,-0.0630952380952381,0.005952380952380959,0.10999999999999988,1
0.08854718981972431,-0.09172852598091197,0.003181336161187681,0.16999999999999993,1
