wins_difference,draws_difference,loses_difference,points_per_game_difference,result,goal_diff_pg_difference,ranking_difference
0.19910714285714287,-0.06160714285714286,-0.1375,0.54,0,0.4600000000000001,0.0
-0.10784313725490197,0.10294117647058823,0.004901960784313764,-0.21999999999999997,1,-0.03999999999999998,0.0
-0.11688311688311687,-0.012987012987012991,0.12987012987012986,-0.3600000000000001,1,-0.48,0.0
-0.36363636363636365,-0.12121212121212122,-0.5151515151515151,,2,,0.0
-0.30303030303030304,0.10606060606060605,0.19696969696969696,-0.81,2,-2.19,0.0
0.03487358326068002,0.014821272885788994,-0.04969485614646907,0.11999999999999988,0,-0.22999999999999998,0.0
0.05065666041275796,0.07786116322701686,-0.12851782363977485,0.22999999999999998,1,0.13000000000000012,0.0
0.09936406995230523,-0.11605723370429255,0.01669316375198726,0.17999999999999994,1,0.62,0.0
0.23809523809523808,0.0357142857142857,-0.27380952380952384,0.75,2,1.04,0.0
-0.29261363636363635,-0.16003787878787878,0.45265151515151514,-1.04,0,-1.24,0.0
-0.01336898395721925,-0.12566844919786094,0.13903743315508021,-0.16999999999999993,0,-0.52,0.0
0.45714285714285713,0.34285714285714286,0.2,,1,,0.0
0.08797653958944285,-0.030791788856304986,-0.057184750733137835,0.2400000000000002,0,1.62,0.0
0.18018018018018017,-0.09009009009009006,-0.09009009009009006,0.44999999999999996,0,0.7999999999999999,0.0
-0.07101865136298424,0.032998565279770464,0.03802008608321378,-0.17999999999999994,2,-0.020000000000000018,0.0
-0.07900207900207895,0.0051975051975052255,0.07380457380457381,-0.22999999999999998,0,-0.7300000000000001,0.0
-0.09350649350649348,-0.22164502164502164,0.3151515151515151,-0.5,0,-0.78,0.0
0.13025210084033612,0.13865546218487393,-0.2689075630252101,0.53,0,1.0,0.0
-0.65625,-0.28125,-0.0625,,2,,0.0
0.12121212121212122,0.022727272727272707,-0.14393939393939398,0.3899999999999999,1,0.5599999999999999,0.0
-0.12285012285012287,0.01597051597051599,0.1068796068796069,-0.3600000000000001,2,-1.3900000000000001,0.0
-0.028345418589320992,0.08305866842452209,-0.05471324983520104,0.0,1,-0.6,0.0
0.2150537634408602,-0.07526881720430106,-0.13978494623655913,0.5699999999999998,1,0.57,0.0
0.020361990950226283,-0.11085972850678733,0.09049773755656107,-0.050000000000000044,1,-0.1100000000000001,0.0
0.12380952380952381,0.09285714285714286,-0.21666666666666667,0.45999999999999996,2,0.45999999999999996,0.0
0.20170454545454547,0.008522727272727293,-0.2102272727272727,0.6100000000000001,1,0.3600000000000001,0.0
0.17690417690417687,-0.1240786240786241,-0.052825552825552846,0.41000000000000014,1,1.88,0.0
-0.010436432637571214,0.02277039848197343,-0.012333965844402273,-0.010000000000000009,2,-0.36,0.0
-0.19679054054054052,0.07010135135135137,0.1266891891891892,-0.52,2,-0.7400000000000001,0.0
0.10168067226890759,-0.10756302521008404,0.00588235294117645,0.19999999999999996,1,0.33999999999999997,0.0
-0.18181818181818182,0.04545454545454544,0.13636363636363635,-0.5000000000000002,2,-1.5,0.0
-0.2150537634408602,-0.008064516129032251,0.2231182795698925,-0.6499999999999999,1,-0.43999999999999995,0.0
0.2254901960784314,-0.01470588235294118,-0.21078431372549022,0.6599999999999999,2,0.7999999999999999,0.0
-0.019886363636363646,-0.053977272727272735,0.07386363636363635,-0.10999999999999988,1,1.14,0.0
0.004914004914004955,0.07862407862407866,-0.08353808353808351,0.09000000000000008,0,-0.38,0.0
0.09124423963133638,-0.08479262672811061,-0.006451612903225823,0.18999999999999995,1,-0.020000000000000018,0.0
0.09742647058823528,0.04595588235294118,-0.14338235294117646,0.3400000000000001,2,0.1200000000000001,0.0
0.30303030303030304,-0.022727272727272735,-0.28030303030303033,0.8900000000000001,2,2.06,0.0
