wins_difference,draws_difference,loses_difference,points_per_game_difference,result
0.05646258503401358,0.08197278911564629,-0.1384353741496599,0.25,1
0.2678431372549019,-0.10274509803921567,-0.16509803921568628,0.7,2
0.24722222222222223,-0.15555555555555556,-0.09166666666666667,0.5900000000000001,1
0.039215686274509776,-0.18627450980392155,0.14705882352941174,-0.06999999999999984,0
0.0117647058823529,0.023529411764705882,-0.03529411764705881,0.06000000000000005,1
-0.5909090909090909,-0.25,-0.1590909090909091,,2
-0.07660256410256416,0.04326923076923078,0.033333333333333354,-0.18000000000000016,1
-0.16818181818181815,0.051515151515151514,0.11666666666666667,-0.45999999999999974,2
0.09038662486938354,-0.07419017763845351,-0.016196447230929972,0.19999999999999996,1
-0.10426356589147279,0.10038759689922482,0.003875968992248041,-0.20999999999999996,2
0.2392900856793146,-0.01346389228886169,-0.2258261933904529,0.7099999999999997,1
-0.0009775171065493637,0.10654936461388073,-0.1055718475073314,0.09999999999999987,1
0.20772946859903385,-0.02294685990338169,-0.18478260869565216,0.6000000000000003,0
0.01564482029598302,0.006765327695560264,-0.02241014799154334,0.04999999999999982,1
0.3095238095238096,-0.10714285714285715,-0.20238095238095238,0.8200000000000003,1
0.04753989361702127,-0.0046542553191489255,-0.04288563829787234,0.14000000000000012,0
-0.11804721888755498,0.12805122048819528,-0.010004001600640244,-0.22999999999999998,1
-0.09333333333333332,0.05666666666666667,0.036666666666666625,-0.21999999999999997,1
0.15441176470588236,0.05294117647058824,-0.20735294117647057,0.52,1
0.0535947712418301,-0.022222222222222254,-0.03137254901960784,0.1399999999999999,1
0.6,0.2,0.2,,1
0.002673796791443861,0.07352941176470587,-0.07620320855614973,0.08000000000000007,1
0.13741258741258738,-0.0874125874125874,-0.04999999999999999,0.32999999999999985,0
-0.04583333333333339,0.07916666666666666,-0.033333333333333326,-0.050000000000000266,1
0.37882496940024474,-0.19951040391676866,-0.17931456548347613,0.9399999999999997,2
-0.03527131782945736,0.08565891472868215,-0.0503875968992248,-0.020000000000000018,0
0.01867512332628607,-0.09020436927413669,0.0715292459478506,-0.040000000000000036,0
-0.09341692789968659,0.17115987460815046,-0.07774294670846396,-0.1100000000000001,1
0.16830294530154277,0.02454417952314164,-0.1928471248246844,0.5300000000000002,0
0.04040404040404044,-0.15404040404040406,0.11363636363636365,-0.029999999999999805,2
0.15104166666666669,-0.13541666666666669,-0.015625,0.31000000000000005,2
0.11094224924012164,0.03292806484295846,-0.14387031408308004,0.3700000000000001,1
-0.1497959183673469,-0.025306122448979618,0.17510204081632652,-0.47,2
-0.17450980392156856,0.046078431372548995,0.12843137254901965,-0.48,2
-0.19362745098039214,0.1333333333333333,0.06029411764705883,-0.4500000000000002,0
-0.09281045751633987,0.2084967320261438,-0.1156862745098039,-0.07000000000000006,1
0.21401515151515155,-0.13068181818181818,-0.08333333333333334,0.51,0
0.03076923076923077,0.03589743589743588,-0.06666666666666668,0.1299999999999999,1
-0.009090909090909038,0.04999999999999999,-0.04090909090909092,0.020000000000000018,0
0.5882352941176471,0.17647058823529413,0.23529411764705882,,1
0.13953488372093015,-0.18604651162790697,0.04651162790697676,0.22999999999999998,2
-0.27456140350877195,0.09912280701754383,0.1754385964912281,-0.7299999999999998,1
0.00303030303030305,-0.09696969696969696,0.09393939393939393,-0.08999999999999986,2
-0.1090617481956696,0.1643945469125902,-0.05533279871692062,-0.15999999999999992,0
-0.19858156028368795,0.1400709219858156,0.05851063829787234,-0.4500000000000002,1
-0.1584821428571429,-0.028273809523809534,0.18675595238095238,-0.5100000000000002,2
-0.1673254281949934,-0.13109354413702237,0.2984189723320158,-0.6300000000000001,2
-0.03942652329749108,0.04749103942652333,-0.008064516129032251,-0.07000000000000006,1
0.05842336934773906,-0.0680272108843537,0.009603841536614643,0.10000000000000009,1
0.03076923076923077,-0.03076923076923077,0.0,0.06000000000000005,1
0.285,-0.03999999999999998,-0.245,0.8200000000000001,1
0.009090909090909038,0.016666666666666663,-0.025757575757575757,0.04999999999999982,1
-0.039294306335204476,0.1643945469125902,-0.12510024057738572,0.04999999999999982,1
0.1111111111111111,-0.1111111111111111,0.0,0.21999999999999997,0
0.18516746411483248,-0.006698564593301426,-0.1784688995215311,0.5499999999999998,1
-0.009316770186335366,0.026915113871635643,-0.017598343685300208,0.0,2
-0.11020408163265305,0.0653061224489796,0.04489795918367345,-0.27,0
0.24806201550387602,-0.11434108527131787,-0.13372093023255816,0.6299999999999999,1
0.025000000000000022,-0.06666666666666665,0.04166666666666666,0.010000000000000231,0
-0.12490118577075104,0.02648221343873519,0.09841897233201581,-0.3500000000000003,2
-0.09159943046986241,-0.03701945894636921,0.12861888941623162,-0.31999999999999984,2
-0.05217391304347829,-0.01594202898550723,0.06811594202898551,-0.17000000000000037,2
-0.11020408163265305,-0.0013605442176870541,0.11156462585034013,-0.33999999999999986,1
-0.07077856420626893,0.019716885743174928,0.051061678463094035,-0.1900000000000004,0
