wins_difference,draws_difference,loses_difference,points_per_game_difference,result
-0.1863636363636364,0.23863636363636365,-0.052272727272727304,-0.33000000000000007,0
0.0518433179723502,-0.16359447004608296,0.11175115207373273,-0.010000000000000009,1
-0.13798449612403102,0.10232558139534881,0.035658914728682156,-0.31000000000000005,1
0.07317073170731703,-0.048780487804878064,-0.02439024390243902,0.17999999999999994,1
-0.2571428571428572,-0.08571428571428572,0.34285714285714286,-0.8600000000000001,0
-0.01666666666666672,-0.14999999999999997,0.16666666666666666,-0.19999999999999996,1
-0.11688311688311687,-0.04415584415584414,0.16103896103896104,-0.3999999999999999,1
0.1366666666666666,-0.10222222222222221,-0.034444444444444444,0.30999999999999983,1
0.003933910306844979,-0.0747442958300551,0.07081038552321009,-0.06000000000000005,1
0.15465116279069774,-0.17732558139534882,0.022674418604651192,0.29000000000000004,1
-0.16969696969696968,0.16363636363636364,0.006060606060606044,-0.3500000000000001,1
0.12108013937282225,-0.13763066202090593,0.016550522648083626,0.22999999999999998,1
0.16428571428571426,-0.12142857142857141,-0.042857142857142864,0.3700000000000001,0
0.0761904761904762,0.05714285714285716,-0.13333333333333336,0.29000000000000004,1
-0.037878787878787956,0.0505050505050505,-0.012626262626262624,-0.06000000000000005,0
0.2914285714285714,-0.10857142857142857,-0.18285714285714286,0.7699999999999998,0
-0.04790940766550522,0.08885017421602787,-0.040940766550522645,-0.050000000000000044,1
0.01666666666666672,-0.07500000000000001,0.05833333333333335,-0.020000000000000018,1
-0.03171247357293866,0.06131078224101483,-0.029598308668076112,-0.040000000000000036,0
-0.06923682140047205,-0.025963808025177032,0.09520062942564911,-0.24,1
0.18095238095238098,0.028571428571428553,-0.20952380952380953,0.5700000000000001,1
0.09285714285714292,0.20714285714285713,-0.30000000000000004,0.49,1
-0.15476190476190482,0.006349206349206354,0.1484126984126984,-0.45999999999999996,1
-0.17454545454545456,0.1527272727272727,0.02181818181818182,-0.3699999999999999,1
-0.15249266862170086,0.17008797653958946,-0.017595307917888603,-0.29000000000000004,0
0.18666666666666665,-0.08000000000000002,-0.10666666666666666,0.47999999999999976,1
0.28571428571428575,0.0,-0.2857142857142857,0.8600000000000001,1
0.035365853658536506,0.09451219512195122,-0.1298780487804878,0.19999999999999996,1
0.1214285714285715,-0.10357142857142856,-0.01785714285714285,0.27,1
-0.017204301075268824,-0.006451612903225823,0.023655913978494647,-0.06000000000000005,1
-0.3563636363636363,0.24363636363636365,0.1127272727272727,-0.8299999999999998,0
-0.12891986062717775,-0.009059233449477344,0.13797909407665507,-0.3900000000000001,0
0.20387096774193547,-0.07354838709677419,-0.1303225806451613,0.5399999999999998,1
0.16969696969696968,-0.16363636363636364,-0.006060606060606044,0.3500000000000001,1
0.16428571428571426,0.10357142857142856,-0.26785714285714285,0.5900000000000001,1
0.156794425087108,-0.009059233449477344,-0.14773519163763066,0.47,1
0.1981566820276498,0.035023041474654376,-0.23317972350230418,0.6300000000000001,1
-0.13463414634146342,0.09951219512195122,0.0351219512195122,-0.2999999999999998,1
