wins_difference,draws_difference,loses_difference,points_per_game_difference,result,goal_diff_pg_difference
-0.375,0.1875,0.1875,-0.94,1,-1.17
0.31417624521072796,-0.007662835249042141,-0.3065134099616858,0.94,1,2.55
0.18461538461538463,0.2076923076923077,-0.39230769230769225,0.76,1,3.76
-0.0028571428571428914,0.08857142857142858,-0.08571428571428569,0.08000000000000007,1,1.22
0.26328502415458943,-0.007246376811594207,-0.2560386473429952,0.78,1,1.6300000000000001
0.27717391304347827,0.013586956521739135,-0.2907608695652174,0.8400000000000001,0,3.02
-0.38888888888888884,0.16666666666666666,0.2222222222222222,-1.0,1,-2.5599999999999996
-0.05982905982905978,0.1965811965811966,-0.1367521367521367,0.020000000000000018,1,0.63
0.040000000000000036,0.010000000000000009,-0.04999999999999999,0.13000000000000012,0,1.3199999999999998
-0.5586206896551724,-0.0034482758620689585,0.5620689655172413,-1.68,1,-5.68
0.01388888888888884,0.020833333333333343,-0.03472222222222221,0.06000000000000005,1,1.39
-0.37400530503978774,0.20424403183023876,0.1697612732095491,-0.9199999999999999,1,-1.92
0.04285714285714293,-0.07857142857142857,0.0357142857142857,0.050000000000000044,1,0.09999999999999998
0.14066496163682862,-0.04603580562659848,-0.0946291560102302,0.3699999999999999,1,2.14
-0.6521739130434783,0.17391304347826086,0.4782608695652174,-1.78,1,-4.1899999999999995
0.2444444444444444,0.0111111111111111,-0.25555555555555554,0.74,1,3.13
0.050167224080267525,-0.17725752508361206,0.12709030100334445,-0.030000000000000027,0,-0.030000000000000027
-0.015000000000000013,0.027499999999999997,-0.012500000000000011,-0.020000000000000018,1,0.78
0.24038461538461536,-0.12019230769230771,-0.12019230769230771,0.6000000000000001,1,2.04
-0.20521739130434785,-0.029565217391304355,0.23478260869565215,-0.6500000000000001,1,-1.29
0.2553846153846154,-0.1476923076923077,-0.1076923076923077,0.6200000000000001,1,1.26
-0.19021739130434784,-0.05706521739130435,0.24728260869565216,-0.6300000000000001,1,-2.07
