wins_difference,draws_difference,loses_difference,points_per_game_difference,result,goal_diff_pg_difference
0.25620608899297426,-0.03606557377049183,-0.2201405152224824,0.74,1,1.15
0.07364864864864873,-0.08581081081081082,0.012162162162162177,0.14000000000000012,0,0.1299999999999999
0.1547619047619047,0.0357142857142857,-0.19047619047619047,0.5,0,0.5800000000000001
-0.22524565381708234,0.23204837490551777,-0.006802721088435382,-0.44000000000000017,0,-0.95
-0.08893280632411066,0.10935441370223978,-0.020421607378129147,-0.16000000000000014,0,-0.46
-0.09688995215311003,-0.014752791068580545,0.11164274322169057,-0.30000000000000004,2,-0.22000000000000008
0.1107711138310894,0.11260709914320682,-0.2233782129742962,0.44999999999999973,1,0.7999999999999998
0.27636363636363637,0.1333333333333333,-0.40969696969696967,0.9600000000000002,2,1.56
0.08333333333333337,-0.041666666666666685,-0.041666666666666685,0.20999999999999996,2,0.30000000000000004
0.12748171368861028,-0.09404388714733541,-0.03343782654127481,0.2899999999999998,0,1.0099999999999998
0.07493061979648474,-0.005550416281221104,-0.06938020351526364,0.20999999999999996,1,-0.07999999999999996
-0.52,-0.3,-0.18,,1,
-0.08567603748326641,-0.016398929049531497,0.10207496653279785,-0.27,2,-0.6200000000000001
-0.00870827285921627,0.12578616352201255,-0.11707789066279634,0.09999999999999987,1,0.30000000000000004
0.15070028011204478,-0.08515406162464986,-0.06554621848739497,0.3700000000000001,1,1.09
0.2670807453416149,0.0010351966873706209,-0.2681159420289855,0.81,1,1.0899999999999999
-0.06071428571428572,-0.07500000000000001,0.1357142857142857,-0.26,0,-0.7000000000000001
0.12184315463003981,-0.025254762959681015,-0.09658839167035889,0.33999999999999986,1,0.32000000000000006
-0.17592592592592587,0.17592592592592593,0.0,-0.3500000000000001,0,-0.52
0.20408163265306117,-0.020408163265306145,-0.18367346938775508,0.5900000000000001,1,1.01
-0.19450317124735728,0.043692741367159976,0.1508104298801973,-0.54,0,-0.46
0.013157894736842146,0.17105263157894735,-0.18421052631578946,0.20999999999999974,1,0.5599999999999999
-0.18545454545454543,0.04848484848484849,0.13696969696969696,-0.51,1,-0.84
0.1798418972332016,0.07246376811594202,-0.25230566534914356,0.6100000000000003,0,1.18
-0.07729468599033817,-0.04468599033816428,0.1219806763285024,-0.27,2,-0.09000000000000008
0.003831417624521105,-0.0019157088122605526,-0.0019157088122605526,0.010000000000000009,0,-0.19999999999999996
0.04797979797979801,-0.05429292929292928,0.006313131313131326,0.08999999999999986,1,0.5099999999999999
0.6956521739130435,0.2391304347826087,0.06521739130434782,,0,
0.08331197128941298,-0.03383747756985389,-0.04947449371955909,0.20999999999999996,1,0.45
-0.09142857142857147,-0.06190476190476191,0.15333333333333332,-0.3400000000000001,2,-1.3399999999999999
-0.15501294857565667,0.10617832038475766,0.04883462819089901,-0.3600000000000001,1,-0.42
0.00439560439560438,-0.10476190476190475,0.10036630036630037,-0.08999999999999986,1,0.37
-0.021164021164021163,0.21164021164021163,-0.19047619047619047,0.1499999999999999,1,0.06000000000000005
0.04931972789115646,-0.056122448979591844,0.006802721088435382,0.09000000000000008,0,0.43000000000000005
-0.13436293436293445,0.010810810810810811,0.12355212355212353,-0.40000000000000013,2,-0.83
0.19549180327868854,-0.11106557377049184,-0.08442622950819671,0.48,2,0.44999999999999996
-0.08373205741626788,0.1562998405103668,-0.07256778309409889,-0.0900000000000003,1,0.33999999999999986
-0.09761321909424725,0.05844553243574052,0.03916768665850673,-0.24,0,-0.23999999999999994
0.09090909090909094,0.1818181818181818,-0.2727272727272727,0.4500000000000002,1,0.72
-0.09652173913043477,-0.060869565217391286,0.1573913043478261,-0.34999999999999987,2,-0.38
-0.07950191570881227,0.03975095785440613,0.03975095785440613,-0.19999999999999996,0,-0.5
0.13131313131313138,-0.09595959595959597,-0.03535353535353536,0.2999999999999998,0,0.8099999999999999
0.17565217391304344,-0.060869565217391286,-0.11478260869565217,0.47,1,-0.25
0.42857142857142855,0.23809523809523808,0.3333333333333333,,2,
0.008381351492928235,-0.028287061288632787,0.01990570979570455,0.0,2,0.53
-0.0023640661938534313,-0.05023640661938539,0.05260047281323876,-0.06000000000000005,1,-0.17000000000000004
-0.004312668463611891,0.0210242587601078,-0.016711590296495965,0.010000000000000009,0,0.67
-0.1463046757164404,-0.019607843137254888,0.16591251885369535,-0.45999999999999996,2,-0.72
-0.0035714285714285587,0.010714285714285676,-0.007142857142857145,0.0,1,-0.39
0.3538251366120218,-0.08606557377049182,-0.26775956284153,0.98,1,1.42
0.09610983981693372,0.10755148741418763,-0.20366132723112126,0.3999999999999999,1,0.8299999999999998
-0.27636363636363637,-0.012121212121212116,0.28848484848484846,-0.8400000000000001,2,-0.87
0.25120772946859904,-0.03864734299516909,-0.21256038647342995,0.72,1,0.83
0.5757575757575758,0.18181818181818182,0.24242424242424243,,1,
-0.012698412698412764,-0.07698412698412702,0.08968253968253967,-0.10999999999999988,2,0.20999999999999996
0.014729950900163713,-0.07801418439716312,0.06328423349699946,-0.040000000000000036,0,-0.010000000000000009
0.018796992481202923,-0.08270676691729323,0.06390977443609022,-0.029999999999999805,0,-0.21999999999999986
0.13412816691505214,-0.04818678589170394,-0.08594138102334824,0.3599999999999999,1,0.96
0.022566086395873652,-0.07350096711798837,0.05093488072211477,0.0,1,0.47999999999999987
0.14009661835748788,-0.06642512077294688,-0.07367149758454107,0.3600000000000001,2,0.32999999999999985
0.1947342275211127,-0.01788375558867364,-0.17685047193243913,0.5700000000000001,0,0.3600000000000001
-0.0029239766081871066,0.06286549707602335,-0.05994152046783627,0.05999999999999983,1,0.04999999999999982
0.02020202020202022,-0.12373737373737376,0.10353535353535354,-0.06000000000000005,2,0.30999999999999983
0.21786022433132002,-0.20448662640207074,-0.013373597929249345,0.4500000000000002,2,0.6200000000000001
