wins_difference,draws_difference,loses_difference,points_per_game_difference,result,goal_diff_pg_difference,ranking_difference
-0.032840722495894925,0.009852216748768461,0.02298850574712641,-0.09000000000000008,0,0.03999999999999998,0.0
-0.3333333333333333,0.0222222222222222,0.3111111111111111,-0.9800000000000002,2,-1.63,0.0
0.10168067226890759,-0.0495798319327731,-0.052100840336134435,0.25,2,0.30999999999999994,0.0
-0.5428571428571428,-0.17142857142857143,-0.2857142857142857,,1,,0.0
-0.24168797953964188,0.25959079283887465,-0.01790281329923271,-0.4700000000000002,1,-0.96,0.0
-0.006249999999999978,0.04999999999999999,-0.04375000000000001,0.030000000000000027,0,0.34,0.0
-0.049095607235142114,-0.031007751937984496,0.08010335917312661,-0.17999999999999994,0,0.030000000000000027,0.0
-0.12320483749055183,-0.0468631897203326,0.17006802721088435,-0.41999999999999993,2,-0.7100000000000001,0.0
-0.06269592476489022,-0.11206896551724138,0.17476489028213163,-0.2999999999999998,1,-1.34,0.0
-0.1829521829521829,0.11573111573111572,0.06722106722106719,-0.43999999999999995,1,-0.39999999999999997,0.0
-0.04838709677419356,0.100169779286927,-0.051782682512733436,-0.04999999999999982,2,0.050000000000000044,0.0
0.10741971207087486,0.15946843853820597,-0.2668881506090808,0.48,0,0.7000000000000001,0.0
0.09026369168356996,-0.13590263691683568,0.045638945233265726,0.14000000000000012,0,0.10000000000000003,0.0
0.6666666666666666,0.2,0.13333333333333333,,0,,0.0
0.18426501035196685,-0.13354037267080743,-0.050724637681159424,0.42000000000000015,0,0.82,0.0
0.2095238095238095,-0.05079365079365078,-0.15873015873015872,0.5800000000000001,1,1.4100000000000001,0.0
0.06179401993355482,0.01196013289036546,-0.07375415282392025,0.19999999999999996,1,0.22999999999999998,0.0
0.20170454545454541,-0.125,-0.07670454545454544,0.48,0,0.9299999999999999,0.0
-0.1143790849673203,0.06862745098039214,0.04575163398692808,-0.27,2,-0.57,0.0
0.14599686028257458,-0.05285190999476713,-0.09314495028780742,0.3899999999999999,0,0.34,0.0
-0.13275862068965522,0.1870689655172414,-0.05431034482758618,-0.2100000000000002,1,0.07,0.0
0.16016016016016016,-0.016016016016015988,-0.14414414414414412,0.47,2,0.77,0.0
0.011627906976744207,-0.14443084455324356,0.13280293757649939,-0.1100000000000001,1,-0.06000000000000005,0.0
-0.07066052227342551,-0.1152073732718894,0.18586789554531485,-0.32000000000000006,1,-0.6900000000000001,0.0
-0.12380952380952381,-0.02857142857142858,0.15238095238095237,-0.40000000000000013,2,-0.21999999999999986,0.0
-0.3333333333333333,-0.2222222222222222,-0.4444444444444444,,1,,0.0
0.15142428785607193,-0.12368815592203897,-0.027736131934033015,0.33000000000000007,2,0.8599999999999999,0.0
-0.05742296918767503,0.12605042016806722,-0.06862745098039214,-0.050000000000000044,1,-0.14,0.0
-0.022792022792022748,0.09971509971509973,-0.07692307692307693,0.030000000000000027,0,0.37,0.0
0.036955322669608326,-0.06287920573634859,0.025923883066740233,0.050000000000000044,2,0.05999999999999994,0.0
0.1390086206896552,-0.23706896551724138,0.09806034482758619,0.18000000000000016,2,-0.41000000000000003,0.0
0.19545454545454544,-0.07500000000000001,-0.12045454545454545,0.51,1,1.27,0.0
-0.012698412698412709,0.019047619047619035,-0.006349206349206354,-0.020000000000000018,2,-0.26,0.0
-0.1634746922024624,0.03761969904240764,0.1258549931600547,-0.44999999999999996,2,-0.5399999999999999,0.0
-0.036759189797449354,-0.04426106526631657,0.08102025506376595,-0.15999999999999992,0,-0.010000000000000009,0.0
0.11904761904761907,0.015037593984962405,-0.13408521303258142,0.3699999999999999,1,0.64,0.0
-0.4074074074074074,-0.25925925925925924,-0.3333333333333333,,2,,0.0
0.1496598639455783,0.020408163265306145,-0.17006802721088435,0.47,1,0.29000000000000004,0.0
-0.1648426812585499,0.1094391244870041,0.05540355677154582,-0.3900000000000001,1,-0.32000000000000006,0.0
0.10714285714285715,-0.010714285714285732,-0.09642857142857145,0.31000000000000005,1,0.63,0.0
-0.2528735632183908,0.07586206896551723,0.17701149425287357,-0.6800000000000002,2,-0.7899999999999998,0.0
-0.03720238095238093,0.23214285714285715,-0.19494047619047616,0.11999999999999988,2,0.48000000000000004,0.0
0.16083916083916078,-0.10897435897435898,-0.05186480186480183,0.3799999999999999,1,0.94,0.0
-0.05882352941176472,-0.10681114551083593,0.16563467492260062,-0.28,2,-0.43999999999999995,0.0
-0.2095238095238095,0.11428571428571427,0.09523809523809523,-0.5100000000000002,0,-0.4999999999999999,0.0
-0.1496598639455783,-0.163265306122449,0.3129251700680272,-0.6099999999999999,0,-0.81,0.0
0.15141612200435733,0.005446623093681935,-0.15686274509803919,0.45999999999999996,0,0.98,0.0
-0.22192513368983952,0.16176470588235292,0.06016042780748662,-0.51,1,-1.03,0.0
0.2857142857142857,0.05714285714285716,-0.34285714285714286,0.9100000000000001,2,1.27,0.0
-0.08387799564270149,0.15250544662309368,-0.06862745098039214,-0.10000000000000009,1,0.27999999999999997,0.0
0.25925925925925924,-0.059259259259259234,-0.19999999999999998,0.7200000000000002,1,1.17,0.0
-0.05742296918767503,0.2689075630252101,-0.21148459383753498,0.08999999999999986,1,0.38,0.0
