wins_difference,draws_difference,loses_difference,points_per_game_difference,result
-0.033333333333333326,-0.033333333333333326,0.06666666666666665,-0.13000000000000012,1
-0.6451612903225806,-0.1935483870967742,-0.16129032258064516,,0
0.35517970401691334,0.09513742071881606,-0.4503171247357294,1.1599999999999997,2
0.36666666666666664,-0.07051282051282051,-0.29615384615384616,1.0300000000000002,0
0.21316614420062693,0.07680250783699058,-0.28996865203761757,0.71,1
0.05161290322580642,-0.029677419354838697,-0.021935483870967776,0.1299999999999999,0
0.19409937888198764,-0.010869565217391297,-0.18322981366459629,0.5700000000000001,1
-0.3063725490196078,0.34558823529411764,-0.039215686274509776,-0.5700000000000001,1
-0.05820476858345014,0.045582047685834515,0.012622720897615708,-0.1299999999999999,0
0.2,0.04999999999999999,-0.25,0.6500000000000001,0
-0.15862068965517243,-0.07862068965517241,0.23724137931034484,-0.55,1
-0.0029325513196480912,-0.027859237536656867,0.030791788856304986,-0.030000000000000027,1
-0.39285714285714285,-0.25,-0.35714285714285715,,1
-0.2689393939393939,-0.03409090909090909,0.30303030303030304,-0.84,0
0.39261285909712723,-0.28454172366621067,-0.10807113543091657,0.8899999999999999,1
-0.19999999999999996,0.08717948717948718,0.11282051282051281,-0.5100000000000002,1
0.16666666666666669,0.016666666666666663,-0.18333333333333335,0.52,0
0.5869565217391305,0.2391304347826087,0.17391304347826086,,1
0.03743315508021389,-0.3796791443850267,0.3422459893048128,-0.2699999999999999,0
0.16666666666666663,-0.1205128205128205,-0.046153846153846156,0.3800000000000001,1
-0.21023359288097884,-0.04894327030033371,0.2591768631813126,-0.6799999999999999,0
0.05454545454545451,-0.0018181818181818299,-0.05272727272727276,0.15999999999999992,1
0.2523041474654378,-0.05645161290322581,-0.195852534562212,0.7,0
-0.08624031007751942,-0.061046511627906974,0.14728682170542634,-0.31999999999999984,1
-0.6451612903225806,-0.1935483870967742,-0.16129032258064516,,1
-0.3063725490196078,0.34558823529411764,-0.039215686274509776,-0.5700000000000001,1
-0.36666666666666664,0.07051282051282051,0.29615384615384616,-1.0300000000000002,1
0.2869565217391305,-0.010869565217391297,-0.27608695652173915,0.8500000000000001,1
-0.17888563049853373,-0.1994134897360704,0.3782991202346041,-0.7399999999999999,1
0.4666666666666667,0.26666666666666666,0.26666666666666666,,1
0.2192513368983957,-0.15240641711229946,-0.06684491978609627,0.5,1
0.19393939393939397,0.17575757575757575,-0.3696969696969697,0.7599999999999999,1
0.13241106719367596,-0.07905138339920947,-0.0533596837944664,0.32000000000000006,1
0.18181818181818182,0.22727272727272727,-0.40909090909090906,0.7699999999999999,1
0.12028985507246381,-0.02753623188405796,-0.0927536231884058,0.33000000000000007,1
