wins_difference,draws_difference,loses_difference,points_per_game_difference,result,goal_diff_pg_difference
0.25241675617615467,-0.1643394199785177,-0.08807733619763694,0.5900000000000003,2,0.74
-0.08780487804878045,-0.0016260162601626216,0.08943089430894308,-0.26,2,-0.45999999999999996
0.006591957811469928,-0.07382992748846406,0.06723796967699408,-0.050000000000000044,0,0.050000000000000044
-0.10474631751227503,0.046099290780141855,0.05864702673213312,-0.2699999999999998,1,-0.17000000000000004
0.027485380116959113,-0.0035087719298245723,-0.023976608187134513,0.08000000000000007,1,0.16999999999999993
-0.06323185011709603,0.007025761124121788,0.05620608899297422,-0.17999999999999994,0,-0.19999999999999998
-0.07500000000000001,0.016666666666666663,0.05833333333333335,-0.20999999999999996,0,0.050000000000000044
0.21590909090909088,-0.18863636363636366,-0.027272727272727254,0.45999999999999974,1,1.3
0.18650793650793646,-0.11507936507936511,-0.07142857142857145,0.43999999999999995,1,1.08
0.1463046757164404,0.02714932126696834,-0.17345399698340877,0.47,1,0.6299999999999999
-0.13157894736842107,0.2522464698331194,-0.12066752246469833,-0.1499999999999999,2,-0.16999999999999998
-0.48214285714285715,0.1964285714285714,0.2857142857142857,-1.25,2,-1.6800000000000002
0.036538461538461575,-0.011538461538461553,-0.025000000000000022,0.08999999999999986,0,0.14
-0.04542124542124537,0.06813186813186817,-0.022710622710622685,-0.06000000000000005,1,0.040000000000000036
0.013684210526315743,-0.056842105263157916,0.04315789473684209,-0.020000000000000018,1,-0.31999999999999995
-0.1581920903954802,0.00605326876513318,0.15213882163034706,-0.45999999999999996,1,-1.05
-0.05692926969522716,-0.030477285796434744,0.08740655549166187,-0.20999999999999996,0,-0.14
0.06675224646983313,-0.10012836970474964,0.033376123234916566,0.10000000000000009,0,0.05999999999999994
-0.054409005628517804,0.15040650406504066,-0.09599749843652283,-0.009999999999999787,1,-0.08000000000000007
0.273469387755102,-0.06258503401360543,-0.21088435374149658,0.7500000000000002,0,1.1400000000000001
-0.07777777777777772,0.06666666666666665,0.0111111111111111,-0.16999999999999993,1,-0.050000000000000044
0.18026315789473685,-0.08684210526315789,-0.09342105263157896,0.45999999999999996,2,0.16999999999999993
0.19642857142857145,-0.11071428571428571,-0.08571428571428569,0.47999999999999976,1,1.3900000000000001
0.08271236959761546,-0.08494783904619974,0.0022354694485842153,0.15999999999999992,1,0.10999999999999999
0.6031746031746031,-0.23809523809523808,-0.36507936507936506,1.57,1,2.37
0.1700404858299595,-0.16531713900134953,-0.004723346828609976,0.34999999999999987,2,0.3499999999999999
0.06547619047619047,-0.07341269841269843,0.007936507936507908,0.11999999999999988,0,0.39
-0.012145748987854199,0.025303643724696345,-0.01315789473684209,-0.010000000000000009,1,0.20999999999999996
0.10784313725490197,-0.059780009564801506,-0.04806312769010046,0.27,1,0.45
-0.07770534550195562,0.1335071707953064,-0.055801825293350704,-0.10000000000000009,0,-0.21999999999999997
0.19047619047619047,-0.07142857142857142,-0.11904761904761904,0.5,1,1.31
0.03500000000000003,0.020000000000000018,-0.05500000000000002,0.11999999999999988,0,0.25
-0.18566450970632153,0.06421105027376806,0.1214534594325535,-0.4900000000000002,1,-0.68
0.021052631578947323,0.10175438596491226,-0.12280701754385964,0.15999999999999992,0,0.4
0.047817047817047875,-0.0765765765765766,0.028759528759528752,0.05999999999999983,2,0.030000000000000027
0.05033731188375723,0.10430721328489881,-0.15464452516865596,0.26,2,0.08999999999999997
-0.10526315789473684,0.07017543859649122,0.03508771929824561,-0.25,0,-0.21999999999999997
0.15277777777777773,-0.08333333333333331,-0.06944444444444445,0.3799999999999999,0,0.0
-0.01948051948051943,0.07792207792207795,-0.05844155844155843,0.020000000000000018,2,0.09
-0.13319672131147542,0.10368852459016392,0.02950819672131147,-0.2999999999999998,2,-1.19
-0.12103174603174599,0.041666666666666685,0.07936507936507936,-0.32000000000000006,2,-0.69
0.4166666666666667,-0.12301587301587297,-0.2936507936507936,1.1300000000000001,1,1.29
0.023735810113519107,-0.19246646026831787,0.1687306501547988,-0.1200000000000001,1,-0.28
-0.038461538461538436,-0.08692933083176985,0.1253908692933083,-0.19999999999999996,0,-0.17999999999999994
-0.001538461538461544,0.03153846153846157,-0.03,0.030000000000000027,2,0.10999999999999999
0.23589743589743584,-0.1395604395604396,-0.09633699633699636,0.56,2,1.27
-0.032284100080710254,0.06537530266343825,-0.03309120258272802,-0.040000000000000036,1,-0.26
-0.048684210526315774,0.0368421052631579,0.011842105263157932,-0.09999999999999987,1,0.06999999999999995
0.06280487804878049,-0.0817073170731707,0.018902439024390233,0.10999999999999988,2,-0.19000000000000006
0.08206686930091184,-0.07294832826747719,-0.009118541033434624,0.16999999999999993,1,0.73
0.057432432432432456,-0.06824324324324327,0.010810810810810811,0.09999999999999987,0,0.52
0.07894736842105265,-0.03508771929824561,-0.043859649122807015,0.20000000000000018,2,0.19999999999999996
0.17817460317460315,-0.10952380952380952,-0.06865079365079368,0.41999999999999993,1,0.87
-0.008474576271186418,-0.02521703183133525,0.0336916081025217,-0.050000000000000044,2,-0.25
0.04487179487179488,-0.017094017094017144,-0.02777777777777779,0.10999999999999988,2,0.35
-0.10769230769230764,0.07179487179487182,0.03589743589743591,-0.25,1,-0.1499999999999999
-0.17817460317460315,0.1595238095238095,0.018650793650793668,-0.3799999999999999,2,-0.6599999999999999
0.0021637216011539673,-0.007573025604038941,0.005409304002884974,-0.010000000000000009,1,0.13
0.00438596491228066,0.06286549707602335,-0.06725146198830412,0.06999999999999984,2,0.17000000000000004
0.1942307692307692,-0.17884615384615388,-0.015384615384615385,0.3999999999999999,0,1.01
0.07986906710310959,-0.14108019639934535,0.06121112929623568,0.09000000000000008,1,0.35
0.18650793650793646,-0.11507936507936511,-0.07142857142857145,0.43999999999999995,1,1.08
0.014102564102564108,0.048290598290598286,-0.062393162393162394,0.08999999999999986,2,0.18000000000000005
-0.09253630530226276,0.022289766970618047,0.07024653833164474,-0.26,2,-0.5499999999999999
