,index,date,home_team,away_team,home_score,away_score
0,15399,1986-08-03,Australia,Czechoslovakia,1.0,1.0
1,15400,1986-08-06,Australia,Czechoslovakia,0.0,1.0
2,15401,1986-08-06,Finland,Sweden,1.0,3.0
3,15402,1986-08-10,Australia,Czechoslovakia,0.0,3.0
4,15410,1986-08-20,Norway,Romania,2.0,2.0
5,15411,1986-08-20,Sweden,Russia,0.0,0.0
6,15417,1986-08-27,Austria,Switzerland,1.0,1.0
7,15429,1986-09-10,Belgium,Republic of Ireland,2.0,2.0
8,15430,1986-09-10,Czechoslovakia,Netherlands,1.0,0.0
9,15434,1986-09-10,Romania,Austria,4.0,0.0
10,15435,1986-09-10,Scotland,Bulgaria,0.0,0.0
11,15436,1986-09-10,Sweden,England,1.0,0.0
12,15440,1986-09-20,South Korea,India,3.0,0.0
13,15446,1986-09-21,United Arab Emirates,Pakistan,1.0,0.0
14,15452,1986-09-23,United Arab Emirates,Thailand,2.0,1.0
15,15458,1986-09-24,Spain,Greece,3.0,1.0
16,15459,1986-09-24,Sweden,Switzerland,2.0,0.0
17,15460,1986-09-24,South Korea,Bahrain,0.0,0.0
18,15464,1986-09-25,United Arab Emirates,Iraq,2.0,1.0
19,15474,1986-09-28,South Korea,China,4.0,2.0
20,15477,1986-09-29,United Arab Emirates,Oman,0.0,0.0
21,15482,1986-10-01,South Korea,Iran,1.0,1.0
22,15483,1986-10-01,United Arab Emirates,Indonesia,2.0,2.0
23,15485,1986-10-03,South Korea,Indonesia,4.0,0.0
24,15493,1986-10-05,South Korea,Saudi Arabia,2.0,0.0
25,15496,1986-10-08,Israel,Romania,2.0,4.0
26,15497,1986-10-08,Italy,Greece,2.0,0.0
27,15500,1986-10-12,Portugal,Sweden,1.0,1.0
28,15501,1986-10-14,Luxembourg,Belgium,0.0,6.0
29,15502,1986-10-15,Austria,Albania,3.0,0.0
30,15503,1986-10-15,Czechoslovakia,Finland,3.0,0.0
31,15504,1986-10-15,England,Northern Ireland,3.0,0.0
32,15505,1986-10-15,Germany,Spain,2.0,2.0
33,15506,1986-10-15,Hungary,Netherlands,0.0,1.0
34,15507,1986-10-15,Republic of Ireland,Scotland,0.0,0.0
35,15515,1986-10-29,Austria,Germany,4.0,1.0
36,15521,1986-10-29,Yugoslavia,Turkey,4.0,0.0
37,15524,1986-11-12,Czechoslovakia,Denmark,0.0,0.0
38,15525,1986-11-12,England,Yugoslavia,2.0,0.0
39,15527,1986-11-12,Poland,Republic of Ireland,1.0,0.0
40,15528,1986-11-12,Scotland,Luxembourg,3.0,0.0
41,15529,1986-11-12,Spain,Romania,1.0,0.0
42,15531,1986-11-15,Italy,Switzerland,3.0,2.0
43,15532,1986-11-16,Malta,Sweden,0.0,5.0
44,15533,1986-11-19,Belgium,Bulgaria,1.0,1.0
45,15535,1986-11-19,Netherlands,Poland,0.0,0.0
46,15538,1986-12-03,Albania,Spain,1.0,2.0
47,15541,1986-12-06,South Korea,Malaysia,2.0,1.0
48,15542,1986-12-06,Malta,Italy,0.0,2.0
49,15544,1986-12-09,Equatorial Guinea,Cameroon,0.0,2.0
50,15548,1986-12-11,Chad,Cameroon,1.0,3.0
51,15549,1986-12-11,Nepal,South Korea,1.0,2.0
52,15555,1986-12-16,Congo,Cameroon,0.0,1.0
53,15557,1986-12-19,Chad,Cameroon,1.0,4.0
54,15558,1986-12-21,Cyprus,Netherlands,0.0,2.0
55,15566,1987-01-21,Spain,Netherlands,1.0,1.0
56,15567,1987-01-24,Italy,Malta,5.0,0.0
57,15576,1987-02-04,Portugal,Belgium,1.0,0.0
58,15579,1987-02-07,Tunisia,Austria,1.0,3.0
59,15582,1987-02-14,Portugal,Italy,0.0,1.0
60,15585,1987-02-18,Scotland,Republic of Ireland,0.0,1.0
61,15586,1987-02-18,Spain,England,2.0,4.0
62,15612,1987-03-04,Turkey,Romania,1.0,3.0
63,15614,1987-03-11,Greece,Romania,1.0,1.0
64,15620,1987-03-19,United Arab Emirates,Syria,1.0,1.0
65,15623,1987-03-23,United Arab Emirates,Syria,2.0,1.0
66,15627,1987-03-25,Netherlands,Greece,1.0,1.0
67,15629,1987-03-25,Romania,Albania,5.0,1.0
68,15630,1987-03-25,Switzerland,Czechoslovakia,1.0,2.0
69,15632,1987-03-25,Yugoslavia,Austria,4.0,0.0
70,15637,1987-03-29,Cameroon,Uganda,5.0,1.0
71,15646,1987-04-01,Austria,Spain,2.0,3.0
72,15647,1987-04-01,Belgium,Scotland,4.0,1.0
73,15648,1987-04-01,Bulgaria,Republic of Ireland,2.0,1.0
74,15649,1987-04-01,Northern Ireland,England,0.0,2.0
75,15655,1987-04-08,Romania,Israel,3.0,2.0
76,15659,1987-04-11,Uganda,Cameroon,3.0,1.0
77,15667,1987-04-15,Netherlands,Czechoslovakia,1.0,0.0
78,15669,1987-04-18,Germany,Italy,0.0,0.0
79,15670,1987-04-18,Russia,Sweden,1.0,3.0
80,15672,1987-04-29,Albania,Austria,0.0,1.0
81,15677,1987-04-29,Republic of Ireland,Belgium,0.0,0.0
82,15679,1987-04-29,Netherlands,Hungary,2.0,0.0
83,15680,1987-04-29,Northern Ireland,Yugoslavia,1.0,2.0
84,15681,1987-04-29,Romania,Spain,3.0,1.0
85,15683,1987-04-29,Turkey,England,0.0,0.0
86,15684,1987-04-29,Wales,Czechoslovakia,1.0,1.0
87,15689,1987-05-13,German DR,Czechoslovakia,2.0,0.0
88,15691,1987-05-19,England,Brazil,1.0,1.0
89,15695,1987-05-23,Republic of Ireland,Brazil,1.0,0.0
90,15696,1987-05-23,Scotland,England,0.0,0.0
91,15697,1987-05-24,Sweden,Malta,1.0,0.0
92,15698,1987-05-26,Scotland,Brazil,0.0,2.0
93,15700,1987-05-28,Finland,Brazil,2.0,3.0
94,15702,1987-05-28,Luxembourg,Republic of Ireland,0.0,2.0
95,15703,1987-05-28,Norway,Italy,0.0,0.0
96,15706,1987-06-01,Israel,Brazil,0.0,4.0
97,15707,1987-06-03,Denmark,Czechoslovakia,1.0,1.0
98,15710,1987-06-03,Sweden,Italy,1.0,0.0
99,15711,1987-06-08,Egypt,United States,3.0,1.0
100,15713,1987-06-10,Argentina,Italy,1.0,3.0
101,15714,1987-06-10,South Korea,Egypt,0.0,0.0
102,15715,1987-06-11,Colombia,Ecuador,1.0,0.0
103,15716,1987-06-12,Egypt,Thailand,1.0,1.0
104,15717,1987-06-12,South Korea,United States,1.0,0.0
105,15721,1987-06-14,Ecuador,Colombia,3.0,0.0
106,15722,1987-06-14,South Korea,Thailand,4.0,2.0
107,15725,1987-06-16,Thailand,United States,0.0,1.0
108,15726,1987-06-17,Switzerland,Sweden,1.0,1.0
109,15728,1987-06-19,Australia,Egypt,0.0,0.0
110,15730,1987-06-19,Uruguay,Ecuador,2.0,1.0
111,15731,1987-06-20,Argentina,Paraguay,0.0,1.0
112,15732,1987-06-21,Brazil,Ecuador,4.0,1.0
113,15733,1987-06-21,South Korea,Australia,1.0,1.0
114,15736,1987-06-23,Uruguay,Bolivia,2.0,1.0
115,15738,1987-06-27,Argentina,Peru,1.0,1.0
116,15739,1987-06-28,Brazil,Venezuela,5.0,0.0
117,15743,1987-07-01,Bolivia,Colombia,0.0,2.0
118,15744,1987-07-02,Argentina,Ecuador,3.0,0.0
119,15745,1987-07-03,Chile,Brazil,4.0,0.0
120,15749,1987-07-05,Cameroon,Sudan,2.0,0.0
121,15750,1987-07-05,Colombia,Paraguay,3.0,0.0
122,15754,1987-07-08,Chile,Colombia,2.0,1.0
123,15756,1987-07-09,Argentina,Uruguay,0.0,1.0
124,15757,1987-07-11,Argentina,Colombia,1.0,2.0
125,15759,1987-07-12,Chile,Uruguay,0.0,1.0
126,15762,1987-07-18,Sudan,Cameroon,1.0,0.0
127,15772,1987-08-01,Cameroon,Madagascar,3.0,0.0
128,15773,1987-08-02,Egypt,Senegal,1.0,0.0
129,15775,1987-08-03,Kenya,Cameroon,3.0,3.0
130,15778,1987-08-04,Egypt,Ivory Coast,2.0,1.0
131,15781,1987-08-05,Cameroon,Tunisia,3.0,1.0
132,15782,1987-08-06,Indonesia,South Korea,1.0,1.0
133,15784,1987-08-06,Malawi,Egypt,2.0,1.0
134,15785,1987-08-07,Algeria,South Korea,2.0,0.0
135,15789,1987-08-09,Cameroon,Egypt,1.0,1.0
136,15792,1987-08-12,Norway,Sweden,0.0,0.0
137,15793,1987-08-12,Cameroon,Malawi,1.0,3.0
138,15794,1987-08-12,Kenya,Egypt,0.0,1.0
139,15795,1987-08-18,Switzerland,Austria,2.0,2.0
140,15797,1987-08-26,Sweden,Denmark,1.0,0.0
141,15798,1987-08-29,Yugoslavia,Russia,0.0,1.0
142,15800,1987-09-02,Poland,Romania,3.0,1.0
143,15803,1987-09-09,Finland,Czechoslovakia,3.0,0.0
144,15804,1987-09-09,Germany,England,3.0,1.0
145,15806,1987-09-09,Republic of Ireland,Luxembourg,2.0,1.0
146,15807,1987-09-09,Netherlands,Belgium,0.0,0.0
147,15810,1987-09-09,Scotland,Hungary,2.0,0.0
148,15819,1987-09-23,Bulgaria,Belgium,2.0,0.0
149,15822,1987-09-23,Italy,Yugoslavia,1.0,0.0
150,15826,1987-09-23,Spain,Luxembourg,2.0,0.0
151,15827,1987-09-23,Sweden,Portugal,0.0,1.0
152,15832,1987-10-07,Romania,Greece,2.0,2.0
153,15835,1987-10-14,England,Turkey,8.0,0.0
154,15837,1987-10-14,Germany,Sweden,1.0,1.0
155,15839,1987-10-14,Republic of Ireland,Bulgaria,2.0,0.0
156,15840,1987-10-14,Poland,Netherlands,0.0,2.0
157,15841,1987-10-14,Scotland,Belgium,2.0,0.0
158,15842,1987-10-14,Spain,Austria,2.0,0.0
159,15843,1987-10-14,Yugoslavia,Northern Ireland,3.0,0.0
160,15844,1987-10-17,Switzerland,Italy,0.0,0.0
161,15847,1987-10-27,Czechoslovakia,Poland,3.0,1.0
162,15848,1987-10-28,Albania,Romania,0.0,1.0
163,15850,1987-10-28,Netherlands,Cyprus,8.0,0.0
164,15853,1987-11-07,Kuwait,Egypt,0.0,2.0
165,15855,1987-11-10,Republic of Ireland,Israel,5.0,0.0
166,15856,1987-11-11,Belgium,Luxembourg,3.0,0.0
167,15857,1987-11-11,Bulgaria,Scotland,0.0,1.0
168,15859,1987-11-11,Czechoslovakia,Wales,2.0,0.0
169,15863,1987-11-11,Yugoslavia,England,1.0,4.0
170,15864,1987-11-14,Italy,Sweden,2.0,1.0
171,15866,1987-11-18,Austria,Romania,0.0,0.0
172,15869,1987-11-18,Spain,Albania,5.0,0.0
173,15885,1987-12-02,Luxembourg,Scotland,0.0,0.0
174,15887,1987-12-05,Italy,Portugal,3.0,0.0
175,15894,1987-12-08,Cameroon,Equatorial Guinea,1.0,0.0
176,15895,1987-12-09,Brazil,Chile,2.0,1.0
177,15897,1987-12-09,Netherlands,Cyprus,4.0,0.0
178,15904,1987-12-10,Cameroon,Equatorial Guinea,0.0,0.0
179,15911,1987-12-12,Brazil,Germany,1.0,1.0
180,15926,1987-12-16,Argentina,Germany,1.0,0.0
181,15927,1987-12-16,Cameroon,Gabon,1.0,0.0
182,15928,1987-12-16,Greece,Netherlands,0.0,3.0
183,15931,1987-12-16,Turkey,Yugoslavia,2.0,3.0
184,15935,1987-12-17,Malaysia,South Korea,0.0,1.0
185,15938,1987-12-18,Chad,Cameroon,0.0,1.0
186,15957,1988-01-06,Guatemala,Costa Rica,1.0,2.0
187,15958,1988-01-06,South Korea,Egypt,1.0,1.0
188,15959,1988-01-10,Guatemala,United States,1.0,0.0
189,15960,1988-01-12,Czechoslovakia,Finland,0.0,2.0
190,15961,1988-01-12,German DR,Sweden,1.0,4.0
191,15962,1988-01-13,Guatemala,United States,0.0,1.0
192,15965,1988-01-15,Czechoslovakia,German DR,1.0,0.0
193,15966,1988-01-15,Finland,Sweden,0.0,1.0
194,15967,1988-01-15,Jordan,United Arab Emirates,0.0,1.0
195,15969,1988-01-18,Jordan,United Arab Emirates,2.0,0.0
196,15970,1988-01-19,Israel,Belgium,2.0,3.0
197,15972,1988-01-21,Malaysia,South Korea,0.0,0.0
198,15974,1988-01-23,United Arab Emirates,Bulgaria,0.0,3.0
199,15976,1988-01-27,Spain,German DR,0.0,0.0
200,15977,1988-01-27,United Arab Emirates,Japan,1.0,1.0
201,15978,1988-01-30,United Arab Emirates,Japan,2.0,0.0
202,15979,1988-02-02,Austria,Morocco,1.0,3.0
203,15982,1988-02-03,Egypt,Bulgaria,1.0,0.0
204,15983,1988-02-03,Israel,Romania,0.0,2.0
205,15984,1988-02-04,United Arab Emirates,Thailand,3.0,0.0
206,15985,1988-02-05,Austria,Switzerland,1.0,2.0
207,15989,1988-02-06,Poland,Romania,2.0,2.0
208,15991,1988-02-07,United Arab Emirates,Yemen,2.0,1.0
209,15996,1988-02-10,United Arab Emirates,China,0.0,0.0
210,16000,1988-02-13,United Arab Emirates,India,3.0,0.0
211,16007,1988-02-17,Israel,England,0.0,0.0
212,16008,1988-02-17,Saudi Arabia,Scotland,2.0,2.0
213,16009,1988-02-17,United Arab Emirates,Bangladesh,4.0,0.0
214,16011,1988-02-20,Italy,Russia,4.0,1.0
215,16012,1988-02-23,United Arab Emirates,Egypt,1.0,2.0
216,16013,1988-02-24,Spain,Czechoslovakia,1.0,2.0
217,16016,1988-02-26,United Arab Emirates,Egypt,1.0,1.0
218,16017,1988-03-02,Costa Rica,Guatemala,2.0,1.0
219,16021,1988-03-03,United Arab Emirates,Bahrain,2.0,0.0
220,16023,1988-03-05,Kuwait,United Arab Emirates,0.0,1.0
221,16028,1988-03-08,Qatar,United Arab Emirates,2.0,1.0
222,16032,1988-03-10,United Arab Emirates,Iraq,0.0,0.0
223,16039,1988-03-13,Saudi Arabia,United Arab Emirates,2.0,2.0
224,16040,1988-03-14,Cameroon,Egypt,1.0,0.0
225,16044,1988-03-16,Guatemala,Uruguay,1.0,0.0
226,16049,1988-03-17,Cameroon,Nigeria,1.0,1.0
227,16050,1988-03-17,Egypt,Kenya,3.0,0.0
228,16051,1988-03-17,United Arab Emirates,Oman,1.0,0.0
229,16058,1988-03-20,Cameroon,Kenya,0.0,0.0
230,16059,1988-03-20,Egypt,Nigeria,0.0,0.0
231,16060,1988-03-22,Malta,Scotland,1.0,1.0
232,16062,1988-03-23,Bulgaria,Czechoslovakia,2.0,0.0
233,16063,1988-03-23,England,Netherlands,2.0,2.0
234,16064,1988-03-23,France,Spain,2.0,1.0
235,16066,1988-03-23,Republic of Ireland,Romania,2.0,0.0
236,16067,1988-03-23,Morocco,Cameroon,0.0,1.0
237,16069,1988-03-23,Wales,Yugoslavia,1.0,2.0
238,16070,1988-03-26,Belgium,Hungary,3.0,0.0
239,16074,1988-03-27,Cameroon,Nigeria,1.0,0.0
240,16076,1988-03-30,Colombia,Canada,3.0,0.0
241,16077,1988-03-30,German DR,Romania,3.0,3.0
242,16078,1988-03-31,Argentina,Russia,2.0,4.0
243,16079,1988-03-31,Germany,Sweden,1.0,1.0
244,16080,1988-03-31,Yugoslavia,Italy,1.0,1.0
245,16081,1988-04-02,Germany,Argentina,1.0,0.0
246,16082,1988-04-02,Sweden,Russia,2.0,0.0
247,16084,1988-04-06,Greece,Austria,2.0,2.0
248,16102,1988-04-27,Austria,Denmark,1.0,0.0
249,16103,1988-04-27,Czechoslovakia,Russia,1.0,1.0
250,16105,1988-04-27,Hungary,England,0.0,0.0
251,16106,1988-04-27,Republic of Ireland,Yugoslavia,2.0,0.0
252,16107,1988-04-27,Luxembourg,Italy,0.0,3.0
253,16109,1988-04-27,Spain,Scotland,0.0,0.0
254,16110,1988-04-27,Sweden,Wales,4.0,1.0
255,16138,1988-05-17,Hungary,Austria,0.0,4.0
256,16139,1988-05-17,Scotland,Colombia,0.0,0.0
257,16141,1988-05-19,Finland,Colombia,1.0,3.0
258,16143,1988-05-21,England,Scotland,1.0,0.0
259,16145,1988-05-22,Republic of Ireland,Poland,3.0,1.0
260,16147,1988-05-24,England,Colombia,1.0,1.0
261,16148,1988-05-24,Netherlands,Bulgaria,1.0,2.0
262,16156,1988-05-28,Switzerland,England,0.0,1.0
263,16160,1988-06-01,Denmark,Czechoslovakia,0.0,1.0
264,16163,1988-06-01,Netherlands,Romania,2.0,0.0
265,16164,1988-06-01,Norway,Republic of Ireland,0.0,0.0
266,16166,1988-06-01,Spain,Sweden,1.0,3.0
267,16167,1988-06-01,United States,Chile,1.0,1.0
268,16172,1988-06-03,United States,Chile,1.0,3.0
269,16173,1988-06-04,Germany,Yugoslavia,1.0,1.0
270,16174,1988-06-04,Italy,Wales,0.0,1.0
271,16177,1988-06-05,Denmark,Belgium,3.0,1.0
272,16178,1988-06-05,Switzerland,Spain,1.0,1.0
273,16179,1988-06-05,United States,Chile,0.0,3.0
274,16180,1988-06-07,United States,Ecuador,0.0,1.0
275,16182,1988-06-10,Germany,Italy,1.0,1.0
276,16184,1988-06-10,United States,Ecuador,0.0,2.0
277,16185,1988-06-11,Denmark,Spain,2.0,3.0
278,16186,1988-06-12,England,Republic of Ireland,0.0,1.0
279,16187,1988-06-12,Netherlands,Russia,0.0,1.0
280,16188,1988-06-12,United States,Ecuador,0.0,0.0
281,16190,1988-06-14,Italy,Spain,1.0,0.0
282,16192,1988-06-14,United States,Costa Rica,1.0,0.0
283,16193,1988-06-15,England,Netherlands,1.0,3.0
284,16195,1988-06-15,Republic of Ireland,Russia,1.0,1.0
285,16196,1988-06-17,Bahrain,South Korea,2.0,0.0
286,16197,1988-06-17,Canada,Costa Rica,0.0,1.0
287,16198,1988-06-17,Germany,Spain,2.0,0.0
288,16201,1988-06-17,Italy,Denmark,2.0,0.0
289,16202,1988-06-18,England,Russia,1.0,3.0
290,16203,1988-06-18,Republic of Ireland,Netherlands,0.0,1.0
291,16206,1988-06-19,South Korea,Zambia,4.0,0.0
292,16207,1988-06-19,South Korea,Yemen DPR,1.0,1.0
293,16208,1988-06-21,Germany,Netherlands,1.0,2.0
294,16211,1988-06-22,Indonesia,South Korea,0.0,4.0
295,16212,1988-06-22,Russia,Italy,2.0,0.0
296,16214,1988-06-25,Russia,Netherlands,0.0,2.0
297,16216,1988-07-01,Curaçao,Costa Rica,1.0,1.0
298,16219,1988-07-03,Curaçao,Costa Rica,1.0,0.0
299,16222,1988-07-06,Argentina,Saudi Arabia,2.0,2.0
300,16225,1988-07-07,Australia,Brazil,0.0,1.0
301,16233,1988-07-10,Argentina,Brazil,0.0,0.0
302,16237,1988-07-13,Brazil,Saudi Arabia,4.0,1.0
303,16238,1988-07-13,United States,Poland,0.0,2.0
304,16239,1988-07-13,Egypt,Tunisia,1.0,0.0
305,16240,1988-07-14,Australia,Argentina,4.0,1.0
306,16242,1988-07-15,Egypt,Lebanon,3.0,0.0
307,16243,1988-07-16,Argentina,Saudi Arabia,2.0,0.0
308,16246,1988-07-17,Australia,Brazil,0.0,2.0
309,16247,1988-07-17,Costa Rica,Panama,1.0,1.0
310,16248,1988-07-17,Egypt,Iraq,0.0,0.0
311,16250,1988-07-19,Egypt,Syria,0.0,0.0
312,16253,1988-07-21,Jordan,Egypt,0.0,2.0
313,16255,1988-07-24,Jamaica,United States,0.0,0.0
314,16259,1988-07-28,Norway,Brazil,1.0,1.0
315,16266,1988-07-31,Panama,Costa Rica,0.0,2.0
316,16270,1988-08-03,Austria,Brazil,0.0,2.0
317,16280,1988-08-07,Colombia,Uruguay,2.0,1.0
318,16284,1988-08-13,United States,Jamaica,5.0,1.0
319,16288,1988-08-24,France,Czechoslovakia,1.0,1.0
320,16291,1988-08-24,Switzerland,Yugoslavia,0.0,2.0
321,16292,1988-08-31,Austria,Hungary,0.0,0.0
322,16296,1988-08-31,Sweden,Denmark,1.0,2.0
323,16300,1988-09-14,England,Denmark,1.0,0.0
324,16301,1988-09-14,Netherlands,Wales,1.0,0.0
325,16302,1988-09-14,Northern Ireland,Republic of Ireland,0.0,0.0
326,16303,1988-09-14,Norway,Scotland,1.0,2.0
327,16304,1988-09-14,Spain,Yugoslavia,1.0,2.0
328,16306,1988-09-20,Czechoslovakia,Austria,4.0,2.0
329,16307,1988-09-20,Romania,Albania,3.0,0.0
330,16317,1988-09-27,Ecuador,Uruguay,1.0,2.0
331,16323,1988-09-29,Paraguay,Uruguay,3.0,1.0
332,16335,1988-10-12,Belgium,Brazil,1.0,2.0
