,index,date,home_team,away_team,home_score,away_score,resultado
0,17390,1990-08-03,China,South Korea,1.0,1.0,0
1,17395,1990-08-09,Tunisia,Morocco,0.0,0.0,0
2,17407,1990-08-19,Cameroon,Mali,0.0,0.0,0
3,17412,1990-08-19,Morocco,Niger,2.0,0.0,1
4,17417,1990-08-19,Nigeria,Togo,3.0,0.0,1
5,17418,1990-08-21,Austria,Switzerland,1.0,3.0,2
6,17420,1990-08-22,Norway,Sweden,1.0,2.0,2
7,17433,1990-08-29,Portugal,Germany,1.0,1.0,0
8,17434,1990-08-29,Russia,Romania,1.0,2.0,2
9,17438,1990-09-01,Sierra Leone,Cameroon,1.0,1.0,0
10,17441,1990-09-01,Ghana,Nigeria,1.0,0.0,1
11,17448,1990-09-02,Morocco,Mauritania,4.0,0.0,1
12,17450,1990-09-05,Greece,Albania,1.0,0.0,1
13,17453,1990-09-05,Sweden,Denmark,0.0,1.0,2
14,17454,1990-09-06,South Korea,Australia,1.0,0.0,1
15,17456,1990-09-09,South Korea,Australia,1.0,0.0,1
16,17458,1990-09-12,Belgium,German DR,0.0,2.0,2
17,17462,1990-09-12,Republic of Ireland,Morocco,1.0,0.0,1
18,17464,1990-09-12,Russia,Norway,2.0,0.0,1
19,17465,1990-09-12,Scotland,Romania,2.0,1.0,1
20,17466,1990-09-12,Spain,Brazil,3.0,0.0,1
21,17467,1990-09-12,Switzerland,Bulgaria,2.0,0.0,1
22,17469,1990-09-15,United States,Trinidad and Tobago,3.0,0.0,1
23,17470,1990-09-23,South Korea,Singapore,7.0,0.0,1
24,17475,1990-09-24,Saudi Arabia,Bangladesh,4.0,0.0,1
25,17477,1990-09-25,Pakistan,South Korea,0.0,7.0,2
26,17481,1990-09-26,Italy,Netherlands,1.0,0.0,1
27,17482,1990-09-26,Romania,Poland,2.0,1.0,1
28,17483,1990-09-26,Sweden,Bulgaria,2.0,0.0,1
29,17486,1990-09-27,China,South Korea,0.0,2.0,2
30,17491,1990-09-28,Japan,Saudi Arabia,0.0,2.0,2
31,17493,1990-09-30,Benin,Nigeria,0.0,1.0,2
