,index,date,home_team,away_team,home_score,away_score
0,8157,1970-08-26,Finland,Sweden,1.0,2.0
1,8159,1970-09-02,Poland,Denmark,5.0,0.0
2,8162,1970-09-06,German DR,Poland,5.0,0.0
3,8166,1970-09-10,Austria,Yugoslavia,0.0,1.0
4,8170,1970-09-23,Republic of Ireland,Poland,0.0,2.0
5,8176,1970-09-30,Brazil,Mexico,2.0,1.0
6,8180,1970-10-04,Chile,Brazil,1.0,5.0
7,8190,1970-10-11,Netherlands,Yugoslavia,1.0,1.0
8,8194,1970-10-14,Republic of Ireland,Sweden,1.0,1.0
9,8195,1970-10-14,Luxembourg,Yugoslavia,0.0,2.0
10,8196,1970-10-14,Poland,Albania,3.0,0.0
11,8198,1970-10-17,Switzerland,Italy,1.0,1.0
12,8201,1970-10-22,Paraguay,Argentina,1.0,1.0
13,8202,1970-10-23,New Caledonia,Australia,1.0,3.0
14,8203,1970-10-25,Czechoslovakia,Poland,2.0,2.0
15,8204,1970-10-25,New Caledonia,Australia,0.0,1.0
16,8206,1970-10-28,Russia,Yugoslavia,4.0,0.0
17,8208,1970-10-28,Sweden,Republic of Ireland,1.0,0.0
18,8211,1970-10-30,Macau,Australia,0.0,9.0
19,8212,1970-10-31,Austria,Italy,1.0,2.0
20,8220,1970-11-04,Iran,Australia,1.0,2.0
21,8231,1970-11-11,German DR,Netherlands,1.0,0.0
22,8233,1970-11-11,Scotland,Denmark,1.0,0.0
23,8244,1970-11-15,Bulgaria,Norway,1.0,1.0
24,8256,1970-11-18,Yugoslavia,Germany,2.0,0.0
25,8273,1970-12-02,Netherlands,Romania,2.0,0.0
26,8274,1970-12-08,Italy,Republic of Ireland,3.0,0.0
27,8310,1971-01-08,Argentina,France,3.0,4.0
28,8312,1971-01-13,Argentina,France,2.0,0.0
29,8315,1971-02-02,Chile,German DR,0.0,1.0
30,8316,1971-02-03,Belgium,Scotland,3.0,0.0
31,8320,1971-02-08,Uruguay,German DR,0.0,3.0
32,8321,1971-02-10,Uruguay,German DR,1.0,1.0
33,8326,1971-02-20,Italy,Spain,1.0,2.0
34,8329,1971-02-24,Netherlands,Luxembourg,6.0,0.0
35,8345,1971-04-04,Yugoslavia,Netherlands,2.0,0.0
36,8346,1971-04-07,Greece,Bulgaria,0.0,1.0
37,8347,1971-04-14,Haiti,Bahamas,8.0,0.0
38,8350,1971-04-21,Portugal,Scotland,2.0,0.0
39,8353,1971-04-21,Yugoslavia,Romania,0.0,1.0
40,8359,1971-04-28,Bulgaria,Russia,1.0,1.0
41,8367,1971-05-05,Switzerland,Poland,2.0,4.0
42,8373,1971-05-09,German DR,Yugoslavia,1.0,2.0
43,8375,1971-05-10,Republic of Ireland,Italy,1.0,2.0
44,8378,1971-05-12,Albania,Poland,1.0,1.0
45,8387,1971-05-15,Wales,Scotland,0.0,0.0
46,8390,1971-05-18,Scotland,Northern Ireland,0.0,1.0
47,8391,1971-05-19,Bulgaria,Hungary,3.0,0.0
48,8394,1971-05-20,Sweden,Finland,4.0,1.0
49,8397,1971-05-22,England,Scotland,3.0,1.0
50,8408,1971-05-26,Sweden,Austria,1.0,0.0
51,8428,1971-06-09,Denmark,Scotland,1.0,0.0
52,8430,1971-06-09,Norway,Bulgaria,1.0,4.0
53,8431,1971-06-09,Sweden,Italy,0.0,0.0
54,8441,1971-06-14,Russia,Scotland,1.0,0.0
55,8446,1971-06-20,Denmark,Sweden,1.0,3.0
56,8451,1971-06-27,Sweden,Germany,1.0,0.0
57,8454,1971-07-04,Paraguay,Argentina,1.0,1.0
58,8459,1971-07-09,Argentina,Paraguay,1.0,0.0
59,8462,1971-07-11,Brazil,Austria,1.0,1.0
60,8467,1971-07-14,Argentina,Uruguay,1.0,0.0
61,8468,1971-07-14,Brazil,Czechoslovakia,1.0,0.0
62,8469,1971-07-14,Chile,Paraguay,3.0,2.0
63,8473,1971-07-18,Brazil,Yugoslavia,2.0,2.0
64,8477,1971-07-18,Uruguay,Argentina,1.0,1.0
65,8480,1971-07-21,Chile,Argentina,2.0,2.0
66,8483,1971-07-24,Brazil,Paraguay,1.0,0.0
67,8487,1971-07-28,Argentina,Brazil,1.0,1.0
68,8489,1971-07-31,Argentina,Brazil,2.0,2.0
69,8490,1971-08-04,Argentina,Chile,1.0,0.0
70,8498,1971-08-08,Paraguay,Chile,2.0,0.0
71,8499,1971-08-08,Sweden,Norway,3.0,0.0
72,8507,1971-08-11,Peru,Chile,1.0,0.0
73,8513,1971-08-15,Bolivia,Chile,3.0,4.0
74,8519,1971-08-18,Chile,Peru,1.0,0.0
75,8535,1971-09-01,Hungary,Yugoslavia,2.0,1.0
76,8537,1971-09-04,Austria,Sweden,1.0,0.0
77,8563,1971-09-22,Poland,Turkey,5.0,1.0
78,8565,1971-09-22,Yugoslavia,Mexico,4.0,0.0
79,8567,1971-09-25,Hungary,Bulgaria,2.0,0.0
