,index,date,home_team,away_team,home_score,away_score,resultado
0,26571,2002-08-21,Brazil,Paraguay,0.0,1.0,2
1,26572,2002-08-21,Bulgaria,Germany,2.0,2.0,0
2,26573,2002-08-21,Croatia,Wales,1.0,1.0,0
3,26574,2002-08-21,Czech Republic,Slovakia,4.0,1.0,1
4,26578,2002-08-21,Hungary,Spain,1.0,1.0,0
5,26580,2002-08-21,Italy,Slovenia,0.0,1.0,2
6,26587,2002-08-21,Norway,Netherlands,0.0,1.0,2
7,26588,2002-08-21,Poland,Belgium,1.0,1.0,0
8,26590,2002-08-21,Russia,Sweden,1.0,1.0,0
9,26592,2002-08-21,Switzerland,Austria,3.0,2.0,1
10,26593,2002-08-21,Tunisia,France,1.0,1.0,0
11,26595,2002-08-21,Ukraine,Iran,0.0,1.0,2
12,26600,2002-08-25,Angola,Gabon,1.0,0.0,1
13,26606,2002-08-30,Jordan,Iran,1.0,0.0,1
14,26615,2002-09-02,Libya,Togo,4.0,0.0,1
15,26617,2002-09-03,Iran,Lebanon,2.0,0.0,1
16,26619,2002-09-05,Iraq,Iran,0.0,0.0,0
17,26622,2002-09-06,Czech Republic,Serbia,5.0,0.0,1
18,26624,2002-09-07,Armenia,Ukraine,2.0,2.0,0
19,26626,2002-09-07,Azerbaijan,Italy,0.0,2.0,2
20,26631,2002-09-07,Croatia,Estonia,0.0,0.0,0
21,26632,2002-09-07,Cyprus,France,1.0,2.0,2
22,26633,2002-09-07,England,Portugal,1.0,1.0,0
23,26637,2002-09-07,Greece,Spain,0.0,2.0,2
24,26640,2002-09-07,Kenya,Togo,3.0,0.0,1
25,26641,2002-09-07,South Korea,North Korea,0.0,0.0,0
26,26642,2002-09-07,Latvia,Sweden,0.0,0.0,0
27,26643,2002-09-07,Lithuania,Germany,0.0,2.0,2
28,26645,2002-09-07,Netherlands,Belarus,3.0,0.0,1
29,26649,2002-09-07,San Marino,Poland,0.0,2.0,2
30,26651,2002-09-07,Syria,Iran,2.0,2.0,0
31,26653,2002-09-07,Uganda,Ghana,1.0,0.0,1
32,26654,2002-09-08,Angola,Nigeria,0.0,0.0,0
33,26659,2002-09-08,Ivory Coast,South Africa,0.0,0.0,0
34,26665,2002-09-08,Switzerland,Georgia,4.0,1.0,1
35,26668,2002-09-17,Iran,Morocco,1.0,1.0,0
36,26669,2002-09-18,Ivory Coast,Gambia,5.0,0.0,1
37,26670,2002-09-19,Iran,Paraguay,1.0,1.0,0
38,26682,2002-10-08,Ghana,Lesotho,2.0,1.0,1
39,26685,2002-10-11,Bosnia and Herzegovina,Germany,1.0,1.0,0
40,26686,2002-10-12,Albania,Switzerland,1.0,1.0,0
41,26689,2002-10-12,Bulgaria,Croatia,2.0,0.0,1
42,26693,2002-10-12,France,Slovenia,5.0,0.0,1
43,26695,2002-10-12,Italy,Serbia,1.0,1.0,0
44,26700,2002-10-12,Malawi,Angola,1.0,0.0,1
45,26703,2002-10-12,Moldova,Czech Republic,0.0,2.0,2
46,26704,2002-10-12,Poland,Latvia,0.0,1.0,2
47,26705,2002-10-12,Portugal,Tunisia,1.0,1.0,0
48,26709,2002-10-12,Slovakia,England,1.0,2.0,2
49,26710,2002-10-12,Spain,Northern Ireland,3.0,0.0,1
50,26711,2002-10-12,Sweden,Hungary,1.0,1.0,0
51,26713,2002-10-12,Togo,Mauritania,1.0,0.0,1
52,26714,2002-10-12,Ukraine,Greece,2.0,0.0,1
53,26722,2002-10-13,Ghana,Rwanda,4.0,2.0,1
54,26728,2002-10-16,Austria,Netherlands,0.0,3.0,2
55,26730,2002-10-16,Costa Rica,Ecuador,1.0,1.0,0
56,26731,2002-10-16,Czech Republic,Belarus,2.0,0.0,1
57,26732,2002-10-16,England,North Macedonia,2.0,2.0,0
58,26734,2002-10-16,Germany,Faroe Islands,2.0,1.0,1
59,26738,2002-10-16,Republic of Ireland,Switzerland,1.0,2.0,2
60,26739,2002-10-16,Japan,Jamaica,1.0,1.0,0
61,26741,2002-10-16,Malta,France,0.0,4.0,2
62,26742,2002-10-16,Northern Ireland,Ukraine,0.0,0.0,0
63,26744,2002-10-16,Poland,New Zealand,2.0,0.0,1
64,26747,2002-10-16,Spain,Paraguay,0.0,0.0,0
65,26748,2002-10-16,Sweden,Portugal,2.0,3.0,2
66,26750,2002-10-16,Wales,Italy,2.0,1.0,1
67,26753,2002-10-19,Sierra Leone,Ghana,2.0,1.0,1
68,26754,2002-10-20,Venezuela,Ecuador,2.0,0.0,1
69,26771,2002-11-15,Trinidad and Tobago,Saint Kitts and Nevis,2.0,0.0,1
70,26773,2002-11-17,Trinidad and Tobago,Saint Lucia,0.0,1.0,2
71,26774,2002-11-17,United States,El Salvador,2.0,0.0,1
72,26781,2002-11-20,Czech Republic,Sweden,3.0,3.0,0
73,26782,2002-11-20,Denmark,Poland,2.0,0.0,1
74,26783,2002-11-20,Ecuador,Costa Rica,2.0,2.0,0
75,26785,2002-11-20,France,Serbia,3.0,0.0,1
76,26786,2002-11-20,Germany,Netherlands,1.0,3.0,2
77,26790,2002-11-20,Italy,Turkey,1.0,1.0,0
78,26791,2002-11-20,Japan,Argentina,0.0,2.0,2
79,26792,2002-11-20,South Korea,Brazil,2.0,3.0,2
80,26797,2002-11-20,Portugal,Scotland,2.0,0.0,1
81,26799,2002-11-20,Romania,Croatia,0.0,1.0,2
82,26801,2002-11-20,Slovakia,Ukraine,1.0,1.0,0
83,26802,2002-11-20,Spain,Bulgaria,1.0,0.0,1
84,26803,2002-11-20,Tunisia,Egypt,0.0,0.0,0
85,26852,2002-12-13,Saudi Arabia,Lebanon,1.0,1.0,0
86,26856,2002-12-15,Ghana,Nigeria,0.0,1.0,2
87,26863,2002-12-17,Saudi Arabia,Bahrain,2.0,1.0,1
88,26870,2002-12-19,Saudi Arabia,Lebanon,1.0,0.0,1
89,26879,2002-12-22,Egypt,Ghana,0.0,0.0,0
90,26887,2002-12-24,Syria,Saudi Arabia,0.0,3.0,2
91,26890,2002-12-26,Yemen,Saudi Arabia,2.0,2.0,0
92,26901,2002-12-30,Saudi Arabia,Bahrain,1.0,0.0,1
93,26918,2003-01-18,United States,Canada,4.0,0.0,1
94,26924,2003-01-26,Ghana,Benin,3.0,0.0,1
95,26928,2003-01-29,Trinidad and Tobago,Finland,1.0,2.0,2
96,26929,2003-01-31,Honduras,Argentina,1.0,3.0,2
97,26930,2003-02-04,Mexico,Argentina,0.0,1.0,2
98,26931,2003-02-04,Uruguay,Iran,1.0,1.0,0
99,26932,2003-02-08,United States,Argentina,0.0,1.0,2
100,26933,2003-02-09,Croatia,North Macedonia,2.0,2.0,0
101,26934,2003-02-09,Ecuador,Estonia,1.0,0.0,1
102,26936,2003-02-11,Cameroon,Ivory Coast,0.0,3.0,2
103,26937,2003-02-11,Costa Rica,El Salvador,1.0,0.0,1
104,26943,2003-02-12,China,Brazil,0.0,0.0,0
105,26944,2003-02-12,Croatia,Poland,0.0,0.0,0
106,26946,2003-02-12,Ecuador,Estonia,2.0,1.0,1
107,26948,2003-02-12,England,Australia,1.0,3.0,2
108,26949,2003-02-12,France,Czech Republic,0.0,2.0,2
109,26954,2003-02-12,Italy,Portugal,1.0,0.0,1
110,26955,2003-02-12,Jamaica,United States,1.0,2.0,2
111,26959,2003-02-12,Mexico,Colombia,0.0,0.0,0
112,26961,2003-02-12,Netherlands,Argentina,1.0,0.0,1
113,26966,2003-02-12,Slovenia,Switzerland,1.0,5.0,2
114,26967,2003-02-12,Spain,Germany,3.0,1.0,1
115,26968,2003-02-12,Tunisia,Sweden,1.0,0.0,1
116,26969,2003-02-12,Turkey,Ukraine,0.0,0.0,0
117,26971,2003-02-13,Costa Rica,Guatemala,1.0,1.0,0
118,26974,2003-02-14,North Macedonia,Poland,0.0,3.0,2
119,26975,2003-02-15,Benin,Ghana,1.0,0.0,1
120,26976,2003-02-15,Costa Rica,Nicaragua,1.0,0.0,1
121,26981,2003-02-16,Qatar,Sweden,2.0,3.0,2
122,26984,2003-02-18,North Korea,Sweden,1.0,1.0,0
123,26987,2003-02-20,Costa Rica,Honduras,1.0,0.0,1
124,26990,2003-02-20,Thailand,Sweden,1.0,4.0,2
125,26993,2003-02-22,North Korea,Sweden,0.0,4.0,2
126,27000,2003-02-23,Panama,Costa Rica,0.0,1.0,2
127,27028,2003-03-19,Mexico,Bolivia,2.0,0.0,1
128,27053,2003-03-26,Mexico,Paraguay,1.0,1.0,0
129,27054,2003-03-26,Trinidad and Tobago,Antigua and Barbuda,2.0,0.0,1
130,27058,2003-03-27,Tunisia,Ghana,2.0,2.0,0
131,27061,2003-03-28,Japan,Uruguay,2.0,2.0,0
132,27063,2003-03-28,Trinidad and Tobago,Guadeloupe,1.0,0.0,1
133,27065,2003-03-29,Angola,Algeria,1.0,1.0,0
134,27069,2003-03-29,Cape Verde,Togo,2.0,1.0,1
135,27070,2003-03-29,Costa Rica,Paraguay,2.0,1.0,1
136,27071,2003-03-29,Croatia,Belgium,4.0,0.0,1
137,27074,2003-03-29,France,Malta,6.0,0.0,1
138,27077,2003-03-29,Germany,Lithuania,1.0,1.0,0
139,27078,2003-03-29,Italy,Finland,2.0,0.0,1
140,27080,2003-03-29,South Korea,Colombia,0.0,0.0,0
141,27081,2003-03-29,Liechtenstein,England,0.0,2.0,2
142,27085,2003-03-29,Netherlands,Czech Republic,1.0,1.0,0
143,27086,2003-03-29,Poland,Hungary,0.0,0.0,0
144,27087,2003-03-29,Portugal,Brazil,2.0,1.0,1
145,27095,2003-03-29,Ukraine,Spain,2.0,2.0,0
146,27096,2003-03-29,United States,Venezuela,2.0,0.0,1
147,27098,2003-03-30,Burundi,Ivory Coast,0.0,1.0,2
148,27104,2003-03-30,Ghana,Madagascar,3.0,3.0,0
149,27114,2003-03-30,Trinidad and Tobago,Cuba,1.0,3.0,2
150,27115,2003-03-30,Tunisia,Cameroon,1.0,0.0,1
151,27119,2003-04-02,Croatia,Andorra,2.0,0.0,1
152,27120,2003-04-02,Czech Republic,Austria,4.0,0.0,1
153,27122,2003-04-02,England,Turkey,2.0,0.0,1
154,27124,2003-04-02,Georgia,Switzerland,0.0,0.0,0
155,27125,2003-04-02,Honduras,Paraguay,1.0,1.0,0
156,27126,2003-04-02,Hungary,Sweden,1.0,2.0,2
157,27127,2003-04-02,Israel,France,1.0,2.0,2
158,27130,2003-04-02,North Macedonia,Portugal,0.0,1.0,2
159,27131,2003-04-02,Moldova,Netherlands,1.0,2.0,2
160,27134,2003-04-02,Poland,San Marino,5.0,0.0,1
161,27137,2003-04-02,Spain,Armenia,3.0,0.0,1
162,27138,2003-04-02,Ukraine,Latvia,1.0,0.0,1
163,27140,2003-04-16,South Korea,Japan,0.0,1.0,2
164,27141,2003-04-20,Zimbabwe,Angola,1.0,0.0,1
165,27143,2003-04-23,Martinique,Trinidad and Tobago,3.0,2.0,1
166,27146,2003-04-25,Trinidad and Tobago,Honduras,0.0,2.0,2
167,27153,2003-04-30,Belgium,Poland,3.0,1.0,1
168,27155,2003-04-30,Chile,Costa Rica,1.0,0.0,1
169,27156,2003-04-30,Czech Republic,Turkey,4.0,0.0,1
170,27157,2003-04-30,Denmark,Ukraine,1.0,0.0,1
171,27159,2003-04-30,France,Egypt,5.0,0.0,1
172,27161,2003-04-30,Germany,Serbia,1.0,0.0,1
173,27167,2003-04-30,Libya,Argentina,1.0,3.0,2
174,27168,2003-04-30,Liechtenstein,Saudi Arabia,1.0,0.0,1
175,27171,2003-04-30,Mexico,Brazil,0.0,0.0,0
176,27172,2003-04-30,Morocco,Ivory Coast,0.0,1.0,2
177,27173,2003-04-30,Netherlands,Portugal,1.0,1.0,0
178,27174,2003-04-30,Peru,Paraguay,0.0,1.0,2
179,27178,2003-04-30,Spain,Ecuador,4.0,0.0,1
180,27179,2003-04-30,Sweden,Croatia,1.0,2.0,2
181,27180,2003-04-30,Switzerland,Italy,1.0,2.0,2
182,27181,2003-04-30,Tunisia,Senegal,1.0,0.0,1
183,27183,2003-04-30,Venezuela,Trinidad and Tobago,3.0,0.0,1
184,27187,2003-05-08,United States,Mexico,0.0,0.0,0
185,27194,2003-05-22,South Africa,England,1.0,2.0,2
186,27199,2003-05-25,Togo,Benin,3.0,1.0,1
187,27200,2003-05-26,United States,Wales,2.0,0.0,1
188,27203,2003-05-30,Nigeria,Ghana,3.0,1.0,1
189,27204,2003-05-31,Gabon,Angola,1.0,1.0,0
190,27206,2003-05-31,Japan,South Korea,0.0,1.0,2
191,27207,2003-05-31,Kenya,Trinidad and Tobago,1.0,1.0,0
192,27210,2003-06-01,Germany,Canada,4.0,1.0,1
193,27211,2003-06-03,England,Serbia,2.0,1.0,1
194,27213,2003-06-03,Italy,Northern Ireland,2.0,0.0,1
195,27216,2003-06-06,Poland,Kazakhstan,3.0,0.0,1
196,27217,2003-06-06,Portugal,Paraguay,0.0,0.0,0
197,27218,2003-06-07,Belarus,Netherlands,0.0,2.0,2
198,27237,2003-06-07,San Marino,Sweden,0.0,6.0,2
199,27238,2003-06-07,Scotland,Germany,1.0,1.0,0
200,27242,2003-06-07,Spain,Greece,0.0,1.0,2
201,27243,2003-06-07,Switzerland,Russia,2.0,2.0,0
202,27245,2003-06-07,Ukraine,Armenia,4.0,3.0,1
203,27250,2003-06-08,Colombia,Ecuador,0.0,0.0,0
204,27252,2003-06-08,Costa Rica,Chile,1.0,0.0,1
205,27255,2003-06-08,Ivory Coast,Burundi,6.0,1.0,1
206,27256,2003-06-08,Japan,Argentina,1.0,4.0,2
207,27257,2003-06-08,South Korea,Uruguay,0.0,2.0,2
208,27260,2003-06-08,Togo,Cape Verde,5.0,2.0,1
209,27261,2003-06-08,United States,New Zealand,2.0,1.0,1
210,27262,2003-06-10,Botswana,Trinidad and Tobago,0.0,0.0,0
211,27263,2003-06-10,Portugal,Bolivia,4.0,0.0,1
212,27267,2003-06-11,Czech Republic,Moldova,5.0,0.0,1
213,27268,2003-06-11,Ecuador,Peru,2.0,2.0,0
214,27269,2003-06-11,England,Slovakia,2.0,1.0,1
215,27270,2003-06-11,Estonia,Croatia,0.0,1.0,2
216,27271,2003-06-11,Faroe Islands,Germany,0.0,2.0,2
217,27272,2003-06-11,Finland,Italy,0.0,2.0,2
218,27273,2003-06-11,Greece,Ukraine,1.0,0.0,1
219,27276,2003-06-11,Japan,Paraguay,0.0,0.0,0
220,27277,2003-06-11,South Korea,Argentina,0.0,1.0,2
221,27280,2003-06-11,Nigeria,Brazil,0.0,3.0,2
222,27281,2003-06-11,Northern Ireland,Spain,0.0,0.0,0
223,27284,2003-06-11,Sweden,Poland,3.0,0.0,1
224,27285,2003-06-11,Switzerland,Albania,3.0,2.0,1
225,27288,2003-06-13,Ghana,Kenya,1.0,3.0,2
226,27291,2003-06-14,South Africa,Trinidad and Tobago,2.0,1.0,1
227,27292,2003-06-18,France,Colombia,1.0,0.0,1
228,27293,2003-06-18,New Zealand,Japan,0.0,3.0,2
229,27294,2003-06-19,Brazil,Cameroon,0.0,1.0,2
230,27295,2003-06-19,Turkey,United States,2.0,1.0,1
231,27299,2003-06-20,France,Japan,2.0,1.0,1
232,27301,2003-06-21,Brazil,United States,1.0,0.0,1
