,index,date,home_team,away_team,home_score,away_score,resultado
0,6776,1966-09-18,Norway,Sweden,2.0,4.0,2
1,6778,1966-09-21,German DR,Romania,2.0,0.0,1
2,6789,1966-10-05,Sweden,Austria,4.0,1.0,1
3,6796,1966-10-19,Yugoslavia,Czechoslovakia,1.0,0.0,1
4,6797,1966-10-22,Belgium,Switzerland,1.0,0.0,1
5,6799,1966-10-22,Northern Ireland,England,0.0,2.0,2
6,6806,1966-11-01,Italy,Russia,1.0,0.0,1
7,6809,1966-11-02,England,Czechoslovakia,0.0,0.0,0
8,6810,1966-11-02,Romania,Switzerland,4.0,2.0,1
9,6817,1966-11-06,Netherlands,Czechoslovakia,1.0,2.0,2
10,6818,1966-11-06,Sweden,Denmark,2.0,1.0,1
11,6822,1966-11-11,Belgium,France,2.0,1.0,1
12,6826,1966-11-13,Portugal,Sweden,1.0,2.0,2
13,6827,1966-11-16,England,Wales,5.0,1.0,1
14,6830,1966-11-17,Romania,Poland,4.0,3.0,1
15,6834,1966-11-24,Algeria,Morocco,2.0,2.0,0
16,6839,1966-11-26,Italy,Romania,3.0,1.0,1
17,6855,1966-12-03,Cyprus,Romania,1.0,5.0,2
18,6859,1966-12-07,Israel,Romania,1.0,2.0,2
19,6903,1967-01-04,Uruguay,Romania,1.0,1.0,0
20,6904,1967-01-05,Mexico,Switzerland,3.0,0.0,1
21,6905,1967-01-08,Mexico,Switzerland,0.0,2.0,2
22,6911,1967-01-17,Uruguay,Bolivia,4.0,0.0,1
23,6923,1967-01-21,Uruguay,Venezuela,4.0,0.0,1
24,6933,1967-01-26,Uruguay,Chile,2.0,2.0,0
25,6940,1967-01-29,Uruguay,Paraguay,2.0,0.0,1
26,6945,1967-02-02,Uruguay,Argentina,1.0,0.0,1
27,6961,1967-02-22,Germany,Morocco,5.0,1.0,1
28,6976,1967-03-06,Mexico,Nicaragua,4.0,0.0,1
29,6978,1967-03-08,Greece,Romania,1.0,2.0,2
30,6981,1967-03-10,Guatemala,Mexico,1.0,0.0,1
31,6987,1967-03-12,Mexico,Trinidad and Tobago,4.0,0.0,1
32,6990,1967-03-14,Haiti,Mexico,0.0,1.0,2
