,index,date,home_team,away_team,home_score,away_score
0,5557,1962-08-15,Argentina,Uruguay,3.0,1.0
1,5577,1962-09-02,Poland,Hungary,0.0,2.0
2,5608,1962-09-30,Bulgaria,Poland,2.0,1.0
3,5611,1962-10-03,England,France,1.0,1.0
4,5621,1962-10-14,Hungary,Yugoslavia,0.0,1.0
5,5628,1962-10-20,Northern Ireland,England,1.0,3.0
6,5630,1962-10-24,Germany,France,2.0,2.0
7,5634,1962-10-28,Hungary,Austria,2.0,0.0
8,5641,1962-11-01,Spain,Romania,6.0,0.0
9,5646,1962-11-07,Bulgaria,Portugal,3.0,1.0
10,5647,1962-11-07,Chile,Argentina,1.0,1.0
11,5648,1962-11-07,Hungary,Wales,3.0,1.0
12,5651,1962-11-11,Austria,Italy,1.0,2.0
13,5652,1962-11-11,France,Hungary,2.0,3.0
14,5654,1962-11-11,Netherlands,Switzerland,3.0,1.0
15,5657,1962-11-21,Argentina,Chile,1.0,0.0
16,5658,1962-11-21,England,Wales,4.0,0.0
17,5663,1962-11-25,Bulgaria,Austria,1.0,1.0
18,5665,1962-11-25,Romania,Spain,3.0,1.0
19,5669,1962-12-02,Belgium,Spain,1.0,1.0
20,5670,1962-12-02,Italy,Turkey,6.0,0.0
21,5679,1962-12-16,Portugal,Bulgaria,3.0,1.0
22,5680,1962-12-23,Germany,Switzerland,5.0,1.0
23,5687,1963-01-06,Algeria,Bulgaria,2.0,1.0
24,5689,1963-01-09,Spain,France,0.0,0.0
25,5690,1963-01-13,Morocco,Switzerland,1.0,0.0
26,5694,1963-01-23,Bulgaria,Portugal,1.0,0.0
27,5706,1963-02-27,France,England,5.0,2.0
28,5713,1963-03-03,Paraguay,Brazil,2.0,2.0
29,5717,1963-03-10,Argentina,Colombia,4.0,2.0
30,5719,1963-03-10,Brazil,Peru,1.0,0.0
31,5722,1963-03-13,Argentina,Peru,1.0,2.0
32,5723,1963-03-14,Brazil,Colombia,5.0,1.0
33,5726,1963-03-17,Brazil,Paraguay,0.0,2.0
34,5728,1963-03-20,Argentina,Ecuador,4.0,2.0
35,5730,1963-03-20,Wales,Hungary,1.0,1.0
36,5734,1963-03-23,Uruguay,Chile,3.0,2.0
37,5735,1963-03-24,Argentina,Brazil,3.0,0.0
38,5739,1963-03-24,Mexico,Curaçao,1.0,2.0
39,5743,1963-03-27,Brazil,Ecuador,2.0,2.0
40,5747,1963-03-27,Turkey,Italy,0.0,1.0
41,5748,1963-03-28,Bolivia,Argentina,3.0,2.0
42,5750,1963-03-28,Jamaica,Mexico,0.0,8.0
43,5753,1963-03-30,Costa Rica,Mexico,0.0,0.0
44,5757,1963-03-31,Argentina,Paraguay,1.0,1.0
45,5759,1963-03-31,Bolivia,Brazil,5.0,4.0
46,5765,1963-03-31,Switzerland,Netherlands,1.0,1.0
47,5778,1963-04-06,England,Scotland,1.0,2.0
48,5789,1963-04-12,France,Gambia,5.0,1.0
49,5793,1963-04-13,Brazil,Argentina,2.0,3.0
50,5800,1963-04-14,France,Gabon,3.0,0.0
51,5806,1963-04-16,Brazil,Argentina,5.0,2.0
52,5812,1963-04-16,France,Burkina Faso,1.0,0.0
53,5815,1963-04-17,Netherlands,France,1.0,0.0
54,5817,1963-04-18,Senegal,France,2.0,0.0
55,5819,1963-04-20,France,Madagascar,4.0,1.0
56,5821,1963-04-21,Portugal,Brazil,1.0,0.0
57,5823,1963-04-24,Belgium,Brazil,5.0,1.0
58,5829,1963-04-28,Bulgaria,Czechoslovakia,1.0,0.0
59,5830,1963-04-28,France,Brazil,2.0,3.0
60,5833,1963-05-02,Netherlands,Brazil,1.0,0.0
61,5836,1963-05-05,Germany,Brazil,1.0,2.0
62,5837,1963-05-05,Sweden,Hungary,2.0,1.0
63,5838,1963-05-08,England,Brazil,1.0,1.0
64,5840,1963-05-12,Italy,Brazil,3.0,0.0
65,5843,1963-05-17,Egypt,Brazil,0.0,1.0
66,5844,1963-05-19,Hungary,Denmark,6.0,0.0
67,5846,1963-05-19,Israel,Brazil,0.0,5.0
68,5850,1963-05-29,Czechoslovakia,England,2.0,4.0
69,5851,1963-05-30,Spain,Northern Ireland,1.0,1.0
70,5853,1963-06-02,Czechoslovakia,Hungary,2.0,2.0
71,5854,1963-06-02,German DR,England,1.0,2.0
72,5859,1963-06-05,Switzerland,England,1.0,8.0
73,5860,1963-06-09,Austria,Italy,0.0,1.0
74,5863,1963-06-13,Spain,Scotland,2.0,6.0
75,5873,1963-07-24,Chile,Uruguay,0.0,0.0
