,index,date,home_team,away_team,home_score,away_score,resultado
0,5557,1962-08-15,Argentina,Uruguay,3.0,1.0,1
1,5577,1962-09-02,Poland,Hungary,0.0,2.0,2
2,5608,1962-09-30,Bulgaria,Poland,2.0,1.0,1
3,5611,1962-10-03,England,France,1.0,1.0,0
4,5621,1962-10-14,Hungary,Yugoslavia,0.0,1.0,2
5,5628,1962-10-20,Northern Ireland,England,1.0,3.0,2
6,5630,1962-10-24,Germany,France,2.0,2.0,0
7,5634,1962-10-28,Hungary,Austria,2.0,0.0,1
8,5641,1962-11-01,Spain,Romania,6.0,0.0,1
9,5646,1962-11-07,Bulgaria,Portugal,3.0,1.0,1
10,5647,1962-11-07,Chile,Argentina,1.0,1.0,0
11,5648,1962-11-07,Hungary,Wales,3.0,1.0,1
12,5651,1962-11-11,Austria,Italy,1.0,2.0,2
13,5652,1962-11-11,France,Hungary,2.0,3.0,2
14,5654,1962-11-11,Netherlands,Switzerland,3.0,1.0,1
15,5657,1962-11-21,Argentina,Chile,1.0,0.0,1
16,5658,1962-11-21,England,Wales,4.0,0.0,1
17,5663,1962-11-25,Bulgaria,Austria,1.0,1.0,0
18,5665,1962-11-25,Romania,Spain,3.0,1.0,1
19,5669,1962-12-02,Belgium,Spain,1.0,1.0,0
20,5670,1962-12-02,Italy,Turkey,6.0,0.0,1
21,5679,1962-12-16,Portugal,Bulgaria,3.0,1.0,1
22,5680,1962-12-23,Germany,Switzerland,5.0,1.0,1
23,5687,1963-01-06,Algeria,Bulgaria,2.0,1.0,1
24,5689,1963-01-09,Spain,France,0.0,0.0,0
25,5690,1963-01-13,Morocco,Switzerland,1.0,0.0,1
26,5694,1963-01-23,Bulgaria,Portugal,1.0,0.0,1
27,5706,1963-02-27,France,England,5.0,2.0,1
28,5713,1963-03-03,Paraguay,Brazil,2.0,2.0,0
29,5717,1963-03-10,Argentina,Colombia,4.0,2.0,1
30,5719,1963-03-10,Brazil,Peru,1.0,0.0,1
31,5722,1963-03-13,Argentina,Peru,1.0,2.0,2
32,5723,1963-03-14,Brazil,Colombia,5.0,1.0,1
33,5726,1963-03-17,Brazil,Paraguay,0.0,2.0,2
34,5728,1963-03-20,Argentina,Ecuador,4.0,2.0,1
35,5730,1963-03-20,Wales,Hungary,1.0,1.0,0
36,5734,1963-03-23,Uruguay,Chile,3.0,2.0,1
37,5735,1963-03-24,Argentina,Brazil,3.0,0.0,1
38,5739,1963-03-24,Mexico,Curaçao,1.0,2.0,2
39,5743,1963-03-27,Brazil,Ecuador,2.0,2.0,0
40,5747,1963-03-27,Turkey,Italy,0.0,1.0,2
41,5748,1963-03-28,Bolivia,Argentina,3.0,2.0,1
42,5750,1963-03-28,Jamaica,Mexico,0.0,8.0,2
43,5753,1963-03-30,Costa Rica,Mexico,0.0,0.0,0
44,5757,1963-03-31,Argentina,Paraguay,1.0,1.0,0
45,5759,1963-03-31,Bolivia,Brazil,5.0,4.0,1
46,5765,1963-03-31,Switzerland,Netherlands,1.0,1.0,0
47,5778,1963-04-06,England,Scotland,1.0,2.0,2
48,5789,1963-04-12,France,Gambia,5.0,1.0,1
49,5793,1963-04-13,Brazil,Argentina,2.0,3.0,2
50,5800,1963-04-14,France,Gabon,3.0,0.0,1
51,5806,1963-04-16,Brazil,Argentina,5.0,2.0,1
52,5812,1963-04-16,France,Burkina Faso,1.0,0.0,1
53,5815,1963-04-17,Netherlands,France,1.0,0.0,1
54,5817,1963-04-18,Senegal,France,2.0,0.0,1
55,5819,1963-04-20,France,Madagascar,4.0,1.0,1
