,index,date,home_team,away_team,home_score,away_score,resultado
0,1137,1926-10-03,Yugoslavia,Romania,2.0,3.0,2
1,1140,1926-10-12,Chile,Bolivia,7.0,1.0,1
2,1141,1926-10-16,Argentina,Bolivia,5.0,0.0,1
3,1142,1926-10-17,Chile,Uruguay,1.0,3.0,2
4,1143,1926-10-20,Argentina,Paraguay,8.0,0.0,1
5,1145,1926-10-23,Bolivia,Paraguay,1.0,6.0,2
6,1146,1926-10-24,Argentina,Uruguay,0.0,2.0,2
7,1147,1926-10-28,Bolivia,Uruguay,0.0,6.0,2
8,1150,1926-10-31,Chile,Argentina,1.0,1.0,0
9,1152,1926-11-01,Paraguay,Uruguay,1.0,6.0,2
10,1153,1926-11-03,Chile,Paraguay,5.0,1.0,1
11,1154,1926-11-06,United States,Canada,6.0,2.0,1
12,1161,1927-01-02,Belgium,Czechoslovakia,2.0,3.0,2
13,1166,1927-03-13,Belgium,Netherlands,2.0,0.0,1
14,1167,1927-03-16,Portugal,France,4.0,0.0,1
15,1170,1927-04-03,Belgium,Sweden,2.0,1.0,1
16,1174,1927-04-10,Hungary,Yugoslavia,3.0,0.0,1
17,1178,1927-04-24,France,Italy,3.0,3.0,0
18,1180,1927-05-01,Netherlands,Belgium,3.0,2.0,1
19,1181,1927-05-10,Romania,Yugoslavia,0.0,3.0,2
20,1182,1927-05-11,Belgium,England,1.0,9.0,2
21,1183,1927-05-15,Bulgaria,Yugoslavia,0.0,2.0,2
22,1185,1927-05-22,Austria,Belgium,4.0,1.0,1
23,1186,1927-05-22,France,Spain,1.0,4.0,2
24,1187,1927-05-26,Czechoslovakia,Belgium,4.0,0.0,1
25,1188,1927-05-26,France,England,0.0,6.0,2
26,1194,1927-06-12,Hungary,France,13.0,1.0,1
27,1198,1927-06-19,Romania,Poland,3.0,3.0,0
28,1205,1927-07-14,Uruguay,Argentina,0.0,1.0,2
29,1213,1927-08-30,Argentina,Uruguay,0.0,1.0,2
30,1215,1927-09-04,Sweden,Belgium,7.0,0.0,1
31,1226,1927-10-28,Czechoslovakia,Yugoslavia,5.0,3.0,1
32,1228,1927-10-30,Argentina,Bolivia,7.0,1.0,1
33,1230,1927-11-01,Peru,Uruguay,0.0,4.0,2
34,1231,1927-11-06,Bolivia,Uruguay,0.0,9.0,2
35,1237,1927-11-13,Peru,Bolivia,3.0,2.0,1
36,1238,1927-11-20,Argentina,Uruguay,3.0,2.0,1
37,1240,1927-11-27,Peru,Argentina,1.0,5.0,2
38,1242,1927-12-10,Chile,Uruguay,2.0,3.0,2
39,1244,1928-01-08,Belgium,Austria,1.0,2.0,2
40,1247,1928-02-12,Belgium,Republic of Ireland,2.0,4.0,2
41,1248,1928-02-21,France,Northern Ireland,4.0,0.0,1
42,1250,1928-03-11,Netherlands,Belgium,1.0,1.0,0
43,1251,1928-03-11,Switzerland,France,4.0,3.0,1
44,1256,1928-04-01,Belgium,Netherlands,1.0,0.0,1
45,1257,1928-04-01,Portugal,Argentina,0.0,0.0,0
46,1258,1928-04-08,Yugoslavia,Turkey,2.0,1.0,1
47,1259,1928-04-15,France,Belgium,2.0,3.0,2
48,1261,1928-04-15,Romania,Turkey,4.0,2.0,1
49,1268,1928-04-29,France,Portugal,1.0,1.0,0
50,1270,1928-05-06,Austria,Yugoslavia,3.0,0.0,1
51,1273,1928-05-06,Yugoslavia,Romania,3.0,1.0,1
52,1274,1928-05-13,France,Czechoslovakia,0.0,2.0,2
53,1275,1928-05-17,France,England,1.0,5.0,2
54,1276,1928-05-19,Belgium,England,1.0,3.0,2
55,1277,1928-05-27,Portugal,Chile,4.0,2.0,1
56,1278,1928-05-27,Belgium,Luxembourg,5.0,3.0,1
57,1281,1928-05-29,Italy,France,4.0,3.0,1
58,1282,1928-05-29,Portugal,Yugoslavia,2.0,1.0,1
59,1283,1928-05-29,Argentina,United States,11.0,2.0,1
60,1284,1928-05-30,Spain,Mexico,7.0,1.0,1
61,1285,1928-05-30,Netherlands,Uruguay,0.0,2.0,2
62,1287,1928-06-02,Argentina,Belgium,6.0,3.0,1
63,1289,1928-06-03,Uruguay,Germany,4.0,1.0,1
64,1292,1928-06-05,Netherlands,Belgium,3.0,1.0,1
65,1293,1928-06-05,Chile,Mexico,3.0,1.0,1
66,1294,1928-06-06,Argentina,Egypt,6.0,0.0,1
67,1296,1928-06-07,Uruguay,Italy,3.0,2.0,1
68,1297,1928-06-08,Netherlands,Chile,2.0,2.0,0
69,1299,1928-06-10,Poland,United States,3.0,3.0,0
70,1300,1928-06-10,Uruguay,Argentina,1.0,1.0,0
71,1301,1928-06-13,Uruguay,Argentina,2.0,1.0,1
72,1313,1928-08-15,Paraguay,Uruguay,3.0,1.0,1
73,1317,1928-08-19,Paraguay,Uruguay,1.0,1.0,0
74,1319,1928-08-30,Argentina,Uruguay,1.0,0.0,1
75,1323,1928-09-21,Uruguay,Argentina,2.0,2.0,0
76,1335,1928-10-28,Czechoslovakia,Yugoslavia,7.0,1.0,1
77,1337,1928-11-04,Netherlands,Belgium,1.0,1.0,0
78,1345,1929-02-24,France,Hungary,3.0,0.0,1
79,1350,1929-03-24,France,Portugal,2.0,0.0,1
80,1353,1929-04-14,Spain,France,8.0,1.0,1
81,1357,1929-04-21,Romania,Bulgaria,3.0,0.0,1
82,1361,1929-04-30,Republic of Ireland,Belgium,4.0,0.0,1
83,1365,1929-05-05,Belgium,Netherlands,3.0,1.0,1
84,1367,1929-05-09,France,England,1.0,4.0,2
85,1368,1929-05-10,Romania,Yugoslavia,2.0,3.0,2
86,1369,1929-05-11,Belgium,England,1.0,5.0,2
87,1372,1929-05-19,France,Yugoslavia,1.0,3.0,2
88,1373,1929-05-26,Belgium,France,4.0,1.0,1
89,1380,1929-06-16,Argentina,Uruguay,2.0,0.0,1
90,1382,1929-06-16,Uruguay,Argentina,1.0,1.0,0
91,1386,1929-06-28,Yugoslavia,Czechoslovakia,3.0,3.0,0
92,1397,1929-09-15,Bulgaria,Romania,2.0,3.0,2
93,1400,1929-09-20,Uruguay,Argentina,2.0,1.0,1
94,1401,1929-09-28,Argentina,Uruguay,0.0,0.0,0
95,1405,1929-10-06,Romania,Yugoslavia,2.0,1.0,1
96,1412,1929-10-28,Czechoslovakia,Yugoslavia,4.0,3.0,1
97,1413,1929-11-01,Paraguay,Uruguay,3.0,0.0,1
98,1415,1929-11-03,Argentina,Peru,3.0,0.0,1
99,1418,1929-11-10,Argentina,Paraguay,4.0,1.0,1
100,1419,1929-11-11,Peru,Uruguay,1.0,4.0,2
101,1422,1929-11-16,Paraguay,Peru,5.0,0.0,1
102,1423,1929-11-17,Argentina,Uruguay,2.0,0.0,1
103,1428,1930-01-26,Greece,Yugoslavia,2.0,1.0,1
104,1433,1930-02-23,Portugal,France,2.0,0.0,1
105,1442,1930-03-23,France,Switzerland,3.0,3.0,0
106,1452,1930-04-13,France,Belgium,1.0,6.0,2
107,1454,1930-04-13,Yugoslavia,Bulgaria,6.0,1.0,1
108,1459,1930-05-04,Netherlands,Belgium,2.0,2.0,0
109,1461,1930-05-04,Yugoslavia,Romania,2.0,1.0,1
110,1463,1930-05-11,Belgium,Republic of Ireland,1.0,3.0,2
111,1464,1930-05-11,France,Czechoslovakia,2.0,3.0,2
112,1467,1930-05-18,Belgium,Netherlands,3.0,1.0,1
113,1468,1930-05-18,France,Scotland,0.0,2.0,2
114,1469,1930-05-25,Argentina,Uruguay,1.0,1.0,0
115,1470,1930-05-25,Belgium,France,1.0,2.0,2
116,1471,1930-05-25,Romania,Greece,8.0,1.0,1
