,index,date,home_team,away_team,home_score,away_score,resultado
0,11499,1978-08-30,Finland,Poland,0.0,1.0,2
1,11501,1978-08-30,Norway,Austria,0.0,2.0,2
2,11502,1978-09-01,France,Sweden,2.0,2.0,0
3,11506,1978-09-06,German DR,Czechoslovakia,2.0,1.0,1
4,11507,1978-09-06,Iceland,Poland,0.0,2.0,2
5,11520,1978-09-20,Austria,Scotland,3.0,2.0,1
6,11521,1978-09-20,Belgium,Norway,1.0,1.0,0
7,11522,1978-09-20,Denmark,England,3.0,4.0,2
8,11523,1978-09-20,Finland,Hungary,2.0,1.0,1
9,11524,1978-09-20,Republic of Ireland,Northern Ireland,0.0,0.0,0
10,11525,1978-09-20,Italy,Bulgaria,1.0,0.0,1
11,11530,1978-09-23,Italy,Turkey,1.0,0.0,1
12,11536,1978-10-01,Singapore,New Zealand,0.0,2.0,2
13,11538,1978-10-04,Sweden,Czechoslovakia,1.0,3.0,2
14,11539,1978-10-04,Yugoslavia,Spain,1.0,2.0,2
15,11541,1978-10-07,Luxembourg,France,1.0,3.0,2
16,11542,1978-10-11,Czechoslovakia,Germany,3.0,4.0,2
17,11545,1978-10-11,Hungary,Russia,2.0,0.0,1
18,11546,1978-10-11,Portugal,Belgium,1.0,1.0,0
19,11547,1978-10-11,Romania,Poland,1.0,0.0,1
20,11553,1978-10-22,Malawi,Algeria,1.0,1.0,0
21,11555,1978-10-24,Malawi,Algeria,2.0,1.0,1
22,11556,1978-10-25,Republic of Ireland,England,1.0,1.0,0
23,11557,1978-10-25,Northern Ireland,Denmark,2.0,1.0,1
24,11558,1978-10-25,Romania,Yugoslavia,3.0,2.0,1
25,11559,1978-10-25,Scotland,Norway,3.0,2.0,1
26,11564,1978-10-28,Zambia,Algeria,0.0,3.0,2
27,11565,1978-10-28,Greece,Hungary,4.0,1.0,1
28,11571,1978-11-08,Czechoslovakia,Italy,3.0,0.0,1
29,11572,1978-11-08,France,Spain,1.0,0.0,1
30,11580,1978-11-15,Austria,Portugal,1.0,2.0,2
31,11581,1978-11-15,Germany,Hungary,0.0,0.0,0
32,11582,1978-11-15,Israel,Belgium,1.0,0.0,1
33,11584,1978-11-15,Poland,Switzerland,2.0,0.0,1
34,11585,1978-11-15,Spain,Romania,1.0,0.0,1
35,11586,1978-11-15,Yugoslavia,Greece,4.0,1.0,1
36,11587,1978-11-17,Algeria,Congo,3.0,0.0,1
37,11597,1978-11-29,Bulgaria,Northern Ireland,0.0,2.0,2
38,11598,1978-11-29,England,Czechoslovakia,1.0,0.0,1
39,11599,1978-11-29,Portugal,Scotland,1.0,0.0,1
40,11607,1978-12-11,Japan,Kuwait,0.0,2.0,2
41,11614,1978-12-13,Spain,Cyprus,5.0,0.0,1
42,11616,1978-12-13,South Korea,Kuwait,2.0,0.0,1
43,11622,1978-12-15,Bahrain,Kuwait,0.0,3.0,2
44,11626,1978-12-17,India,Kuwait,1.0,6.0,2
45,11630,1978-12-18,Iraq,Kuwait,3.0,0.0,1
46,11637,1978-12-19,North Korea,Kuwait,2.0,2.0,0
47,11643,1978-12-21,Italy,Spain,1.0,0.0,1
48,11668,1979-01-30,Israel,Austria,0.0,1.0,2
49,11674,1979-02-07,England,Northern Ireland,4.0,0.0,1
