,index,date,home_team,away_team,home_score,away_score
0,45802,2022-12-30,Iraq,Kuwait,1.0,0.0
1,45811,2023-01-06,Iraq,Oman,0.0,0.0
2,45818,2023-01-09,Sweden,Finland,2.0,0.0
3,45820,2023-01-09,Iraq,Saudi Arabia,2.0,0.0
4,45823,2023-01-10,Qatar,Bahrain,1.0,2.0
5,45826,2023-01-12,Sweden,Iceland,2.0,1.0
6,45827,2023-01-12,Iraq,Yemen,5.0,0.0
7,45828,2023-01-12,Saudi Arabia,Oman,1.0,2.0
8,45830,2023-01-13,Qatar,United Arab Emirates,1.0,1.0
9,45832,2023-01-16,Iraq,Qatar,2.0,1.0
10,45835,2023-01-19,Iraq,Oman,3.0,2.0
11,45836,2023-01-25,United States,Serbia,1.0,2.0
12,45837,2023-01-28,United States,Colombia,0.0,0.0
13,45858,2023-03-23,Argentina,Panama,2.0,0.0
14,45861,2023-03-23,Iran,Russia,1.0,1.0
15,45863,2023-03-23,New Zealand,China,0.0,0.0
16,45866,2023-03-23,Ghana,Angola,1.0,0.0
17,45867,2023-03-23,Algeria,Niger,2.0,1.0
18,45876,2023-03-23,Portugal,Liechtenstein,4.0,0.0
19,45877,2023-03-23,Bosnia and Herzegovina,Iceland,3.0,0.0
20,45885,2023-03-24,Australia,Ecuador,3.0,1.0
21,45886,2023-03-24,Japan,Uruguay,1.0,1.0
22,45887,2023-03-24,South Korea,Colombia,2.0,2.0
23,45889,2023-03-24,Saudi Arabia,Venezuela,1.0,2.0
24,45891,2023-03-24,Uzbekistan,Bolivia,1.0,0.0
25,45893,2023-03-24,Cape Verde,Eswatini,0.0,0.0
26,45897,2023-03-24,Egypt,Malawi,2.0,0.0
27,45900,2023-03-24,Ivory Coast,Comoros,3.0,1.0
28,45901,2023-03-24,DR Congo,Mauritania,3.0,1.0
29,45903,2023-03-24,Tunisia,Libya,3.0,0.0
30,45904,2023-03-24,South Africa,Liberia,2.0,2.0
31,45905,2023-03-24,Senegal,Mozambique,5.0,1.0
32,45907,2023-03-24,France,Netherlands,4.0,0.0
