,index,date,home_team,away_team,home_score,away_score
0,13367,1982-08-06,South Korea,Senegal,0.0,2.0
1,13370,1982-08-08,South Korea,Indonesia,4.0,0.0
2,13374,1982-08-10,Malaysia,South Korea,1.0,2.0
3,13375,1982-08-11,Denmark,Finland,3.0,2.0
4,13380,1982-08-12,South Korea,United Arab Emirates,3.0,2.0
5,13387,1982-08-31,France,Poland,0.0,4.0
6,13390,1982-09-01,Romania,Denmark,1.0,0.0
7,13392,1982-09-07,Switzerland,Bulgaria,3.0,2.0
8,13393,1982-09-08,Finland,Poland,2.0,3.0
9,13400,1982-09-22,Bulgaria,German DR,2.0,2.0
10,13401,1982-09-22,Denmark,England,2.0,2.0
11,13402,1982-09-22,Finland,Portugal,0.0,2.0
12,13403,1982-09-22,Germany,Belgium,0.0,0.0
13,13404,1982-09-22,Hungary,Turkey,5.0,0.0
14,13411,1982-10-03,Saudi Arabia,Morocco,2.0,1.0
15,13414,1982-10-06,Belgium,Switzerland,3.0,0.0
16,13416,1982-10-06,France,Hungary,1.0,0.0
17,13420,1982-10-10,Portugal,Poland,2.0,1.0
18,13423,1982-10-13,Austria,Northern Ireland,2.0,0.0
19,13424,1982-10-13,England,Germany,1.0,2.0
20,13428,1982-10-13,Scotland,German DR,2.0,0.0
21,13431,1982-10-14,Bulgaria,Malta,7.0,0.0
22,13433,1982-10-27,Bulgaria,Norway,2.0,2.0
23,13435,1982-10-27,Denmark,Czechoslovakia,1.0,3.0
24,13436,1982-10-27,Italy,Switzerland,0.0,1.0
25,13438,1982-10-27,Spain,Iceland,1.0,0.0
26,13442,1982-11-10,Luxembourg,Denmark,1.0,2.0
27,13443,1982-11-10,Netherlands,France,1.0,2.0
28,13447,1982-11-13,Italy,Czechoslovakia,2.0,2.0
29,13458,1982-11-17,Bulgaria,Yugoslavia,0.0,1.0
30,13460,1982-11-17,Greece,England,0.0,3.0
31,13461,1982-11-17,Republic of Ireland,Spain,3.0,3.0
32,13462,1982-11-17,Northern Ireland,Germany,1.0,0.0
33,13463,1982-11-17,Switzerland,Scotland,2.0,0.0
34,13474,1982-11-21,Iraq,Myanmar,4.0,0.0
35,13476,1982-11-21,South Korea,South Yemen,3.0,0.0
36,13482,1982-11-23,Iraq,Nepal,3.0,0.0
37,13483,1982-11-23,South Korea,Iran,0.0,1.0
38,13491,1982-11-25,Iraq,Kuwait,1.0,2.0
39,13493,1982-11-25,South Korea,Japan,1.0,2.0
40,13502,1982-11-28,Japan,Iraq,0.0,1.0
41,13506,1982-12-01,Saudi Arabia,Iraq,0.0,1.0
42,13508,1982-12-03,Kuwait,Iraq,0.0,1.0
43,13509,1982-12-04,Italy,Romania,0.0,0.0
44,13511,1982-12-15,Albania,Northern Ireland,0.0,0.0
45,13512,1982-12-15,Belgium,Scotland,3.0,2.0
46,13513,1982-12-15,England,Luxembourg,9.0,0.0
47,13516,1982-12-19,Tunisia,Algeria,0.0,1.0
48,13519,1982-12-26,Malta,Bulgaria,0.0,0.0
49,13520,1982-12-28,Malta,Bulgaria,1.0,7.0
50,13524,1983-01-21,Egypt,Hungary,1.0,0.0
51,13525,1983-01-23,Egypt,Hungary,0.0,2.0
52,13536,1983-02-12,Cyprus,Italy,1.0,1.0
53,13539,1983-02-16,Portugal,France,0.0,3.0
54,13540,1983-02-16,Spain,Netherlands,1.0,0.0
55,13548,1983-02-23,England,Wales,2.0,1.0
56,13551,1983-02-23,Portugal,Germany,1.0,0.0
57,13558,1983-03-06,Japan,South Korea,1.0,1.0
58,13559,1983-03-07,Bulgaria,Switzerland,1.0,1.0
59,13562,1983-03-09,Senegal,Morocco,1.0,0.0
60,13563,1983-03-10,Senegal,Morocco,0.0,0.0
61,13564,1983-03-15,Costa Rica,Mexico,0.0,1.0
62,13570,1983-03-22,Mexico,Costa Rica,1.0,0.0
63,13571,1983-03-23,France,Russia,1.0,1.0
64,13572,1983-03-23,Poland,Bulgaria,3.0,1.0
65,13573,1983-03-23,Tunisia,Morocco,1.0,0.0
66,13577,1983-03-27,Luxembourg,Hungary,2.0,6.0
67,13581,1983-03-30,England,Greece,0.0,0.0
68,13582,1983-03-30,German DR,Belgium,1.0,2.0
69,13584,1983-03-30,Northern Ireland,Turkey,2.0,1.0
70,13586,1983-03-30,Scotland,Switzerland,2.0,2.0
71,13592,1983-04-05,Guatemala,Mexico,0.0,2.0
72,13593,1983-04-08,Algeria,Benin,6.0,2.0
73,13602,1983-04-10,Morocco,Mali,4.0,0.0
74,13605,1983-04-13,German DR,Bulgaria,3.0,0.0
75,13606,1983-04-13,Portugal,Hungary,0.0,0.0
76,13609,1983-04-16,Romania,Italy,1.0,0.0
77,13611,1983-04-17,Hungary,Luxembourg,6.0,2.0
78,13613,1983-04-17,Poland,Finland,1.0,1.0
79,13616,1983-04-23,France,Yugoslavia,4.0,0.0
80,13621,1983-04-24,Mali,Morocco,2.0,0.0
81,13628,1983-04-26,Benin,Algeria,6.0,2.0
82,13630,1983-04-27,Belgium,German DR,2.0,1.0
83,13631,1983-04-27,Denmark,Greece,1.0,0.0
84,13632,1983-04-27,England,Hungary,2.0,0.0
85,13634,1983-04-27,Northern Ireland,Albania,1.0,0.0
86,13635,1983-04-27,Russia,Portugal,5.0,0.0
87,13636,1983-04-27,Spain,Republic of Ireland,2.0,0.0
88,13637,1983-04-27,Wales,Bulgaria,1.0,0.0
89,13638,1983-04-28,Brazil,Chile,3.0,2.0
90,13640,1983-04-28,Iraq,Egypt,2.0,1.0
91,13653,1983-05-12,Chile,Argentina,2.0,2.0
92,13655,1983-05-15,Hungary,Greece,2.0,3.0
93,13656,1983-05-15,Malta,Spain,2.0,3.0
94,13660,1983-05-22,Poland,Russia,1.0,1.0
95,13662,1983-05-24,Scotland,Northern Ireland,0.0,0.0
96,13664,1983-05-28,Northern Ireland,England,0.0,0.0
97,13665,1983-05-28,Wales,Scotland,0.0,2.0
98,13669,1983-05-29,Iceland,Spain,0.0,1.0
99,13670,1983-05-29,Sweden,Italy,2.0,0.0
100,13674,1983-05-31,Belgium,France,1.0,1.0
101,13675,1983-05-31,Northern Ireland,Wales,0.0,1.0
102,13678,1983-06-01,Denmark,Hungary,3.0,1.0
103,13679,1983-06-01,England,Scotland,2.0,0.0
104,13683,1983-06-02,Paraguay,Uruguay,0.0,0.0
105,13693,1983-06-06,South Korea,Thailand,4.0,0.0
106,13700,1983-06-08,South Korea,Nigeria,1.0,0.0
107,13701,1983-06-08,Portugal,Brazil,0.0,4.0
108,13704,1983-06-09,Uruguay,Paraguay,3.0,0.0
109,13706,1983-06-12,Australia,England,0.0,0.0
110,13707,1983-06-12,Canada,Scotland,0.0,2.0
111,13708,1983-06-12,South Korea,Indonesia,3.0,0.0
112,13709,1983-06-12,Wales,Brazil,1.0,1.0
113,13711,1983-06-15,Australia,England,0.0,1.0
114,13712,1983-06-15,South Korea,Ghana,1.0,0.0
115,13713,1983-06-16,Canada,Scotland,0.0,3.0
116,13715,1983-06-17,Switzerland,Brazil,1.0,2.0
117,13717,1983-06-19,Australia,England,1.0,1.0
118,13719,1983-06-22,Sweden,Brazil,3.0,3.0
119,13720,1983-06-23,Argentina,Chile,1.0,0.0
120,13737,1983-07-14,Paraguay,Argentina,1.0,0.0
121,13740,1983-07-18,Uruguay,Peru,1.0,1.0
122,13745,1983-07-21,Argentina,Paraguay,0.0,0.0
123,13755,1983-07-24,Paraguay,Chile,1.0,0.0
124,13767,1983-07-28,Chile,Brazil,0.0,0.0
125,13770,1983-07-29,Guatemala,South Korea,1.0,1.0
126,13775,1983-08-03,Bolivia,Paraguay,2.0,1.0
127,13777,1983-08-03,Guatemala,South Korea,2.0,1.0
128,13779,1983-08-05,Bolivia,Paraguay,1.0,3.0
129,13780,1983-08-07,Algeria,Bulgaria,2.0,3.0
130,13783,1983-08-09,Costa Rica,South Korea,1.0,1.0
131,13784,1983-08-10,Ecuador,Argentina,2.0,2.0
132,13786,1983-08-11,Peru,Uruguay,1.0,1.0
133,13789,1983-08-13,Senegal,Algeria,1.0,1.0
134,13794,1983-08-14,Nigeria,Morocco,0.0,0.0
135,13797,1983-08-17,Chile,Paraguay,3.0,2.0
136,13798,1983-08-17,Ecuador,Brazil,0.0,1.0
137,13812,1983-08-24,Argentina,Brazil,1.0,0.0
138,13818,1983-08-25,Algeria,Ivory Coast,3.0,0.0
139,13819,1983-08-25,Uruguay,Paraguay,0.0,0.0
140,13821,1983-08-28,Algeria,Senegal,2.0,0.0
141,13824,1983-08-28,Morocco,Nigeria,0.0,0.0
142,13830,1983-08-31,Greece,Bulgaria,2.0,3.0
143,13831,1983-09-01,Brazil,Ecuador,5.0,0.0
144,13832,1983-09-01,Uruguay,Chile,2.0,1.0
145,13835,1983-09-04,Uruguay,Venezuela,3.0,0.0
146,13836,1983-09-07,Argentina,Ecuador,2.0,2.0
147,13837,1983-09-07,Denmark,France,3.0,1.0
148,13839,1983-09-07,Hungary,Germany,1.0,1.0
149,13841,1983-09-07,Norway,Bulgaria,1.0,2.0
150,13842,1983-09-07,Poland,Romania,2.0,2.0
