,index,date,home_team,away_team,home_score,away_score
0,6776,1966-09-18,Norway,Sweden,2.0,4.0
1,6778,1966-09-21,German DR,Romania,2.0,0.0
2,6789,1966-10-05,Sweden,Austria,4.0,1.0
3,6796,1966-10-19,Yugoslavia,Czechoslovakia,1.0,0.0
4,6797,1966-10-22,Belgium,Switzerland,1.0,0.0
5,6799,1966-10-22,Northern Ireland,England,0.0,2.0
6,6806,1966-11-01,Italy,Russia,1.0,0.0
7,6809,1966-11-02,England,Czechoslovakia,0.0,0.0
8,6810,1966-11-02,Romania,Switzerland,4.0,2.0
9,6817,1966-11-06,Netherlands,Czechoslovakia,1.0,2.0
10,6818,1966-11-06,Sweden,Denmark,2.0,1.0
11,6822,1966-11-11,Belgium,France,2.0,1.0
12,6826,1966-11-13,Portugal,Sweden,1.0,2.0
13,6827,1966-11-16,England,Wales,5.0,1.0
14,6830,1966-11-17,Romania,Poland,4.0,3.0
15,6834,1966-11-24,Algeria,Morocco,2.0,2.0
16,6839,1966-11-26,Italy,Romania,3.0,1.0
17,6855,1966-12-03,Cyprus,Romania,1.0,5.0
18,6859,1966-12-07,Israel,Romania,1.0,2.0
19,6903,1967-01-04,Uruguay,Romania,1.0,1.0
20,6904,1967-01-05,Mexico,Switzerland,3.0,0.0
21,6905,1967-01-08,Mexico,Switzerland,0.0,2.0
22,6911,1967-01-17,Uruguay,Bolivia,4.0,0.0
23,6923,1967-01-21,Uruguay,Venezuela,4.0,0.0
24,6933,1967-01-26,Uruguay,Chile,2.0,2.0
25,6940,1967-01-29,Uruguay,Paraguay,2.0,0.0
26,6945,1967-02-02,Uruguay,Argentina,1.0,0.0
27,6961,1967-02-22,Germany,Morocco,5.0,1.0
28,6976,1967-03-06,Mexico,Nicaragua,4.0,0.0
29,6978,1967-03-08,Greece,Romania,1.0,2.0
30,6981,1967-03-10,Guatemala,Mexico,1.0,0.0
31,6987,1967-03-12,Mexico,Trinidad and Tobago,4.0,0.0
32,6990,1967-03-14,Haiti,Mexico,0.0,1.0
33,6996,1967-03-19,Honduras,Mexico,0.0,1.0
34,6998,1967-03-19,Luxembourg,Belgium,0.0,5.0
35,7001,1967-03-22,Cyprus,Italy,0.0,2.0
36,7002,1967-03-22,France,Romania,1.0,2.0
37,7007,1967-03-27,Italy,Portugal,1.0,1.0
38,7020,1967-04-15,England,Scotland,2.0,3.0
39,7022,1967-04-16,Belgium,Netherlands,1.0,0.0
40,7026,1967-04-23,Romania,Cyprus,7.0,0.0
41,7028,1967-05-03,Switzerland,Czechoslovakia,1.0,2.0
42,7040,1967-05-17,Sweden,German DR,0.0,1.0
43,7042,1967-05-21,Republic of Ireland,Czechoslovakia,0.0,2.0
44,7043,1967-05-21,Poland,Belgium,3.0,1.0
45,7045,1967-05-24,England,Spain,2.0,0.0
46,7047,1967-05-24,Switzerland,Romania,7.0,1.0
47,7048,1967-05-27,Austria,England,0.0,1.0
48,7049,1967-05-28,Russia,Mexico,2.0,0.0
49,7052,1967-06-01,Sweden,Portugal,1.0,1.0
50,7054,1967-06-04,Belarus,Mexico,2.0,1.0
51,7059,1967-06-11,Sweden,Bulgaria,0.0,2.0
52,7060,1967-06-18,Czechoslovakia,Turkey,3.0,0.0
53,7062,1967-06-25,Denmark,Sweden,1.0,1.0
54,7063,1967-06-25,Romania,Italy,0.0,1.0
55,7064,1967-06-25,Uruguay,Brazil,0.0,0.0
56,7065,1967-06-28,Uruguay,Brazil,2.0,2.0
57,7067,1967-07-01,Uruguay,Brazil,1.0,1.0
58,7073,1967-07-28,Peru,Uruguay,0.0,1.0
59,7074,1967-07-28,Peru,Japan,1.0,0.0
60,7077,1967-07-30,Peru,Uruguay,1.0,2.0
61,7078,1967-07-30,Peru,Japan,0.0,0.0
62,7093,1967-08-10,Sweden,Finland,2.0,0.0
63,7125,1967-08-22,Mexico,Argentina,2.0,1.0
64,7137,1967-09-03,Norway,Sweden,3.0,1.0
65,7143,1967-09-19,Chile,Brazil,0.0,1.0
66,7151,1967-10-01,Czechoslovakia,Spain,1.0,0.0
67,7162,1967-10-08,Belgium,Poland,2.0,4.0
68,7165,1967-10-10,El Salvador,Haiti,2.0,0.0
69,7175,1967-10-21,Wales,England,0.0,3.0
70,7177,1967-10-22,Guatemala,El Salvador,1.0,0.0
71,7178,1967-10-22,Spain,Czechoslovakia,2.0,1.0
72,7180,1967-10-28,France,Belgium,1.0,1.0
73,7181,1967-10-29,El Salvador,Costa Rica,3.0,1.0
74,7183,1967-10-29,Poland,Romania,0.0,0.0
75,7186,1967-11-01,Italy,Cyprus,5.0,0.0
76,7192,1967-11-05,El Salvador,Guatemala,1.0,3.0
77,7195,1967-11-05,Sweden,Norway,5.0,2.0
78,7210,1967-11-12,Bulgaria,Sweden,3.0,0.0
79,7220,1967-11-15,Turkey,Czechoslovakia,0.0,0.0
80,7223,1967-11-18,Switzerland,Italy,2.0,2.0
81,7225,1967-11-22,Belgium,Luxembourg,3.0,0.0
82,7226,1967-11-22,Czechoslovakia,Republic of Ireland,1.0,2.0
83,7227,1967-11-22,England,Northern Ireland,2.0,0.0
84,7228,1967-11-22,Romania,Germany,1.0,0.0
85,7249,1967-12-06,England,Russia,2.0,2.0
86,7251,1967-12-06,Mexico,Hungary,2.0,1.0
87,7252,1967-12-08,Mexico,Hungary,0.0,2.0
88,7268,1967-12-23,Italy,Switzerland,4.0,0.0
89,7270,1967-12-24,DR Congo,Romania,1.0,1.0
90,7272,1968-01-10,Israel,Belgium,0.0,2.0
91,7292,1968-02-19,Israel,Sweden,0.0,3.0
92,7293,1968-02-24,Scotland,England,1.0,1.0
93,7295,1968-02-28,Spain,Sweden,3.0,1.0
94,7297,1968-03-03,Mexico,Russia,0.0,0.0
95,7298,1968-03-06,Belgium,Germany,1.0,3.0
96,7300,1968-03-07,Mexico,Russia,1.0,1.0
97,7301,1968-03-10,Mexico,Russia,0.0,0.0
98,7303,1968-03-17,Morocco,Algeria,0.0,0.0
99,7304,1968-03-26,Mexico,Japan,4.0,0.0
100,7310,1968-04-03,England,Spain,1.0,0.0
101,7313,1968-04-06,Bulgaria,Italy,3.0,2.0
102,7315,1968-04-07,Netherlands,Belgium,1.0,2.0
103,7322,1968-04-20,Italy,Bulgaria,2.0,0.0
104,7324,1968-04-24,Russia,Belgium,1.0,0.0
105,7326,1968-04-27,Czechoslovakia,Yugoslavia,3.0,0.0
106,7327,1968-05-01,Austria,Romania,1.0,1.0
107,7330,1968-05-02,Sweden,Spain,1.0,1.0
108,7332,1968-05-07,El Salvador,Guatemala,3.0,0.0
109,7334,1968-05-08,Spain,England,1.0,2.0
110,7352,1968-05-21,Mexico,Uruguay,3.0,3.0
111,7353,1968-05-22,England,Sweden,3.0,1.0
112,7354,1968-05-28,Mexico,Uruguay,2.0,2.0
113,7356,1968-06-01,Germany,England,1.0,0.0
114,7357,1968-06-02,Paraguay,Uruguay,0.0,0.0
115,7359,1968-06-05,Argentina,Uruguay,2.0,0.0
116,7360,1968-06-05,England,Yugoslavia,0.0,1.0
117,7361,1968-06-05,Italy,Russia,0.0,0.0
118,7362,1968-06-05,Romania,Netherlands,0.0,0.0
119,7363,1968-06-08,England,Russia,2.0,0.0
120,7364,1968-06-08,Italy,Yugoslavia,1.0,1.0
121,7365,1968-06-09,Brazil,Uruguay,2.0,0.0
122,7367,1968-06-10,Italy,Yugoslavia,2.0,0.0
123,7368,1968-06-12,Brazil,Uruguay,4.0,0.0
124,7369,1968-06-16,Germany,Brazil,2.0,1.0
125,7371,1968-06-19,Finland,Belgium,1.0,2.0
126,7372,1968-06-20,Poland,Brazil,3.0,6.0
127,7373,1968-06-20,Uruguay,Argentina,2.0,1.0
128,7374,1968-06-23,Czechoslovakia,Brazil,3.0,2.0
129,7376,1968-06-25,Yugoslavia,Brazil,0.0,2.0
130,7377,1968-06-27,Sweden,Denmark,2.0,1.0
131,7379,1968-06-30,Portugal,Brazil,0.0,2.0
132,7384,1968-07-07,Mexico,Brazil,0.0,2.0
133,7385,1968-07-10,Mexico,Brazil,2.0,1.0
134,7387,1968-07-14,Peru,Brazil,3.0,4.0
135,7388,1968-07-17,Honduras,El Salvador,0.0,0.0
136,7389,1968-07-17,Peru,Brazil,0.0,4.0
137,7392,1968-07-25,Paraguay,Brazil,0.0,4.0
138,7393,1968-07-28,Paraguay,Brazil,1.0,0.0
139,7394,1968-07-31,El Salvador,Honduras,2.0,1.0
140,7395,1968-08-01,Sweden,Russia,2.0,2.0
141,7396,1968-08-07,Brazil,Argentina,4.0,1.0
142,7400,1968-08-11,Brazil,Argentina,3.0,2.0
143,7411,1968-08-15,El Salvador,Guatemala,1.0,0.0
144,7422,1968-08-18,Peru,Chile,1.0,2.0
145,7428,1968-08-21,Peru,Chile,0.0,0.0
146,7436,1968-08-29,Peru,Argentina,2.0,2.0
147,7439,1968-09-01,Peru,Argentina,1.0,1.0
148,7443,1968-09-11,El Salvador,Costa Rica,1.0,1.0
149,7444,1968-09-11,Finland,Sweden,0.0,3.0
150,7445,1968-09-15,Norway,Sweden,1.0,1.0
151,7451,1968-09-25,Denmark,Czechoslovakia,0.0,3.0
152,7457,1968-09-29,Mexico,Ethiopia,3.0,0.0
153,7467,1968-10-09,Belgium,Finland,6.0,1.0
154,7468,1968-10-09,Sweden,Norway,5.0,0.0
155,7477,1968-10-16,Belgium,Yugoslavia,3.0,0.0
156,7478,1968-10-16,Colombia,Mexico,0.0,1.0
157,7482,1968-10-20,Czechoslovakia,Denmark,1.0,0.0
158,7484,1968-10-20,Peru,Mexico,3.0,3.0
159,7488,1968-10-23,Chile,Mexico,3.0,1.0
160,7491,1968-10-23,Wales,Italy,0.0,1.0
161,7493,1968-10-26,Uruguay,Mexico,0.0,2.0
162,7496,1968-10-27,Portugal,Romania,3.0,0.0
163,7501,1968-10-31,Brazil,Mexico,1.0,2.0
164,7503,1968-11-03,Brazil,Mexico,2.0,1.0
165,7504,1968-11-03,Morocco,Senegal,1.0,0.0
166,7506,1968-11-06,Romania,England,0.0,0.0
167,7512,1968-11-14,Costa Rica,El Salvador,3.0,0.0
