,index,date,home_team,away_team,home_score,away_score
0,26571,2002-08-21,Brazil,Paraguay,0.0,1.0
1,26572,2002-08-21,Bulgaria,Germany,2.0,2.0
2,26573,2002-08-21,Croatia,Wales,1.0,1.0
3,26574,2002-08-21,Czech Republic,Slovakia,4.0,1.0
4,26578,2002-08-21,Hungary,Spain,1.0,1.0
5,26580,2002-08-21,Italy,Slovenia,0.0,1.0
6,26587,2002-08-21,Norway,Netherlands,0.0,1.0
7,26588,2002-08-21,Poland,Belgium,1.0,1.0
8,26590,2002-08-21,Russia,Sweden,1.0,1.0
9,26592,2002-08-21,Switzerland,Austria,3.0,2.0
10,26593,2002-08-21,Tunisia,France,1.0,1.0
11,26595,2002-08-21,Ukraine,Iran,0.0,1.0
12,26600,2002-08-25,Angola,Gabon,1.0,0.0
13,26606,2002-08-30,Jordan,Iran,1.0,0.0
14,26615,2002-09-02,Libya,Togo,4.0,0.0
15,26617,2002-09-03,Iran,Lebanon,2.0,0.0
16,26619,2002-09-05,Iraq,Iran,0.0,0.0
17,26622,2002-09-06,Czech Republic,Serbia,5.0,0.0
18,26624,2002-09-07,Armenia,Ukraine,2.0,2.0
19,26626,2002-09-07,Azerbaijan,Italy,0.0,2.0
20,26631,2002-09-07,Croatia,Estonia,0.0,0.0
21,26632,2002-09-07,Cyprus,France,1.0,2.0
22,26633,2002-09-07,England,Portugal,1.0,1.0
23,26637,2002-09-07,Greece,Spain,0.0,2.0
24,26640,2002-09-07,Kenya,Togo,3.0,0.0
25,26641,2002-09-07,South Korea,North Korea,0.0,0.0
26,26642,2002-09-07,Latvia,Sweden,0.0,0.0
27,26643,2002-09-07,Lithuania,Germany,0.0,2.0
28,26645,2002-09-07,Netherlands,Belarus,3.0,0.0
29,26649,2002-09-07,San Marino,Poland,0.0,2.0
30,26651,2002-09-07,Syria,Iran,2.0,2.0
31,26653,2002-09-07,Uganda,Ghana,1.0,0.0
32,26654,2002-09-08,Angola,Nigeria,0.0,0.0
33,26659,2002-09-08,Ivory Coast,South Africa,0.0,0.0
34,26665,2002-09-08,Switzerland,Georgia,4.0,1.0
35,26668,2002-09-17,Iran,Morocco,1.0,1.0
