,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
0,1.0,Argentina,ARG,1877.27,1877.27,0,CONMEBOL,2026-06-01
1,2.0,Spain,ESP,1874.71,1874.71,0,UEFA,2026-06-01
2,3.0,France,FRA,1870.70,1870.70,0,UEFA,2026-06-01
3,4.0,England,ENG,1828.02,1828.02,0,UEFA,2026-06-01
4,5.0,Portugal,POR,1767.85,1767.85,0,UEFA,2026-06-01
5,6.0,Brazil,BRA,1765.86,1765.86,0,CONMEBOL,2026-06-01
6,7.0,Morocco,MAR,1755.10,1755.10,0,CAF,2026-06-01
7,8.0,Netherlands,NED,1753.57,1753.57,0,UEFA,2026-06-01
8,9.0,Belgium,BEL,1742.24,1742.24,0,UEFA,2026-06-01
9,10.0,Germany,GER,1735.77,1735.77,0,UEFA,2026-06-01
10,11.0,Croatia,CRO,1714.87,1714.87,0,UEFA,2026-06-01
11,13.0,Colombia,COL,1698.35,1698.35,0,CONMEBOL,2026-06-01
12,14.0,Mexico,MEX,1687.48,1687.48,0,CONCACAF,2026-06-01
13,15.0,Senegal,SEN,1684.07,1684.07,0,CAF,2026-06-01
14,16.0,Uruguay,URU,1673.07,1673.07,0,CONMEBOL,2026-06-01
15,17.0,United States,USA,1671.23,1671.23,0,CONCACAF,2026-06-01
16,18.0,Japan,JPN,1661.58,1661.58,0,AFC,2026-06-01
17,19.0,Switzerland,SUI,1650.06,1650.06,0,UEFA,2026-06-01
18,20.0,Iran,IRN,1619.58,1619.58,0,AFC,2026-06-01
19,22.0,Turkey,TUR,1605.73,1605.73,0,UEFA,2026-06-01
20,23.0,Ecuador,ECU,1598.52,1598.52,0,CONMEBOL,2026-06-01
21,24.0,Austria,AUT,1597.40,1597.40,0,UEFA,2026-06-01
22,25.0,South Korea,KOR,1591.63,1591.63,0,AFC,2026-06-01
23,27.0,Australia,AUS,1579.34,1579.34,0,AFC,2026-06-01
24,28.0,Algeria,ALG,1571.03,1571.03,0,CAF,2026-06-01
25,29.0,Egypt,EGY,1562.37,1562.37,0,CAF,2026-06-01
26,30.0,Canada,CAN,1559.48,1559.48,0,CONCACAF,2026-06-01
27,31.0,Norway,NOR,1557.44,1557.44,0,UEFA,2026-06-01
28,33.0,Ivory Coast,CIV,1540.87,1540.87,0,CAF,2026-06-01
29,34.0,Panama,PAN,1539.16,1539.16,0,CONCACAF,2026-06-01
30,38.0,Sweden,SWE,1509.79,1509.79,0,UEFA,2026-06-01
31,40.0,Czech Republic,CZE,1505.74,1505.74,0,UEFA,2026-06-01
32,41.0,Paraguay,PAR,1505.35,1505.35,0,CONMEBOL,2026-06-01
33,42.0,Scotland,SCO,1503.34,1503.34,0,UEFA,2026-06-01
34,45.0,Tunisia,TUN,1476.41,1476.41,0,CAF,2026-06-01
35,46.0,DR Congo,COD,1474.43,1474.43,0,CAF,2026-06-01
36,50.0,Uzbekistan,UZB,1458.73,1458.73,0,AFC,2026-06-01
37,56.0,Qatar,QAT,1450.31,1450.31,0,AFC,2026-06-01
38,57.0,Iraq,IRQ,1446.28,1446.28,0,AFC,2026-06-01
39,60.0,South Africa,RSA,1428.38,1428.38,0,CAF,2026-06-01
40,61.0,Saudi Arabia,KSA,1423.88,1423.88,0,AFC,2026-06-01
41,63.0,Jordan,JOR,1387.74,1387.74,0,AFC,2026-06-01
42,64.0,Bosnia and Herzegovina,BIH,1387.22,1387.22,0,UEFA,2026-06-01
43,67.0,Cape Verde,CPV,1371.11,1371.11,0,CAF,2026-06-01
44,73.0,Ghana,GHA,1346.88,1346.88,0,CAF,2026-06-01
45,82.0,Curacao,CUW,1294.77,1294.77,0,CONCACAF,2026-06-01
46,83.0,Haiti,HAI,1293.10,1293.10,0,CONCACAF,2026-06-01
47,85.0,New Zealand,NZL,1275.58,1275.58,0,OFC,2026-06-01
