,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
24380,1.0,Brazil,BRA,843.0,847.0,0,CONMEBOL,2004-12-20
24454,2.0,France,FRA,792.0,802.0,0,UEFA,2004-12-20
24453,3.0,Argentina,ARG,785.0,784.0,0,CONMEBOL,2004-12-20
24452,4.0,Czechia,CZE,777.0,768.0,-1,UEFA,2004-12-20
24451,5.0,Spain,ESP,765.0,775.0,1,UEFA,2004-12-20
24450,6.0,Netherlands,NED,758.0,758.0,0,UEFA,2004-12-20
24449,7.0,Mexico,MEX,753.0,743.0,-1,CONCACAF,2004-12-20
24448,8.0,England,ENG,752.0,752.0,1,UEFA,2004-12-20
24447,9.0,Portugal,POR,747.0,743.0,1,UEFA,2004-12-20
24446,10.0,Italy,ITA,738.0,736.0,0,UEFA,2004-12-20
24445,11.0,USA,USA,726.0,728.0,0,CONCACAF,2004-12-20
24455,12.0,Republic of Ireland,IRL,716.0,713.0,-2,UEFA,2004-12-20
24444,13.0,Sweden,SWE,715.0,710.0,-2,UEFA,2004-12-20
24441,14.0,Turkey,TUR,711.0,721.0,2,UEFA,2004-12-20
24442,14.0,Denmark,DEN,711.0,715.0,1,UEFA,2004-12-20
24440,16.0,Uruguay,URU,708.0,699.0,-3,CONMEBOL,2004-12-20
24439,17.0,Japan,JPN,707.0,703.0,0,AFC,2004-12-20
24438,18.0,Greece,GRE,706.0,703.0,1,UEFA,2004-12-20
24437,19.0,Germany,GER,705.0,706.0,3,UEFA,2004-12-20
24436,20.0,IR Iran,IRN,697.0,694.0,0,AFC,2004-12-20
24435,21.0,Nigeria,NGA,690.0,691.0,0,CAF,2004-12-20
24434,22.0,Korea Republic,KOR,688.0,682.0,-2,AFC,2004-12-20
24443,23.0,Croatia,CRO,677.0,683.0,0,UEFA,2004-12-20
24433,23.0,Cameroon,CMR,677.0,688.0,1,CAF,2004-12-20
24456,25.0,Poland,POL,672.0,673.0,-1,UEFA,2004-12-20
24457,26.0,Colombia,COL,669.0,662.0,-2,CONMEBOL,2004-12-20
