,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
23697,1.0,Brazil,BRA,848.0,849.0,0,CONMEBOL,2004-09-01
23825,2.0,France,FRA,802.0,809.0,0,UEFA,2004-09-01
23826,3.0,Spain,ESP,788.0,790.0,0,UEFA,2004-09-01
23827,4.0,Argentina,ARG,775.0,774.0,0,CONMEBOL,2004-09-01
23828,5.0,Czechia,CZE,760.0,762.0,0,UEFA,2004-09-01
23829,6.0,Netherlands,NED,746.0,747.0,0,UEFA,2004-09-01
23830,7.0,England,ENG,732.0,732.0,0,UEFA,2004-09-01
23831,8.0,Mexico,MEX,728.0,731.0,0,CONCACAF,2004-09-01
23832,9.0,Italy,ITA,722.0,728.0,0,UEFA,2004-09-01
23833,10.0,USA,USA,717.0,719.0,0,CONCACAF,2004-09-01
23834,11.0,Portugal,POR,714.0,714.0,-1,UEFA,2004-09-01
23836,11.0,Germany,GER,714.0,712.0,-2,UEFA,2004-09-01
23847,13.0,Turkey,TUR,711.0,719.0,3,UEFA,2004-09-01
23837,14.0,Greece,GRE,709.0,710.0,0,UEFA,2004-09-01
23838,15.0,Denmark,DEN,707.0,703.0,0,UEFA,2004-09-01
23840,16.0,Cameroon,CMR,697.0,700.0,0,CAF,2004-09-01
23839,16.0,Republic of Ireland,IRL,697.0,700.0,0,UEFA,2004-09-01
23841,18.0,Japan,JPN,695.0,685.0,-2,AFC,2004-09-01
23842,19.0,Uruguay,URU,693.0,691.0,0,CONMEBOL,2004-09-01
23843,20.0,Nigeria,NGA,691.0,696.0,2,CAF,2004-09-01
23844,21.0,IR Iran,IRN,690.0,680.0,-3,AFC,2004-09-01
23845,22.0,Sweden,SWE,686.0,685.0,2,UEFA,2004-09-01
23824,23.0,Korea Republic,KOR,683.0,684.0,1,AFC,2004-09-01
23846,23.0,Paraguay,PAR,683.0,684.0,1,CONMEBOL,2004-09-01
23823,25.0,Croatia,CRO,662.0,659.0,0,UEFA,2004-09-01
23822,26.0,Russia,RUS,659.0,653.0,-1,UEFA,2004-09-01
