,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
9437,1.0,Brazil,BRA,74.0,74.0,0,CONMEBOL,1998-09-16
9436,2.0,France,FRA,69.0,70.0,0,UEFA,1998-09-16
9435,3.0,Germany,GER,68.0,69.0,0,UEFA,1998-09-16
9434,4.0,Croatia,CRO,67.0,67.0,0,UEFA,1998-09-16
9433,5.0,Argentina,ARG,65.0,65.0,0,CONMEBOL,1998-09-16
9432,6.0,Czechia,CZE,65.0,65.0,0,UEFA,1998-09-16
9431,7.0,Italy,ITA,65.0,64.0,-1,UEFA,1998-09-16
9430,8.0,Yugoslavia,YUG,64.0,64.0,1,UEFA,1998-09-16
9422,9.0,Netherlands,NED,63.0,64.0,0,UEFA,1998-09-16
9429,10.0,Mexico,MEX,62.0,62.0,-2,CONCACAF,1998-09-16
9428,11.0,England,ENG,61.0,63.0,1,UEFA,1998-09-16
9427,12.0,Chile,CHI,59.0,59.0,-3,CONMEBOL,1998-09-16
9426,13.0,Romania,ROU,59.0,60.0,0,UEFA,1998-09-16
9425,14.0,Spain,ESP,59.0,60.0,0,UEFA,1998-09-16
9424,15.0,Morocco,MAR,59.0,58.0,-1,CAF,1998-09-16
9439,16.0,Norway,NOR,59.0,62.0,5,UEFA,1998-09-16
9440,17.0,USA,USA,57.0,57.0,-1,CONCACAF,1998-09-16
9441,18.0,Denmark,DEN,56.0,58.0,1,UEFA,1998-09-16
9442,19.0,Egypt,EGY,55.0,56.0,-1,CAF,1998-09-16
9458,20.0,Korea Republic,KOR,55.0,55.0,-1,AFC,1998-09-16
9457,21.0,Japan,JPN,55.0,55.0,-1,AFC,1998-09-16
9456,22.0,Paraguay,PAR,54.0,55.0,-3,CONMEBOL,1998-09-16
9455,23.0,Zambia,ZAM,54.0,55.0,0,CAF,1998-09-16
9454,24.0,Colombia,COL,54.0,57.0,5,CONMEBOL,1998-09-16
9453,25.0,Sweden,SWE,53.0,51.0,-6,UEFA,1998-09-16
9452,26.0,Tunisia,TUN,53.0,54.0,0,CAF,1998-09-16
9459,27.0,Russia,RUS,53.0,53.0,-2,UEFA,1998-09-16
9451,28.0,Belgium,BEL,53.0,52.0,-2,UEFA,1998-09-16
9449,29.0,Austria,AUT,52.0,55.0,5,UEFA,1998-09-16
9448,30.0,Jamaica,JAM,52.0,53.0,3,CONCACAF,1998-09-16
9447,31.0,South Africa,RSA,52.0,53.0,3,CAF,1998-09-16
9446,32.0,Saudi Arabia,KSA,51.0,51.0,0,AFC,1998-09-16
9445,33.0,Slovakia,SVK,50.0,50.0,0,UEFA,1998-09-16
9444,34.0,Poland,POL,50.0,46.0,-6,UEFA,1998-09-16
9443,35.0,Uruguay,URU,49.0,50.0,1,CONMEBOL,1998-09-16
9423,36.0,Australia,AUS,48.0,48.0,-3,AFC,1998-09-16
9450,37.0,Cameroon,CMR,48.0,48.0,0,CAF,1998-09-16
9421,38.0,IR Iran,IRN,48.0,48.0,0,AFC,1998-09-16
9405,39.0,Scotland,SCO,48.0,49.0,3,UEFA,1998-09-16
9400,40.0,Israel,ISR,48.0,46.0,-2,UEFA,1998-09-16
9398,41.0,Portugal,POR,47.0,46.0,-2,UEFA,1998-09-16
9397,42.0,Georgia,GEO,46.0,45.0,-4,UEFA,1998-09-16
9393,43.0,Thailand,THA,45.0,45.0,-2,AFC,1998-09-16
9396,44.0,Trinidad and Tobago,TRI,45.0,45.0,-3,CONCACAF,1998-09-16
9395,45.0,Côte d'Ivoire,CIV,45.0,45.0,-4,CAF,1998-09-16
9394,46.0,Angola,ANG,45.0,42.0,-10,CAF,1998-09-16
9401,47.0,Bulgaria,BUL,45.0,50.0,12,UEFA,1998-09-16
9392,48.0,China PR,CHN,44.0,44.0,-2,AFC,1998-09-16
9390,49.0,Ukraine,UKR,44.0,39.0,-19,UEFA,1998-09-16
9389,50.0,Costa Rica,CRC,44.0,44.0,-2,CONCACAF,1998-09-16
9387,51.0,Ecuador,ECU,43.0,45.0,7,CONMEBOL,1998-09-16
9386,52.0,Kuwait,KUW,42.0,43.0,-1,AFC,1998-09-16
9391,53.0,Mali,MLI,42.0,42.0,-5,CAF,1998-09-16
9388,54.0,Republic of Ireland,IRL,42.0,45.0,6,UEFA,1998-09-16
9399,55.0,Finland,FIN,41.0,40.0,-8,UEFA,1998-09-16
9402,56.0,Algeria,ALG,41.0,40.0,-8,CAF,1998-09-16
9420,57.0,Bolivia,BOL,41.0,41.0,-4,CONMEBOL,1998-09-16
9404,58.0,Peru,PER,41.0,46.0,17,CONMEBOL,1998-09-16
9419,59.0,Hungary,HUN,41.0,42.0,-1,UEFA,1998-09-16
9418,60.0,Ghana,GHA,41.0,40.0,-7,CAF,1998-09-16
9417,61.0,Lithuania,LTU,41.0,43.0,6,UEFA,1998-09-16
9416,62.0,Turkey,TUR,41.0,43.0,8,UEFA,1998-09-16
9415,63.0,Guinea,GUI,41.0,42.0,4,CAF,1998-09-16
9414,64.0,United Arab Emirates,UAE,41.0,42.0,7,AFC,1998-09-16
9413,65.0,Iceland,ISL,40.0,38.0,-5,UEFA,1998-09-16
9412,66.0,Greece,GRE,40.0,44.0,15,UEFA,1998-09-16
9411,67.0,Burkina Faso,BFA,40.0,40.0,5,CAF,1998-09-16
9410,68.0,Nigeria,NGA,40.0,40.0,3,CAF,1998-09-16
9403,69.0,Zaire,ZAI,39.0,40.0,3,CAF,1998-09-16
9409,70.0,Zimbabwe,ZIM,39.0,39.0,1,CAF,1998-09-16
9408,71.0,North Macedonia,MKD,39.0,36.0,-6,UEFA,1998-09-16
9407,72.0,Namibia,NAM,39.0,37.0,-2,CAF,1998-09-16
9406,73.0,Togo,TOG,39.0,36.0,-6,CAF,1998-09-16
9461,74.0,Cyprus,CYP,38.0,35.0,-6,UEFA,1998-09-16
9438,75.0,Qatar,QAT,38.0,38.0,3,AFC,1998-09-16
