,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
22547,1.0,Brazil,BRA,842.0,846.0,0,CONMEBOL,2004-03-17
22546,2.0,France,FRA,826.0,828.0,0,UEFA,2004-03-17
22545,3.0,Spain,ESP,791.0,795.0,0,UEFA,2004-03-17
22544,4.0,Netherlands,NED,747.0,749.0,0,UEFA,2004-03-17
22543,5.0,Mexico,MEX,740.0,742.0,0,CONCACAF,2004-03-17
22542,6.0,Czechia,CZE,735.0,739.0,-2,UEFA,2004-03-17
22541,6.0,Argentina,ARG,735.0,741.0,0,CONMEBOL,2004-03-17
22540,6.0,England,ENG,735.0,740.0,-1,UEFA,2004-03-17
22539,9.0,Turkey,TUR,733.0,737.0,0,UEFA,2004-03-17
22538,10.0,Germany,GER,729.0,727.0,-2,UEFA,2004-03-17
22537,11.0,Italy,ITA,726.0,731.0,1,UEFA,2004-03-17
22536,12.0,USA,USA,725.0,729.0,1,CONCACAF,2004-03-17
22535,13.0,Cameroon,CMR,718.0,720.0,0,CAF,2004-03-17
22534,14.0,Denmark,DEN,711.0,712.0,0,UEFA,2004-03-17
22533,15.0,Republic of Ireland,IRL,705.0,709.0,0,UEFA,2004-03-17
22532,16.0,Belgium,BEL,688.0,693.0,0,UEFA,2004-03-17
22531,17.0,Portugal,POR,676.0,681.0,0,UEFA,2004-03-17
22530,18.0,Costa Rica,CRC,674.0,679.0,0,CONCACAF,2004-03-17
22529,19.0,Nigeria,NGA,672.0,672.0,-2,CAF,2004-03-17
22528,20.0,Croatia,CRO,669.0,676.0,1,UEFA,2004-03-17
22549,20.0,Sweden,SWE,669.0,674.0,0,UEFA,2004-03-17
22550,22.0,Korea Republic,KOR,668.0,665.0,-1,AFC,2004-03-17
22551,23.0,Uruguay,URU,664.0,669.0,1,CONMEBOL,2004-03-17
22552,24.0,IR Iran,IRN,658.0,646.0,-7,AFC,2004-03-17
22574,24.0,Poland,POL,658.0,654.0,-2,UEFA,2004-03-17
22573,26.0,Paraguay,PAR,657.0,661.0,2,CONMEBOL,2004-03-17
22572,27.0,Japan,JPN,653.0,650.0,-1,AFC,2004-03-17
22571,27.0,Saudi Arabia,KSA,653.0,648.0,-3,AFC,2004-03-17
22570,29.0,Russia,RUS,652.0,657.0,4,UEFA,2004-03-17
22569,30.0,Senegal,SEN,650.0,651.0,3,CAF,2004-03-17
22568,31.0,Romania,ROU,649.0,650.0,3,UEFA,2004-03-17
22567,32.0,Tunisia,TUN,645.0,646.0,1,CAF,2004-03-17
22566,33.0,Greece,GRE,643.0,639.0,-3,UEFA,2004-03-17
22565,33.0,Morocco,MAR,643.0,644.0,0,CAF,2004-03-17
22575,35.0,Egypt,EGY,640.0,641.0,1,CAF,2004-03-17
22564,36.0,Slovenia,SVN,633.0,640.0,1,UEFA,2004-03-17
22562,37.0,Bulgaria,BUL,620.0,625.0,0,UEFA,2004-03-17
22561,37.0,Norway,NOR,620.0,619.0,-2,UEFA,2004-03-17
22560,39.0,South Africa,RSA,618.0,620.0,1,CAF,2004-03-17
22559,40.0,Ecuador,ECU,609.0,613.0,0,CONMEBOL,2004-03-17
22558,41.0,Colombia,COL,606.0,609.0,0,CONMEBOL,2004-03-17
22557,42.0,Finland,FIN,603.0,607.0,0,UEFA,2004-03-17
22556,43.0,Serbia and Montenegro,SCG,597.0,602.0,0,UEFA,2004-03-17
22555,44.0,Iraq,IRQ,590.0,592.0,0,AFC,2004-03-17
22553,45.0,Switzerland,SUI,586.0,590.0,0,UEFA,2004-03-17
22554,45.0,Mali,MLI,586.0,586.0,-1,CAF,2004-03-17
22527,47.0,Jordan,JOR,583.0,573.0,0,AFC,2004-03-17
22563,48.0,Jamaica,JAM,576.0,570.0,0,CONCACAF,2004-03-17
22526,49.0,Zimbabwe,ZIM,566.0,567.0,0,CAF,2004-03-17
22512,50.0,Honduras,HON,559.0,562.0,0,CONCACAF,2004-03-17
22476,51.0,Slovakia,SVK,558.0,562.0,1,UEFA,2004-03-17
22497,52.0,Israel,ISR,556.0,553.0,-1,UEFA,2004-03-17
22496,53.0,Algeria,ALG,554.0,555.0,1,CAF,2004-03-17
