,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
38857,1.0,Spain,ESP,1887.0,1920.0,0,UEFA,2010-12-15
38858,2.0,Netherlands,NED,1723.0,1718.0,0,UEFA,2010-12-15
38859,3.0,Germany,GER,1485.0,1489.0,-1,UEFA,2010-12-15
38860,4.0,Brazil,BRA,1446.0,1493.0,1,CONMEBOL,2010-12-15
38861,5.0,Argentina,ARG,1338.0,1353.0,0,CONMEBOL,2010-12-15
38862,6.0,England,ENG,1195.0,1250.0,0,UEFA,2010-12-15
38885,7.0,Uruguay,URU,1153.0,1174.0,0,CONMEBOL,2010-12-15
38884,8.0,Portugal,POR,1090.0,1102.0,0,UEFA,2010-12-15
38883,9.0,Egypt,EGY,1078.0,1047.0,-1,CAF,2010-12-15
38882,10.0,Croatia,CRO,1075.0,1098.0,1,UEFA,2010-12-15
38881,11.0,Greece,GRE,1016.0,1043.0,0,UEFA,2010-12-15
38753,12.0,Norway,NOR,995.0,1004.0,0,UEFA,2010-12-15
38778,13.0,Russia,RUS,982.0,1003.0,0,UEFA,2010-12-15
38886,14.0,Italy,ITA,965.0,995.0,0,UEFA,2010-12-15
38887,15.0,Chile,CHI,950.0,929.0,-1,CONMEBOL,2010-12-15
38888,16.0,Ghana,GHA,908.0,903.0,-1,CAF,2010-12-15
38889,17.0,Slovenia,SVN,896.0,958.0,2,UEFA,2010-12-15
38890,18.0,USA,USA,867.0,847.0,-6,CONCACAF,2010-12-15
38891,18.0,France,FRA,867.0,852.0,-3,UEFA,2010-12-15
38892,20.0,Slovakia,SVK,854.0,866.0,2,UEFA,2010-12-15
38893,21.0,Côte d'Ivoire,CIV,846.0,857.0,2,CAF,2010-12-15
38894,22.0,Switzerland,SUI,840.0,852.0,1,UEFA,2010-12-15
38895,23.0,Serbia,SRB,837.0,828.0,-2,UEFA,2010-12-15
38896,24.0,Paraguay,PAR,832.0,850.0,1,CONMEBOL,2010-12-15
38897,25.0,Montenegro,MNE,824.0,827.0,-1,UEFA,2010-12-15
38898,26.0,Australia,AUS,816.0,853.0,6,AFC,2010-12-15
38899,27.0,Mexico,MEX,795.0,790.0,-1,CONCACAF,2010-12-15
38900,28.0,Denmark,DEN,790.0,812.0,1,UEFA,2010-12-15
38901,29.0,Japan,JPN,776.0,781.0,-1,AFC,2010-12-15
38902,30.0,Czechia,CZE,751.0,756.0,-1,UEFA,2010-12-15
38903,31.0,Turkey,TUR,741.0,788.0,2,UEFA,2010-12-15
38880,32.0,Nigeria,NGA,725.0,711.0,-1,CAF,2010-12-15
38904,33.0,Sweden,SWE,712.0,703.0,-2,UEFA,2010-12-15
38879,34.0,Ukraine,UKR,702.0,698.0,-2,UEFA,2010-12-15
38877,35.0,Algeria,ALG,687.0,706.0,1,CAF,2010-12-15
38854,36.0,Republic of Ireland,IRL,681.0,730.0,4,UEFA,2010-12-15
38855,37.0,Cameroon,CMR,670.0,656.0,-1,CAF,2010-12-15
38856,38.0,Belarus,BLR,660.0,648.0,-2,UEFA,2010-12-15
38863,39.0,Gabon,GAB,648.0,673.0,2,CAF,2010-12-15
38864,40.0,Korea Republic,KOR,647.0,653.0,1,AFC,2010-12-15
38865,41.0,Burkina Faso,BFA,644.0,630.0,0,CAF,2010-12-15
38866,42.0,Hungary,HUN,632.0,615.0,-1,UEFA,2010-12-15
38867,43.0,Northern Ireland,NIR,615.0,627.0,1,UEFA,2010-12-15
38868,44.0,Bosnia and Herzegovina,BIH,582.0,542.0,-7,UEFA,2010-12-15
38869,45.0,Tunisia,TUN,578.0,600.0,1,CAF,2010-12-15
38870,46.0,Guinea,GUI,569.0,575.0,-1,CAF,2010-12-15
38871,46.0,Austria,AUT,569.0,572.0,-3,UEFA,2010-12-15
38872,48.0,Colombia,COL,558.0,575.0,1,CONMEBOL,2010-12-15
38873,49.0,Bulgaria,BUL,555.0,597.0,4,UEFA,2010-12-15
38874,50.0,Israel,ISR,551.0,535.0,-5,UEFA,2010-12-15
38875,51.0,South Africa,RSA,550.0,562.0,1,CAF,2010-12-15
38906,52.0,Scotland,SCO,542.0,537.0,-2,UEFA,2010-12-15
38905,53.0,Ecuador,ECU,535.0,498.0,-8,CONMEBOL,2010-12-15
38878,53.0,Botswana,BOT,535.0,470.0,-14,CAF,2010-12-15
38908,55.0,Lithuania,LTU,532.0,576.0,9,UEFA,2010-12-15
38907,56.0,Romania,ROU,531.0,538.0,4,UEFA,2010-12-15
38935,57.0,Belgium,BEL,526.0,494.0,-5,UEFA,2010-12-15
38936,58.0,Jamaica,JAM,522.0,413.0,-24,CONCACAF,2010-12-15
38937,59.0,Honduras,HON,516.0,522.0,2,CONCACAF,2010-12-15
38938,60.0,Armenia,ARM,515.0,517.0,1,UEFA,2010-12-15
38939,60.0,Venezuela,VEN,515.0,527.0,4,CONMEBOL,2010-12-15
38940,62.0,Cuba,CUB,512.0,353.0,-32,CONCACAF,2010-12-15
38941,63.0,New Zealand,NZL,506.0,517.0,4,OFC,2010-12-15
38942,64.0,Panama,PAN,501.0,480.0,0,CONCACAF,2010-12-15
38946,65.0,Albania,ALB,497.0,520.0,7,UEFA,2010-12-15
38944,66.0,IR Iran,IRN,496.0,480.0,2,AFC,2010-12-15
38945,67.0,Mali,MLI,488.0,480.0,3,CAF,2010-12-15
38950,68.0,Peru,PER,486.0,538.0,16,CONMEBOL,2010-12-15
38947,69.0,Costa Rica,CRC,467.0,490.0,6,CONCACAF,2010-12-15
38957,70.0,Senegal,SEN,464.0,443.0,-5,CAF,2010-12-15
38956,71.0,Benin,BEN,462.0,449.0,-1,CAF,2010-12-15
38955,72.0,Libya,LBY,451.0,414.0,-9,CAF,2010-12-15
38958,73.0,Georgia,GEO,449.0,422.0,-5,UEFA,2010-12-15
38954,73.0,Poland,POL,449.0,452.0,2,UEFA,2010-12-15
38952,75.0,Cabo Verde,CPV,444.0,408.0,-8,CAF,2010-12-15
38951,76.0,North Macedonia,MKD,441.0,439.0,0,UEFA,2010-12-15
38953,76.0,Zambia,ZAM,441.0,457.0,7,CAF,2010-12-15
38949,78.0,Latvia,LVA,440.0,446.0,5,UEFA,2010-12-15
38948,79.0,Morocco,MAR,437.0,415.0,-1,CAF,2010-12-15
38934,80.0,Saudi Arabia,KSA,429.0,462.0,12,AFC,2010-12-15
38943,80.0,Uganda,UGA,429.0,457.0,11,CAF,2010-12-15
38932,82.0,Estonia,EST,426.0,445.0,8,UEFA,2010-12-15
38931,83.0,Finland,FIN,419.0,389.0,-4,UEFA,2010-12-15
38933,84.0,Moldova,MDA,411.0,405.0,0,UEFA,2010-12-15
38909,84.0,Canada,CAN,411.0,403.0,-1,CONCACAF,2010-12-15
38910,86.0,Malawi,MWI,396.0,423.0,9,CAF,2010-12-15
38911,87.0,China PR,CHN,389.0,382.0,-2,AFC,2010-12-15
38912,88.0,Angola,ANG,378.0,370.0,-4,CAF,2010-12-15
38913,89.0,Trinidad and Tobago,TRI,373.0,422.0,11,CONCACAF,2010-12-15
38914,90.0,Haiti,HAI,367.0,335.0,-11,CONCACAF,2010-12-15
38915,91.0,Cyprus,CYP,367.0,369.0,-2,UEFA,2010-12-15
38916,93.0,Bahrain,BHR,351.0,389.0,6,AFC,2010-12-15
38918,94.0,Niger,NIG,349.0,324.0,-8,CAF,2010-12-15
38917,94.0,Grenada,GRN,349.0,375.0,3,CONCACAF,2010-12-15
38919,96.0,Mozambique,MOZ,346.0,339.0,-2,CAF,2010-12-15
38920,97.0,Bolivia,BOL,344.0,337.0,-2,CONMEBOL,2010-12-15
38921,98.0,Azerbaijan,AZE,343.0,381.0,8,UEFA,2010-12-15
38922,99.0,Oman,OMA,329.0,341.0,2,AFC,2010-12-15
38924,100.0,The Gambia,GAM,325.0,323.0,-3,CAF,2010-12-15
38923,100.0,Iraq,IRQ,325.0,339.0,2,AFC,2010-12-15
38925,102.0,Kuwait,KUW,317.0,316.0,-3,AFC,2010-12-15
38926,103.0,Togo,TOG,313.0,299.0,-4,CAF,2010-12-15
38927,104.0,Jordan,JOR,305.0,352.0,9,AFC,2010-12-15
38928,105.0,United Arab Emirates,UAE,301.0,318.0,1,AFC,2010-12-15
38929,106.0,Antigua and Barbuda,ATG,299.0,253.0,-9,CONCACAF,2010-12-15
38930,107.0,Syria,SYR,296.0,282.0,-2,AFC,2010-12-15
38853,108.0,Korea DPR,PRK,292.0,299.0,1,AFC,2010-12-15
38851,109.0,Uzbekistan,UZB,275.0,303.0,3,AFC,2010-12-15
