,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
3335,1.0,Brazil,BRA,67.0,66.0,0,CONMEBOL,1995-06-13
3360,2.0,Italy,ITA,62.0,62.0,0,UEFA,1995-06-13
3361,3.0,Spain,ESP,61.0,61.0,0,UEFA,1995-06-13
3362,4.0,Norway,NOR,61.0,60.0,0,UEFA,1995-06-13
3363,5.0,Germany,GER,59.0,60.0,0,UEFA,1995-06-13
3364,6.0,Sweden,SWE,58.0,59.0,0,UEFA,1995-06-13
3365,7.0,Mexico,MEX,58.0,58.0,-2,CONCACAF,1995-06-13
3366,8.0,Bulgaria,BUL,58.0,56.0,-4,UEFA,1995-06-13
3367,9.0,Netherlands,NED,57.0,59.0,2,UEFA,1995-06-13
3368,10.0,Argentina,ARG,57.0,58.0,2,CONMEBOL,1995-06-13
3369,11.0,Romania,ROU,57.0,57.0,0,UEFA,1995-06-13
3370,12.0,Denmark,DEN,57.0,55.0,-2,UEFA,1995-06-13
3371,13.0,Russia,RUS,56.0,54.0,-2,UEFA,1995-06-13
3372,14.0,Switzerland,SUI,55.0,55.0,1,UEFA,1995-06-13
3373,15.0,Republic of Ireland,IRL,55.0,57.0,5,UEFA,1995-06-13
3374,16.0,Portugal,POR,54.0,53.0,0,UEFA,1995-06-13
3375,17.0,France,FRA,51.0,53.0,0,UEFA,1995-06-13
3376,18.0,Nigeria,NGA,51.0,50.0,-2,CAF,1995-06-13
3377,19.0,Belgium,BEL,50.0,51.0,1,UEFA,1995-06-13
3358,20.0,Egypt,EGY,48.0,46.0,-3,CAF,1995-06-13
3357,21.0,Scotland,SCO,48.0,43.0,-10,UEFA,1995-06-13
3356,22.0,England,ENG,47.0,49.0,1,UEFA,1995-06-13
3345,23.0,Colombia,COL,47.0,50.0,4,CONMEBOL,1995-06-13
3337,24.0,Tunisia,TUN,47.0,46.0,-1,CAF,1995-06-13
3338,25.0,Turkey,TUR,46.0,43.0,-5,UEFA,1995-06-13
3339,26.0,Czechia,CZE,46.0,47.0,4,UEFA,1995-06-13
3340,27.0,Ghana,GHA,46.0,46.0,1,CAF,1995-06-13
3341,28.0,Greece,GRE,45.0,46.0,4,UEFA,1995-06-13
3342,29.0,Poland,POL,45.0,42.0,-7,UEFA,1995-06-13
3343,30.0,Saudi Arabia,KSA,45.0,45.0,2,AFC,1995-06-13
3344,31.0,Côte d'Ivoire,CIV,44.0,43.0,-2,CAF,1995-06-13
3346,32.0,Zambia,ZAM,44.0,44.0,3,CAF,1995-06-13
3355,33.0,Japan,JPN,43.0,42.0,-2,AFC,1995-06-13
3347,34.0,USA,USA,42.0,46.0,7,CONCACAF,1995-06-13
3348,35.0,Morocco,MAR,42.0,42.0,1,CAF,1995-06-13
