,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
32242,1.0,Argentina,ARG,1556.0,1518.0,0,CONMEBOL,2008-03-12
32318,2.0,Brazil,BRA,1514.0,1502.0,0,CONMEBOL,2008-03-12
32162,3.0,Italy,ITA,1505.0,1484.0,0,UEFA,2008-03-12
32185,4.0,Spain,ESP,1355.0,1352.0,0,UEFA,2008-03-12
32243,5.0,Germany,GER,1294.0,1281.0,0,UEFA,2008-03-12
32244,6.0,Czechia,CZE,1253.0,1244.0,0,UEFA,2008-03-12
32245,7.0,France,FRA,1234.0,1223.0,0,UEFA,2008-03-12
32246,8.0,Portugal,POR,1206.0,1191.0,0,UEFA,2008-03-12
32247,9.0,Netherlands,NED,1179.0,1179.0,0,UEFA,2008-03-12
32248,10.0,Greece,GRE,1160.0,1142.0,0,UEFA,2008-03-12
32249,11.0,England,ENG,1142.0,1133.0,0,UEFA,2008-03-12
32250,12.0,Croatia,CRO,1101.0,1096.0,0,UEFA,2008-03-12
32251,13.0,Romania,ROU,1060.0,1060.0,0,UEFA,2008-03-12
32253,14.0,Scotland,SCO,1020.0,990.0,0,UEFA,2008-03-12
32264,15.0,Ghana,GHA,1003.0,990.0,1,CAF,2008-03-12
32254,16.0,Mexico,MEX,990.0,970.0,0,CONCACAF,2008-03-12
32255,17.0,Cameroon,CMR,967.0,967.0,0,CAF,2008-03-12
32256,18.0,Turkey,TUR,924.0,927.0,0,UEFA,2008-03-12
32257,19.0,Bulgaria,BUL,922.0,919.0,0,UEFA,2008-03-12
32258,20.0,Colombia,COL,909.0,899.0,-1,CONMEBOL,2008-03-12
32259,21.0,Russia,RUS,906.0,890.0,-1,UEFA,2008-03-12
32260,22.0,Israel,ISR,894.0,878.0,-1,UEFA,2008-03-12
32261,23.0,Côte d'Ivoire,CIV,886.0,877.0,-1,CAF,2008-03-12
32262,24.0,Poland,POL,885.0,903.0,4,UEFA,2008-03-12
32263,24.0,Sweden,SWE,885.0,877.0,0,UEFA,2008-03-12
32241,26.0,Paraguay,PAR,844.0,849.0,-1,CONMEBOL,2008-03-12
32252,27.0,Norway,NOR,843.0,830.0,-1,UEFA,2008-03-12
32240,28.0,USA,USA,837.0,852.0,2,CONCACAF,2008-03-12
32226,29.0,Uruguay,URU,829.0,820.0,-1,CONMEBOL,2008-03-12
32216,30.0,Egypt,EGY,825.0,825.0,1,CAF,2008-03-12
32217,31.0,Serbia,SRB,815.0,818.0,0,UEFA,2008-03-12
32218,32.0,Ukraine,UKR,814.0,805.0,0,UEFA,2008-03-12
32219,33.0,Denmark,DEN,787.0,795.0,0,UEFA,2008-03-12
32220,34.0,Northern Ireland,NIR,763.0,754.0,0,UEFA,2008-03-12
32221,35.0,Finland,FIN,730.0,682.0,-2,UEFA,2008-03-12
32222,36.0,Japan,JPN,702.0,747.0,1,AFC,2008-03-12
32223,37.0,Republic of Ireland,IRL,690.0,703.0,1,UEFA,2008-03-12
32224,38.0,Australia,AUS,666.0,663.0,0,AFC,2008-03-12
32225,39.0,Chile,CHI,658.0,654.0,-1,CONMEBOL,2008-03-12
32227,40.0,Switzerland,SUI,650.0,647.0,-1,UEFA,2008-03-12
32238,41.0,IR Iran,IRN,645.0,656.0,2,AFC,2008-03-12
32228,42.0,Belgium,BEL,635.0,636.0,-1,UEFA,2008-03-12
32229,43.0,Honduras,HON,625.0,601.0,-7,CONCACAF,2008-03-12
32230,44.0,Senegal,SEN,622.0,636.0,1,CAF,2008-03-12
32231,45.0,Mali,MLI,621.0,619.0,-1,CAF,2008-03-12
32232,46.0,Nigeria,NGA,618.0,631.0,1,CAF,2008-03-12
32233,47.0,Korea Republic,KOR,613.0,647.0,6,AFC,2008-03-12
32234,48.0,Guinea,GUI,611.0,611.0,1,CAF,2008-03-12
32235,49.0,Morocco,MAR,607.0,605.0,1,CAF,2008-03-12
32236,50.0,Saudi Arabia,KSA,596.0,601.0,0,AFC,2008-03-12
32237,51.0,Moldova,MDA,594.0,602.0,2,UEFA,2008-03-12
32239,51.0,Hungary,HUN,594.0,598.0,-1,UEFA,2008-03-12
32265,53.0,Wales,WAL,580.0,585.0,-1,UEFA,2008-03-12
32266,54.0,Ecuador,ECU,575.0,561.0,-3,CONMEBOL,2008-03-12
32267,55.0,Lithuania,LTU,571.0,575.0,0,UEFA,2008-03-12
32294,56.0,Tunisia,TUN,566.0,589.0,3,CAF,2008-03-12
32295,57.0,Venezuela,VEN,564.0,554.0,-2,CONMEBOL,2008-03-12
32296,58.0,Slovakia,SVK,562.0,568.0,2,UEFA,2008-03-12
32297,59.0,North Macedonia,MKD,555.0,545.0,-2,UEFA,2008-03-12
32298,60.0,Bosnia and Herzegovina,BIH,553.0,554.0,1,UEFA,2008-03-12
32299,61.0,Belarus,BLR,541.0,530.0,-1,UEFA,2008-03-12
32300,62.0,Canada,CAN,520.0,557.0,4,CONCACAF,2008-03-12
32301,63.0,Cyprus,CYP,502.0,492.0,-3,UEFA,2008-03-12
32303,64.0,Equatorial Guinea,EQG,499.0,386.0,-14,CAF,2008-03-12
32302,64.0,Angola,ANG,499.0,497.0,0,CAF,2008-03-12
32304,66.0,Peru,PER,496.0,490.0,-1,CONMEBOL,2008-03-12
32305,67.0,Zambia,ZAM,495.0,494.0,2,CAF,2008-03-12
32306,68.0,Iraq,IRQ,483.0,476.0,-1,AFC,2008-03-12
32307,69.0,Panama,PAN,478.0,512.0,6,CONCACAF,2008-03-12
32308,70.0,Uzbekistan,UZB,477.0,486.0,2,AFC,2008-03-12
32309,71.0,South Africa,RSA,451.0,454.0,1,CAF,2008-03-12
32310,72.0,Costa Rica,CRC,433.0,438.0,1,CONCACAF,2008-03-12
32311,73.0,Latvia,LVA,427.0,424.0,1,UEFA,2008-03-12
32312,74.0,Albania,ALB,416.0,421.0,1,UEFA,2008-03-12
32313,74.0,Togo,TOG,416.0,416.0,0,CAF,2008-03-12
32314,76.0,Georgia,GEO,407.0,384.0,-4,UEFA,2008-03-12
32315,77.0,Congo DR,COD,406.0,406.0,2,CAF,2008-03-12
32316,78.0,Algeria,ALG,396.0,391.0,1,CAF,2008-03-12
32293,79.0,Congo,CGO,391.0,362.0,-8,CAF,2008-03-12
32292,80.0,China PR,CHN,389.0,406.0,5,AFC,2008-03-12
32291,80.0,Slovenia,SVN,389.0,385.0,1,UEFA,2008-03-12
32278,82.0,Bahrain,BHR,387.0,379.0,-1,AFC,2008-03-12
32268,83.0,Armenia,ARM,385.0,383.0,2,UEFA,2008-03-12
32269,84.0,Mozambique,MOZ,381.0,381.0,2,CAF,2008-03-12
32270,85.0,Libya,LBY,374.0,370.0,0,CAF,2008-03-12
32271,86.0,Oman,OMA,371.0,340.0,-12,AFC,2008-03-12
32272,87.0,Ethiopia,ETH,369.0,366.0,1,CAF,2008-03-12
32273,88.0,Austria,AUT,367.0,377.0,4,UEFA,2008-03-12
32274,89.0,Iceland,ISL,366.0,351.0,0,UEFA,2008-03-12
32275,90.0,Thailand,THA,359.0,348.0,-2,AFC,2008-03-12
32276,91.0,New Zealand,NZL,358.0,349.0,1,OFC,2008-03-12
32277,92.0,Uganda,UGA,346.0,346.0,-1,CAF,2008-03-12
32279,93.0,Trinidad and Tobago,TRI,345.0,340.0,-5,CONCACAF,2008-03-12
32290,94.0,Zimbabwe,ZIM,343.0,341.0,-2,CAF,2008-03-12
32280,95.0,Guatemala,GUA,336.0,344.0,1,CONCACAF,2008-03-12
32281,95.0,United Arab Emirates,UAE,336.0,343.0,0,AFC,2008-03-12
32282,97.0,Haiti,HAI,333.0,337.0,-3,CONCACAF,2008-03-12
32283,97.0,Tanzania,TAN,333.0,333.0,-4,CAF,2008-03-12
32284,99.0,Qatar,QAT,332.0,341.0,3,AFC,2008-03-12
32285,99.0,Bolivia,BOL,332.0,332.0,-3,CONMEBOL,2008-03-12
32286,101.0,Syria,SYR,329.0,328.0,-2,AFC,2008-03-12
32287,102.0,The Gambia,GAM,328.0,328.0,-1,CAF,2008-03-12
32288,103.0,Jamaica,JAM,325.0,349.0,13,CONCACAF,2008-03-12
32289,104.0,Gabon,GAB,318.0,322.0,-1,CAF,2008-03-12
32215,105.0,Kazakhstan,KAZ,317.0,295.0,-5,UEFA,2008-03-12
32317,106.0,Jordan,JOR,312.0,294.0,-5,AFC,2008-03-12
32214,107.0,Botswana,BOT,310.0,314.0,1,CAF,2008-03-12
32161,108.0,Sudan,SDN,308.0,309.0,1,CAF,2008-03-12
32137,109.0,Burkina Faso,BFA,305.0,296.0,0,CAF,2008-03-12
32138,110.0,Benin,BEN,302.0,292.0,-2,CAF,2008-03-12
32139,111.0,Cabo Verde,CPV,301.0,301.0,3,CAF,2008-03-12
32140,112.0,Cuba,CUB,292.0,356.0,24,CONCACAF,2008-03-12
32141,113.0,Guyana,GUY,289.0,196.0,-19,CONCACAF,2008-03-12
32142,114.0,Mauritania,MTN,283.0,283.0,1,CAF,2008-03-12
32143,115.0,Rwanda,RWA,274.0,274.0,1,CAF,2008-03-12
32144,116.0,New Caledonia,NCL,271.0,271.0,1,OFC,2008-03-12
32145,117.0,Vietnam,VIE,264.0,269.0,1,AFC,2008-03-12
32146,118.0,Kenya,KEN,262.0,261.0,1,CAF,2008-03-12
32147,119.0,Azerbaijan,AZE,261.0,250.0,-3,UEFA,2008-03-12
32148,120.0,Liechtenstein,LIE,260.0,260.0,2,UEFA,2008-03-12
32149,121.0,Kuwait,KUW,256.0,251.0,0,AFC,2008-03-12
32150,122.0,Namibia,NAM,253.0,253.0,3,CAF,2008-03-12
32152,123.0,Solomon Islands,SOL,250.0,250.0,1,OFC,2008-03-12
32151,123.0,Burundi,BDI,250.0,250.0,1,CAF,2008-03-12
32153,125.0,Hong Kong,HKG,240.0,235.0,-1,AFC,2008-03-12
32154,126.0,Korea DPR,PRK,233.0,252.0,6,AFC,2008-03-12
32155,127.0,Kyrgyz Republic,KGZ,228.0,180.0,-10,AFC,2008-03-12
32156,128.0,El Salvador,SLV,226.0,226.0,1,CONCACAF,2008-03-12
32157,129.0,Estonia,EST,225.0,239.0,4,UEFA,2008-03-12
32158,130.0,Indonesia,IDN,220.0,219.0,2,AFC,2008-03-12
32159,131.0,Singapore,SGP,219.0,213.0,2,AFC,2008-03-12
32136,132.0,Fiji,FIJ,208.0,208.0,2,OFC,2008-03-12
32135,133.0,Eritrea,ERI,203.0,203.0,2,CAF,2008-03-12
32134,134.0,Malta,MLT,198.0,193.0,0,UEFA,2008-03-12
32121,135.0,Chad,CHA,191.0,164.0,-8,CAF,2008-03-12
32111,136.0,Turkmenistan,TKM,188.0,192.0,1,AFC,2008-03-12
32112,137.0,Barbados,BRB,187.0,194.0,4,CONCACAF,2008-03-12
32114,138.0,Yemen,YEM,179.0,162.0,-6,AFC,2008-03-12
32113,138.0,Malawi,MWI,179.0,182.0,2,CAF,2008-03-12
32115,140.0,Antigua and Barbuda,ATG,176.0,170.0,1,CONCACAF,2008-03-12
32116,141.0,Vanuatu,VAN,175.0,175.0,3,OFC,2008-03-12
32117,142.0,St Vincent and the Grenadines,VIN,170.0,170.0,3,CONCACAF,2008-03-12
32118,143.0,Tajikistan,TJK,162.0,165.0,1,AFC,2008-03-12
32119,144.0,Lebanon,LBN,161.0,168.0,3,AFC,2008-03-12
32120,145.0,Liberia,LBR,152.0,152.0,0,CAF,2008-03-12
32122,146.0,Bermuda,BER,147.0,150.0,-1,CONCACAF,2008-03-12
32133,147.0,Samoa,SAM,142.0,142.0,-1,OFC,2008-03-12
32123,148.0,India,IND,138.0,152.0,3,AFC,2008-03-12
32124,149.0,Madagascar,MAD,127.0,127.0,-1,CAF,2008-03-12
32126,150.0,St Kitts and Nevis,SKN,123.0,125.0,-1,CONCACAF,2008-03-12
32125,150.0,Niger,NIG,123.0,123.0,-2,CAF,2008-03-12
32127,152.0,Luxembourg,LUX,119.0,117.0,-2,UEFA,2008-03-12
32128,153.0,Eswatini,SWZ,118.0,131.0,4,CAF,2008-03-12
32129,153.0,Maldives,MDV,118.0,116.0,-2,AFC,2008-03-12
32130,155.0,Suriname,SUR,117.0,122.0,2,CONCACAF,2008-03-12
32131,156.0,Lesotho,LES,116.0,113.0,0,CAF,2008-03-12
32132,157.0,Grenada,GRN,109.0,81.0,-11,CONCACAF,2008-03-12
32160,158.0,Myanmar,MYA,99.0,99.0,1,AFC,2008-03-12
32213,159.0,Palestine,PLE,97.0,92.0,-3,AFC,2008-03-12
32212,160.0,Turks and Caicos Islands,TCA,96.0,96.0,2,CONCACAF,2008-03-12
32163,161.0,Sierra Leone,SLE,94.0,94.0,2,CAF,2008-03-12
32190,161.0,Tahiti,TAH,94.0,94.0,2,OFC,2008-03-12
32191,163.0,Netherlands Antilles,ANT,93.0,93.0,2,CONCACAF,2008-03-12
32192,164.0,Malaysia,MAS,90.0,84.0,-1,AFC,2008-03-12
32193,165.0,Seychelles,SEY,89.0,89.0,2,CAF,2008-03-12
32194,166.0,Dominican Republic,DOM,83.0,83.0,0,CONCACAF,2008-03-12
32195,166.0,Pakistan,PAK,83.0,85.0,2,AFC,2008-03-12
32196,168.0,Mauritius,MRI,81.0,83.0,2,CAF,2008-03-12
32198,168.0,Puerto Rico,PUR,81.0,81.0,0,CONCACAF,2008-03-12
32197,168.0,Sri Lanka,SRI,81.0,79.0,-2,AFC,2008-03-12
32200,171.0,Tonga,TGA,77.0,77.0,-2,OFC,2008-03-12
32199,171.0,Chinese Taipei,TPE,77.0,78.0,0,AFC,2008-03-12
32201,173.0,Bangladesh,BAN,74.0,78.0,2,AFC,2008-03-12
32202,174.0,Guinea-Bissau,GNB,72.0,72.0,0,CAF,2008-03-12
32203,175.0,Montenegro,MNE,65.0,65.0,0,UEFA,2008-03-12
32204,176.0,Djibouti,DJI,64.0,64.0,0,CAF,2008-03-12
32205,176.0,Belize,BLZ,64.0,64.0,0,CONCACAF,2008-03-12
32206,178.0,Bahamas,BAH,58.0,58.0,-1,CONCACAF,2008-03-12
32207,179.0,Andorra,AND,50.0,50.0,-1,UEFA,2008-03-12
32208,180.0,Nicaragua,NCA,46.0,64.0,4,CONCACAF,2008-03-12
32209,181.0,Dominica,DMA,42.0,42.0,-1,CONCACAF,2008-03-12
32210,181.0,Mongolia,MNG,42.0,44.0,0,AFC,2008-03-12
32211,183.0,Cayman Islands,CAY,36.0,36.0,0,CONCACAF,2008-03-12
32189,184.0,Laos,LAO,33.0,33.0,-1,AFC,2008-03-12
32188,185.0,St Lucia,LCA,31.0,34.0,1,CONCACAF,2008-03-12
32187,186.0,Cambodia,CAM,30.0,30.0,0,AFC,2008-03-12
32174,186.0,Papua New Guinea,PNG,30.0,30.0,0,OFC,2008-03-12
32164,188.0,Nepal,NEP,29.0,29.0,0,AFC,2008-03-12
32165,189.0,Brunei Darussalam,BRU,24.0,24.0,0,AFC,2008-03-12
32166,190.0,Philippines,PHI,21.0,21.0,0,AFC,2008-03-12
32167,191.0,Macau,MAC,18.0,18.0,0,AFC,2008-03-12
32168,192.0,Afghanistan,AFG,16.0,16.0,0,AFC,2008-03-12
32170,193.0,British Virgin Islands,VGB,14.0,13.0,0,CONCACAF,2008-03-12
32169,193.0,Faroe Islands,FRO,14.0,12.0,-2,UEFA,2008-03-12
32171,195.0,Comoros,COM,13.0,13.0,2,CAF,2008-03-12
32172,196.0,Somalia,SOM,8.0,8.0,-1,CAF,2008-03-12
32173,197.0,Central African Republic,CTA,6.0,10.0,1,CAF,2008-03-12
32175,198.0,San Marino,SMR,5.0,5.0,0,UEFA,2008-03-12
32176,199.0,Bhutan,BHU,4.0,4.0,0,AFC,2008-03-12
32186,199.0,Anguilla,AIA,4.0,4.0,0,CONCACAF,2008-03-12
32177,201.0,Cook Islands,COK,2.0,2.0,0,OFC,2008-03-12
32178,202.0,Aruba,ARU,0.0,0.0,0,CONCACAF,2008-03-12
32181,202.0,Timor-Leste,TLS,0.0,0.0,0,AFC,2008-03-12
32182,202.0,Montserrat,MSR,0.0,0.0,0,CONCACAF,2008-03-12
32183,202.0,US Virgin Islands,VIR,0.0,0.0,0,CONCACAF,2008-03-12
32180,202.0,American Samoa,ASA,0.0,0.0,0,OFC,2008-03-12
32179,202.0,Guam,GUM,0.0,0.0,0,AFC,2008-03-12
32184,208.0,Sao Tome and Principe,STP,0.0,0.0,0,CAF,2008-03-12
