,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
10105,1.0,Brazil,BRA,73.0,74.0,0,CONMEBOL,1998-12-23
10106,2.0,France,FRA,69.0,69.0,0,UEFA,1998-12-23
10107,3.0,Germany,GER,67.0,67.0,0,UEFA,1998-12-23
10108,4.0,Croatia,CRO,67.0,67.0,0,UEFA,1998-12-23
10109,5.0,Argentina,ARG,66.0,66.0,0,CONMEBOL,1998-12-23
10110,6.0,Yugoslavia,YUG,65.0,64.0,-1,UEFA,1998-12-23
10111,7.0,Italy,ITA,64.0,64.0,-1,UEFA,1998-12-23
10112,8.0,Czechia,CZE,64.0,64.0,2,UEFA,1998-12-23
10113,9.0,England,ENG,63.0,62.0,-2,UEFA,1998-12-23
10114,10.0,Mexico,MEX,62.0,62.0,0,CONCACAF,1998-12-23
10115,11.0,Netherlands,NED,62.0,62.0,2,UEFA,1998-12-23
10116,12.0,Romania,ROU,60.0,60.0,0,UEFA,1998-12-23
10117,13.0,Morocco,MAR,60.0,60.0,0,CAF,1998-12-23
10119,14.0,Norway,NOR,59.0,59.0,0,UEFA,1998-12-23
10133,15.0,Spain,ESP,59.0,58.0,0,UEFA,1998-12-23
10120,16.0,Chile,CHI,58.0,58.0,0,CONMEBOL,1998-12-23
10121,17.0,Korea Republic,KOR,57.0,55.0,-2,AFC,1998-12-23
10122,18.0,Sweden,SWE,56.0,56.0,1,UEFA,1998-12-23
10123,19.0,Denmark,DEN,55.0,55.0,1,UEFA,1998-12-23
10124,20.0,Japan,JPN,55.0,52.0,-10,AFC,1998-12-23
10125,21.0,Tunisia,TUN,55.0,55.0,1,CAF,1998-12-23
10126,22.0,Austria,AUT,55.0,55.0,1,UEFA,1998-12-23
10127,23.0,USA,USA,55.0,55.0,1,CONCACAF,1998-12-23
10128,24.0,Kuwait,KUW,55.0,54.0,-1,AFC,1998-12-23
10129,25.0,Paraguay,PAR,55.0,55.0,1,CONMEBOL,1998-12-23
10130,26.0,South Africa,RSA,54.0,53.0,-2,CAF,1998-12-23
10131,27.0,IR Iran,IRN,54.0,46.0,-17,AFC,1998-12-23
10132,28.0,Egypt,EGY,54.0,55.0,5,CAF,1998-12-23
10104,29.0,Zambia,ZAM,53.0,54.0,3,CAF,1998-12-23
10118,30.0,Saudi Arabia,KSA,53.0,53.0,3,AFC,1998-12-23
10103,31.0,Poland,POL,52.0,52.0,2,UEFA,1998-12-23
10086,32.0,Slovakia,SVK,52.0,52.0,1,UEFA,1998-12-23
10073,33.0,Jamaica,JAM,52.0,52.0,0,CONCACAF,1998-12-23
10074,34.0,Colombia,COL,52.0,52.0,2,CONMEBOL,1998-12-23
10075,35.0,Belgium,BEL,51.0,52.0,1,UEFA,1998-12-23
10076,36.0,Portugal,POR,51.0,48.0,-4,UEFA,1998-12-23
10077,37.0,China PR,CHN,50.0,40.0,-32,AFC,1998-12-23
10078,38.0,Scotland,SCO,50.0,50.0,2,UEFA,1998-12-23
10079,39.0,Australia,AUS,50.0,51.0,4,AFC,1998-12-23
10080,40.0,Russia,RUS,49.0,49.0,3,UEFA,1998-12-23
10081,41.0,Cameroon,CMR,49.0,48.0,2,CAF,1998-12-23
10082,42.0,United Arab Emirates,UAE,49.0,47.0,0,AFC,1998-12-23
10083,43.0,Israel,ISR,48.0,49.0,5,UEFA,1998-12-23
10084,44.0,Côte d'Ivoire,CIV,48.0,47.0,3,CAF,1998-12-23
10085,45.0,Thailand,THA,48.0,44.0,-6,AFC,1998-12-23
10087,46.0,Hungary,HUN,47.0,46.0,1,UEFA,1998-12-23
10101,47.0,Ukraine,UKR,46.0,46.0,4,UEFA,1998-12-23
10088,48.0,Ghana,GHA,46.0,45.0,0,CAF,1998-12-23
10089,49.0,Bulgaria,BUL,45.0,46.0,3,UEFA,1998-12-23
