,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
20327,1.0,Brazil,BRA,849.0,853.0,0,CONMEBOL,2003-04-23
20328,2.0,Spain,ESP,785.0,780.0,0,UEFA,2003-04-23
20412,3.0,France,FRA,782.0,778.0,0,UEFA,2003-04-23
20326,4.0,Germany,GER,755.0,758.0,-1,UEFA,2003-04-23
20358,5.0,Netherlands,NED,752.0,752.0,-1,UEFA,2003-04-23
20359,6.0,Argentina,ARG,750.0,761.0,2,CONMEBOL,2003-04-23
20360,7.0,England,ENG,742.0,725.0,-2,UEFA,2003-04-23
20361,8.0,Turkey,TUR,728.0,732.0,1,UEFA,2003-04-23
20362,9.0,Mexico,MEX,724.0,729.0,1,CONCACAF,2003-04-23
20363,10.0,USA,USA,719.0,723.0,0,CONCACAF,2003-04-23
20364,11.0,Denmark,DEN,715.0,704.0,0,UEFA,2003-04-23
20365,12.0,Portugal,POR,709.0,700.0,0,UEFA,2003-04-23
20366,13.0,Czechia,CZE,705.0,685.0,-2,UEFA,2003-04-23
20367,14.0,Italy,ITA,702.0,699.0,1,UEFA,2003-04-23
20368,15.0,Republic of Ireland,IRL,698.0,696.0,1,UEFA,2003-04-23
20369,16.0,Belgium,BEL,682.0,683.0,0,UEFA,2003-04-23
20371,17.0,Cameroon,CMR,673.0,678.0,0,CAF,2003-04-23
20384,18.0,Costa Rica,CRC,672.0,660.0,-3,CONCACAF,2003-04-23
20372,19.0,Paraguay,PAR,670.0,672.0,1,CONMEBOL,2003-04-23
20373,20.0,Sweden,SWE,662.0,652.0,-3,UEFA,2003-04-23
20374,21.0,Korea Republic,KOR,660.0,668.0,2,AFC,2003-04-23
20375,22.0,Serbia and Montenegro,SCG,659.0,667.0,2,UEFA,2003-04-23
20376,23.0,Norway,NOR,656.0,646.0,-3,UEFA,2003-04-23
20377,24.0,Russia,RUS,648.0,654.0,2,UEFA,2003-04-23
20378,25.0,Japan,JPN,647.0,647.0,0,AFC,2003-04-23
20379,26.0,Croatia,CRO,641.0,622.0,-8,UEFA,2003-04-23
20380,27.0,Uruguay,URU,637.0,640.0,0,CONMEBOL,2003-04-23
20381,28.0,Poland,POL,635.0,623.0,-5,UEFA,2003-04-23
20382,29.0,Romania,ROU,635.0,650.0,5,UEFA,2003-04-23
20383,30.0,Senegal,SEN,634.0,639.0,2,CAF,2003-04-23
20357,31.0,South Africa,RSA,628.0,627.0,0,CAF,2003-04-23
20356,32.0,Nigeria,NGA,626.0,627.0,2,CAF,2003-04-23
20355,33.0,Ecuador,ECU,625.0,630.0,4,CONMEBOL,2003-04-23
20354,34.0,IR Iran,IRN,618.0,623.0,2,AFC,2003-04-23
20329,35.0,Colombia,COL,612.0,611.0,-2,CONMEBOL,2003-04-23
20330,36.0,Morocco,MAR,610.0,615.0,1,CAF,2003-04-23
20331,37.0,Slovenia,SVN,610.0,613.0,1,UEFA,2003-04-23
20332,38.0,Bulgaria,BUL,607.0,576.0,-8,UEFA,2003-04-23
20333,39.0,Saudi Arabia,KSA,602.0,608.0,1,AFC,2003-04-23
20334,40.0,Honduras,HON,595.0,598.0,1,CONCACAF,2003-04-23
20335,41.0,Tunisia,TUN,593.0,579.0,-3,CAF,2003-04-23
20336,42.0,Egypt,EGY,591.0,593.0,2,CAF,2003-04-23
20337,43.0,Switzerland,SUI,588.0,587.0,2,UEFA,2003-04-23
