,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
66492,1.0,Argentina,ARG,1855.2,1861.29,0,CONMEBOL,2023-11-30
66491,2.0,France,FRA,1845.44,1853.11,0,UEFA,2023-11-30
66490,3.0,England,ENG,1800.05,1807.88,-1,UEFA,2023-11-30
66489,4.0,Belgium,BEL,1798.46,1793.71,-1,UEFA,2023-11-30
66488,5.0,Brazil,BRA,1784.09,1812.2,2,CONMEBOL,2023-11-30
66487,6.0,Netherlands,NED,1745.48,1739.26,-1,UEFA,2023-11-30
66486,7.0,Portugal,POR,1745.06,1739.83,1,UEFA,2023-11-30
66485,8.0,Spain,ESP,1732.64,1725.97,0,UEFA,2023-11-30
66484,9.0,Italy,ITA,1718.82,1717.81,0,UEFA,2023-11-30
66494,10.0,Croatia,CRO,1717.57,1711.88,0,UEFA,2023-11-30
66483,11.0,Uruguay,URU,1665.99,1643.72,-4,CONMEBOL,2023-11-30
66481,12.0,USA,USA,1665.27,1675.89,1,CONCACAF,2023-11-30
66480,13.0,Morocco,MAR,1661.69,1658.49,0,CAF,2023-11-30
66479,14.0,Mexico,MEX,1655.21,1663.94,2,CONCACAF,2023-11-30
66478,15.0,Colombia,COL,1651.2,1626.6,-2,CONMEBOL,2023-11-30
66477,16.0,Germany,GER,1631.22,1643.49,0,UEFA,2023-11-30
66476,17.0,Japan,JPN,1620.19,1612.99,-1,AFC,2023-11-30
66475,18.0,Switzerland,SUI,1613.44,1645.38,4,UEFA,2023-11-30
66474,19.0,Denmark,DEN,1601.31,1612.15,0,UEFA,2023-11-30
66473,20.0,Senegal,SEN,1594.31,1600.82,0,CAF,2023-11-30
66472,21.0,IR Iran,IRN,1565.08,1567.3,0,AFC,2023-11-30
66482,22.0,Ukraine,UKR,1553.35,1549.33,0,UEFA,2023-11-30
66495,23.0,Korea Republic,KOR,1550.65,1540.35,-1,AFC,2023-11-30
66496,24.0,Austria,AUT,1546.1,1535.41,-1,UEFA,2023-11-30
66497,25.0,Australia,AUS,1539.22,1531.25,-2,AFC,2023-11-30
66520,26.0,Sweden,SWE,1530.19,1545.76,3,UEFA,2023-11-30
66519,27.0,Hungary,HUN,1525.13,1521.9,-3,UEFA,2023-11-30
66518,28.0,Tunisia,TUN,1523.23,1516.14,-4,CAF,2023-11-30
66517,29.0,Wales,WAL,1521.88,1528.69,1,UEFA,2023-11-30
66516,30.0,Algeria,ALG,1520.26,1512.9,-3,CAF,2023-11-30
66515,31.0,Poland,POL,1520.24,1519.28,0,UEFA,2023-11-30
66514,32.0,Ecuador,ECU,1519.2,1508.31,-4,CONMEBOL,2023-11-30
66513,33.0,Egypt,EGY,1518.91,1511.95,-2,CAF,2023-11-30
66512,34.0,Serbia,SRB,1517.43,1525.4,5,UEFA,2023-11-30
66511,35.0,Peru,PER,1512.68,1532.57,9,CONMEBOL,2023-11-30
66510,36.0,Scotland,SCO,1506.89,1512.34,2,UEFA,2023-11-30
66509,37.0,Turkey,TUR,1505.28,1498.5,-1,UEFA,2023-11-30
66508,38.0,Russia,RUS,1498.84,1497.63,-1,UEFA,2023-11-30
66507,39.0,Czechia,CZE,1494.04,1489.72,-2,UEFA,2023-11-30
66506,40.0,Chile,CHI,1489.82,1503.81,3,CONMEBOL,2023-11-30
66505,41.0,Panama,PAN,1475.62,1461.09,-3,CONCACAF,2023-11-30
66504,42.0,Nigeria,NGA,1474.44,1490.48,2,CAF,2023-11-30
66503,43.0,Romania,ROU,1472.73,1446.52,-5,UEFA,2023-11-30
66502,44.0,Norway,NOR,1472.36,1469.56,2,UEFA,2023-11-30
66501,45.0,Slovakia,SVK,1465.73,1445.34,-5,UEFA,2023-11-30
66500,46.0,Cameroon,CMR,1463.06,1466.98,3,CAF,2023-11-30
66499,47.0,Greece,GRE,1453.95,1442.96,-4,UEFA,2023-11-30
66498,48.0,Canada,CAN,1453.76,1454.95,3,CONCACAF,2023-11-30
66471,49.0,Venezuela,VEN,1448.77,1445.67,0,CONMEBOL,2023-11-30
66470,50.0,Côte d'Ivoire,CIV,1447.65,1439.17,-2,CAF,2023-11-30
66469,51.0,Mali,MLI,1445.6,1449.75,4,CAF,2023-11-30
66443,52.0,Costa Rica,CRC,1437.57,1452.1,6,CONCACAF,2023-11-30
66523,53.0,Paraguay,PAR,1430.73,1436.96,0,CONMEBOL,2023-11-30
66441,54.0,Slovenia,SVN,1427.84,1428.1,0,UEFA,2023-11-30
66440,55.0,Jamaica,JAM,1421.54,1421.39,0,CONCACAF,2023-11-30
66439,56.0,Saudi Arabia,KSA,1421.06,1408.85,-1,AFC,2023-11-30
66438,57.0,Burkina Faso,BFA,1411.01,1410.59,1,CAF,2023-11-30
66437,58.0,Qatar,QAT,1407.3,1394.16,-3,AFC,2023-11-30
66436,59.0,Finland,FIN,1401.31,1388.46,-3,UEFA,2023-11-30
66435,60.0,Republic of Ireland,IRL,1399.6,1406.94,2,UEFA,2023-11-30
66434,61.0,Ghana,GHA,1384.19,1394.74,1,CAF,2023-11-30
66433,62.0,Albania,ALB,1382.69,1396.83,3,UEFA,2023-11-30
66432,63.0,Iraq,IRQ,1365.98,1349.73,-5,AFC,2023-11-30
66442,64.0,United Arab Emirates,UAE,1364.46,1348.87,-5,AFC,2023-11-30
66431,65.0,North Macedonia,MKD,1362.17,1358.41,-1,UEFA,2023-11-30
66429,66.0,South Africa,RSA,1357.08,1366.35,2,CAF,2023-11-30
66428,67.0,Congo DR,COD,1356.66,1366.18,2,CAF,2023-11-30
66427,68.0,Uzbekistan,UZB,1345.26,1333.09,-5,AFC,2023-11-30
66426,69.0,Bosnia and Herzegovina,BIH,1343.32,1368.3,6,UEFA,2023-11-30
66425,70.0,Montenegro,MNE,1342.64,1344.3,0,UEFA,2023-11-30
66424,71.0,Iceland,ISL,1338.39,1353.17,4,UEFA,2023-11-30
66423,72.0,Northern Ireland,NIR,1333.17,1325.06,-3,UEFA,2023-11-30
66422,73.0,Cabo Verde,CPV,1329.8,1326.93,-1,CAF,2023-11-30
66421,74.0,Oman,OMA,1324.89,1334.37,2,AFC,2023-11-30
66420,75.0,Israel,ISR,1323.43,1336.34,4,UEFA,2023-11-30
66430,76.0,Honduras,HON,1313.8,1305.07,-2,CONCACAF,2023-11-30
66444,77.0,Georgia,GEO,1312.45,1312.14,1,UEFA,2023-11-30
66456,78.0,El Salvador,SLV,1306.14,1307.0,1,CONCACAF,2023-11-30
66445,79.0,China PR,CHN,1299.49,1296.99,0,AFC,2023-11-30
66467,80.0,Guinea,GUI,1290.01,1296.89,0,CAF,2023-11-30
66466,81.0,Bulgaria,BUL,1289.9,1279.12,-3,UEFA,2023-11-30
66465,82.0,Gabon,GAB,1289.52,1270.8,-4,CAF,2023-11-30
66464,83.0,Luxembourg,LUX,1285.41,1266.67,-4,UEFA,2023-11-30
66463,84.0,Zambia,ZAM,1284.56,1291.34,3,CAF,2023-11-30
66462,85.0,Bolivia,BOL,1284.55,1271.09,0,CONMEBOL,2023-11-30
66461,86.0,Bahrain,BHR,1277.29,1281.46,3,AFC,2023-11-30
66460,87.0,Jordan,JOR,1272.63,1284.39,5,AFC,2023-11-30
66459,88.0,Equatorial Guinea,EQG,1268.43,1250.46,-3,CAF,2023-11-30
66458,89.0,Haiti,HAI,1262.5,1262.5,1,CONCACAF,2023-11-30
66468,90.0,Curacao,CUW,1262.48,1261.62,1,CONCACAF,2023-11-30
66457,91.0,Syria,SYR,1245.27,1239.37,-1,AFC,2023-11-30
66455,92.0,Uganda,UGA,1245.08,1251.94,2,CAF,2023-11-30
66454,93.0,Armenia,ARM,1237.15,1234.25,-2,UEFA,2023-11-30
66453,94.0,Vietnam,VIE,1235.58,1236.25,0,AFC,2023-11-30
66452,95.0,Belarus,BLR,1232.8,1212.52,-5,UEFA,2023-11-30
66451,96.0,Trinidad and Tobago,TRI,1228.05,1217.43,-3,CONCACAF,2023-11-30
66450,97.0,Benin,BEN,1225.1,1238.89,4,CAF,2023-11-30
66449,98.0,Kyrgyz Republic,KGZ,1224.14,1224.03,1,AFC,2023-11-30
66448,99.0,Palestine,PLE,1217.6,1224.05,3,AFC,2023-11-30
66447,100.0,Kazakhstan,KAZ,1215.16,1219.65,2,UEFA,2023-11-30
66446,101.0,Kosovo,KOS,1202.77,1190.74,-4,UEFA,2023-11-30
66521,102.0,India,IND,1200.8,1198.84,0,AFC,2023-11-30
66522,103.0,Guinea-Bissau,GNB,1197.83,1186.85,-7,CAF,2023-11-30
66552,104.0,New Zealand,NZL,1197.47,1198.41,1,OFC,2023-11-30
66524,105.0,Mauritania,MTN,1195.25,1208.99,4,CAF,2023-11-30
66600,106.0,Tajikistan,TJK,1195.07,1187.23,-3,AFC,2023-11-30
66603,107.0,Lebanon,LBN,1192.58,1198.25,3,AFC,2023-11-30
66598,108.0,Guatemala,GUA,1189.98,1188.93,1,CONCACAF,2023-11-30
66597,109.0,Madagascar,MAD,1187.63,1188.57,1,CAF,2023-11-30
66596,110.0,Kenya,KEN,1181.92,1186.85,0,CAF,2023-11-30
66595,111.0,Mozambique,MOZ,1180.72,1176.58,-2,CAF,2023-11-30
66594,112.0,Congo,CGO,1179.8,1189.9,6,CAF,2023-11-30
66593,113.0,Thailand,THA,1176.75,1177.15,1,AFC,2023-11-30
66592,114.0,Azerbaijan,AZE,1174.22,1155.91,-6,UEFA,2023-11-30
66591,115.0,Namibia,NAM,1168.38,1172.41,1,CAF,2023-11-30
66590,116.0,Korea DPR,PRK,1168.12,1169.96,1,AFC,2023-11-30
66589,117.0,Angola,ANG,1168.05,1169.64,1,CAF,2023-11-30
66418,118.0,Togo,TOG,1165.74,1158.24,-1,CAF,2023-11-30
66588,119.0,Comoros,COM,1156.45,1125.57,-9,CAF,2023-11-30
66587,120.0,Libya,LBY,1155.23,1137.64,-6,CAF,2023-11-30
66586,121.0,Tanzania,TAN,1155.19,1146.46,0,CAF,2023-11-30
66585,122.0,Estonia,EST,1149.7,1159.33,4,UEFA,2023-11-30
66584,123.0,Malawi,MWI,1149.4,1144.29,0,CAF,2023-11-30
66583,124.0,Zimbabwe,ZIM,1144.56,1138.56,-1,CAF,2023-11-30
66582,125.0,Cyprus,CYP,1143.42,1141.27,1,UEFA,2023-11-30
66581,126.0,The Gambia,GAM,1140.06,1160.55,9,CAF,2023-11-30
66580,127.0,Sierra Leone,SLE,1138.53,1145.12,5,CAF,2023-11-30
66579,128.0,Sudan,SDN,1128.74,1109.22,-2,CAF,2023-11-30
66578,129.0,Niger,NIG,1127.75,1122.81,0,CAF,2023-11-30
66601,130.0,Malaysia,MAS,1122.87,1096.72,-7,AFC,2023-11-30
66602,131.0,Central African Republic,CTA,1121.34,1126.72,4,CAF,2023-11-30
66605,132.0,Solomon Islands,SOL,1112.2,1107.61,1,OFC,2023-11-30
66604,133.0,Rwanda,RWA,1107.04,1087.03,-7,CAF,2023-11-30
66626,134.0,Nicaragua,NCA,1104.26,1099.7,1,CONCACAF,2023-11-30
66625,135.0,Faroe Islands,FRO,1102.1,1097.66,0,UEFA,2023-11-30
66624,136.0,Kuwait,KUW,1098.07,1097.05,0,AFC,2023-11-30
66623,137.0,Latvia,LVA,1097.84,1101.7,5,UEFA,2023-11-30
66622,138.0,Lithuania,LTU,1086.93,1098.48,4,UEFA,2023-11-30
66621,139.0,Burundi,BDI,1086.62,1080.43,-3,CAF,2023-11-30
66620,140.0,Philippines,PHI,1086.17,1095.94,2,AFC,2023-11-30
66619,141.0,Turkmenistan,TKM,1078.25,1086.12,0,AFC,2023-11-30
66618,142.0,Antigua and Barbuda,ATG,1072.66,1090.07,3,CONCACAF,2023-11-30
66617,143.0,Suriname,SUR,1071.85,1071.85,-1,CONCACAF,2023-11-30
66627,144.0,Ethiopia,ETH,1068.79,1072.54,1,CAF,2023-11-30
66615,145.0,Botswana,BOT,1064.5,1055.85,-3,CAF,2023-11-30
66614,146.0,Indonesia,IDN,1064.01,1069.82,1,AFC,2023-11-30
66613,147.0,St Kitts and Nevis,SKN,1057.05,1058.06,0,CONCACAF,2023-11-30
66612,148.0,Lesotho,LES,1047.27,1034.18,-5,CAF,2023-11-30
66611,149.0,Eswatini,SWZ,1045.88,1063.13,3,CAF,2023-11-30
66610,150.0,Hong Kong,HKG,1042.93,1045.01,0,AFC,2023-11-30
66609,151.0,Dominican Republic,DOM,1040.77,1049.03,2,CONCACAF,2023-11-30
66608,152.0,Yemen,YEM,1027.94,1023.59,-4,AFC,2023-11-30
66607,153.0,Liberia,LBR,1024.11,1041.5,2,CAF,2023-11-30
