,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
13500,1.0,Brazil,BRA,830.0,833.0,0,CONMEBOL,2000-05-10
13501,2.0,Czechia,CZE,758.0,763.0,0,UEFA,2000-05-10
13502,3.0,France,FRA,751.0,754.0,0,UEFA,2000-05-10
13503,4.0,Spain,ESP,736.0,743.0,0,UEFA,2000-05-10
13504,5.0,Argentina,ARG,728.0,720.0,-1,CONMEBOL,2000-05-10
13505,6.0,Germany,GER,717.0,725.0,1,UEFA,2000-05-10
13506,7.0,Croatia,CRO,708.0,703.0,-3,UEFA,2000-05-10
13507,8.0,Mexico,MEX,704.0,704.0,0,CONCACAF,2000-05-10
13508,9.0,Norway,NOR,704.0,710.0,2,UEFA,2000-05-10
13509,10.0,Romania,ROU,701.0,704.0,1,UEFA,2000-05-10
13511,11.0,Yugoslavia,YUG,693.0,695.0,0,UEFA,2000-05-10
13522,12.0,England,ENG,678.0,682.0,-1,UEFA,2000-05-10
13512,13.0,Denmark,DEN,673.0,683.0,1,UEFA,2000-05-10
13513,14.0,Italy,ITA,668.0,672.0,0,UEFA,2000-05-10
13514,15.0,Portugal,POR,655.0,662.0,0,UEFA,2000-05-10
13515,16.0,Sweden,SWE,651.0,654.0,0,UEFA,2000-05-10
13516,17.0,Paraguay,PAR,647.0,638.0,-2,CONMEBOL,2000-05-10
13517,18.0,Colombia,COL,645.0,646.0,1,CONMEBOL,2000-05-10
13518,19.0,USA,USA,635.0,638.0,1,CONCACAF,2000-05-10
13519,20.0,South Africa,RSA,633.0,624.0,-4,CAF,2000-05-10
13520,21.0,Netherlands,NED,629.0,633.0,1,UEFA,2000-05-10
13521,22.0,Chile,CHI,626.0,626.0,-1,CONMEBOL,2000-05-10
13499,23.0,Russia,RUS,626.0,630.0,1,UEFA,2000-05-10
13498,24.0,Scotland,SCO,622.0,631.0,3,UEFA,2000-05-10
13497,25.0,Morocco,MAR,613.0,610.0,-1,CAF,2000-05-10
13496,26.0,Slovakia,SVK,609.0,616.0,1,UEFA,2000-05-10
13475,27.0,Tunisia,TUN,606.0,605.0,0,CAF,2000-05-10
13476,28.0,Ukraine,UKR,600.0,598.0,-1,UEFA,2000-05-10
13477,29.0,Israel,ISR,595.0,601.0,1,UEFA,2000-05-10
13478,30.0,Belgium,BEL,594.0,584.0,-3,UEFA,2000-05-10
13479,31.0,Greece,GRE,590.0,585.0,-1,UEFA,2000-05-10
13480,32.0,Egypt,EGY,586.0,574.0,-5,CAF,2000-05-10
13481,33.0,Austria,AUT,585.0,592.0,3,UEFA,2000-05-10
13482,34.0,Turkey,TUR,578.0,586.0,3,UEFA,2000-05-10
13483,35.0,Poland,POL,574.0,579.0,1,UEFA,2000-05-10
13484,36.0,Peru,PER,565.0,561.0,-3,CONMEBOL,2000-05-10
13485,37.0,Zambia,ZAM,565.0,565.0,-1,CAF,2000-05-10
13486,38.0,Cameroon,CMR,564.0,576.0,3,CAF,2000-05-10
13487,39.0,Republic of Ireland,IRL,563.0,575.0,3,UEFA,2000-05-10
13488,40.0,Korea Republic,KOR,560.0,548.0,-3,AFC,2000-05-10
13489,41.0,Trinidad and Tobago,TRI,559.0,555.0,0,CONCACAF,2000-05-10
13490,42.0,IR Iran,IRN,557.0,544.0,-4,AFC,2000-05-10
13491,43.0,Bulgaria,BUL,550.0,555.0,3,UEFA,2000-05-10
13492,44.0,Uruguay,URU,550.0,553.0,2,CONMEBOL,2000-05-10
13493,45.0,Slovenia,SVN,545.0,546.0,1,UEFA,2000-05-10
13494,46.0,Saudi Arabia,KSA,542.0,546.0,1,AFC,2000-05-10
13495,47.0,Côte d'Ivoire,CIV,532.0,536.0,0,CAF,2000-05-10
13510,48.0,Ghana,GHA,532.0,519.0,-9,CAF,2000-05-10
13524,49.0,Finland,FIN,531.0,531.0,0,UEFA,2000-05-10
13561,50.0,Lithuania,LTU,529.0,523.0,-4,UEFA,2000-05-10
13525,51.0,Iceland,ISL,528.0,532.0,3,UEFA,2000-05-10
13551,52.0,Nigeria,NGA,526.0,528.0,0,CAF,2000-05-10
13552,53.0,Angola,ANG,525.0,508.0,-8,CAF,2000-05-10
13553,54.0,Hungary,HUN,524.0,526.0,1,UEFA,2000-05-10
13554,55.0,Jamaica,JAM,523.0,530.0,4,CONCACAF,2000-05-10
13555,56.0,Japan,JPN,523.0,530.0,6,AFC,2000-05-10
13556,57.0,Switzerland,SUI,520.0,523.0,2,UEFA,2000-05-10
13557,58.0,United Arab Emirates,UAE,520.0,522.0,2,AFC,2000-05-10
13558,59.0,Uzbekistan,UZB,517.0,519.0,1,AFC,2000-05-10
13559,60.0,Thailand,THA,515.0,508.0,0,AFC,2000-05-10
13560,61.0,Cyprus,CYP,504.0,509.0,2,UEFA,2000-05-10
13562,62.0,China PR,CHN,503.0,504.0,0,AFC,2000-05-10
13573,63.0,Canada,CAN,502.0,501.0,0,CONCACAF,2000-05-10
13563,64.0,Georgia,GEO,502.0,500.0,0,UEFA,2000-05-10
13564,65.0,Honduras,HON,494.0,490.0,-1,CONCACAF,2000-05-10
13565,66.0,Congo DR,COD,492.0,487.0,-1,CAF,2000-05-10
13566,67.0,Bolivia,BOL,490.0,486.0,-2,CONMEBOL,2000-05-10
13567,68.0,Kuwait,KUW,490.0,496.0,3,AFC,2000-05-10
13568,69.0,Costa Rica,CRC,487.0,487.0,1,CONCACAF,2000-05-10
13569,70.0,Zimbabwe,ZIM,482.0,472.0,-2,CAF,2000-05-10
13570,71.0,Ecuador,ECU,475.0,474.0,0,CONMEBOL,2000-05-10
13571,72.0,Latvia,LVA,473.0,479.0,2,UEFA,2000-05-10
13572,73.0,North Macedonia,MKD,472.0,463.0,0,UEFA,2000-05-10
13550,74.0,Guatemala,GUA,460.0,460.0,0,CONCACAF,2000-05-10
13549,75.0,Cuba,CUB,457.0,458.0,0,CONCACAF,2000-05-10
13548,76.0,Bosnia and Herzegovina,BIH,454.0,455.0,0,UEFA,2000-05-10
13547,77.0,Senegal,SEN,454.0,450.0,-1,CAF,2000-05-10
13526,78.0,Algeria,ALG,453.0,439.0,-7,CAF,2000-05-10
13527,79.0,Burkina Faso,BFA,451.0,449.0,-1,CAF,2000-05-10
13528,80.0,Estonia,EST,451.0,455.0,3,UEFA,2000-05-10
13529,81.0,Gabon,GAB,446.0,450.0,2,CAF,2000-05-10
13530,82.0,Haiti,HAI,445.0,431.0,-8,CONCACAF,2000-05-10
13531,83.0,Mali,MLI,445.0,447.0,2,CAF,2000-05-10
13532,84.0,Namibia,NAM,445.0,440.0,0,CAF,2000-05-10
13533,85.0,Albania,ALB,437.0,446.0,3,UEFA,2000-05-10
13534,86.0,El Salvador,SLV,434.0,425.0,-6,CONCACAF,2000-05-10
13574,87.0,Iraq,IRQ,434.0,436.0,1,AFC,2000-05-10
13535,88.0,Armenia,ARM,433.0,431.0,-3,UEFA,2000-05-10
13536,89.0,Australia,AUS,433.0,440.0,6,AFC,2000-05-10
13537,90.0,Togo,TOG,433.0,432.0,1,CAF,2000-05-10
13538,91.0,Qatar,QAT,432.0,433.0,3,AFC,2000-05-10
13539,92.0,Northern Ireland,NIR,426.0,435.0,5,UEFA,2000-05-10
13540,93.0,Moldova,MDA,422.0,413.0,0,UEFA,2000-05-10
13541,94.0,Guinea,GUI,416.0,398.0,-3,CAF,2000-05-10
13473,95.0,Congo,CGO,408.0,392.0,-5,CAF,2000-05-10
13542,96.0,Indonesia,IDN,405.0,407.0,2,AFC,2000-05-10
13543,97.0,Syria,SYR,401.0,370.0,-9,AFC,2000-05-10
13544,98.0,Singapore,SGP,397.0,398.0,2,AFC,2000-05-10
13545,99.0,Oman,OMA,394.0,398.0,4,AFC,2000-05-10
13546,100.0,Vietnam,VIE,394.0,395.0,1,AFC,2000-05-10
13474,101.0,Wales,WAL,392.0,396.0,3,UEFA,2000-05-10
13523,102.0,Barbados,BRB,388.0,360.0,-8,CONCACAF,2000-05-10
13472,103.0,Belarus,BLR,384.0,389.0,2,UEFA,2000-05-10
13453,104.0,Jordan,JOR,382.0,375.0,0,AFC,2000-05-10
13398,105.0,Azerbaijan,AZE,380.0,384.0,3,UEFA,2000-05-10
13399,106.0,Mozambique,MOZ,380.0,372.0,1,CAF,2000-05-10
13400,107.0,Kenya,KEN,375.0,370.0,0,CAF,2000-05-10
13401,108.0,New Zealand,NZL,375.0,377.0,5,OFC,2000-05-10
13402,109.0,Malawi,MWI,372.0,342.0,-5,CAF,2000-05-10
13403,110.0,Liberia,LBR,364.0,364.0,2,CAF,2000-05-10
13404,111.0,Malaysia,MAS,362.0,362.0,2,AFC,2000-05-10
13405,112.0,Uganda,UGA,357.0,348.0,0,CAF,2000-05-10
13406,113.0,India,IND,348.0,355.0,2,AFC,2000-05-10
13407,114.0,Lebanon,LBN,343.0,345.0,1,AFC,2000-05-10
13408,115.0,Faroe Islands,FRO,339.0,327.0,-1,UEFA,2000-05-10
13409,116.0,Kazakhstan,KAZ,333.0,312.0,-3,UEFA,2000-05-10
13410,117.0,Venezuela,VEN,330.0,333.0,2,CONMEBOL,2000-05-10
13411,118.0,Malta,MLT,326.0,325.0,1,UEFA,2000-05-10
13412,119.0,Panama,PAN,315.0,314.0,1,CONCACAF,2000-05-10
13396,120.0,Turkmenistan,TKM,296.0,298.0,0,AFC,2000-05-10
13414,121.0,Myanmar,MYA,295.0,293.0,-1,AFC,2000-05-10
13415,122.0,Bahrain,BHR,293.0,279.0,-4,AFC,2000-05-10
13416,123.0,Hong Kong,HKG,293.0,297.0,2,AFC,2000-05-10
13417,124.0,Mauritius,MRI,289.0,288.0,1,CAF,2000-05-10
13418,125.0,Libya,LBY,284.0,264.0,-5,CAF,2000-05-10
13397,126.0,St Lucia,LCA,283.0,276.0,-1,CONCACAF,2000-05-10
