,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
17284,1.0,France,FRA,812.0,811.0,0,UEFA,2001-12-19
17283,2.0,Argentina,ARG,802.0,798.0,0,CONMEBOL,2001-12-19
17282,3.0,Brazil,BRA,793.0,797.0,0,CONMEBOL,2001-12-19
17281,4.0,Portugal,POR,741.0,741.0,0,UEFA,2001-12-19
17285,5.0,Colombia,COL,739.0,736.0,0,CONMEBOL,2001-12-19
17286,6.0,Italy,ITA,734.0,735.0,0,UEFA,2001-12-19
17287,7.0,Spain,ESP,730.0,731.0,0,UEFA,2001-12-19
17288,8.0,Netherlands,NED,722.0,722.0,0,UEFA,2001-12-19
17290,9.0,Mexico,MEX,714.0,713.0,0,CONCACAF,2001-12-19
17299,10.0,England,ENG,712.0,712.0,0,UEFA,2001-12-19
17291,11.0,Yugoslavia,YUG,710.0,709.0,-1,UEFA,2001-12-19
17292,12.0,Germany,GER,707.0,710.0,1,UEFA,2001-12-19
17293,13.0,Paraguay,PAR,691.0,694.0,-1,CONMEBOL,2001-12-19
17294,14.0,Czechia,CZE,689.0,699.0,1,UEFA,2001-12-19
17295,15.0,Romania,ROU,688.0,687.0,0,UEFA,2001-12-19
17296,16.0,Sweden,SWE,676.0,676.0,0,UEFA,2001-12-19
17297,17.0,Republic of Ireland,IRL,672.0,672.0,-1,UEFA,2001-12-19
17298,18.0,Denmark,DEN,672.0,675.0,1,UEFA,2001-12-19
17280,19.0,Croatia,CRO,668.0,671.0,0,UEFA,2001-12-19
17289,20.0,Belgium,BEL,666.0,666.0,0,UEFA,2001-12-19
17279,21.0,Russia,RUS,665.0,664.0,-1,UEFA,2001-12-19
17267,22.0,Uruguay,URU,664.0,656.0,-2,CONMEBOL,2001-12-19
17259,23.0,Turkey,TUR,663.0,660.0,0,UEFA,2001-12-19
17229,24.0,USA,USA,662.0,666.0,3,CONCACAF,2001-12-19
17218,25.0,Slovenia,SVN,650.0,648.0,-2,UEFA,2001-12-19
17217,26.0,Norway,NOR,650.0,654.0,1,UEFA,2001-12-19
17216,27.0,Honduras,HON,650.0,650.0,1,CONCACAF,2001-12-19
17215,28.0,Tunisia,TUN,648.0,647.0,0,CAF,2001-12-19
17214,29.0,IR Iran,IRN,642.0,640.0,0,AFC,2001-12-19
17213,30.0,Costa Rica,CRC,635.0,629.0,-1,CONCACAF,2001-12-19
17212,31.0,Saudi Arabia,KSA,632.0,632.0,1,AFC,2001-12-19
17211,32.0,Trinidad and Tobago,TRI,630.0,629.0,0,CONCACAF,2001-12-19
17210,33.0,Poland,POL,629.0,628.0,0,UEFA,2001-12-19
17222,34.0,Japan,JPN,626.0,623.0,-1,AFC,2001-12-19
17230,35.0,South Africa,RSA,626.0,625.0,1,CAF,2001-12-19
17243,36.0,Morocco,MAR,623.0,620.0,0,CAF,2001-12-19
17232,37.0,Ecuador,ECU,613.0,610.0,0,CONMEBOL,2001-12-19
17254,38.0,Cameroon,CMR,609.0,609.0,0,CAF,2001-12-19
17253,39.0,Chile,CHI,604.0,608.0,0,CONMEBOL,2001-12-19
17252,40.0,Nigeria,NGA,604.0,602.0,0,CAF,2001-12-19
17231,41.0,Egypt,EGY,602.0,601.0,0,CAF,2001-12-19
17251,42.0,Korea Republic,KOR,599.0,596.0,-1,AFC,2001-12-19
17250,43.0,Peru,PER,598.0,598.0,1,CONMEBOL,2001-12-19
17249,44.0,Côte d'Ivoire,CIV,596.0,593.0,-2,CAF,2001-12-19
17248,45.0,Ukraine,UKR,593.0,595.0,1,UEFA,2001-12-19
17247,46.0,Finland,FIN,588.0,585.0,-1,UEFA,2001-12-19
17246,47.0,Slovakia,SVK,588.0,595.0,2,UEFA,2001-12-19
17245,48.0,Australia,AUS,586.0,581.0,-2,AFC,2001-12-19
17255,49.0,Israel,ISR,583.0,585.0,1,UEFA,2001-12-19
17244,50.0,Scotland,SCO,577.0,584.0,1,UEFA,2001-12-19
17242,51.0,Bulgaria,BUL,576.0,576.0,0,UEFA,2001-12-19
17241,52.0,Iceland,ISL,569.0,569.0,-1,UEFA,2001-12-19
17240,53.0,Jamaica,JAM,567.0,570.0,1,CONCACAF,2001-12-19
17239,54.0,China PR,CHN,565.0,561.0,-1,AFC,2001-12-19
17238,55.0,Angola,ANG,564.0,563.0,1,CAF,2001-12-19
17237,56.0,Austria,AUT,558.0,561.0,0,UEFA,2001-12-19
17236,57.0,Greece,GRE,556.0,560.0,0,UEFA,2001-12-19
17381,58.0,Georgia,GEO,552.0,552.0,-1,UEFA,2001-12-19
17380,59.0,Ghana,GHA,551.0,553.0,1,CAF,2001-12-19
17219,60.0,United Arab Emirates,UAE,549.0,548.0,0,AFC,2001-12-19
17345,61.0,Thailand,THA,544.0,544.0,0,AFC,2001-12-19
17260,62.0,Uzbekistan,UZB,542.0,542.0,0,AFC,2001-12-19
17261,63.0,Switzerland,SUI,540.0,539.0,-2,UEFA,2001-12-19
17262,64.0,Zambia,ZAM,540.0,541.0,1,CAF,2001-12-19
17263,65.0,Senegal,SEN,539.0,535.0,-2,CAF,2001-12-19
17264,66.0,Hungary,HUN,537.0,540.0,2,UEFA,2001-12-19
17265,67.0,Guatemala,GUA,536.0,536.0,1,CONCACAF,2001-12-19
17266,68.0,Zimbabwe,ZIM,533.0,533.0,0,CAF,2001-12-19
17268,69.0,Bosnia and Herzegovina,BIH,522.0,522.0,-2,UEFA,2001-12-19
17277,70.0,Bolivia,BOL,522.0,522.0,0,CONMEBOL,2001-12-19
17269,71.0,Togo,TOG,522.0,527.0,2,CAF,2001-12-19
17221,72.0,Iraq,IRQ,515.0,513.0,0,AFC,2001-12-19
17220,73.0,Liberia,LBR,515.0,512.0,0,CAF,2001-12-19
17372,74.0,Kuwait,KUW,512.0,512.0,0,AFC,2001-12-19
17371,75.0,Algeria,ALG,510.0,510.0,0,CAF,2001-12-19
17370,76.0,Cuba,CUB,509.0,509.0,0,CONCACAF,2001-12-19
17369,77.0,Congo DR,COD,509.0,508.0,0,CAF,2001-12-19
17368,78.0,Burkina Faso,BFA,502.0,501.0,-1,CAF,2001-12-19
17346,79.0,Cyprus,CYP,500.0,504.0,1,UEFA,2001-12-19
17367,80.0,Qatar,QAT,497.0,497.0,0,AFC,2001-12-19
17366,81.0,Venezuela,VEN,493.0,493.0,0,CONMEBOL,2001-12-19
17365,82.0,Haiti,HAI,492.0,492.0,0,CONCACAF,2001-12-19
17364,83.0,Estonia,EST,477.0,481.0,0,UEFA,2001-12-19
17363,84.0,New Zealand,NZL,477.0,477.0,0,OFC,2001-12-19
17362,85.0,Belarus,BLR,474.0,472.0,0,UEFA,2001-12-19
17361,86.0,El Salvador,SLV,468.0,468.0,-2,CONCACAF,2001-12-19
17360,87.0,Indonesia,IDN,467.0,467.0,-2,AFC,2001-12-19
17359,88.0,Northern Ireland,NIR,465.0,465.0,-2,UEFA,2001-12-19
17358,89.0,North Macedonia,MKD,464.0,468.0,3,UEFA,2001-12-19
17357,90.0,Syria,SYR,464.0,464.0,-1,AFC,2001-12-19
17356,91.0,Oman,OMA,462.0,461.0,-1,AFC,2001-12-19
17378,92.0,Canada,CAN,458.0,468.0,5,CONCACAF,2001-12-19
17355,93.0,Lebanon,LBN,455.0,455.0,0,AFC,2001-12-19
17354,94.0,Congo,CGO,454.0,454.0,-1,CAF,2001-12-19
17353,95.0,Armenia,ARM,449.0,449.0,-2,UEFA,2001-12-19
17352,96.0,Albania,ALB,448.0,454.0,2,UEFA,2001-12-19
17351,97.0,Lithuania,LTU,447.0,453.0,1,UEFA,2001-12-19
17350,98.0,Kazakhstan,KAZ,442.0,425.0,-8,UEFA,2001-12-19
17349,99.0,Jordan,JOR,442.0,442.0,0,AFC,2001-12-19
17348,100.0,Wales,WAL,441.0,441.0,0,UEFA,2001-12-19
17347,101.0,Namibia,NAM,440.0,442.0,3,CAF,2001-12-19
17376,102.0,Gabon,GAB,438.0,439.0,1,CAF,2001-12-19
17377,103.0,Moldova,MDA,437.0,437.0,1,UEFA,2001-12-19
17385,104.0,Kenya,KEN,437.0,429.0,-1,CAF,2001-12-19
17379,105.0,Vietnam,VIE,430.0,430.0,1,AFC,2001-12-19
17398,106.0,Latvia,LVA,428.0,432.0,3,UEFA,2001-12-19
17399,107.0,Barbados,BRB,421.0,421.0,-1,CONCACAF,2001-12-19
17400,108.0,Guinea,GUI,413.0,423.0,1,CAF,2001-12-19
17404,109.0,Panama,PAN,400.0,396.0,-3,CONCACAF,2001-12-19
17401,110.0,Bahrain,BHR,400.0,397.0,-1,AFC,2001-12-19
17402,111.0,Malaysia,MAS,397.0,397.0,1,AFC,2001-12-19
17403,112.0,Mali,MLI,391.0,415.0,3,CAF,2001-12-19
17409,113.0,Azerbaijan,AZE,390.0,391.0,-1,UEFA,2001-12-19
17405,114.0,Turkmenistan,TKM,390.0,390.0,-1,AFC,2001-12-19
17406,115.0,Singapore,SGP,387.0,392.0,2,AFC,2001-12-19
17407,116.0,Libya,LBY,384.0,381.0,-1,CAF,2001-12-19
17408,117.0,Faroe Islands,FRO,374.0,372.0,-2,UEFA,2001-12-19
17410,118.0,Sudan,SDN,373.0,373.0,0,CAF,2001-12-19
17396,119.0,Uganda,UGA,369.0,387.0,3,CAF,2001-12-19
17397,120.0,Malawi,MWI,365.0,365.0,0,CAF,2001-12-19
17394,121.0,India,IND,362.0,364.0,0,AFC,2001-12-19
17393,122.0,Madagascar,MAD,361.0,361.0,0,CAF,2001-12-19
17392,123.0,Fiji,FIJ,349.0,349.0,0,OFC,2001-12-19
17391,124.0,Mauritius,MRI,344.0,344.0,0,CAF,2001-12-19
17390,125.0,St Vincent and the Grenadines,VIN,337.0,337.0,-1,CONCACAF,2001-12-19
17389,126.0,Lesotho,LES,336.0,336.0,-2,CAF,2001-12-19
17388,127.0,Tahiti,TAH,336.0,336.0,0,OFC,2001-12-19
17387,128.0,Mozambique,MOZ,334.0,339.0,3,CAF,2001-12-19
17386,129.0,St Kitts and Nevis,SKN,329.0,325.0,-2,CONCACAF,2001-12-19
17395,130.0,St Lucia,LCA,327.0,327.0,1,CONCACAF,2001-12-19
17384,131.0,Malta,MLT,325.0,325.0,1,UEFA,2001-12-19
17383,132.0,Eswatini,SWZ,323.0,323.0,0,CAF,2001-12-19
17382,133.0,Grenada,GRN,312.0,312.0,0,CONCACAF,2001-12-19
17373,134.0,Solomon Islands,SOL,309.0,309.0,0,OFC,2001-12-19
17374,135.0,Yemen,YEM,304.0,304.0,0,AFC,2001-12-19
17375,136.0,Korea DPR,PRK,294.0,294.0,-2,AFC,2001-12-19
17234,137.0,Hong Kong,HKG,290.0,294.0,0,AFC,2001-12-19
17235,138.0,Sierra Leone,SLE,290.0,290.0,-1,CAF,2001-12-19
17223,139.0,Burundi,BDI,290.0,299.0,3,CAF,2001-12-19
17224,140.0,Andorra,AND,274.0,274.0,0,UEFA,2001-12-19
17225,141.0,Suriname,SUR,268.0,268.0,0,CONCACAF,2001-12-19
