,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
17854,1.0,France,FRA,807.0,809.0,0,UEFA,2002-03-20
17853,2.0,Argentina,ARG,793.0,799.0,0,CONMEBOL,2002-03-20
17852,3.0,Brazil,BRA,788.0,791.0,0,CONMEBOL,2002-03-20
17851,4.0,Italy,ITA,738.0,731.0,-2,UEFA,2002-03-20
17850,5.0,Colombia,COL,735.0,737.0,0,CONMEBOL,2002-03-20
17849,6.0,Portugal,POR,733.0,738.0,2,UEFA,2002-03-20
17848,7.0,Spain,ESP,728.0,727.0,0,UEFA,2002-03-20
17855,8.0,Mexico,MEX,719.0,720.0,-1,CONCACAF,2002-03-20
17847,9.0,Netherlands,NED,718.0,720.0,1,UEFA,2002-03-20
17845,10.0,Germany,GER,710.0,704.0,-2,UEFA,2002-03-20
17844,11.0,Yugoslavia,YUG,708.0,707.0,0,UEFA,2002-03-20
17843,12.0,England,ENG,704.0,709.0,2,UEFA,2002-03-20
17842,13.0,USA,USA,702.0,696.0,0,CONCACAF,2002-03-20
17841,14.0,Czechia,CZE,692.0,686.0,-1,UEFA,2002-03-20
17840,15.0,Paraguay,PAR,685.0,689.0,1,CONMEBOL,2002-03-20
17839,16.0,Sweden,SWE,683.0,679.0,-1,UEFA,2002-03-20
17846,17.0,Romania,ROU,678.0,684.0,1,UEFA,2002-03-20
17857,18.0,Republic of Ireland,IRL,673.0,670.0,-1,UEFA,2002-03-20
17866,19.0,Cameroon,CMR,672.0,673.0,1,CAF,2002-03-20
17858,20.0,Denmark,DEN,672.0,670.0,0,UEFA,2002-03-20
17874,21.0,Belgium,BEL,665.0,664.0,-1,UEFA,2002-03-20
17873,22.0,Uruguay,URU,661.0,662.0,-2,CONMEBOL,2002-03-20
17872,23.0,Croatia,CRO,659.0,667.0,2,UEFA,2002-03-20
17871,24.0,Russia,RUS,657.0,662.0,1,UEFA,2002-03-20
17870,25.0,Turkey,TUR,656.0,661.0,0,UEFA,2002-03-20
17869,26.0,Honduras,HON,649.0,648.0,-1,CONCACAF,2002-03-20
17868,27.0,Costa Rica,CRC,648.0,649.0,1,CONCACAF,2002-03-20
17875,28.0,Slovenia,SVN,646.0,648.0,0,UEFA,2002-03-20
17867,29.0,Tunisia,TUN,643.0,647.0,0,CAF,2002-03-20
17865,30.0,Norway,NOR,642.0,647.0,0,UEFA,2002-03-20
17864,31.0,IR Iran,IRN,636.0,639.0,-1,AFC,2002-03-20
17863,32.0,Nigeria,NGA,632.0,640.0,1,CAF,2002-03-20
17837,33.0,Poland,POL,630.0,627.0,-3,UEFA,2002-03-20
17862,34.0,Trinidad and Tobago,TRI,628.0,629.0,-1,CONCACAF,2002-03-20
17861,35.0,Saudi Arabia,KSA,627.0,629.0,1,AFC,2002-03-20
17860,36.0,South Africa,RSA,626.0,631.0,3,CAF,2002-03-20
17859,37.0,Ecuador,ECU,625.0,626.0,0,CONMEBOL,2002-03-20
17838,38.0,Japan,JPN,622.0,624.0,0,AFC,2002-03-20
17856,39.0,Morocco,MAR,618.0,618.0,0,CAF,2002-03-20
17836,40.0,Egypt,EGY,602.0,607.0,0,CAF,2002-03-20
17833,41.0,Korea Republic,KOR,599.0,602.0,0,AFC,2002-03-20
17821,42.0,Ukraine,UKR,597.0,591.0,-6,UEFA,2002-03-20
17820,43.0,Chile,CHI,596.0,601.0,1,CONMEBOL,2002-03-20
17818,44.0,Peru,PER,595.0,597.0,0,CONMEBOL,2002-03-20
17822,45.0,Senegal,SEN,595.0,595.0,0,CAF,2002-03-20
17832,46.0,Slovakia,SVK,594.0,597.0,3,UEFA,2002-03-20
17831,47.0,Finland,FIN,593.0,591.0,0,UEFA,2002-03-20
17830,48.0,Côte d'Ivoire,CIV,590.0,594.0,2,CAF,2002-03-20
17829,49.0,Australia,AUS,584.0,584.0,0,AFC,2002-03-20
17824,50.0,Israel,ISR,576.0,580.0,0,UEFA,2002-03-20
17828,51.0,Scotland,SCO,570.0,575.0,0,UEFA,2002-03-20
17827,52.0,Bulgaria,BUL,569.0,574.0,0,UEFA,2002-03-20
17826,53.0,China PR,CHN,569.0,568.0,0,AFC,2002-03-20
17825,54.0,Ghana,GHA,566.0,564.0,-2,CAF,2002-03-20
17835,55.0,Iceland,ISL,563.0,567.0,1,UEFA,2002-03-20
17823,56.0,Jamaica,JAM,561.0,565.0,1,CONCACAF,2002-03-20
17819,57.0,Angola,ANG,558.0,562.0,0,CAF,2002-03-20
17815,58.0,Austria,AUT,554.0,556.0,0,UEFA,2002-03-20
17816,59.0,Greece,GRE,551.0,554.0,0,UEFA,2002-03-20
