,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
48553,1.0,Germany,GER,1725.0,1669.0,0,UEFA,2014-11-27
48554,2.0,Argentina,ARG,1538.0,1565.0,0,CONMEBOL,2014-11-27
48555,3.0,Colombia,COL,1450.0,1420.0,0,CONMEBOL,2014-11-27
48552,4.0,Belgium,BEL,1417.0,1388.0,0,UEFA,2014-11-27
48556,5.0,Netherlands,NED,1374.0,1375.0,0,UEFA,2014-11-27
48756,6.0,Brazil,BRA,1316.0,1307.0,0,CONMEBOL,2014-11-27
48757,7.0,France,FRA,1160.0,1191.0,0,UEFA,2014-11-27
48558,7.0,Portugal,POR,1160.0,1175.0,-2,UEFA,2014-11-27
48758,9.0,Spain,ESP,1142.0,1119.0,-1,UEFA,2014-11-27
48759,10.0,Uruguay,URU,1135.0,1184.0,2,CONMEBOL,2014-11-27
48760,11.0,Italy,ITA,1103.0,1064.0,0,UEFA,2014-11-27
48626,12.0,Switzerland,SUI,1091.0,1063.0,0,UEFA,2014-11-27
48557,13.0,England,ENG,1032.0,919.0,-7,UEFA,2014-11-27
48625,14.0,Chile,CHI,1022.0,1060.0,1,CONMEBOL,2014-11-27
48624,15.0,Romania,ROU,1014.0,876.0,-6,UEFA,2014-11-27
48623,16.0,Costa Rica,CRC,995.0,974.0,0,CONCACAF,2014-11-27
48622,17.0,Czechia,CZE,987.0,870.0,-5,UEFA,2014-11-27
48621,18.0,Algeria,ALG,948.0,989.0,3,CAF,2014-11-27
48620,19.0,Croatia,CRO,946.0,1002.0,5,UEFA,2014-11-27
48619,20.0,Mexico,MEX,913.0,954.0,3,CONCACAF,2014-11-27
48618,21.0,Slovakia,SVK,891.0,861.0,-3,UEFA,2014-11-27
48617,22.0,Tunisia,TUN,867.0,780.0,-9,CAF,2014-11-27
48616,23.0,Austria,AUT,863.0,810.0,-6,UEFA,2014-11-27
48615,24.0,Côte d'Ivoire,CIV,861.0,842.0,-1,CAF,2014-11-27
48614,25.0,Greece,GRE,856.0,946.0,7,UEFA,2014-11-27
48613,26.0,Ukraine,UKR,854.0,920.0,7,UEFA,2014-11-27
48612,27.0,Ecuador,ECU,852.0,826.0,0,CONMEBOL,2014-11-27
48611,28.0,USA,USA,836.0,862.0,5,CONCACAF,2014-11-27
48610,29.0,Bosnia and Herzegovina,BIH,808.0,837.0,3,UEFA,2014-11-27
48609,30.0,Denmark,DEN,804.0,763.0,-2,UEFA,2014-11-27
48608,31.0,Russia,RUS,789.0,792.0,1,UEFA,2014-11-27
