,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
2135,1.0,Brazil,BRA,66.0,65.0,0,CONMEBOL,1994-09-13
2134,2.0,Italy,ITA,62.0,63.0,0,UEFA,1994-09-13
2156,3.0,Sweden,SWE,62.0,61.0,0,UEFA,1994-09-13
2132,4.0,Germany,GER,61.0,61.0,0,UEFA,1994-09-13
2131,5.0,Netherlands,NED,61.0,61.0,0,UEFA,1994-09-13
2130,6.0,Spain,ESP,60.0,60.0,0,UEFA,1994-09-13
2141,7.0,Romania,ROU,58.0,58.0,0,UEFA,1994-09-13
2155,8.0,Norway,NOR,57.0,58.0,0,UEFA,1994-09-13
2170,9.0,Argentina,ARG,57.0,57.0,0,CONMEBOL,1994-09-13
2175,10.0,Nigeria,NGA,56.0,56.0,0,CAF,1994-09-13
2176,11.0,Switzerland,SUI,56.0,56.0,0,UEFA,1994-09-13
2177,12.0,Republic of Ireland,IRL,54.0,54.0,-1,UEFA,1994-09-13
2178,13.0,Denmark,DEN,53.0,55.0,1,UEFA,1994-09-13
2182,14.0,Bulgaria,BUL,53.0,53.0,0,UEFA,1994-09-13
2180,15.0,Colombia,COL,53.0,53.0,-2,CONMEBOL,1994-09-13
2181,16.0,Mexico,MEX,52.0,53.0,1,CONCACAF,1994-09-13
2174,17.0,Russia,RUS,52.0,52.0,-2,UEFA,1994-09-13
2179,18.0,England,ENG,51.0,52.0,0,UEFA,1994-09-13
2172,19.0,Belgium,BEL,51.0,50.0,-1,UEFA,1994-09-13
2171,20.0,France,FRA,50.0,53.0,4,UEFA,1994-09-13
2173,21.0,Zambia,ZAM,49.0,48.0,0,CAF,1994-09-13
2169,22.0,USA,USA,48.0,48.0,0,CONCACAF,1994-09-13
2168,23.0,Côte d'Ivoire,CIV,47.0,45.0,-1,CAF,1994-09-13
2167,24.0,Portugal,POR,46.0,45.0,-1,UEFA,1994-09-13
2166,25.0,Egypt,EGY,45.0,45.0,-1,CAF,1994-09-13
2165,26.0,Ghana,GHA,44.0,43.0,-2,CAF,1994-09-13
2164,27.0,Tunisia,TUN,43.0,42.0,-4,CAF,1994-09-13
2163,28.0,Cameroon,CMR,43.0,44.0,1,CAF,1994-09-13
2162,29.0,Saudi Arabia,KSA,43.0,43.0,0,AFC,1994-09-13
2161,30.0,Morocco,MAR,42.0,43.0,0,CAF,1994-09-13
2160,31.0,Scotland,SCO,42.0,40.0,-2,UEFA,1994-09-13
2159,32.0,Greece,GRE,42.0,40.0,-2,UEFA,1994-09-13
