,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
54914,1.0,Brazil,BRA,1672.0,1661.0,0,CONMEBOL,2017-05-04
54913,2.0,Argentina,ARG,1603.0,1603.0,0,CONMEBOL,2017-05-04
54912,3.0,Germany,GER,1464.0,1464.0,0,UEFA,2017-05-04
54911,4.0,Chile,CHI,1411.0,1403.0,0,CONMEBOL,2017-05-04
54910,5.0,Colombia,COL,1348.0,1348.0,0,CONMEBOL,2017-05-04
54909,6.0,France,FRA,1294.0,1294.0,0,UEFA,2017-05-04
54908,7.0,Belgium,BEL,1281.0,1281.0,0,UEFA,2017-05-04
54945,8.0,Portugal,POR,1259.0,1259.0,0,UEFA,2017-05-04
54907,9.0,Switzerland,SUI,1212.0,1212.0,0,UEFA,2017-05-04
54906,10.0,Spain,ESP,1204.0,1204.0,0,UEFA,2017-05-04
54916,11.0,Poland,POL,1183.0,1183.0,0,UEFA,2017-05-04
54905,12.0,Italy,ITA,1165.0,1165.0,0,UEFA,2017-05-04
54903,13.0,Wales,WAL,1119.0,1119.0,0,UEFA,2017-05-04
54902,14.0,England,ENG,1103.0,1103.0,0,UEFA,2017-05-04
54901,15.0,Uruguay,URU,1097.0,1097.0,0,CONMEBOL,2017-05-04
54900,16.0,Mexico,MEX,1076.0,1072.0,0,CONCACAF,2017-05-04
54899,17.0,Peru,PER,1044.0,1042.0,0,CONMEBOL,2017-05-04
54898,18.0,Croatia,CRO,1016.0,1016.0,0,UEFA,2017-05-04
54897,19.0,Egypt,EGY,910.0,910.0,0,CAF,2017-05-04
54896,20.0,Costa Rica,CRC,902.0,902.0,0,CONCACAF,2017-05-04
54895,21.0,Iceland,ISL,872.0,872.0,0,UEFA,2017-05-04
54894,22.0,Turkey,TUR,863.0,863.0,0,UEFA,2017-05-04
54904,23.0,USA,USA,847.0,846.0,0,CONCACAF,2017-05-04
54917,24.0,Slovakia,SVK,846.0,846.0,1,UEFA,2017-05-04
54918,25.0,Ecuador,ECU,839.0,839.0,0,CONMEBOL,2017-05-04
54919,26.0,Northern Ireland,NIR,823.0,823.0,0,UEFA,2017-05-04
54942,26.0,Republic of Ireland,IRL,823.0,823.0,0,UEFA,2017-05-04
54941,28.0,IR Iran,IRN,820.0,820.0,0,AFC,2017-05-04
54940,29.0,Bosnia and Herzegovina,BIH,815.0,815.0,0,UEFA,2017-05-04
54939,30.0,Senegal,SEN,805.0,805.0,0,CAF,2017-05-04
54938,31.0,Hungary,HUN,801.0,801.0,0,UEFA,2017-05-04
54937,32.0,Netherlands,NED,792.0,792.0,0,UEFA,2017-05-04
54936,33.0,Cameroon,CMR,779.0,779.0,0,CAF,2017-05-04
54935,34.0,Sweden,SWE,768.0,768.0,0,UEFA,2017-05-04
54934,35.0,Burkina Faso,BFA,765.0,765.0,0,CAF,2017-05-04
54933,36.0,Austria,AUT,762.0,762.0,0,UEFA,2017-05-04
54932,37.0,Ukraine,UKR,761.0,761.0,0,UEFA,2017-05-04
54931,38.0,Paraguay,PAR,738.0,738.0,0,CONMEBOL,2017-05-04
54930,39.0,Greece,GRE,730.0,730.0,0,UEFA,2017-05-04
54929,40.0,Nigeria,NGA,726.0,726.0,0,CAF,2017-05-04
54928,41.0,Congo DR,COD,712.0,712.0,0,CAF,2017-05-04
54927,42.0,Tunisia,TUN,701.0,701.0,0,CAF,2017-05-04
54926,43.0,Korea Republic,KOR,700.0,700.0,0,AFC,2017-05-04
54925,44.0,Japan,JPN,685.0,685.0,0,AFC,2017-05-04
54924,45.0,Ghana,GHA,682.0,682.0,0,CAF,2017-05-04
54923,46.0,Czechia,CZE,679.0,679.0,0,UEFA,2017-05-04
54922,47.0,Romania,ROU,676.0,676.0,0,UEFA,2017-05-04
54921,48.0,Côte d'Ivoire,CIV,672.0,672.0,0,CAF,2017-05-04
54920,49.0,Serbia,SRB,671.0,671.0,0,UEFA,2017-05-04
54893,50.0,Australia,AUS,661.0,661.0,0,AFC,2017-05-04
54943,51.0,Denmark,DEN,657.0,657.0,0,UEFA,2017-05-04
54892,52.0,Saudi Arabia,KSA,646.0,646.0,0,AFC,2017-05-04
54890,53.0,Morocco,MAR,633.0,633.0,0,CAF,2017-05-04
54862,54.0,Algeria,ALG,628.0,628.0,0,CAF,2017-05-04
54861,55.0,Slovenia,SVN,614.0,614.0,0,UEFA,2017-05-04
54860,55.0,Bulgaria,BUL,614.0,614.0,0,UEFA,2017-05-04
54859,57.0,Panama,PAN,607.0,607.0,0,CONCACAF,2017-05-04
54858,58.0,Venezuela,VEN,595.0,595.0,0,CONMEBOL,2017-05-04
54857,59.0,Scotland,SCO,589.0,589.0,0,UEFA,2017-05-04
54856,60.0,Uzbekistan,UZB,586.0,586.0,0,AFC,2017-05-04
54855,61.0,Russia,RUS,561.0,561.0,0,UEFA,2017-05-04
54854,62.0,Montenegro,MNE,560.0,560.0,0,UEFA,2017-05-04
54853,63.0,Israel,ISR,557.0,557.0,0,UEFA,2017-05-04
