,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
65384,1.0,Argentina,ARG,1840.93,1838.38,-1,CONMEBOL,2023-04-06
65383,2.0,France,FRA,1838.45,1823.39,-1,UEFA,2023-04-06
65382,3.0,Brazil,BRA,1834.21,1840.77,2,CONMEBOL,2023-04-06
65381,4.0,Belgium,BEL,1792.53,1781.3,0,UEFA,2023-04-06
65380,5.0,England,ENG,1792.43,1774.19,0,UEFA,2023-04-06
65379,6.0,Netherlands,NED,1731.23,1740.92,0,UEFA,2023-04-06
65378,7.0,Croatia,CRO,1730.02,1727.62,0,UEFA,2023-04-06
65386,8.0,Italy,ITA,1713.66,1723.56,0,UEFA,2023-04-06
65376,9.0,Portugal,POR,1707.22,1702.54,0,UEFA,2023-04-06
65374,10.0,Spain,ESP,1682.85,1692.71,0,UEFA,2023-04-06
65369,11.0,Morocco,MAR,1677.79,1672.35,0,CAF,2023-04-06
65370,12.0,Switzerland,SUI,1664.24,1655.02,0,UEFA,2023-04-06
65375,13.0,USA,USA,1653.77,1652.74,0,CONCACAF,2023-04-06
65372,14.0,Germany,GER,1647.42,1646.91,0,UEFA,2023-04-06
65373,15.0,Mexico,MEX,1631.87,1635.78,0,CONCACAF,2023-04-06
65371,16.0,Uruguay,URU,1631.29,1627.45,0,CONMEBOL,2023-04-06
65385,17.0,Colombia,COL,1617.08,1612.78,0,CONMEBOL,2023-04-06
65387,18.0,Senegal,SEN,1613.21,1603.98,-1,CAF,2023-04-06
65420,19.0,Denmark,DEN,1594.53,1608.11,1,UEFA,2023-04-06
65389,20.0,Japan,JPN,1588.59,1593.08,0,AFC,2023-04-06
65510,21.0,Peru,PER,1561.2,1564.3,0,CONMEBOL,2023-04-06
65511,22.0,Sweden,SWE,1558.7,1558.45,-1,UEFA,2023-04-06
65512,23.0,Poland,POL,1553.76,1559.83,1,UEFA,2023-04-06
65513,24.0,IR Iran,IRN,1553.23,1551.73,0,AFC,2023-04-06
65514,25.0,Serbia,SRB,1541.52,1526.46,-4,UEFA,2023-04-06
65515,26.0,Wales,WAL,1538.95,1530.28,-2,UEFA,2023-04-06
65516,27.0,Korea Republic,KOR,1536.01,1539.49,2,AFC,2023-04-06
65517,28.0,Tunisia,TUN,1535.76,1526.2,-2,CAF,2023-04-06
65518,29.0,Australia,AUS,1532.79,1533.97,2,AFC,2023-04-06
65519,30.0,Ukraine,UKR,1530.04,1536.99,4,UEFA,2023-04-06
65520,31.0,Chile,CHI,1511.32,1506.91,0,CONMEBOL,2023-04-06
65521,32.0,Austria,AUT,1508.24,1497.24,-2,UEFA,2023-04-06
65522,33.0,Hungary,HUN,1504.24,1493.33,-3,UEFA,2023-04-06
65377,34.0,Algeria,ALG,1504.19,1486.72,-6,CAF,2023-04-06
65523,35.0,Egypt,EGY,1500.67,1490.34,-4,CAF,2023-04-06
65524,36.0,Scotland,SCO,1500.52,1476.94,-6,UEFA,2023-04-06
65525,37.0,Russia,RUS,1495.53,1491.26,0,UEFA,2023-04-06
65526,38.0,Czechia,CZE,1495.04,1490.61,0,UEFA,2023-04-06
65527,39.0,Costa Rica,CRC,1491.12,1500.18,7,CONCACAF,2023-04-06
65528,40.0,Nigeria,NGA,1480.8,1494.32,5,CAF,2023-04-06
65529,41.0,Ecuador,ECU,1478.13,1477.32,0,CONMEBOL,2023-04-06
65530,42.0,Cameroon,CMR,1470.21,1499.3,9,CAF,2023-04-06
65509,43.0,Turkey,TUR,1465.7,1465.38,-1,UEFA,2023-04-06
65508,44.0,Norway,NOR,1463.77,1475.05,1,UEFA,2023-04-06
65507,45.0,Côte d'Ivoire,CIV,1449.95,1441.49,-2,CAF,2023-04-06
65495,46.0,Romania,ROU,1444.58,1432.64,-6,UEFA,2023-04-06
65486,47.0,Canada,CAN,1442.66,1431.64,-6,CONCACAF,2023-04-06
65487,48.0,Paraguay,PAR,1440.65,1445.06,2,CONMEBOL,2023-04-06
65488,49.0,Republic of Ireland,IRL,1436.31,1438.59,1,UEFA,2023-04-06
65489,50.0,Burkina Faso,BFA,1433.91,1434.81,0,CAF,2023-04-06
65490,51.0,Slovakia,SVK,1433.77,1425.58,-3,UEFA,2023-04-06
65491,52.0,Greece,GRE,1433.01,1433.59,1,UEFA,2023-04-06
65492,53.0,Mali,MLI,1430.75,1449.05,8,CAF,2023-04-06
65493,54.0,Saudi Arabia,KSA,1421.46,1438.13,5,AFC,2023-04-06
65494,55.0,Venezuela,VEN,1410.47,1406.1,0,CONMEBOL,2023-04-06
65496,56.0,Finland,FIN,1405.31,1405.71,0,UEFA,2023-04-06
65506,57.0,Bosnia and Herzegovina,BIH,1403.04,1403.51,0,UEFA,2023-04-06
65497,58.0,Panama,PAN,1399.23,1391.7,-3,CONCACAF,2023-04-06
65498,59.0,Slovenia,SVN,1398.47,1389.06,-3,UEFA,2023-04-06
65533,60.0,Ghana,GHA,1396.01,1400.02,2,CAF,2023-04-06
65500,61.0,Qatar,QAT,1388.61,1393.56,1,AFC,2023-04-06
65501,62.0,Northern Ireland,NIR,1385.93,1396.55,3,UEFA,2023-04-06
65502,63.0,Jamaica,JAM,1381.87,1379.29,-1,CONCACAF,2023-04-06
65503,64.0,Iceland,ISL,1369.03,1380.35,1,UEFA,2023-04-06
65504,65.0,North Macedonia,MKD,1363.07,1355.28,0,UEFA,2023-04-06
65505,66.0,South Africa,RSA,1350.08,1350.36,-1,CAF,2023-04-06
65531,67.0,Iraq,IRQ,1347.84,1342.39,-1,AFC,2023-04-06
65532,68.0,Albania,ALB,1344.95,1353.03,2,UEFA,2023-04-06
65540,69.0,Montenegro,MNE,1343.28,1339.15,0,UEFA,2023-04-06
65534,70.0,Congo DR,COD,1338.61,1333.92,-3,CAF,2023-04-06
65559,71.0,Cabo Verde,CPV,1337.05,1336.05,-1,CAF,2023-04-06
65560,72.0,United Arab Emirates,UAE,1336.28,1338.48,2,AFC,2023-04-06
65569,73.0,Oman,OMA,1333.54,1321.24,-2,AFC,2023-04-06
65562,74.0,Uzbekistan,UZB,1318.36,1312.64,-3,AFC,2023-04-06
65563,75.0,El Salvador,SLV,1318.3,1326.86,1,CONCACAF,2023-04-06
65564,76.0,Bulgaria,BUL,1315.74,1336.71,5,UEFA,2023-04-06
65565,77.0,Georgia,GEO,1311.51,1305.98,-1,UEFA,2023-04-06
65566,78.0,Israel,ISR,1307.41,1315.67,2,UEFA,2023-04-06
65567,79.0,Guinea,GUI,1305.92,1290.47,-4,CAF,2023-04-06
65568,80.0,Honduras,HON,1300.38,1300.78,-1,CONCACAF,2023-04-06
65571,81.0,China PR,CHN,1297.98,1305.06,1,AFC,2023-04-06
65570,82.0,Gabon,GAB,1296.74,1305.47,3,CAF,2023-04-06
65579,83.0,Bolivia,BOL,1296.42,1294.96,1,CONMEBOL,2023-04-06
65578,84.0,Jordan,JOR,1293.26,1289.99,0,AFC,2023-04-06
65577,85.0,Bahrain,BHR,1282.05,1280.27,0,AFC,2023-04-06
65576,86.0,Zambia,ZAM,1280.52,1265.15,-2,CAF,2023-04-06
65574,87.0,Haiti,HAI,1275.96,1269.07,0,CONCACAF,2023-04-06
65573,88.0,Curacao,CUW,1272.26,1278.64,2,CONCACAF,2023-04-06
65575,89.0,Uganda,UGA,1257.3,1260.69,0,CAF,2023-04-06
65572,90.0,Syria,SYR,1246.75,1251.46,0,AFC,2023-04-06
65558,91.0,Luxembourg,LUX,1245.78,1245.35,-1,UEFA,2023-04-06
65561,92.0,Benin,BEN,1240.45,1247.47,1,CAF,2023-04-06
65556,93.0,Palestine,PLE,1239.19,1233.72,0,AFC,2023-04-06
65544,94.0,Equatorial Guinea,EQG,1232.78,1215.66,-4,CAF,2023-04-06
65535,95.0,Vietnam,VIE,1229.69,1228.63,-1,AFC,2023-04-06
65536,96.0,Kyrgyz Republic,KGZ,1225.44,1232.91,2,AFC,2023-04-06
65537,97.0,Armenia,ARM,1224.08,1231.76,2,UEFA,2023-04-06
65538,98.0,Belarus,BLR,1210.17,1221.68,1,UEFA,2023-04-06
65539,99.0,Lebanon,LBN,1202.74,1208.47,-1,AFC,2023-04-06
65557,100.0,New Zealand,NZL,1201.06,1193.98,-5,OFC,2023-04-06
65541,101.0,India,IND,1200.66,1192.09,-5,AFC,2023-04-06
65542,102.0,Kenya,KEN,1200.18,1202.26,1,CAF,2023-04-06
65543,103.0,Congo,CGO,1197.89,1208.79,4,CAF,2023-04-06
65545,104.0,Trinidad and Tobago,TRI,1197.61,1195.29,0,CONCACAF,2023-04-06
65555,105.0,Mauritania,MTN,1194.28,1197.58,2,CAF,2023-04-06
65546,106.0,Namibia,NAM,1190.49,1164.13,-7,CAF,2023-04-06
65547,107.0,Kosovo,KOS,1186.26,1187.03,0,UEFA,2023-04-06
65548,108.0,Estonia,EST,1182.5,1186.27,-1,UEFA,2023-04-06
65549,109.0,Tajikistan,TJK,1182.24,1187.02,1,AFC,2023-04-06
65550,110.0,Madagascar,MAD,1181.21,1200.74,8,CAF,2023-04-06
65551,111.0,Cyprus,CYP,1179.45,1185.17,1,UEFA,2023-04-06
65552,112.0,Kazakhstan,KAZ,1177.05,1163.09,-3,UEFA,2023-04-06
65553,113.0,Guinea-Bissau,GNB,1172.3,1158.77,-5,CAF,2023-04-06
65554,114.0,Thailand,THA,1171.88,1173.4,3,AFC,2023-04-06
65485,115.0,Korea DPR,PRK,1169.96,1169.96,3,AFC,2023-04-06
65499,116.0,Guatemala,GUA,1164.64,1157.56,-3,CONCACAF,2023-04-06
65483,117.0,Sierra Leone,SLE,1161.79,1160.31,1,CAF,2023-04-06
65435,118.0,Angola,ANG,1158.57,1158.81,1,CAF,2023-04-06
65414,119.0,Mozambique,MOZ,1154.64,1163.56,5,CAF,2023-04-06
