,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
63547,1.0,Belgium,BEL,1832.33,1832.33,0,UEFA,2021-10-21
63546,2.0,Brazil,BRA,1820.36,1811.73,0,CONMEBOL,2021-10-21
63545,3.0,France,FRA,1779.24,1754.31,-1,UEFA,2021-10-21
63544,4.0,Italy,ITA,1750.52,1735.73,-1,UEFA,2021-10-21
63543,5.0,England,ENG,1750.16,1755.44,2,UEFA,2021-10-21
63542,6.0,Argentina,ARG,1738.79,1725.31,0,CONMEBOL,2021-10-21
63541,7.0,Spain,ESP,1687.66,1673.68,-1,UEFA,2021-10-21
63540,8.0,Portugal,POR,1681.73,1674.9,1,UEFA,2021-10-21
63539,9.0,Mexico,MEX,1672.92,1666.19,0,CONCACAF,2021-10-21
63538,10.0,Denmark,DEN,1668.98,1658.49,0,UEFA,2021-10-21
63537,11.0,Netherlands,NED,1652.01,1648.2,0,UEFA,2021-10-21
63536,12.0,Germany,GER,1642.47,1627.8,-2,UEFA,2021-10-21
63535,13.0,USA,USA,1639.42,1643.1,0,CONCACAF,2021-10-21
63534,14.0,Switzerland,SUI,1633.8,1622.73,-1,UEFA,2021-10-21
63533,15.0,Uruguay,URU,1625.67,1645.42,3,CONMEBOL,2021-10-21
63532,16.0,Colombia,COL,1618.76,1618.4,0,CONMEBOL,2021-10-21
63531,17.0,Sweden,SWE,1618.69,1606.03,-1,UEFA,2021-10-21
63530,18.0,Croatia,CRO,1608.84,1608.25,1,UEFA,2021-10-21
63529,19.0,Wales,WAL,1566.77,1563.59,0,UEFA,2021-10-21
63528,20.0,Senegal,SEN,1564.95,1555.37,0,CAF,2021-10-21
63527,21.0,Chile,CHI,1546.26,1536.53,-2,CONMEBOL,2021-10-21
63526,22.0,IR Iran,IRN,1545.02,1538.08,0,AFC,2021-10-21
63525,23.0,Poland,POL,1542.2,1531.82,-1,UEFA,2021-10-21
63548,24.0,Peru,PER,1534.06,1548.78,3,CONMEBOL,2021-10-21
63550,25.0,Serbia,SRB,1527.34,1515.97,-3,UEFA,2021-10-21
63575,26.0,Ukraine,UKR,1527.12,1520.07,-1,UEFA,2021-10-21
63551,27.0,Tunisia,TUN,1525.3,1526.87,2,CAF,2021-10-21
63523,28.0,Japan,JPN,1517.69,1520.46,2,AFC,2021-10-21
63573,29.0,Morocco,MAR,1513.0,1493.23,-4,CAF,2021-10-21
63572,30.0,Algeria,ALG,1509.04,1498.62,0,CAF,2021-10-21
63571,31.0,Czechia,CZE,1503.23,1494.78,0,UEFA,2021-10-21
63570,32.0,Austria,AUT,1501.09,1504.82,3,UEFA,2021-10-21
63569,33.0,Russia,RUS,1497.45,1475.43,-4,UEFA,2021-10-21
63568,34.0,Australia,AUS,1489.86,1493.99,2,AFC,2021-10-21
63567,35.0,Korea Republic,KOR,1489.1,1479.41,-1,AFC,2021-10-21
63566,36.0,Nigeria,NGA,1478.18,1492.37,2,CAF,2021-10-21
63565,37.0,Norway,NOR,1471.62,1461.76,-2,UEFA,2021-10-21
63564,38.0,Paraguay,PAR,1461.28,1484.31,3,CONMEBOL,2021-10-21
63563,39.0,Turkey,TUR,1460.53,1455.44,-2,UEFA,2021-10-21
63562,40.0,Slovakia,SVK,1454.16,1462.59,2,UEFA,2021-10-21
63561,41.0,Romania,ROU,1451.76,1451.8,-1,UEFA,2021-10-21
63560,42.0,Scotland,SCO,1451.37,1435.64,-3,UEFA,2021-10-21
63559,43.0,Hungary,HUN,1449.08,1456.93,3,UEFA,2021-10-21
63558,44.0,Egypt,EGY,1447.85,1434.62,-4,CAF,2021-10-21
63557,45.0,Costa Rica,CRC,1439.61,1438.29,1,CONCACAF,2021-10-21
63556,46.0,Qatar,QAT,1437.73,1445.83,3,AFC,2021-10-21
63555,47.0,Greece,GRE,1434.83,1435.43,1,UEFA,2021-10-21
63554,48.0,Canada,CAN,1432.34,1416.23,-3,CONCACAF,2021-10-21
63553,49.0,Saudi Arabia,KSA,1432.21,1406.34,-7,AFC,2021-10-21
63552,50.0,Venezuela,VEN,1431.51,1434.14,1,CONMEBOL,2021-10-21
63524,51.0,Republic of Ireland,IRL,1430.59,1418.7,1,UEFA,2021-10-21
63549,52.0,Ghana,GHA,1424.87,1411.3,-1,CAF,2021-10-21
63522,53.0,Côte d'Ivoire,CIV,1424.12,1410.56,-1,CAF,2021-10-21
63493,54.0,Cameroon,CMR,1418.21,1404.46,-4,CAF,2021-10-21
63492,55.0,Ecuador,ECU,1416.93,1415.09,3,CONMEBOL,2021-10-21
63491,56.0,Bosnia and Herzegovina,BIH,1414.92,1405.3,-1,UEFA,2021-10-21
63490,57.0,Mali,MLI,1412.39,1396.52,-4,CAF,2021-10-21
63489,58.0,Northern Ireland,NIR,1412.21,1435.06,11,UEFA,2021-10-21
63488,59.0,Jamaica,JAM,1407.72,1402.39,0,CONCACAF,2021-10-21
63484,60.0,Finland,FIN,1403.96,1406.92,5,UEFA,2021-10-21
63487,61.0,Burkina Faso,BFA,1400.56,1393.82,-1,CAF,2021-10-21
63486,62.0,Iceland,ISL,1397.49,1397.32,2,UEFA,2021-10-21
63485,63.0,Albania,ALB,1374.33,1368.73,-3,UEFA,2021-10-21
63495,64.0,Slovenia,SVN,1364.96,1370.46,0,UEFA,2021-10-21
63483,65.0,El Salvador,SLV,1364.7,1369.73,0,CONCACAF,2021-10-21
63481,66.0,South Africa,RSA,1361.97,1348.6,-7,CAF,2021-10-21
63474,67.0,Congo DR,COD,1357.61,1365.17,0,CAF,2021-10-21
63475,68.0,Honduras,HON,1355.17,1371.61,5,CONCACAF,2021-10-21
63476,69.0,Panama,PAN,1354.42,1358.77,1,CONCACAF,2021-10-21
63482,70.0,Bulgaria,BUL,1350.11,1353.93,0,UEFA,2021-10-21
63478,71.0,United Arab Emirates,UAE,1349.42,1357.84,2,AFC,2021-10-21
63479,72.0,Iraq,IRQ,1346.2,1348.83,0,AFC,2021-10-21
63480,73.0,Montenegro,MNE,1346.19,1352.83,2,UEFA,2021-10-21
63477,74.0,North Macedonia,MKD,1343.19,1345.47,0,UEFA,2021-10-21
63494,75.0,China PR,CHN,1334.2,1334.52,0,AFC,2021-10-21
63496,76.0,Cabo Verde,CPV,1327.66,1314.19,-1,CAF,2021-10-21
63509,77.0,Oman,OMA,1314.36,1311.82,-1,AFC,2021-10-21
63498,78.0,Bolivia,BOL,1309.75,1283.65,-5,CONMEBOL,2021-10-21
63520,79.0,Guinea,GUI,1309.15,1326.09,3,CAF,2021-10-21
63519,80.0,Israel,ISR,1305.76,1310.33,0,UEFA,2021-10-21
63518,81.0,Curacao,CUW,1298.39,1310.4,2,CONCACAF,2021-10-21
63517,82.0,Uganda,UGA,1297.43,1279.85,-4,CAF,2021-10-21
63516,83.0,Benin,BEN,1282.34,1290.81,1,CAF,2021-10-21
63515,84.0,Uzbekistan,UZB,1279.73,1282.27,0,AFC,2021-10-21
63514,85.0,Syria,SYR,1274.72,1296.75,4,AFC,2021-10-21
63513,86.0,Haiti,HAI,1268.05,1268.05,-1,CONCACAF,2021-10-21
63512,87.0,Zambia,ZAM,1260.8,1280.19,2,CAF,2021-10-21
63511,88.0,Gabon,GAB,1260.39,1266.61,0,CAF,2021-10-21
63521,89.0,Armenia,ARM,1257.17,1262.4,0,UEFA,2021-10-21
63510,90.0,Jordan,JOR,1254.12,1245.64,-3,AFC,2021-10-21
63508,91.0,Bahrain,BHR,1250.91,1251.31,0,AFC,2021-10-21
63507,92.0,Lebanon,LBN,1250.08,1233.61,-5,AFC,2021-10-21
63506,93.0,Georgia,GEO,1243.88,1240.87,-3,UEFA,2021-10-21
63505,94.0,Luxembourg,LUX,1234.13,1244.55,0,UEFA,2021-10-21
63504,95.0,Belarus,BLR,1233.59,1254.81,5,UEFA,2021-10-21
63503,96.0,Kyrgyz Republic,KGZ,1230.6,1230.6,-2,AFC,2021-10-21
63502,97.0,Congo,CGO,1228.16,1247.81,5,CAF,2021-10-21
63501,98.0,Vietnam,VIE,1222.9,1244.09,3,AFC,2021-10-21
63500,99.0,Madagascar,MAD,1218.76,1211.19,-1,CAF,2021-10-21
63499,100.0,Palestine,PLE,1211.32,1211.32,1,AFC,2021-10-21
63497,101.0,Trinidad and Tobago,TRI,1207.94,1207.94,0,CONCACAF,2021-10-21
63574,102.0,Mauritania,MTN,1202.17,1200.6,-2,CAF,2021-10-21
63576,103.0,Cyprus,CYP,1192.92,1202.65,0,UEFA,2021-10-21
63656,104.0,Kenya,KEN,1189.24,1205.12,2,CAF,2021-10-21
63578,105.0,Estonia,EST,1184.03,1174.44,-6,UEFA,2021-10-21
63654,106.0,India,IND,1182.75,1181.45,-1,AFC,2021-10-21
63653,107.0,Sierra Leone,SLE,1179.76,1177.71,-1,CAF,2021-10-21
63652,108.0,Namibia,NAM,1175.54,1185.12,2,CAF,2021-10-21
63651,109.0,Guinea-Bissau,GNB,1175.03,1186.61,4,CAF,2021-10-21
63650,110.0,Korea DPR,PRK,1169.96,1169.96,-2,AFC,2021-10-21
63649,111.0,New Zealand,NZL,1161.83,1149.43,-10,OFC,2021-10-21
63648,112.0,Libya,LBY,1161.71,1174.94,2,CAF,2021-10-21
63647,113.0,Kosovo,KOS,1161.19,1176.28,4,UEFA,2021-10-21
63646,114.0,Tajikistan,TJK,1157.77,1157.77,-4,AFC,2021-10-21
63645,115.0,Central African Republic,CTA,1150.45,1136.25,-9,CAF,2021-10-21
