,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
38961,1.0,Spain,ESP,1887.0,1887.0,0,UEFA,2011-01-12
38962,2.0,Netherlands,NED,1723.0,1723.0,0,UEFA,2011-01-12
38963,3.0,Germany,GER,1485.0,1485.0,0,UEFA,2011-01-12
38964,4.0,Brazil,BRA,1447.0,1447.0,0,CONMEBOL,2011-01-12
38965,5.0,Argentina,ARG,1338.0,1338.0,0,CONMEBOL,2011-01-12
38960,6.0,England,ENG,1195.0,1195.0,0,UEFA,2011-01-12
39168,7.0,Uruguay,URU,1152.0,1152.0,0,CONMEBOL,2011-01-12
39124,8.0,Portugal,POR,1090.0,1090.0,0,UEFA,2011-01-12
39135,9.0,Croatia,CRO,1075.0,1075.0,-1,UEFA,2011-01-12
39122,10.0,Egypt,EGY,1036.0,1078.0,1,CAF,2011-01-12
39099,11.0,Greece,GRE,1016.0,1016.0,0,UEFA,2011-01-12
39097,12.0,Norway,NOR,995.0,995.0,0,UEFA,2011-01-12
39096,13.0,Russia,RUS,982.0,982.0,0,UEFA,2011-01-12
39095,14.0,Italy,ITA,965.0,965.0,0,UEFA,2011-01-12
39094,15.0,Chile,CHI,950.0,950.0,0,CONMEBOL,2011-01-12
39093,16.0,Ghana,GHA,925.0,908.0,0,CAF,2011-01-12
39092,17.0,Slovenia,SVN,896.0,896.0,0,UEFA,2011-01-12
39091,18.0,USA,USA,867.0,867.0,0,CONCACAF,2011-01-12
39090,18.0,France,FRA,867.0,867.0,0,UEFA,2011-01-12
39089,20.0,Slovakia,SVK,854.0,854.0,0,UEFA,2011-01-12
39088,21.0,Côte d'Ivoire,CIV,845.0,846.0,0,CAF,2011-01-12
39123,22.0,Switzerland,SUI,841.0,841.0,0,UEFA,2011-01-12
39087,23.0,Serbia,SRB,837.0,837.0,0,UEFA,2011-01-12
39086,24.0,Paraguay,PAR,832.0,832.0,0,CONMEBOL,2011-01-12
39085,25.0,Montenegro,MNE,824.0,824.0,0,UEFA,2011-01-12
39084,26.0,Australia,AUS,796.0,815.0,0,AFC,2011-01-12
39083,27.0,Mexico,MEX,795.0,795.0,0,CONCACAF,2011-01-12
39082,28.0,Denmark,DEN,790.0,790.0,0,UEFA,2011-01-12
39081,29.0,Japan,JPN,776.0,776.0,0,AFC,2011-01-12
39080,30.0,Czechia,CZE,751.0,751.0,0,UEFA,2011-01-12
39079,31.0,Turkey,TUR,741.0,741.0,0,UEFA,2011-01-12
39098,32.0,Nigeria,NGA,730.0,725.0,0,CAF,2011-01-12
39100,33.0,Sweden,SWE,712.0,712.0,0,UEFA,2011-01-12
39121,34.0,Ukraine,UKR,702.0,702.0,0,UEFA,2011-01-12
39101,35.0,Republic of Ireland,IRL,681.0,681.0,-1,UEFA,2011-01-12
39120,36.0,Algeria,ALG,678.0,687.0,1,CAF,2011-01-12
39078,37.0,Belarus,BLR,660.0,660.0,-1,UEFA,2011-01-12
39119,38.0,Cameroon,CMR,650.0,670.0,1,CAF,2011-01-12
39118,39.0,Korea Republic,KOR,649.0,647.0,-1,AFC,2011-01-12
39117,40.0,Gabon,GAB,640.0,648.0,1,CAF,2011-01-12
39116,41.0,Hungary,HUN,632.0,632.0,-1,UEFA,2011-01-12
39115,42.0,Burkina Faso,BFA,619.0,644.0,1,CAF,2011-01-12
39114,43.0,Northern Ireland,NIR,615.0,615.0,0,UEFA,2011-01-12
39113,44.0,Tunisia,TUN,592.0,576.0,-1,CAF,2011-01-12
39112,45.0,Bosnia and Herzegovina,BIH,582.0,582.0,1,UEFA,2011-01-12
39111,46.0,Austria,AUT,569.0,569.0,0,UEFA,2011-01-12
39110,46.0,Guinea,GUI,569.0,569.0,0,CAF,2011-01-12
39109,48.0,Colombia,COL,558.0,558.0,0,CONMEBOL,2011-01-12
39108,49.0,Bulgaria,BUL,555.0,555.0,0,UEFA,2011-01-12
39107,50.0,Israel,ISR,551.0,551.0,0,UEFA,2011-01-12
39106,51.0,South Africa,RSA,550.0,550.0,0,CAF,2011-01-12
39104,52.0,Ecuador,ECU,542.0,535.0,-1,CONMEBOL,2011-01-12
39105,52.0,Scotland,SCO,542.0,542.0,0,UEFA,2011-01-12
39103,54.0,Botswana,BOT,535.0,535.0,1,CAF,2011-01-12
39102,55.0,Lithuania,LTU,532.0,532.0,0,UEFA,2011-01-12
39020,56.0,Romania,ROU,531.0,531.0,0,UEFA,2011-01-12
38995,56.0,Honduras,HON,531.0,516.0,-3,CONCACAF,2011-01-12
38996,58.0,Belgium,BEL,526.0,526.0,1,UEFA,2011-01-12
38997,59.0,Jamaica,JAM,522.0,522.0,1,CONCACAF,2011-01-12
38998,60.0,Armenia,ARM,515.0,515.0,0,UEFA,2011-01-12
38999,60.0,Venezuela,VEN,515.0,515.0,0,CONMEBOL,2011-01-12
39000,62.0,Cuba,CUB,512.0,512.0,0,CONCACAF,2011-01-12
39001,63.0,New Zealand,NZL,506.0,506.0,0,OFC,2011-01-12
39002,64.0,Albania,ALB,497.0,497.0,-1,UEFA,2011-01-12
39003,65.0,IR Iran,IRN,491.0,495.0,-1,AFC,2011-01-12
39004,66.0,Peru,PER,486.0,486.0,-2,CONMEBOL,2011-01-12
39005,67.0,Panama,PAN,475.0,501.0,3,CONCACAF,2011-01-12
39007,68.0,Mali,MLI,474.0,488.0,1,CAF,2011-01-12
39019,69.0,Costa Rica,CRC,467.0,467.0,0,CONCACAF,2011-01-12
39008,70.0,Senegal,SEN,465.0,464.0,0,CAF,2011-01-12
39009,71.0,Libya,LBY,451.0,451.0,-1,CAF,2011-01-12
39010,72.0,Poland,POL,449.0,449.0,-1,UEFA,2011-01-12
39011,72.0,Georgia,GEO,449.0,449.0,-1,UEFA,2011-01-12
39012,72.0,Benin,BEN,449.0,462.0,1,CAF,2011-01-12
39013,75.0,Cabo Verde,CPV,444.0,444.0,0,CAF,2011-01-12
39014,76.0,Latvia,LVA,440.0,440.0,-2,UEFA,2011-01-12
39015,77.0,Morocco,MAR,437.0,437.0,-2,CAF,2011-01-12
39016,78.0,Saudi Arabia,KSA,423.0,427.0,-3,AFC,2011-01-12
39017,79.0,China PR,CHN,419.0,389.0,-8,AFC,2011-01-12
39018,80.0,Finland,FIN,419.0,419.0,-3,UEFA,2011-01-12
39006,81.0,Zambia,ZAM,418.0,441.0,5,CAF,2011-01-12
38994,81.0,North Macedonia,MKD,418.0,441.0,5,UEFA,2011-01-12
38993,83.0,Uganda,UGA,416.0,429.0,3,CAF,2011-01-12
38978,84.0,Canada,CAN,411.0,411.0,0,CONCACAF,2011-01-12
38967,84.0,Moldova,MDA,411.0,411.0,0,UEFA,2011-01-12
38968,86.0,Estonia,EST,386.0,426.0,4,UEFA,2011-01-12
38969,87.0,Trinidad and Tobago,TRI,373.0,373.0,-2,CONCACAF,2011-01-12
38970,88.0,Angola,ANG,369.0,378.0,0,CAF,2011-01-12
38971,89.0,Cyprus,CYP,367.0,367.0,-1,UEFA,2011-01-12
38972,90.0,Haiti,HAI,358.0,368.0,0,CONCACAF,2011-01-12
38973,91.0,Malawi,MWI,355.0,396.0,5,CAF,2011-01-12
38974,92.0,Mozambique,MOZ,353.0,346.0,-4,CAF,2011-01-12
38975,93.0,Bahrain,BHR,351.0,351.0,0,AFC,2011-01-12
38976,94.0,Grenada,GRN,349.0,349.0,0,CONCACAF,2011-01-12
38977,94.0,Niger,NIG,349.0,349.0,0,CAF,2011-01-12
38979,96.0,Bolivia,BOL,344.0,344.0,-1,CONMEBOL,2011-01-12
38991,97.0,Azerbaijan,AZE,343.0,343.0,-1,UEFA,2011-01-12
38980,98.0,Iraq,IRQ,334.0,323.0,-3,AFC,2011-01-12
38981,99.0,Kuwait,KUW,330.0,319.0,-3,AFC,2011-01-12
38982,100.0,Sudan,SDN,314.0,366.0,8,CAF,2011-01-12
38983,101.0,Togo,TOG,313.0,313.0,-2,CAF,2011-01-12
38984,102.0,United Arab Emirates,UAE,304.0,301.0,-3,AFC,2011-01-12
38985,103.0,Antigua and Barbuda,ATG,299.0,299.0,-3,CONCACAF,2011-01-12
38986,104.0,Oman,OMA,298.0,329.0,5,AFC,2011-01-12
38988,105.0,The Gambia,GAM,290.0,325.0,5,CAF,2011-01-12
38987,105.0,Qatar,QAT,291.0,261.0,-7,AFC,2011-01-12
38989,107.0,Jordan,JOR,286.0,305.0,3,AFC,2011-01-12
38990,108.0,Uzbekistan,UZB,285.0,275.0,-1,AFC,2011-01-12
38992,109.0,Korea DPR,PRK,284.0,292.0,1,AFC,2011-01-12
39021,110.0,Syria,SYR,278.0,296.0,3,AFC,2011-01-12
39048,111.0,Guyana,GUY,275.0,275.0,2,CONCACAF,2011-01-12
39022,112.0,Central African Republic,CTA,263.0,263.0,1,CAF,2011-01-12
39052,113.0,Wales,WAL,261.0,261.0,1,UEFA,2011-01-12
39051,113.0,Iceland,ISL,261.0,261.0,1,UEFA,2011-01-12
39053,115.0,Suriname,SUR,257.0,257.0,0,CONCACAF,2011-01-12
39054,116.0,El Salvador,SLV,251.0,251.0,-1,CONCACAF,2011-01-12
39056,117.0,Zimbabwe,ZIM,247.0,247.0,-1,CAF,2011-01-12
39055,117.0,Guatemala,GUA,247.0,247.0,-1,CONCACAF,2011-01-12
39057,119.0,Thailand,THA,245.0,240.0,-1,AFC,2011-01-12
39058,120.0,Tanzania,TAN,243.0,256.0,4,CAF,2011-01-12
39059,121.0,St Kitts and Nevis,SKN,242.0,239.0,0,CONCACAF,2011-01-12
39060,122.0,Congo,CGO,239.0,239.0,0,CAF,2011-01-12
39061,123.0,Sierra Leone,SLE,233.0,224.0,-2,CAF,2011-01-12
39063,124.0,Ethiopia,ETH,231.0,231.0,0,CAF,2011-01-12
39075,125.0,Kenya,KEN,225.0,240.0,5,CAF,2011-01-12
39064,125.0,Indonesia,IDN,226.0,212.0,-2,AFC,2011-01-12
39065,127.0,Yemen,YEM,222.0,212.0,1,AFC,2011-01-12
39066,128.0,Congo DR,COD,211.0,190.0,-2,CAF,2011-01-12
39067,129.0,Dominica,DMA,196.0,196.0,0,CONCACAF,2011-01-12
39068,130.0,Barbados,BRB,187.0,187.0,-1,CONCACAF,2011-01-12
39069,131.0,Puerto Rico,PUR,184.0,184.0,-2,CONCACAF,2011-01-12
39070,132.0,Luxembourg,LUX,180.0,180.0,-2,UEFA,2011-01-12
39071,133.0,Turkmenistan,TKM,173.0,173.0,-2,AFC,2011-01-12
39073,134.0,Faroe Islands,FRO,171.0,171.0,-2,UEFA,2011-01-12
39072,134.0,Rwanda,RWA,171.0,185.0,2,CAF,2011-01-12
39074,136.0,Vietnam,VIE,167.0,167.0,-1,AFC,2011-01-12
39050,137.0,Kazakhstan,KAZ,161.0,154.0,-1,UEFA,2011-01-12
39062,138.0,Namibia,NAM,156.0,154.0,-1,CAF,2011-01-12
39049,139.0,Singapore,SGP,151.0,148.0,-1,AFC,2011-01-12
39034,140.0,Chad,CHA,147.0,147.0,-1,CAF,2011-01-12
39023,140.0,Burundi,BDI,147.0,202.0,12,CAF,2011-01-12
39024,142.0,Malaysia,MAS,145.0,128.0,-2,AFC,2011-01-12
