,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
66137,1.0,Argentina,ARG,1851.41,1843.73,0,CONMEBOL,2023-09-21
66138,2.0,France,FRA,1840.76,1843.54,0,UEFA,2023-09-21
66139,3.0,Brazil,BRA,1837.61,1828.27,0,CONMEBOL,2023-09-21
66140,4.0,England,ENG,1794.34,1797.39,0,UEFA,2023-09-21
66141,5.0,Belgium,BEL,1792.64,1788.55,0,UEFA,2023-09-21
66142,6.0,Croatia,CRO,1747.83,1742.55,0,UEFA,2023-09-21
66143,7.0,Netherlands,NED,1743.15,1731.23,0,UEFA,2023-09-21
66144,8.0,Portugal,POR,1728.58,1718.25,-1,UEFA,2023-09-21
66145,9.0,Italy,ITA,1727.37,1726.58,1,UEFA,2023-09-21
66146,10.0,Spain,ESP,1710.72,1703.45,0,UEFA,2023-09-21
66147,11.0,USA,USA,1678.71,1674.48,0,CONCACAF,2023-09-21
66148,12.0,Mexico,MEX,1661.46,1665.59,0,CONCACAF,2023-09-21
66149,13.0,Morocco,MAR,1658.32,1655.5,-1,CAF,2023-09-21
66150,14.0,Switzerland,SUI,1654.11,1661.12,1,UEFA,2023-09-21
66151,15.0,Germany,GER,1637.9,1636.32,0,UEFA,2023-09-21
66152,16.0,Colombia,COL,1629.6,1624.91,-1,CONMEBOL,2023-09-21
66153,17.0,Uruguay,URU,1626.51,1633.13,1,CONMEBOL,2023-09-21
66154,18.0,Denmark,DEN,1606.84,1597.37,-1,UEFA,2023-09-21
66155,19.0,Japan,JPN,1605.2,1595.96,-1,AFC,2023-09-21
66134,20.0,Senegal,SEN,1597.01,1612.61,2,CAF,2023-09-21
66133,21.0,IR Iran,IRN,1561.26,1556.59,-1,AFC,2023-09-21
66158,22.0,Peru,PER,1551.91,1561.2,1,CONMEBOL,2023-09-21
66132,23.0,Sweden,SWE,1538.84,1547.11,0,UEFA,2023-09-21
66120,24.0,Ukraine,UKR,1538.42,1541.25,0,UEFA,2023-09-21
66111,25.0,Austria,AUT,1537.36,1528.06,-4,UEFA,2023-09-21
66112,26.0,Korea Republic,KOR,1533.01,1529.3,-2,AFC,2023-09-21
66113,27.0,Australia,AUS,1531.72,1530.45,0,AFC,2023-09-21
66114,28.0,Serbia,SRB,1529.49,1539.03,3,UEFA,2023-09-21
66115,29.0,Tunisia,TUN,1525.23,1516.66,-2,CAF,2023-09-21
66116,30.0,Poland,POL,1524.61,1536.99,4,UEFA,2023-09-21
66117,31.0,Scotland,SCO,1522.67,1520.24,1,UEFA,2023-09-21
