,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
14973,1.0,Brazil,BRA,821.0,818.0,0,CONMEBOL,2000-12-20
14974,2.0,France,FRA,801.0,801.0,0,UEFA,2000-12-20
14975,3.0,Argentina,ARG,773.0,762.0,0,CONMEBOL,2000-12-20
14986,4.0,Italy,ITA,742.0,746.0,-1,UEFA,2000-12-20
14984,5.0,Czechia,CZE,742.0,748.0,1,UEFA,2000-12-20
14971,6.0,Portugal,POR,738.0,740.0,-1,UEFA,2000-12-20
14856,7.0,Spain,ESP,735.0,742.0,1,UEFA,2000-12-20
14855,8.0,Netherlands,NED,709.0,711.0,-2,UEFA,2000-12-20
14854,9.0,Yugoslavia,YUG,707.0,712.0,0,UEFA,2000-12-20
14853,10.0,Paraguay,PAR,707.0,694.0,-2,CONMEBOL,2000-12-20
14852,11.0,Germany,GER,705.0,715.0,3,UEFA,2000-12-20
14851,12.0,Mexico,MEX,693.0,696.0,1,CONCACAF,2000-12-20
14850,13.0,Romania,ROU,683.0,685.0,0,UEFA,2000-12-20
14849,14.0,Norway,NOR,675.0,684.0,0,UEFA,2000-12-20
14848,15.0,Colombia,COL,672.0,674.0,0,CONMEBOL,2000-12-20
14847,16.0,USA,USA,659.0,648.0,-2,CONCACAF,2000-12-20
14846,17.0,England,ENG,657.0,667.0,1,UEFA,2000-12-20
14845,18.0,Croatia,CRO,656.0,667.0,1,UEFA,2000-12-20
14844,19.0,Chile,CHI,639.0,642.0,0,CONMEBOL,2000-12-20
14843,20.0,South Africa,RSA,635.0,631.0,-3,CAF,2000-12-20
14842,21.0,Russia,RUS,634.0,636.0,0,UEFA,2000-12-20
14841,22.0,Denmark,DEN,625.0,626.0,-2,UEFA,2000-12-20
14985,23.0,Sweden,SWE,625.0,632.0,1,UEFA,2000-12-20
14840,24.0,Slovakia,SVK,614.0,608.0,-3,UEFA,2000-12-20
14839,25.0,Scotland,SCO,613.0,637.0,5,UEFA,2000-12-20
14838,26.0,Tunisia,TUN,611.0,613.0,1,CAF,2000-12-20
14837,27.0,Belgium,BEL,610.0,611.0,1,UEFA,2000-12-20
14836,28.0,Morocco,MAR,602.0,606.0,0,CAF,2000-12-20
14857,29.0,Trinidad and Tobago,TRI,600.0,597.0,-1,CONCACAF,2000-12-20
14859,30.0,Turkey,TUR,599.0,606.0,1,UEFA,2000-12-20
14882,31.0,Republic of Ireland,IRL,596.0,588.0,-2,UEFA,2000-12-20
14860,32.0,Uruguay,URU,590.0,585.0,-4,CONMEBOL,2000-12-20
14881,33.0,Egypt,EGY,589.0,589.0,1,CAF,2000-12-20
