,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
66836,1.0,Argentina,ARG,1855.2,1855.2,0,CONMEBOL,2023-12-21
66759,2.0,France,FRA,1845.44,1845.44,0,UEFA,2023-12-21
66678,3.0,England,ENG,1800.05,1800.05,0,UEFA,2023-12-21
66700,4.0,Belgium,BEL,1798.46,1798.46,0,UEFA,2023-12-21
66699,5.0,Brazil,BRA,1784.09,1784.09,0,CONMEBOL,2023-12-21
66698,6.0,Netherlands,NED,1745.48,1745.48,0,UEFA,2023-12-21
66697,7.0,Portugal,POR,1745.06,1745.06,0,UEFA,2023-12-21
66696,8.0,Spain,ESP,1732.64,1732.64,0,UEFA,2023-12-21
66695,9.0,Italy,ITA,1718.82,1718.82,0,UEFA,2023-12-21
66694,10.0,Croatia,CRO,1717.57,1717.57,0,UEFA,2023-12-21
66693,11.0,Uruguay,URU,1665.99,1665.99,0,CONMEBOL,2023-12-21
66692,12.0,USA,USA,1665.27,1665.27,0,CONCACAF,2023-12-21
66702,13.0,Morocco,MAR,1661.69,1661.69,0,CAF,2023-12-21
66691,14.0,Colombia,COL,1655.29,1651.2,-1,CONMEBOL,2023-12-21
66689,15.0,Mexico,MEX,1652.7,1655.21,1,CONCACAF,2023-12-21
66688,16.0,Germany,GER,1631.22,1631.22,0,UEFA,2023-12-21
66687,17.0,Japan,JPN,1620.19,1620.19,0,AFC,2023-12-21
66686,18.0,Switzerland,SUI,1613.44,1613.44,0,UEFA,2023-12-21
66685,19.0,Denmark,DEN,1601.31,1601.31,0,UEFA,2023-12-21
66684,20.0,Senegal,SEN,1594.31,1594.31,0,CAF,2023-12-21
66683,21.0,IR Iran,IRN,1565.08,1565.08,0,AFC,2023-12-21
66682,22.0,Ukraine,UKR,1553.35,1553.35,0,UEFA,2023-12-21
66681,23.0,Korea Republic,KOR,1550.65,1550.65,0,AFC,2023-12-21
66680,24.0,Austria,AUT,1546.1,1546.1,0,UEFA,2023-12-21
66690,25.0,Australia,AUS,1539.22,1539.22,0,AFC,2023-12-21
66703,26.0,Sweden,SWE,1530.19,1530.19,0,UEFA,2023-12-21
66704,27.0,Hungary,HUN,1525.13,1525.13,0,UEFA,2023-12-21
66705,28.0,Tunisia,TUN,1523.23,1523.23,0,CAF,2023-12-21
66728,29.0,Wales,WAL,1521.88,1521.88,0,UEFA,2023-12-21
66727,30.0,Algeria,ALG,1520.26,1520.26,0,CAF,2023-12-21
66726,31.0,Poland,POL,1520.24,1520.24,0,UEFA,2023-12-21
66725,32.0,Ecuador,ECU,1519.2,1519.2,0,CONMEBOL,2023-12-21
66724,33.0,Egypt,EGY,1518.91,1518.91,0,CAF,2023-12-21
66723,34.0,Serbia,SRB,1517.43,1517.43,0,UEFA,2023-12-21
66722,35.0,Peru,PER,1512.68,1512.68,0,CONMEBOL,2023-12-21
66721,36.0,Scotland,SCO,1506.89,1506.89,0,UEFA,2023-12-21
66720,37.0,Turkey,TUR,1505.28,1505.28,0,UEFA,2023-12-21
66719,38.0,Russia,RUS,1498.84,1498.84,0,UEFA,2023-12-21
66718,39.0,Czechia,CZE,1494.04,1494.04,0,UEFA,2023-12-21
66717,40.0,Chile,CHI,1489.82,1489.82,0,CONMEBOL,2023-12-21
66716,41.0,Panama,PAN,1475.62,1475.62,0,CONCACAF,2023-12-21
66715,42.0,Nigeria,NGA,1474.44,1474.44,0,CAF,2023-12-21
66714,43.0,Romania,ROU,1472.73,1472.73,0,UEFA,2023-12-21
66713,44.0,Norway,NOR,1472.36,1472.36,0,UEFA,2023-12-21
66712,45.0,Slovakia,SVK,1465.73,1465.73,0,UEFA,2023-12-21
66711,46.0,Cameroon,CMR,1463.06,1463.06,0,CAF,2023-12-21
66710,47.0,Greece,GRE,1453.95,1453.95,0,UEFA,2023-12-21
66709,48.0,Canada,CAN,1453.76,1453.76,0,CONCACAF,2023-12-21
66708,49.0,Côte d'Ivoire,CIV,1447.65,1447.65,-1,CAF,2023-12-21
66707,50.0,Venezuela,VEN,1447.2,1448.77,1,CONMEBOL,2023-12-21
66706,51.0,Mali,MLI,1445.6,1445.6,0,CAF,2023-12-21
66679,52.0,Costa Rica,CRC,1437.57,1437.57,0,CONCACAF,2023-12-21
66729,53.0,Paraguay,PAR,1430.73,1430.73,0,CONMEBOL,2023-12-21
66677,54.0,Slovenia,SVN,1427.84,1427.84,0,UEFA,2023-12-21
66654,55.0,Jamaica,JAM,1421.54,1421.54,0,CONCACAF,2023-12-21
66649,56.0,Saudi Arabia,KSA,1421.06,1421.06,0,AFC,2023-12-21
66647,57.0,Burkina Faso,BFA,1411.01,1411.01,0,CAF,2023-12-21
66646,58.0,Qatar,QAT,1407.3,1407.3,0,AFC,2023-12-21
66645,59.0,Finland,FIN,1401.31,1401.31,0,UEFA,2023-12-21
66644,60.0,Republic of Ireland,IRL,1399.6,1399.6,0,UEFA,2023-12-21
66643,61.0,Ghana,GHA,1384.19,1384.19,0,CAF,2023-12-21
66642,62.0,Albania,ALB,1382.69,1382.69,0,UEFA,2023-12-21
66638,63.0,Iraq,IRQ,1365.98,1365.98,0,AFC,2023-12-21
66641,64.0,United Arab Emirates,UAE,1364.46,1364.46,0,AFC,2023-12-21
66640,65.0,North Macedonia,MKD,1362.17,1362.17,0,UEFA,2023-12-21
66639,66.0,South Africa,RSA,1357.08,1357.08,0,CAF,2023-12-21
66650,67.0,Congo DR,COD,1356.66,1356.66,0,CAF,2023-12-21
66637,68.0,Uzbekistan,UZB,1345.26,1345.26,0,AFC,2023-12-21
66628,69.0,Bosnia and Herzegovina,BIH,1343.32,1343.32,0,UEFA,2023-12-21
66629,70.0,Montenegro,MNE,1342.64,1342.64,0,UEFA,2023-12-21
66630,71.0,Iceland,ISL,1338.39,1338.39,0,UEFA,2023-12-21
66636,72.0,Northern Ireland,NIR,1333.17,1333.17,0,UEFA,2023-12-21
66632,73.0,Cabo Verde,CPV,1329.8,1329.8,0,CAF,2023-12-21
66633,74.0,Oman,OMA,1324.89,1324.89,0,AFC,2023-12-21
66634,75.0,Israel,ISR,1323.43,1323.43,0,UEFA,2023-12-21
66631,76.0,Honduras,HON,1313.8,1313.8,0,CONCACAF,2023-12-21
66635,77.0,Georgia,GEO,1312.45,1312.45,0,UEFA,2023-12-21
66648,78.0,El Salvador,SLV,1306.14,1306.14,0,CONCACAF,2023-12-21
66651,79.0,China PR,CHN,1299.49,1299.49,0,AFC,2023-12-21
66664,80.0,Guinea,GUI,1290.01,1290.01,0,CAF,2023-12-21
66653,81.0,Bulgaria,BUL,1289.9,1289.9,0,UEFA,2023-12-21
66675,82.0,Gabon,GAB,1289.52,1289.52,0,CAF,2023-12-21
66674,83.0,Luxembourg,LUX,1285.41,1285.41,0,UEFA,2023-12-21
66673,84.0,Zambia,ZAM,1284.56,1284.56,0,CAF,2023-12-21
66672,85.0,Bolivia,BOL,1284.55,1284.55,0,CONMEBOL,2023-12-21
66671,86.0,Bahrain,BHR,1277.29,1277.29,0,AFC,2023-12-21
66670,87.0,Jordan,JOR,1272.63,1272.63,0,AFC,2023-12-21
66669,88.0,Equatorial Guinea,EQG,1268.43,1268.43,0,CAF,2023-12-21
66668,89.0,Haiti,HAI,1262.5,1262.5,0,CONCACAF,2023-12-21
66667,90.0,Curacao,CUW,1262.48,1262.48,0,CONCACAF,2023-12-21
66652,91.0,Syria,SYR,1245.27,1245.27,0,AFC,2023-12-21
66666,92.0,Uganda,UGA,1245.08,1245.08,0,CAF,2023-12-21
66665,93.0,Armenia,ARM,1237.15,1237.15,0,UEFA,2023-12-21
66663,94.0,Vietnam,VIE,1235.58,1235.58,0,AFC,2023-12-21
66662,95.0,Belarus,BLR,1232.8,1232.8,0,UEFA,2023-12-21
66661,96.0,Trinidad and Tobago,TRI,1228.05,1228.05,0,CONCACAF,2023-12-21
66660,97.0,Benin,BEN,1225.1,1225.1,0,CAF,2023-12-21
66659,98.0,Kyrgyz Republic,KGZ,1224.14,1224.14,0,AFC,2023-12-21
66658,99.0,Palestine,PLE,1217.6,1217.6,0,AFC,2023-12-21
66657,100.0,Kazakhstan,KAZ,1215.16,1215.16,0,UEFA,2023-12-21
66656,101.0,Kosovo,KOS,1202.77,1202.77,0,UEFA,2023-12-21
66655,102.0,India,IND,1200.8,1200.8,0,AFC,2023-12-21
66676,103.0,Guinea-Bissau,GNB,1197.83,1197.83,0,CAF,2023-12-21
66701,104.0,New Zealand,NZL,1197.47,1197.47,0,OFC,2023-12-21
66730,105.0,Mauritania,MTN,1195.25,1195.25,0,CAF,2023-12-21
66783,106.0,Tajikistan,TJK,1195.07,1195.07,0,AFC,2023-12-21
66732,107.0,Lebanon,LBN,1192.58,1192.58,0,AFC,2023-12-21
66807,108.0,Guatemala,GUA,1189.98,1189.98,0,CONCACAF,2023-12-21
66806,109.0,Madagascar,MAD,1187.63,1187.63,0,CAF,2023-12-21
66805,110.0,Kenya,KEN,1181.92,1181.92,0,CAF,2023-12-21
66804,111.0,Mozambique,MOZ,1180.72,1180.72,0,CAF,2023-12-21
66803,112.0,Congo,CGO,1179.8,1179.8,0,CAF,2023-12-21
66802,113.0,Thailand,THA,1176.75,1176.75,0,AFC,2023-12-21
66801,114.0,Azerbaijan,AZE,1174.22,1174.22,0,UEFA,2023-12-21
66800,115.0,Namibia,NAM,1168.38,1168.38,0,CAF,2023-12-21
66799,116.0,Korea DPR,PRK,1168.12,1168.12,0,AFC,2023-12-21
66798,117.0,Angola,ANG,1168.05,1168.05,0,CAF,2023-12-21
66808,118.0,Togo,TOG,1165.74,1165.74,0,CAF,2023-12-21
66797,119.0,Comoros,COM,1156.45,1156.45,0,CAF,2023-12-21
66795,120.0,Libya,LBY,1155.23,1155.23,0,CAF,2023-12-21
66794,121.0,Tanzania,TAN,1155.19,1155.19,0,CAF,2023-12-21
66793,122.0,Estonia,EST,1149.7,1149.7,0,UEFA,2023-12-21
66792,123.0,Malawi,MWI,1149.4,1149.4,0,CAF,2023-12-21
66791,124.0,Zimbabwe,ZIM,1144.56,1144.56,0,CAF,2023-12-21
66790,125.0,Cyprus,CYP,1143.42,1143.42,0,UEFA,2023-12-21
66789,126.0,The Gambia,GAM,1140.06,1140.06,0,CAF,2023-12-21
66788,127.0,Sierra Leone,SLE,1138.53,1138.53,0,CAF,2023-12-21
66787,128.0,Sudan,SDN,1128.74,1128.74,0,CAF,2023-12-21
66786,129.0,Niger,NIG,1127.75,1127.75,0,CAF,2023-12-21
66796,130.0,Malaysia,MAS,1122.87,1122.87,0,AFC,2023-12-21
66809,131.0,Central African Republic,CTA,1121.34,1121.34,0,CAF,2023-12-21
66810,132.0,Solomon Islands,SOL,1113.57,1112.2,0,OFC,2023-12-21
66811,133.0,Rwanda,RWA,1107.04,1107.04,0,CAF,2023-12-21
66834,134.0,Nicaragua,NCA,1104.26,1104.26,0,CONCACAF,2023-12-21
66833,135.0,Faroe Islands,FRO,1102.1,1102.1,0,UEFA,2023-12-21
66832,136.0,Kuwait,KUW,1098.07,1098.07,0,AFC,2023-12-21
66831,137.0,Latvia,LVA,1097.84,1097.84,0,UEFA,2023-12-21
66830,138.0,Lithuania,LTU,1086.93,1086.93,0,UEFA,2023-12-21
66829,139.0,Burundi,BDI,1086.62,1086.62,0,CAF,2023-12-21
66828,140.0,Philippines,PHI,1086.17,1086.17,0,AFC,2023-12-21
66827,141.0,Turkmenistan,TKM,1078.25,1078.25,0,AFC,2023-12-21
66826,142.0,Antigua and Barbuda,ATG,1072.66,1072.66,0,CONCACAF,2023-12-21
66825,143.0,Suriname,SUR,1071.85,1071.85,0,CONCACAF,2023-12-21
66824,144.0,Ethiopia,ETH,1068.79,1068.79,0,CAF,2023-12-21
66823,145.0,Botswana,BOT,1064.5,1064.5,0,CAF,2023-12-21
66822,146.0,Indonesia,IDN,1064.01,1064.01,0,AFC,2023-12-21
66821,147.0,St Kitts and Nevis,SKN,1057.05,1057.05,0,CONCACAF,2023-12-21
66820,148.0,Lesotho,LES,1047.27,1047.27,0,CAF,2023-12-21
66819,149.0,Eswatini,SWZ,1045.88,1045.88,0,CAF,2023-12-21
66818,150.0,Hong Kong,HKG,1042.93,1042.93,0,AFC,2023-12-21
66817,151.0,Dominican Republic,DOM,1040.77,1040.77,0,CONCACAF,2023-12-21
66816,152.0,Yemen,YEM,1027.94,1027.94,0,AFC,2023-12-21
66815,153.0,Liberia,LBR,1024.11,1024.11,0,CAF,2023-12-21
66814,154.0,Chinese Taipei,TPE,1023.93,1023.93,0,AFC,2023-12-21
66813,155.0,Moldova,MDA,1022.6,1022.6,0,UEFA,2023-12-21
66812,156.0,Singapore,SGP,1020.5,1020.5,0,AFC,2023-12-21
66785,157.0,Guyana,GUY,1018.14,1018.14,0,CONCACAF,2023-12-21
66835,158.0,Afghanistan,AFG,1017.68,1017.68,0,AFC,2023-12-21
66784,159.0,New Caledonia,NCL,1008.92,1004.76,-1,OFC,2023-12-21
66782,160.0,Puerto Rico,PUR,1007.19,1007.19,1,CONCACAF,2023-12-21
66754,161.0,Maldives,MDV,1003.48,1003.48,0,AFC,2023-12-21
66753,162.0,Myanmar,MYA,1000.46,1000.46,0,AFC,2023-12-21
66752,163.0,Tahiti,TAH,999.48,994.97,-1,OFC,2023-12-21
66751,164.0,Andorra,AND,998.0,998.0,1,UEFA,2023-12-21
66750,165.0,Papua New Guinea,PNG,990.61,991.01,0,OFC,2023-12-21
66749,166.0,South Sudan,SSD,989.29,989.29,0,CAF,2023-12-21
66748,167.0,St Lucia,LCA,988.67,988.67,0,CONCACAF,2023-12-21
66747,168.0,Fiji,FIJ,981.26,980.62,-2,OFC,2023-12-21
66746,169.0,Cuba,CUB,980.65,980.65,0,CONCACAF,2023-12-21
66745,170.0,Vanuatu,VAN,980.33,985.26,2,OFC,2023-12-21
66755,171.0,Bermuda,BER,972.36,972.36,0,CONCACAF,2023-12-21
66744,172.0,Malta,MLT,967.29,967.29,0,UEFA,2023-12-21
66742,173.0,St Vincent and the Grenadines,VIN,953.47,953.47,0,CONCACAF,2023-12-21
66741,174.0,Grenada,GRN,950.99,950.99,0,CONCACAF,2023-12-21
66740,175.0,Nepal,NEP,948.05,948.05,0,AFC,2023-12-21
66739,176.0,Montserrat,MSR,946.08,946.08,0,CONCACAF,2023-12-21
66738,177.0,Mauritius,MRI,944.95,944.95,0,CAF,2023-12-21
66737,178.0,Barbados,BRB,943.8,943.8,0,CONCACAF,2023-12-21
66736,179.0,Cambodia,CAM,931.47,931.47,0,AFC,2023-12-21
66735,180.0,Dominica,DMA,922.25,922.25,0,CONCACAF,2023-12-21
66837,181.0,Chad,CHA,920.37,920.37,0,CAF,2023-12-21
66838,182.0,Belize,BLZ,918.68,918.68,0,CONCACAF,2023-12-21
66731,183.0,Bangladesh,BAN,916.75,916.75,0,AFC,2023-12-21
66760,184.0,Bhutan,BHU,913.02,913.02,0,AFC,2023-12-21
66761,185.0,Cook Islands,COK,897.3,901.9,0,OFC,2023-12-21
66762,186.0,Samoa,SAM,896.78,896.28,-1,OFC,2023-12-21
66763,187.0,Macau,MAC,896.62,896.62,1,AFC,2023-12-21
66764,188.0,American Samoa,ASA,890.97,893.67,0,OFC,2023-12-21
66765,189.0,Laos,LAO,889.62,889.62,0,AFC,2023-12-21
66766,190.0,Mongolia,MNG,889.16,889.16,0,AFC,2023-12-21
66767,191.0,Sao Tome and Principe,STP,888.94,888.94,0,CAF,2023-12-21
66768,192.0,Djibouti,DJI,881.18,881.18,0,CAF,2023-12-21
66769,193.0,Aruba,ARU,879.32,879.32,0,CONCACAF,2023-12-21
66770,194.0,Brunei Darussalam,BRU,870.63,870.63,0,AFC,2023-12-21
66771,195.0,Pakistan,PAK,856.54,856.54,0,AFC,2023-12-21
66772,196.0,Tonga,TGA,856.18,853.49,0,OFC,2023-12-21
66773,197.0,Cayman Islands,CAY,851.19,851.19,0,CONCACAF,2023-12-21
66774,198.0,Somalia,SOM,845.66,845.66,0,CAF,2023-12-21
66775,199.0,Seychelles,SEY,845.53,845.53,0,CAF,2023-12-21
66776,200.0,Timor-Leste,TLS,843.4,843.4,0,AFC,2023-12-21
66777,201.0,Gibraltar,GIB,840.8,840.8,0,UEFA,2023-12-21
66778,202.0,Bahamas,BAH,835.81,835.81,0,CONCACAF,2023-12-21
66779,203.0,Liechtenstein,LIE,833.01,833.01,0,UEFA,2023-12-21
66780,204.0,Sri Lanka,SRI,822.03,822.03,0,AFC,2023-12-21
66781,205.0,Guam,GUM,821.91,821.91,0,AFC,2023-12-21
66758,206.0,Turks and Caicos Islands,TCA,818.57,818.57,0,CONCACAF,2023-12-21
66757,207.0,British Virgin Islands,VGB,807.57,807.57,0,CONCACAF,2023-12-21
66756,208.0,US Virgin Islands,VIR,796.78,796.78,0,CONCACAF,2023-12-21
66743,209.0,Anguilla,AIA,785.69,785.69,0,CONCACAF,2023-12-21
66733,210.0,San Marino,SMR,741.61,741.61,0,UEFA,2023-12-21
66734,,Eritrea,ERI,855.56,0.0,0,CAF,2023-12-21
