,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
26550,1.0,Brazil,BRA,840.0,839.0,0,CONMEBOL,2005-10-17
26514,2.0,Netherlands,NED,797.0,785.0,0,UEFA,2005-10-17
26420,3.0,Czechia,CZE,783.0,777.0,-1,UEFA,2005-10-17
26419,4.0,Argentina,ARG,778.0,778.0,1,CONMEBOL,2005-10-17
26418,5.0,France,FRA,776.0,770.0,-1,UEFA,2005-10-17
26417,6.0,Mexico,MEX,769.0,771.0,1,CONCACAF,2005-10-17
26416,7.0,USA,USA,768.0,768.0,0,CONCACAF,2005-10-17
26415,8.0,Spain,ESP,764.0,750.0,0,UEFA,2005-10-17
26413,9.0,Portugal,POR,754.0,743.0,0,UEFA,2005-10-17
26414,9.0,England,ENG,754.0,738.0,-2,UEFA,2005-10-17
26412,11.0,Turkey,TUR,743.0,731.0,-1,UEFA,2005-10-17
26411,12.0,Italy,ITA,736.0,725.0,-1,UEFA,2005-10-17
26410,13.0,Sweden,SWE,733.0,740.0,3,UEFA,2005-10-17
26409,14.0,Denmark,DEN,730.0,721.0,0,UEFA,2005-10-17
26408,15.0,Germany,GER,712.0,718.0,0,UEFA,2005-10-17
26407,16.0,Japan,JPN,711.0,716.0,0,AFC,2005-10-17
26406,17.0,Uruguay,URU,709.0,680.0,-8,CONMEBOL,2005-10-17
26405,18.0,Greece,GRE,706.0,699.0,-2,UEFA,2005-10-17
26404,19.0,Croatia,CRO,702.0,686.0,-5,UEFA,2005-10-17
26403,20.0,Costa Rica,CRC,700.0,700.0,1,CONCACAF,2005-10-17
26402,21.0,IR Iran,IRN,699.0,702.0,3,AFC,2005-10-17
26401,21.0,Republic of Ireland,IRL,699.0,694.0,0,UEFA,2005-10-17
26423,23.0,Poland,POL,691.0,705.0,6,UEFA,2005-10-17
26422,23.0,Nigeria,NGA,691.0,672.0,-6,CAF,2005-10-17
26421,23.0,Colombia,COL,691.0,677.0,-3,CONMEBOL,2005-10-17
26400,23.0,Cameroon,CMR,691.0,688.0,1,CAF,2005-10-17
26424,27.0,Tunisia,TUN,689.0,687.0,4,CAF,2005-10-17
26446,28.0,Romania,ROU,681.0,660.0,-4,UEFA,2005-10-17
26445,29.0,Korea Republic,KOR,680.0,677.0,3,AFC,2005-10-17
26444,30.0,Russia,RUS,671.0,669.0,0,UEFA,2005-10-17
26443,31.0,Saudi Arabia,KSA,670.0,675.0,3,AFC,2005-10-17
26442,32.0,Egypt,EGY,667.0,662.0,1,CAF,2005-10-17
26441,33.0,Paraguay,PAR,664.0,656.0,-1,CONMEBOL,2005-10-17
26440,34.0,Senegal,SEN,663.0,652.0,-1,CAF,2005-10-17
26439,35.0,Morocco,MAR,659.0,649.0,-1,CAF,2005-10-17
26438,36.0,Ecuador,ECU,655.0,658.0,3,CONMEBOL,2005-10-17
26437,37.0,Norway,NOR,653.0,647.0,0,UEFA,2005-10-17
26447,38.0,Switzerland,SUI,644.0,643.0,0,UEFA,2005-10-17
26436,39.0,Ukraine,UKR,636.0,636.0,0,UEFA,2005-10-17
26398,40.0,Jamaica,JAM,626.0,623.0,-1,CONCACAF,2005-10-17
26434,40.0,Honduras,HON,626.0,620.0,-3,CONCACAF,2005-10-17
26432,42.0,Serbia and Montenegro,SCG,623.0,601.0,-6,UEFA,2005-10-17
26431,43.0,Israel,ISR,622.0,616.0,-1,UEFA,2005-10-17
26430,44.0,Finland,FIN,619.0,629.0,4,UEFA,2005-10-17
26429,45.0,Slovakia,SVK,618.0,613.0,0,UEFA,2005-10-17
26551,46.0,South Africa,RSA,616.0,622.0,4,CAF,2005-10-17
26428,46.0,Bulgaria,BUL,616.0,613.0,1,UEFA,2005-10-17
26427,48.0,Côte d'Ivoire,CIV,611.0,593.0,-2,CAF,2005-10-17
26426,49.0,Belgium,BEL,606.0,608.0,2,UEFA,2005-10-17
26425,49.0,Togo,TOG,606.0,585.0,-5,CAF,2005-10-17
26399,51.0,Ghana,GHA,599.0,566.0,-11,CAF,2005-10-17
26435,52.0,Zimbabwe,ZIM,598.0,598.0,3,CAF,2005-10-17
26397,53.0,Trinidad and Tobago,TRI,596.0,577.0,-3,CONCACAF,2005-10-17
26386,54.0,Australia,AUS,594.0,593.0,4,AFC,2005-10-17
26369,55.0,Bahrain,BHR,593.0,588.0,2,AFC,2005-10-17
26367,56.0,Guatemala,GUA,582.0,571.0,-1,CONCACAF,2005-10-17
26366,57.0,Uzbekistan,UZB,581.0,571.0,0,AFC,2005-10-17
26364,58.0,Zambia,ZAM,576.0,563.0,-6,CAF,2005-10-17
26365,58.0,Mali,MLI,576.0,578.0,3,CAF,2005-10-17
26363,60.0,Angola,ANG,573.0,562.0,-5,CAF,2005-10-17
