,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
41085,1.0,Spain,ESP,1564.0,1624.0,0,UEFA,2011-11-23
41086,2.0,Netherlands,NED,1365.0,1425.0,0,UEFA,2011-11-23
41087,3.0,Germany,GER,1345.0,1352.0,0,UEFA,2011-11-23
41088,4.0,Uruguay,URU,1309.0,1230.0,0,CONMEBOL,2011-11-23
41089,5.0,England,ENG,1173.0,1101.0,-2,UEFA,2011-11-23
41090,6.0,Brazil,BRA,1143.0,1144.0,1,CONMEBOL,2011-11-23
41091,7.0,Portugal,POR,1100.0,1044.0,-1,UEFA,2011-11-23
41092,8.0,Croatia,CRO,1091.0,1015.0,-4,UEFA,2011-11-23
41093,9.0,Italy,ITA,1082.0,1135.0,3,UEFA,2011-11-23
41095,10.0,Argentina,ARG,1067.0,1030.0,0,CONMEBOL,2011-11-23
41105,11.0,Denmark,DEN,1035.0,1030.0,1,UEFA,2011-11-23
41096,12.0,Russia,RUS,971.0,975.0,-1,UEFA,2011-11-23
41097,13.0,Chile,CHI,970.0,941.0,-3,CONMEBOL,2011-11-23
41098,14.0,Greece,GRE,964.0,1044.0,6,UEFA,2011-11-23
41099,15.0,France,FRA,915.0,953.0,0,UEFA,2011-11-23
41100,16.0,Côte d'Ivoire,CIV,912.0,898.0,-3,CAF,2011-11-23
41101,17.0,Switzerland,SUI,898.0,920.0,-1,UEFA,2011-11-23
41102,18.0,Sweden,SWE,891.0,955.0,4,UEFA,2011-11-23
41103,19.0,Japan,JPN,884.0,924.0,2,AFC,2011-11-23
41094,20.0,Mexico,MEX,866.0,860.0,-2,CONCACAF,2011-11-23
41106,21.0,Republic of Ireland,IRL,864.0,812.0,-4,UEFA,2011-11-23
41107,22.0,Australia,AUS,851.0,868.0,2,AFC,2011-11-23
41108,23.0,Bosnia and Herzegovina,BIH,838.0,864.0,2,UEFA,2011-11-23
41129,24.0,Paraguay,PAR,795.0,785.0,-4,CONMEBOL,2011-11-23
41083,25.0,Norway,NOR,788.0,838.0,1,UEFA,2011-11-23
41128,26.0,Slovenia,SVN,780.0,787.0,-1,UEFA,2011-11-23
41127,27.0,Serbia,SRB,775.0,854.0,4,UEFA,2011-11-23
41126,28.0,Turkey,TUR,769.0,803.0,2,UEFA,2011-11-23
