,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
50075,1.0,Germany,GER,1775.0,1687.0,0,UEFA,2015-06-04
50074,2.0,Belgium,BEL,1509.0,1457.0,-1,UEFA,2015-06-04
50073,3.0,Argentina,ARG,1496.0,1494.0,1,CONMEBOL,2015-06-04
50072,4.0,Colombia,COL,1435.0,1412.0,0,CONMEBOL,2015-06-04
50071,5.0,Brazil,BRA,1392.0,1372.0,0,CONMEBOL,2015-06-04
50070,6.0,Netherlands,NED,1378.0,1301.0,0,UEFA,2015-06-04
50069,7.0,Portugal,POR,1229.0,1221.0,0,UEFA,2015-06-04
50077,8.0,Uruguay,URU,1183.0,1176.0,0,CONMEBOL,2015-06-04
50068,9.0,France,FRA,1164.0,1127.0,-2,UEFA,2015-06-04
50066,10.0,Spain,ESP,1147.0,1132.0,0,UEFA,2015-06-04
50065,11.0,Switzerland,SUI,1146.0,1135.0,2,UEFA,2015-06-04
50064,12.0,Romania,ROU,1115.0,1086.0,0,UEFA,2015-06-04
50063,13.0,Italy,ITA,1101.0,1085.0,0,UEFA,2015-06-04
50062,14.0,Costa Rica,CRC,1056.0,1016.0,-1,CONCACAF,2015-06-04
50061,15.0,England,ENG,1051.0,1030.0,1,UEFA,2015-06-04
50060,16.0,Czechia,CZE,1036.0,923.0,-2,UEFA,2015-06-04
50059,17.0,Slovakia,SVK,1012.0,920.0,-2,UEFA,2015-06-04
50067,18.0,Croatia,CRO,992.0,977.0,1,UEFA,2015-06-04
50078,19.0,Chile,CHI,989.0,1002.0,3,CONMEBOL,2015-06-04
50079,20.0,Austria,AUT,946.0,891.0,-5,UEFA,2015-06-04
50080,21.0,Algeria,ALG,941.0,917.0,1,CAF,2015-06-04
50099,22.0,Wales,WAL,929.0,916.0,1,UEFA,2015-06-04
50098,23.0,Mexico,MEX,926.0,908.0,1,CONCACAF,2015-06-04
50097,24.0,Côte d'Ivoire,CIV,916.0,907.0,1,CAF,2015-06-04
50096,25.0,Greece,GRE,899.0,900.0,1,UEFA,2015-06-04
50095,26.0,Russia,RUS,833.0,828.0,-1,UEFA,2015-06-04
50094,27.0,USA,USA,823.0,825.0,-1,CONCACAF,2015-06-04
50093,28.0,Scotland,SCO,818.0,796.0,-2,UEFA,2015-06-04
50092,29.0,Tunisia,TUN,808.0,793.0,-2,CAF,2015-06-04
50057,29.0,Denmark,DEN,808.0,808.0,0,UEFA,2015-06-04
50091,31.0,Ecuador,ECU,806.0,762.0,-3,CONMEBOL,2015-06-04
50090,32.0,Bosnia and Herzegovina,BIH,802.0,783.0,0,UEFA,2015-06-04
50089,32.0,Poland,POL,802.0,753.0,-3,UEFA,2015-06-04
50088,34.0,Ghana,GHA,800.0,833.0,8,CAF,2015-06-04
50087,35.0,Ukraine,UKR,784.0,772.0,2,UEFA,2015-06-04
