,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
45144,1.0,Spain,ESP,1614.0,1538.0,0,UEFA,2013-06-06
45143,2.0,Germany,GER,1416.0,1428.0,0,UEFA,2013-06-06
45142,3.0,Argentina,ARG,1287.0,1296.0,0,CONMEBOL,2013-06-06
45141,4.0,Croatia,CRO,1222.0,1191.0,0,UEFA,2013-06-06
45145,5.0,Netherlands,NED,1158.0,1093.0,-4,UEFA,2013-06-06
45062,6.0,Portugal,POR,1137.0,1163.0,1,UEFA,2013-06-06
44999,7.0,Colombia,COL,1123.0,1154.0,1,CONMEBOL,2013-06-06
45083,8.0,Italy,ITA,1097.0,1117.0,0,UEFA,2013-06-06
45082,9.0,England,ENG,1095.0,1135.0,2,UEFA,2013-06-06
45081,10.0,Ecuador,ECU,1066.0,1058.0,0,CONMEBOL,2013-06-06
45080,11.0,Russia,RUS,1059.0,1052.0,0,UEFA,2013-06-06
45079,12.0,Belgium,BEL,1035.0,953.0,-3,UEFA,2013-06-06
45078,13.0,Côte d'Ivoire,CIV,1022.0,1008.0,1,CAF,2013-06-06
45077,14.0,Switzerland,SUI,1010.0,967.0,0,UEFA,2013-06-06
45076,15.0,Bosnia and Herzegovina,BIH,1008.0,896.0,-6,UEFA,2013-06-06
45075,16.0,Greece,GRE,1006.0,986.0,3,UEFA,2013-06-06
45074,17.0,Mexico,MEX,928.0,945.0,1,CONCACAF,2013-06-06
45073,18.0,France,FRA,922.0,914.0,0,UEFA,2013-06-06
45072,19.0,Uruguay,URU,913.0,932.0,2,CONMEBOL,2013-06-06
45071,20.0,Denmark,DEN,890.0,900.0,0,UEFA,2013-06-06
45070,21.0,Ghana,GHA,887.0,874.0,-1,CAF,2013-06-06
45069,22.0,Brazil,BRA,872.0,902.0,3,CONMEBOL,2013-06-06
45068,23.0,Mali,MLI,869.0,826.0,-3,CAF,2013-06-06
45067,24.0,Czechia,CZE,853.0,829.0,-1,UEFA,2013-06-06
45065,25.0,Chile,CHI,841.0,847.0,2,CONMEBOL,2013-06-06
45066,25.0,Montenegro,MNE,841.0,789.0,-2,UEFA,2013-06-06
45064,27.0,Sweden,SWE,830.0,838.0,3,UEFA,2013-06-06
45063,28.0,USA,USA,798.0,779.0,-1,CONCACAF,2013-06-06
45000,29.0,Norway,NOR,794.0,760.0,-2,UEFA,2013-06-06
45061,30.0,Peru,PER,791.0,753.0,-2,CONMEBOL,2013-06-06
45060,31.0,Nigeria,NGA,785.0,780.0,3,CAF,2013-06-06
45059,32.0,Japan,JPN,765.0,773.0,2,AFC,2013-06-06
45084,33.0,Hungary,HUN,759.0,749.0,0,UEFA,2013-06-06
45086,34.0,Romania,ROU,750.0,746.0,0,UEFA,2013-06-06
45113,35.0,Algeria,ALG,737.0,735.0,0,CAF,2013-06-06
45087,36.0,Serbia,SRB,723.0,659.0,-4,UEFA,2013-06-06
45112,37.0,Venezuela,VEN,712.0,703.0,1,CONMEBOL,2013-06-06
45111,38.0,Albania,ALB,690.0,640.0,-5,UEFA,2013-06-06
