,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
44505,1.0,Spain,ESP,1610.0,1590.0,0,UEFA,2013-03-14
44506,2.0,Germany,GER,1473.0,1437.0,0,UEFA,2013-03-14
44507,3.0,Argentina,ARG,1309.0,1281.0,0,CONMEBOL,2013-03-14
44508,4.0,England,ENG,1174.0,1160.0,0,UEFA,2013-03-14
44509,5.0,Italy,ITA,1173.0,1157.0,0,UEFA,2013-03-14
44510,6.0,Colombia,COL,1159.0,1129.0,0,CONMEBOL,2013-03-14
44511,7.0,Portugal,POR,1133.0,1129.0,1,UEFA,2013-03-14
44512,8.0,Netherlands,NED,1106.0,1108.0,0,UEFA,2013-03-14
44513,9.0,Croatia,CRO,1080.0,1059.0,0,UEFA,2013-03-14
44514,10.0,Russia,RUS,1064.0,1055.0,0,UEFA,2013-03-14
44516,11.0,Ecuador,ECU,1037.0,999.0,-1,CONMEBOL,2013-03-14
44527,12.0,Greece,GRE,1033.0,1020.0,1,UEFA,2013-03-14
44517,13.0,Côte d'Ivoire,CIV,1022.0,999.0,1,CAF,2013-03-14
44518,14.0,Switzerland,SUI,1019.0,993.0,0,UEFA,2013-03-14
44519,15.0,Mexico,MEX,995.0,968.0,0,CONCACAF,2013-03-14
44520,16.0,Uruguay,URU,950.0,950.0,0,CONMEBOL,2013-03-14
44521,17.0,France,FRA,921.0,929.0,0,UEFA,2013-03-14
44522,18.0,Brazil,BRA,908.0,924.0,0,CONMEBOL,2013-03-14
44523,19.0,Belgium,BEL,892.0,864.0,-1,UEFA,2013-03-14
44524,20.0,Ghana,GHA,883.0,865.0,1,CAF,2013-03-14
44525,21.0,Sweden,SWE,849.0,863.0,0,UEFA,2013-03-14
44526,22.0,Chile,CHI,829.0,815.0,-1,CONMEBOL,2013-03-14
44504,23.0,Bosnia and Herzegovina,BIH,825.0,814.0,-1,UEFA,2013-03-14
44515,24.0,Mali,MLI,815.0,813.0,-1,CAF,2013-03-14
44489,25.0,Denmark,DEN,814.0,825.0,3,UEFA,2013-03-14
44479,26.0,Japan,JPN,811.0,779.0,-2,AFC,2013-03-14
44480,27.0,Czechia,CZE,809.0,797.0,1,UEFA,2013-03-14
44481,28.0,Montenegro,MNE,790.0,756.0,-1,UEFA,2013-03-14
44482,29.0,Norway,NOR,784.0,780.0,2,UEFA,2013-03-14
44483,30.0,Nigeria,NGA,775.0,747.0,0,CAF,2013-03-14
44484,31.0,Romania,ROU,768.0,744.0,0,UEFA,2013-03-14
44485,32.0,Hungary,HUN,752.0,728.0,-1,UEFA,2013-03-14
44486,33.0,USA,USA,733.0,736.0,1,CONCACAF,2013-03-14
44487,34.0,Algeria,ALG,722.0,725.0,0,CAF,2013-03-14
44488,35.0,Serbia,SRB,657.0,668.0,-1,UEFA,2013-03-14
44490,36.0,Zambia,ZAM,643.0,591.0,-11,CAF,2013-03-14
44501,37.0,Bolivia,BOL,641.0,607.0,-7,CONMEBOL,2013-03-14
44491,38.0,Paraguay,PAR,640.0,681.0,3,CONMEBOL,2013-03-14
44492,39.0,Australia,AUS,634.0,649.0,2,AFC,2013-03-14
44493,40.0,Republic of Ireland,IRL,627.0,634.0,1,UEFA,2013-03-14
44495,41.0,Peru,PER,624.0,634.0,2,CONMEBOL,2013-03-14
44494,41.0,Panama,PAN,624.0,612.0,-1,CONCACAF,2013-03-14
44496,43.0,Venezuela,VEN,622.0,599.0,-2,CONMEBOL,2013-03-14
44497,44.0,Tunisia,TUN,619.0,612.0,2,CAF,2013-03-14
44498,45.0,Turkey,TUR,616.0,616.0,4,UEFA,2013-03-14
44499,46.0,Bulgaria,BUL,615.0,590.0,-2,UEFA,2013-03-14
44500,47.0,Korea Republic,KOR,601.0,643.0,9,AFC,2013-03-14
44502,48.0,Ukraine,UKR,598.0,597.0,2,UEFA,2013-03-14
44528,49.0,Honduras,HON,592.0,581.0,-2,CONCACAF,2013-03-14
