,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
6642,1.0,Brazil,BRA,66.0,64.0,0,CONMEBOL,1997-04-09
6643,2.0,Germany,GER,64.0,64.0,0,UEFA,1997-04-09
6644,3.0,France,FRA,62.0,62.0,0,UEFA,1997-04-09
6645,4.0,Spain,ESP,62.0,61.0,-3,UEFA,1997-04-09
6646,5.0,Denmark,DEN,61.0,61.0,1,UEFA,1997-04-09
6647,6.0,Czechia,CZE,61.0,61.0,0,UEFA,1997-04-09
6648,7.0,Italy,ITA,60.0,57.0,-3,UEFA,1997-04-09
6649,8.0,Colombia,COL,60.0,61.0,3,CONMEBOL,1997-04-09
6650,9.0,Romania,ROU,59.0,55.0,-6,UEFA,1997-04-09
6652,10.0,Netherlands,NED,59.0,59.0,1,UEFA,1997-04-09
6662,11.0,Russia,RUS,58.0,59.0,3,UEFA,1997-04-09
6653,12.0,Mexico,MEX,57.0,57.0,1,CONCACAF,1997-04-09
6654,13.0,Bulgaria,BUL,56.0,55.0,-1,UEFA,1997-04-09
6655,14.0,England,ENG,56.0,56.0,2,UEFA,1997-04-09
6656,15.0,Portugal,POR,55.0,56.0,2,UEFA,1997-04-09
6657,16.0,Japan,JPN,54.0,52.0,-3,AFC,1997-04-09
6658,17.0,Sweden,SWE,54.0,55.0,1,UEFA,1997-04-09
6659,18.0,Norway,NOR,54.0,54.0,1,UEFA,1997-04-09
6660,19.0,Argentina,ARG,54.0,53.0,1,CONMEBOL,1997-04-09
6661,20.0,Slovakia,SVK,53.0,51.0,-4,UEFA,1997-04-09
6641,21.0,USA,USA,53.0,52.0,-1,CONCACAF,1997-04-09
6651,22.0,Zambia,ZAM,52.0,52.0,2,CAF,1997-04-09
6640,23.0,Paraguay,PAR,51.0,47.0,-8,CONMEBOL,1997-04-09
6627,24.0,Scotland,SCO,51.0,48.0,-3,UEFA,1997-04-09
6664,25.0,South Africa,RSA,51.0,51.0,2,CAF,1997-04-09
6619,26.0,Chile,CHI,51.0,52.0,5,CONMEBOL,1997-04-09
6620,27.0,Saudi Arabia,KSA,50.0,46.0,-9,AFC,1997-04-09
6621,28.0,Croatia,CRO,50.0,51.0,3,UEFA,1997-04-09
6622,29.0,Greece,GRE,50.0,45.0,-11,UEFA,1997-04-09
6623,29.0,Tunisia,TUN,50.0,50.0,3,CAF,1997-04-09
6624,31.0,Turkey,TUR,49.0,48.0,2,UEFA,1997-04-09
6625,32.0,Bolivia,BOL,48.0,46.0,-5,CONMEBOL,1997-04-09
6626,33.0,Australia,AUS,48.0,46.0,0,AFC,1997-04-09
6628,34.0,Korea Republic,KOR,48.0,45.0,-7,AFC,1997-04-09
6638,35.0,Ecuador,ECU,48.0,46.0,0,CONMEBOL,1997-04-09
6629,36.0,Egypt,EGY,47.0,47.0,4,CAF,1997-04-09
6630,37.0,Jamaica,JAM,47.0,48.0,7,CONCACAF,1997-04-09
6631,38.0,Morocco,MAR,47.0,48.0,10,CAF,1997-04-09
6632,39.0,Belgium,BEL,47.0,44.0,-5,UEFA,1997-04-09
6633,40.0,Ghana,GHA,46.0,46.0,2,CAF,1997-04-09
6634,41.0,Republic of Ireland,IRL,46.0,46.0,2,UEFA,1997-04-09
6635,42.0,Uruguay,URU,46.0,45.0,-1,CONMEBOL,1997-04-09
6636,43.0,Côte d'Ivoire,CIV,45.0,44.0,-4,CAF,1997-04-09
6637,44.0,Trinidad and Tobago,TRI,45.0,45.0,2,CONCACAF,1997-04-09
6639,45.0,Peru,PER,45.0,44.0,0,CONMEBOL,1997-04-09
6663,46.0,Yugoslavia,YUG,44.0,42.0,-8,UEFA,1997-04-09
6684,47.0,Austria,AUT,44.0,46.0,13,UEFA,1997-04-09
6689,48.0,Ukraine,UKR,44.0,37.0,-19,UEFA,1997-04-09
6700,49.0,Zimbabwe,ZIM,44.0,43.0,-1,CAF,1997-04-09
6691,50.0,Honduras,HON,44.0,44.0,4,CONCACAF,1997-04-09
6692,51.0,Switzerland,SUI,43.0,43.0,0,UEFA,1997-04-09
6693,52.0,Poland,POL,43.0,41.0,-4,UEFA,1997-04-09
6694,53.0,Israel,ISR,43.0,42.0,1,UEFA,1997-04-09
6695,54.0,Lithuania,LTU,43.0,43.0,5,UEFA,1997-04-09
6696,55.0,Canada,CAN,42.0,43.0,7,CONCACAF,1997-04-09
6697,56.0,Algeria,ALG,42.0,42.0,3,CAF,1997-04-09
6698,57.0,Costa Rica,CRC,41.0,37.0,-9,CONCACAF,1997-04-09
6699,58.0,Gabon,GAB,41.0,41.0,3,CAF,1997-04-09
6709,59.0,Guinea,GUI,41.0,40.0,2,CAF,1997-04-09
6702,60.0,China PR,CHN,41.0,33.0,-19,AFC,1997-04-09
6703,61.0,Thailand,THA,40.0,38.0,0,AFC,1997-04-09
6704,62.0,Cameroon,CMR,40.0,40.0,3,CAF,1997-04-09
6705,63.0,Northern Ireland,NIR,40.0,37.0,-5,UEFA,1997-04-09
6706,64.0,Senegal,SEN,40.0,40.0,6,CAF,1997-04-09
6707,65.0,Mali,MLI,39.0,39.0,5,CAF,1997-04-09
6708,66.0,Kuwait,KUW,38.0,36.0,-3,AFC,1997-04-09
6701,67.0,Zaire,ZAI,38.0,37.0,4,CAF,1997-04-09
6688,68.0,United Arab Emirates,UAE,37.0,37.0,4,AFC,1997-04-09
6690,69.0,Finland,FIN,36.0,33.0,-9,UEFA,1997-04-09
6686,70.0,Togo,TOG,36.0,36.0,0,CAF,1997-04-09
6685,71.0,Nigeria,NGA,36.0,37.0,7,CAF,1997-04-09
6666,72.0,Hungary,HUN,36.0,34.0,-4,UEFA,1997-04-09
6667,73.0,Cuba,CUB,35.0,36.0,2,CONCACAF,1997-04-09
6668,74.0,Angola,ANG,35.0,35.0,2,CAF,1997-04-09
6669,75.0,Qatar,QAT,35.0,35.0,2,AFC,1997-04-09
6670,76.0,Iceland,ISL,35.0,38.0,14,UEFA,1997-04-09
6671,77.0,El Salvador,SLV,35.0,35.0,3,CONCACAF,1997-04-09
6672,78.0,Cyprus,CYP,35.0,34.0,1,UEFA,1997-04-09
6687,79.0,Mozambique,MOZ,34.0,33.0,-4,CAF,1997-04-09
6673,80.0,North Macedonia,MKD,34.0,32.0,-5,UEFA,1997-04-09
6674,81.0,Wales,WAL,34.0,33.0,-1,UEFA,1997-04-09
6675,82.0,Sudan,SDN,34.0,34.0,7,CAF,1997-04-09
6676,83.0,Slovenia,SVN,34.0,29.0,-6,UEFA,1997-04-09
6677,84.0,Malaysia,MAS,33.0,27.0,-13,AFC,1997-04-09
6678,85.0,Iraq,IRQ,33.0,27.0,-13,AFC,1997-04-09
6679,86.0,Malawi,MWI,33.0,30.0,-2,CAF,1997-04-09
6680,87.0,IR Iran,IRN,33.0,33.0,6,AFC,1997-04-09
6681,87.0,Uganda,UGA,33.0,33.0,7,CAF,1997-04-09
6682,89.0,Latvia,LVA,32.0,33.0,5,UEFA,1997-04-09
6683,90.0,Oman,OMA,32.0,29.0,-2,AFC,1997-04-09
6665,91.0,Sierra Leone,SLE,31.0,31.0,5,CAF,1997-04-09
6521,92.0,Namibia,NAM,30.0,27.0,-9,CAF,1997-04-09
6617,93.0,Lebanon,LBN,30.0,30.0,6,AFC,1997-04-09
6618,94.0,Tanzania,TAN,30.0,29.0,4,CAF,1997-04-09
6615,95.0,Belarus,BLR,29.0,29.0,4,UEFA,1997-04-09
6591,96.0,Estonia,EST,29.0,26.0,-8,UEFA,1997-04-09
6546,97.0,Liberia,LBR,29.0,27.0,-3,CAF,1997-04-09
6547,98.0,Congo,CGO,28.0,28.0,4,CAF,1997-04-09
6548,99.0,St Vincent and the Grenadines,VIN,28.0,28.0,6,CONCACAF,1997-04-09
6549,100.0,Georgia,GEO,28.0,28.0,4,UEFA,1997-04-09
6550,101.0,Singapore,SGP,28.0,28.0,6,AFC,1997-04-09
6551,102.0,Guatemala,GUA,27.0,25.0,-4,CONCACAF,1997-04-09
6552,103.0,Burkina Faso,BFA,27.0,27.0,4,CAF,1997-04-09
6553,104.0,Panama,PAN,26.0,26.0,1,CONCACAF,1997-04-09
6554,105.0,Kenya,KEN,26.0,25.0,-2,CAF,1997-04-09
6556,106.0,Vietnam,VIE,26.0,26.0,4,AFC,1997-04-09
6566,107.0,Myanmar,MYA,26.0,26.0,2,AFC,1997-04-09
6557,108.0,Ethiopia,ETH,25.0,23.0,-1,CAF,1997-04-09
6558,109.0,Venezuela,VEN,24.0,22.0,-3,CONMEBOL,1997-04-09
6559,110.0,Armenia,ARM,24.0,24.0,2,UEFA,1997-04-09
6560,111.0,Bahrain,BHR,23.0,21.0,-8,AFC,1997-04-09
6561,112.0,Uzbekistan,UZB,23.0,23.0,2,AFC,1997-04-09
6562,113.0,Syria,SYR,23.0,22.0,-2,AFC,1997-04-09
6563,114.0,Barbados,BRB,23.0,23.0,3,CONCACAF,1997-04-09
6564,115.0,Indonesia,IDN,22.0,21.0,-5,AFC,1997-04-09
6565,116.0,Bosnia and Herzegovina,BIH,22.0,13.0,-23,UEFA,1997-04-09
6616,117.0,Albania,ALB,22.0,21.0,-1,UEFA,1997-04-09
6545,118.0,Haiti,HAI,22.0,22.0,5,CONCACAF,1997-04-09
6544,119.0,Moldova,MDA,22.0,21.0,2,UEFA,1997-04-09
6543,120.0,Mauritania,MTN,22.0,22.0,6,CAF,1997-04-09
6542,121.0,India,IND,21.0,20.0,0,AFC,1997-04-09
6523,122.0,New Zealand,NZL,21.0,21.0,6,OFC,1997-04-09
6524,123.0,Malta,MLT,21.0,20.0,1,UEFA,1997-04-09
6525,124.0,Azerbaijan,AZE,21.0,19.0,-1,UEFA,1997-04-09
6526,125.0,St Kitts and Nevis,SKN,20.0,20.0,2,CONCACAF,1997-04-09
6527,126.0,Hong Kong,HKG,19.0,15.0,-9,AFC,1997-04-09
6528,127.0,Sri Lanka,SRI,18.0,18.0,1,AFC,1997-04-09
6529,128.0,Benin,BEN,18.0,17.0,-1,CAF,1997-04-09
6530,129.0,The Gambia,GAM,18.0,18.0,1,CAF,1997-04-09
6531,130.0,Bangladesh,BAN,17.0,14.0,-7,AFC,1997-04-09
6532,131.0,Luxembourg,LUX,17.0,19.0,7,UEFA,1997-04-09
6533,132.0,Suriname,SUR,16.0,17.0,1,CONCACAF,1997-04-09
6534,133.0,Grenada,GRN,16.0,18.0,6,CONCACAF,1997-04-09
6535,134.0,St Lucia,LCA,16.0,15.0,0,CONCACAF,1997-04-09
6536,135.0,Niger,NIG,16.0,16.0,3,CAF,1997-04-09
6537,136.0,Guinea-Bissau,GNB,15.0,15.0,3,CAF,1997-04-09
6538,137.0,Dominican Republic,DOM,15.0,17.0,7,CONCACAF,1997-04-09
6539,138.0,Solomon Islands,SOL,14.0,4.0,-33,OFC,1997-04-09
6540,139.0,Faroe Islands,FRO,14.0,15.0,3,UEFA,1997-04-09
6541,140.0,Burundi,BDI,13.0,14.0,2,CAF,1997-04-09
6555,141.0,Jordan,JOR,13.0,10.0,-3,AFC,1997-04-09
6522,142.0,Madagascar,MAD,11.0,11.0,1,CAF,1997-04-09
6567,144.0,Mauritius,MRI,11.0,9.0,-7,CAF,1997-04-09
6568,145.0,Dominica,DMA,10.0,12.0,5,CONCACAF,1997-04-09
6569,146.0,Nepal,NEP,10.0,8.0,-6,AFC,1997-04-09
6594,147.0,Laos,LAO,9.0,9.0,0,AFC,1997-04-09
6595,148.0,Korea DPR,PRK,9.0,10.0,3,AFC,1997-04-09
6596,149.0,Chinese Taipei,TPE,9.0,3.0,-24,AFC,1997-04-09
