,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
49180,1.0,Germany,GER,1729.0,1725.0,0,UEFA,2015-02-12
49181,2.0,Argentina,ARG,1534.0,1538.0,0,CONMEBOL,2015-02-12
49182,3.0,Colombia,COL,1456.0,1450.0,0,CONMEBOL,2015-02-12
49183,4.0,Belgium,BEL,1430.0,1417.0,0,UEFA,2015-02-12
49184,5.0,Netherlands,NED,1385.0,1374.0,0,UEFA,2015-02-12
49179,6.0,Brazil,BRA,1333.0,1316.0,0,CONMEBOL,2015-02-12
49185,7.0,Portugal,POR,1189.0,1160.0,0,UEFA,2015-02-12
49286,8.0,France,FRA,1168.0,1160.0,1,UEFA,2015-02-12
49187,9.0,Uruguay,URU,1146.0,1135.0,-1,CONMEBOL,2015-02-12
49314,10.0,Spain,ESP,1144.0,1142.0,1,UEFA,2015-02-12
49315,11.0,Switzerland,SUI,1117.0,1091.0,-1,UEFA,2015-02-12
49316,12.0,Italy,ITA,1112.0,1103.0,1,UEFA,2015-02-12
49317,13.0,Costa Rica,CRC,1074.0,995.0,-3,CONCACAF,2015-02-12
49318,14.0,Chile,CHI,1037.0,1016.0,0,CONMEBOL,2015-02-12
49387,15.0,England,ENG,1028.0,1032.0,2,UEFA,2015-02-12
49319,16.0,Romania,ROU,1022.0,1014.0,1,UEFA,2015-02-12
49320,17.0,Czechia,CZE,990.0,987.0,0,UEFA,2015-02-12
49321,18.0,Algeria,ALG,981.0,948.0,0,CAF,2015-02-12
49322,19.0,Croatia,CRO,945.0,946.0,0,UEFA,2015-02-12
49323,20.0,Côte d'Ivoire,CIV,932.0,833.0,-8,CAF,2015-02-12
49324,21.0,Mexico,MEX,912.0,913.0,1,CONCACAF,2015-02-12
49325,22.0,Slovakia,SVK,903.0,891.0,1,UEFA,2015-02-12
49326,23.0,Austria,AUT,881.0,863.0,0,UEFA,2015-02-12
49327,24.0,Greece,GRE,871.0,856.0,0,UEFA,2015-02-12
49328,25.0,Ghana,GHA,864.0,714.0,-12,CAF,2015-02-12
49329,26.0,Tunisia,TUN,860.0,873.0,4,CAF,2015-02-12
49330,27.0,Ukraine,UKR,859.0,854.0,2,UEFA,2015-02-12
