,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
1053,1.0,Germany,GER,59.0,59.0,0,UEFA,1994-02-15
1052,2.0,Brazil,BRA,58.0,59.0,-1,CONMEBOL,1994-02-15
1051,3.0,Netherlands,NED,57.0,57.0,-4,UEFA,1994-02-15
1050,4.0,Denmark,DEN,57.0,57.0,-2,UEFA,1994-02-15
1049,5.0,Norway,NOR,57.0,58.0,1,UEFA,1994-02-15
1048,6.0,Spain,ESP,57.0,57.0,1,UEFA,1994-02-15
1047,7.0,Italy,ITA,57.0,59.0,5,UEFA,1994-02-15
1046,8.0,Switzerland,SUI,56.0,54.0,-4,UEFA,1994-02-15
1045,9.0,Argentina,ARG,55.0,55.0,1,CONMEBOL,1994-02-15
1044,10.0,Sweden,SWE,54.0,55.0,1,UEFA,1994-02-15
1043,11.0,Republic of Ireland,IRL,54.0,54.0,1,UEFA,1994-02-15
1042,12.0,England,ENG,54.0,54.0,1,UEFA,1994-02-15
1041,13.0,Russia,RUS,53.0,52.0,-1,UEFA,1994-02-15
1040,14.0,France,FRA,52.0,52.0,-1,UEFA,1994-02-15
1039,15.0,Nigeria,NGA,51.0,51.0,-3,CAF,1994-02-15
1038,16.0,Uruguay,URU,51.0,51.0,-1,CONMEBOL,1994-02-15
1037,17.0,Mexico,MEX,51.0,51.0,1,CONCACAF,1994-02-15
1054,18.0,Romania,ROU,50.0,52.0,5,UEFA,1994-02-15
1056,19.0,Portugal,POR,49.0,49.0,-1,UEFA,1994-02-15
1075,20.0,Colombia,COL,49.0,48.0,-1,CONMEBOL,1994-02-15
1057,21.0,USA,USA,47.0,46.0,-1,CONCACAF,1994-02-15
1074,22.0,Egypt,EGY,46.0,45.0,-4,CAF,1994-02-15
1073,23.0,Bulgaria,BUL,45.0,44.0,-8,UEFA,1994-02-15
1072,24.0,Poland,POL,45.0,45.0,-4,UEFA,1994-02-15
1071,25.0,Scotland,SCO,45.0,45.0,1,UEFA,1994-02-15
1070,26.0,Belgium,BEL,44.0,45.0,1,UEFA,1994-02-15
1069,27.0,Wales,WAL,44.0,44.0,-2,UEFA,1994-02-15
1068,28.0,Morocco,MAR,44.0,44.0,-2,CAF,1994-02-15
1067,29.0,Cameroon,CMR,44.0,46.0,6,CAF,1994-02-15
1035,30.0,Zambia,ZAM,43.0,45.0,3,CAF,1994-02-15
1065,31.0,Côte d'Ivoire,CIV,42.0,42.0,-2,CAF,1994-02-15
1064,32.0,Greece,GRE,42.0,42.0,-2,UEFA,1994-02-15
1063,33.0,Tunisia,TUN,41.0,43.0,1,CAF,1994-02-15
1062,34.0,Austria,AUT,40.0,40.0,-2,UEFA,1994-02-15
1061,35.0,Ghana,GHA,39.0,40.0,-2,CAF,1994-02-15
1060,36.0,Saudi Arabia,KSA,39.0,39.0,-2,AFC,1994-02-15
1059,37.0,Algeria,ALG,39.0,42.0,2,CAF,1994-02-15
1058,38.0,Northern Ireland,NIR,38.0,38.0,-1,UEFA,1994-02-15
1036,39.0,Costa Rica,CRC,38.0,37.0,-3,CONCACAF,1994-02-15
1055,40.0,Honduras,HON,38.0,38.0,0,CONCACAF,1994-02-15
1034,41.0,Finland,FIN,37.0,36.0,-4,UEFA,1994-02-15
1024,42.0,Korea Republic,KOR,37.0,37.0,1,AFC,1994-02-15
