,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
6009,1.0,Brazil,BRA,69.0,68.0,0,CONMEBOL,1996-11-20
6008,2.0,Germany,GER,64.0,65.0,0,UEFA,1996-11-20
6007,3.0,France,FRA,61.0,62.0,0,UEFA,1996-11-20
6006,4.0,Czechia,CZE,61.0,61.0,0,UEFA,1996-11-20
6005,5.0,Denmark,DEN,61.0,60.0,-1,UEFA,1996-11-20
6004,6.0,Russia,RUS,61.0,60.0,-1,UEFA,1996-11-20
6003,7.0,Colombia,COL,60.0,59.0,-1,CONMEBOL,1996-11-20
6002,8.0,Spain,ESP,59.0,58.0,-2,UEFA,1996-11-20
6001,9.0,Italy,ITA,59.0,61.0,4,UEFA,1996-11-20
6000,10.0,Netherlands,NED,59.0,59.0,1,UEFA,1996-11-20
5999,11.0,Mexico,MEX,57.0,55.0,-4,CONCACAF,1996-11-20
5998,12.0,England,ENG,56.0,56.0,0,UEFA,1996-11-20
5997,13.0,Sweden,SWE,56.0,57.0,2,UEFA,1996-11-20
5996,14.0,Norway,NOR,56.0,53.0,-4,UEFA,1996-11-20
5995,15.0,Portugal,POR,56.0,56.0,2,UEFA,1996-11-20
5994,16.0,USA,USA,54.0,51.0,-9,CONCACAF,1996-11-20
6011,17.0,Bulgaria,BUL,54.0,52.0,-4,UEFA,1996-11-20
6013,18.0,Zambia,ZAM,53.0,54.0,2,CAF,1996-11-20
5992,19.0,Argentina,ARG,53.0,53.0,2,CONMEBOL,1996-11-20
6032,20.0,Romania,ROU,53.0,55.0,6,UEFA,1996-11-20
6014,21.0,South Africa,RSA,53.0,53.0,2,CAF,1996-11-20
6031,22.0,Japan,JPN,52.0,52.0,2,AFC,1996-11-20
6030,23.0,Tunisia,TUN,52.0,51.0,-1,CAF,1996-11-20
6029,24.0,Croatia,CRO,51.0,51.0,2,UEFA,1996-11-20
6028,25.0,Ghana,GHA,51.0,51.0,2,CAF,1996-11-20
6027,26.0,Chile,CHI,50.0,49.0,0,CONMEBOL,1996-11-20
