,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
56596,1.0,Germany,GER,1602.0,1602.0,0,UEFA,2018-01-18
56595,2.0,Brazil,BRA,1483.0,1483.0,0,CONMEBOL,2018-01-18
56594,3.0,Portugal,POR,1358.0,1358.0,0,UEFA,2018-01-18
56593,4.0,Argentina,ARG,1348.0,1348.0,0,CONMEBOL,2018-01-18
56592,5.0,Belgium,BEL,1325.0,1325.0,0,UEFA,2018-01-18
56591,6.0,Spain,ESP,1231.0,1231.0,0,UEFA,2018-01-18
56590,7.0,Poland,POL,1209.0,1209.0,0,UEFA,2018-01-18
56589,8.0,Switzerland,SUI,1190.0,1190.0,0,UEFA,2018-01-18
56588,9.0,France,FRA,1183.0,1183.0,0,UEFA,2018-01-18
56587,10.0,Chile,CHI,1147.0,1162.0,0,CONMEBOL,2018-01-18
56586,11.0,Peru,PER,1128.0,1128.0,0,CONMEBOL,2018-01-18
56585,12.0,Denmark,DEN,1099.0,1099.0,0,UEFA,2018-01-18
56584,13.0,Colombia,COL,1078.0,1078.0,0,CONMEBOL,2018-01-18
56583,14.0,Italy,ITA,1052.0,1052.0,0,UEFA,2018-01-18
56582,15.0,Croatia,CRO,1048.0,1018.0,-2,UEFA,2018-01-18
56581,16.0,England,ENG,1047.0,1047.0,1,UEFA,2018-01-18
56580,17.0,Mexico,MEX,1032.0,1032.0,1,CONCACAF,2018-01-18
56579,18.0,Sweden,SWE,1000.0,998.0,0,UEFA,2018-01-18
56578,19.0,Wales,WAL,985.0,985.0,0,UEFA,2018-01-18
56577,20.0,Iceland,ISL,959.0,910.0,-2,UEFA,2018-01-18
56598,21.0,Netherlands,NED,952.0,952.0,1,UEFA,2018-01-18
56599,22.0,Uruguay,URU,924.0,924.0,1,CONMEBOL,2018-01-18
56600,23.0,Tunisia,TUN,915.0,838.0,-4,CAF,2018-01-18
56601,24.0,Senegal,SEN,875.0,884.0,1,CAF,2018-01-18
56623,25.0,Northern Ireland,NIR,867.0,867.0,1,UEFA,2018-01-18
56575,25.0,USA,USA,867.0,867.0,1,CONCACAF,2018-01-18
56622,27.0,Costa Rica,CRC,831.0,850.0,1,CONCACAF,2018-01-18
56621,28.0,Slovakia,SVK,817.0,817.0,0,UEFA,2018-01-18
56620,29.0,Austria,AUT,815.0,815.0,0,UEFA,2018-01-18
56619,30.0,Egypt,EGY,814.0,805.0,-1,CAF,2018-01-18
56618,31.0,Paraguay,PAR,812.0,812.0,1,CONMEBOL,2018-01-18
56617,32.0,Republic of Ireland,IRL,798.0,798.0,0,UEFA,2018-01-18
56616,32.0,Scotland,SCO,798.0,798.0,0,UEFA,2018-01-18
56615,34.0,IR Iran,IRN,797.0,798.0,2,AFC,2018-01-18
56614,35.0,Ukraine,UKR,781.0,781.0,0,UEFA,2018-01-18
56624,36.0,Australia,AUS,763.0,747.0,-2,AFC,2018-01-18
56613,37.0,Serbia,SRB,756.0,756.0,1,UEFA,2018-01-18
56611,38.0,Bosnia and Herzegovina,BIH,753.0,753.0,1,UEFA,2018-01-18
56610,39.0,Morocco,MAR,748.0,738.0,-1,CAF,2018-01-18
56609,40.0,Romania,ROU,737.0,737.0,-1,UEFA,2018-01-18
56608,41.0,Turkey,TUR,735.0,735.0,-1,UEFA,2018-01-18
56607,42.0,Bulgaria,BUL,719.0,719.0,-1,UEFA,2018-01-18
56606,43.0,Congo DR,COD,715.0,740.0,4,CAF,2018-01-18
56605,44.0,Burkina Faso,BFA,709.0,705.0,0,CAF,2018-01-18
56604,45.0,Cameroon,CMR,707.0,696.0,0,CAF,2018-01-18
56603,46.0,Montenegro,MNE,681.0,681.0,0,UEFA,2018-01-18
56602,47.0,Greece,GRE,680.0,680.0,0,UEFA,2018-01-18
56576,48.0,Czechia,CZE,677.0,677.0,0,UEFA,2018-01-18
56612,49.0,Bolivia,BOL,674.0,674.0,0,CONMEBOL,2018-01-18
56574,50.0,Ghana,GHA,659.0,657.0,0,CAF,2018-01-18
56553,51.0,Nigeria,NGA,651.0,640.0,0,CAF,2018-01-18
56547,52.0,Venezuela,VEN,639.0,639.0,0,CONMEBOL,2018-01-18
56546,53.0,Panama,PAN,636.0,621.0,-2,CONCACAF,2018-01-18
56545,54.0,Hungary,HUN,630.0,630.0,1,UEFA,2018-01-18
56544,55.0,Jamaica,JAM,625.0,625.0,1,CONCACAF,2018-01-18
56543,56.0,Japan,JPN,598.0,600.0,-1,AFC,2018-01-18
56542,57.0,Algeria,ALG,585.0,588.0,-1,CAF,2018-01-18
56537,58.0,Norway,NOR,572.0,573.0,-1,UEFA,2018-01-18
56541,59.0,Korea Republic,KOR,569.0,570.0,-1,AFC,2018-01-18
56540,60.0,Albania,ALB,553.0,553.0,-2,UEFA,2018-01-18
56539,61.0,Côte d'Ivoire,CIV,544.0,562.0,0,CAF,2018-01-18
56538,62.0,Russia,RUS,534.0,534.0,-2,UEFA,2018-01-18
56548,63.0,Cabo Verde,CPV,530.0,530.0,-4,CAF,2018-01-18
56530,64.0,Slovenia,SVN,529.0,522.0,-5,UEFA,2018-01-18
56536,65.0,Saudi Arabia,KSA,522.0,543.0,2,AFC,2018-01-18
56535,66.0,Guinea,GUI,510.0,532.0,1,CAF,2018-01-18
56534,67.0,Honduras,HON,509.0,525.0,-1,CONCACAF,2018-01-18
56533,68.0,Ecuador,ECU,508.0,508.0,-2,CONMEBOL,2018-01-18
56532,68.0,Finland,FIN,508.0,531.0,2,UEFA,2018-01-18
56531,70.0,China PR,CHN,504.0,498.0,-1,AFC,2018-01-18
56529,71.0,Mali,MLI,477.0,493.0,-1,CAF,2018-01-18
56528,72.0,Zambia,ZAM,466.0,468.0,-2,CAF,2018-01-18
56549,73.0,Uganda,UGA,446.0,448.0,-2,CAF,2018-01-18
56573,73.0,North Macedonia,MKD,446.0,446.0,-3,UEFA,2018-01-18
56551,75.0,Palestine,PLE,443.0,434.0,-5,AFC,2018-01-18
56572,76.0,Syria,SYR,442.0,442.0,-1,AFC,2018-01-18
56571,77.0,Uzbekistan,UZB,441.0,441.0,-1,AFC,2018-01-18
56569,78.0,South Africa,RSA,436.0,433.0,-3,CAF,2018-01-18
56570,78.0,United Arab Emirates,UAE,436.0,476.0,5,AFC,2018-01-18
56568,80.0,Trinidad and Tobago,TRI,430.0,402.0,-7,CONCACAF,2018-01-18
56567,81.0,Benin,BEN,427.0,427.0,-1,CAF,2018-01-18
56566,82.0,Iraq,IRQ,410.0,438.0,3,AFC,2018-01-18
56565,83.0,Guinea-Bissau,GNB,409.0,403.0,-3,CAF,2018-01-18
56563,84.0,Curacao,CUW,407.0,407.0,1,CONCACAF,2018-01-18
56550,84.0,Lebanon,LBN,407.0,404.0,-1,AFC,2018-01-18
56564,84.0,Luxembourg,LUX,407.0,407.0,1,UEFA,2018-01-18
56562,87.0,Haiti,HAI,403.0,607.0,31,CONCACAF,2018-01-18
56561,88.0,Estonia,EST,399.0,397.0,-1,UEFA,2018-01-18
56560,89.0,Libya,LBY,389.0,399.0,1,CAF,2018-01-18
56559,90.0,El Salvador,SLV,383.0,352.0,-10,CONCACAF,2018-01-18
56558,90.0,Armenia,ARM,383.0,383.0,0,UEFA,2018-01-18
