,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
35730,1.0,Brazil,BRA,1642.0,1672.0,0,CONMEBOL,2009-08-05
35729,2.0,Spain,ESP,1590.0,1590.0,0,UEFA,2009-08-05
35728,3.0,Netherlands,NED,1379.0,1379.0,0,UEFA,2009-08-05
35727,4.0,Germany,GER,1195.0,1207.0,-1,UEFA,2009-08-05
35726,5.0,Italy,ITA,1181.0,1229.0,1,UEFA,2009-08-05
35725,6.0,Russia,RUS,1161.0,1161.0,0,UEFA,2009-08-05
35724,7.0,England,ENG,1135.0,1135.0,0,UEFA,2009-08-05
35723,8.0,Argentina,ARG,1080.0,1091.0,0,CONMEBOL,2009-08-05
35696,9.0,France,FRA,1059.0,1082.0,0,UEFA,2009-08-05
35720,10.0,Croatia,CRO,1031.0,1031.0,0,UEFA,2009-08-05
35695,11.0,Greece,GRE,1001.0,1001.0,0,UEFA,2009-08-05
35668,12.0,USA,USA,991.0,983.0,0,CONCACAF,2009-08-05
35666,13.0,Switzerland,SUI,930.0,930.0,0,UEFA,2009-08-05
35747,14.0,Serbia,SRB,925.0,925.0,0,UEFA,2009-08-05
35664,15.0,Denmark,DEN,909.0,909.0,0,UEFA,2009-08-05
35663,16.0,Australia,AUS,896.0,886.0,0,AFC,2009-08-05
35662,17.0,Portugal,POR,881.0,879.0,0,UEFA,2009-08-05
35661,18.0,Côte d'Ivoire,CIV,874.0,874.0,0,CAF,2009-08-05
35660,19.0,Ukraine,UKR,869.0,869.0,0,UEFA,2009-08-05
35659,20.0,Paraguay,PAR,856.0,846.0,-2,CONMEBOL,2009-08-05
35658,21.0,Uruguay,URU,851.0,860.0,1,CONMEBOL,2009-08-05
35657,22.0,Czechia,CZE,850.0,850.0,1,UEFA,2009-08-05
35667,23.0,Bulgaria,BUL,839.0,839.0,0,UEFA,2009-08-05
35656,24.0,Scotland,SCO,837.0,837.0,0,UEFA,2009-08-05
35654,25.0,Israel,ISR,822.0,822.0,0,UEFA,2009-08-05
35653,26.0,Chile,CHI,817.0,811.0,-1,CONMEBOL,2009-08-05
35652,27.0,Romania,ROU,814.0,814.0,1,UEFA,2009-08-05
35651,28.0,Turkey,TUR,809.0,809.0,0,UEFA,2009-08-05
