,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
9793,1.0,Brazil,BRA,74.0,74.0,0,CONMEBOL,1998-11-18
9904,2.0,France,FRA,69.0,69.0,0,UEFA,1998-11-18
9905,3.0,Germany,GER,67.0,67.0,0,UEFA,1998-11-18
9906,4.0,Croatia,CRO,67.0,66.0,0,UEFA,1998-11-18
9907,5.0,Argentina,ARG,66.0,66.0,0,CONMEBOL,1998-11-18
9908,6.0,Czechia,CZE,64.0,64.0,-1,UEFA,1998-11-18
9909,7.0,Yugoslavia,YUG,64.0,64.0,-1,UEFA,1998-11-18
9910,8.0,Italy,ITA,64.0,65.0,2,UEFA,1998-11-18
9911,9.0,Netherlands,NED,62.0,63.0,0,UEFA,1998-11-18
9913,10.0,Mexico,MEX,62.0,62.0,-1,CONCACAF,1998-11-18
9922,11.0,England,ENG,62.0,62.0,1,UEFA,1998-11-18
9914,12.0,Romania,ROU,60.0,60.0,0,UEFA,1998-11-18
9915,13.0,Morocco,MAR,60.0,60.0,0,CAF,1998-11-18
9916,14.0,Norway,NOR,59.0,59.0,0,UEFA,1998-11-18
9917,15.0,Spain,ESP,58.0,59.0,-1,UEFA,1998-11-18
9918,16.0,Chile,CHI,58.0,59.0,1,CONMEBOL,1998-11-18
9919,17.0,Sweden,SWE,56.0,54.0,-8,UEFA,1998-11-18
9968,18.0,Denmark,DEN,55.0,55.0,0,UEFA,1998-11-18
9920,19.0,Korea Republic,KOR,55.0,55.0,0,AFC,1998-11-18
9921,20.0,Tunisia,TUN,55.0,54.0,-6,CAF,1998-11-18
9903,21.0,Austria,AUT,55.0,55.0,-1,UEFA,1998-11-18
9912,22.0,USA,USA,55.0,57.0,5,CONCACAF,1998-11-18
9902,23.0,Egypt,EGY,55.0,55.0,3,CAF,1998-11-18
9890,24.0,Paraguay,PAR,55.0,54.0,0,CONMEBOL,1998-11-18
9882,25.0,Kuwait,KUW,54.0,48.0,-13,AFC,1998-11-18
9883,26.0,Zambia,ZAM,54.0,55.0,3,CAF,1998-11-18
9884,27.0,Saudi Arabia,KSA,53.0,52.0,-3,AFC,1998-11-18
9885,28.0,South Africa,RSA,53.0,53.0,0,CAF,1998-11-18
9886,29.0,Poland,POL,52.0,50.0,-5,UEFA,1998-11-18
9887,30.0,Japan,JPN,52.0,55.0,9,AFC,1998-11-18
9888,31.0,Slovakia,SVK,52.0,53.0,2,UEFA,1998-11-18
9889,32.0,Colombia,COL,52.0,53.0,5,CONMEBOL,1998-11-18
9879,33.0,Jamaica,JAM,52.0,52.0,1,CONCACAF,1998-11-18
9792,34.0,Belgium,BEL,52.0,52.0,3,UEFA,1998-11-18
9855,35.0,Australia,AUS,51.0,51.0,2,AFC,1998-11-18
9854,36.0,Scotland,SCO,50.0,49.0,-1,UEFA,1998-11-18
9853,37.0,Russia,RUS,49.0,50.0,2,UEFA,1998-11-18
9852,38.0,Israel,ISR,49.0,49.0,2,UEFA,1998-11-18
9851,39.0,Cameroon,CMR,48.0,48.0,-1,CAF,1998-11-18
9850,40.0,Portugal,POR,48.0,48.0,1,UEFA,1998-11-18
9849,41.0,Côte d'Ivoire,CIV,47.0,47.0,-2,CAF,1998-11-18
9848,42.0,United Arab Emirates,UAE,47.0,43.0,-16,AFC,1998-11-18
9856,43.0,Ukraine,UKR,46.0,47.0,1,UEFA,1998-11-18
9847,44.0,IR Iran,IRN,46.0,46.0,0,AFC,1998-11-18
9845,45.0,Hungary,HUN,46.0,44.0,-4,UEFA,1998-11-18
9844,46.0,Bulgaria,BUL,46.0,45.0,1,UEFA,1998-11-18
9843,47.0,Uruguay,URU,45.0,48.0,6,CONMEBOL,1998-11-18
9842,48.0,Ghana,GHA,45.0,45.0,2,CAF,1998-11-18
9841,49.0,Trinidad and Tobago,TRI,45.0,45.0,2,CONCACAF,1998-11-18
9840,50.0,Angola,ANG,45.0,45.0,2,CAF,1998-11-18
9839,51.0,Thailand,THA,44.0,44.0,1,AFC,1998-11-18
9838,52.0,Finland,FIN,43.0,43.0,-1,UEFA,1998-11-18
9846,53.0,Mali,MLI,43.0,43.0,-1,CAF,1998-11-18
9858,54.0,Greece,GRE,43.0,43.0,-1,UEFA,1998-11-18
9868,55.0,Georgia,GEO,43.0,43.0,-4,UEFA,1998-11-18
9859,56.0,Turkey,TUR,43.0,43.0,-4,UEFA,1998-11-18
9877,57.0,Republic of Ireland,IRL,42.0,43.0,5,UEFA,1998-11-18
9876,58.0,Lithuania,LTU,42.0,42.0,-3,UEFA,1998-11-18
9875,59.0,Iceland,ISL,41.0,41.0,-3,UEFA,1998-11-18
9874,60.0,Bolivia,BOL,41.0,41.0,-3,CONMEBOL,1998-11-18
9873,61.0,Algeria,ALG,41.0,40.0,-8,CAF,1998-11-18
9872,62.0,Zaire,ZAI,41.0,41.0,-3,CAF,1998-11-18
9871,63.0,Ecuador,ECU,41.0,41.0,-3,CONMEBOL,1998-11-18
9870,64.0,North Macedonia,MKD,41.0,41.0,-3,UEFA,1998-11-18
9878,65.0,Nigeria,NGA,41.0,41.0,-3,CAF,1998-11-18
9869,66.0,Costa Rica,CRC,40.0,44.0,15,CONCACAF,1998-11-18
9867,67.0,Guinea,GUI,40.0,40.0,-3,CAF,1998-11-18
9866,68.0,Namibia,NAM,40.0,40.0,-5,CAF,1998-11-18
9865,69.0,China PR,CHN,40.0,43.0,12,AFC,1998-11-18
9864,70.0,Peru,PER,40.0,41.0,6,CONMEBOL,1998-11-18
9863,71.0,Oman,OMA,39.0,28.0,-37,AFC,1998-11-18
9862,72.0,Zimbabwe,ZIM,39.0,38.0,-3,CAF,1998-11-18
9861,73.0,Togo,TOG,39.0,40.0,2,CAF,1998-11-18
9860,74.0,Cyprus,CYP,39.0,36.0,-6,UEFA,1998-11-18
9837,75.0,Burkina Faso,BFA,39.0,40.0,3,CAF,1998-11-18
9857,76.0,Latvia,LVA,38.0,39.0,2,UEFA,1998-11-18
9836,77.0,Qatar,QAT,38.0,43.0,21,AFC,1998-11-18
9967,78.0,Mozambique,MOZ,38.0,38.0,2,CAF,1998-11-18
9811,79.0,Singapore,SGP,37.0,37.0,2,AFC,1998-11-18
9810,80.0,Senegal,SEN,37.0,37.0,2,CAF,1998-11-18
9809,81.0,Gabon,GAB,36.0,36.0,2,CAF,1998-11-18
9808,82.0,Switzerland,SUI,36.0,36.0,1,UEFA,1998-11-18
9807,83.0,Guatemala,GUA,36.0,36.0,1,CONCACAF,1998-11-18
9806,84.0,Slovenia,SVN,35.0,35.0,0,UEFA,1998-11-18
9805,85.0,Indonesia,IDN,35.0,35.0,0,AFC,1998-11-18
9804,86.0,Estonia,EST,35.0,35.0,0,UEFA,1998-11-18
9812,87.0,Malawi,MWI,34.0,34.0,-1,CAF,1998-11-18
9803,88.0,Northern Ireland,NIR,34.0,34.0,1,UEFA,1998-11-18
9801,89.0,Syria,SYR,34.0,30.0,-13,AFC,1998-11-18
9800,90.0,El Salvador,SLV,33.0,35.0,7,CONCACAF,1998-11-18
9799,91.0,Kenya,KEN,33.0,33.0,2,CAF,1998-11-18
9798,92.0,Wales,WAL,32.0,33.0,2,UEFA,1998-11-18
9797,93.0,Bosnia and Herzegovina,BIH,32.0,32.0,2,UEFA,1998-11-18
9796,94.0,Canada,CAN,31.0,32.0,1,CONCACAF,1998-11-18
9795,95.0,Honduras,HON,31.0,32.0,1,CONCACAF,1998-11-18
9794,96.0,Vietnam,VIE,31.0,31.0,-1,AFC,1998-11-18
9802,97.0,Lebanon,LBN,31.0,27.0,-15,AFC,1998-11-18
9814,98.0,Uganda,UGA,31.0,31.0,2,CAF,1998-11-18
9824,99.0,Belarus,BLR,30.0,31.0,1,UEFA,1998-11-18
9815,100.0,New Zealand,NZL,30.0,30.0,0,OFC,1998-11-18
9833,101.0,Iraq,IRQ,30.0,30.0,0,AFC,1998-11-18
9832,102.0,Cuba,CUB,30.0,32.0,10,CONCACAF,1998-11-18
9831,103.0,Sierra Leone,SLE,29.0,29.0,0,CAF,1998-11-18
9830,104.0,Azerbaijan,AZE,29.0,29.0,0,UEFA,1998-11-18
9829,105.0,Haiti,HAI,29.0,31.0,10,CONCACAF,1998-11-18
9828,106.0,Liberia,LBR,29.0,29.0,1,CAF,1998-11-18
9827,107.0,Uzbekistan,UZB,28.0,30.0,8,AFC,1998-11-18
9826,108.0,Armenia,ARM,28.0,28.0,2,UEFA,1998-11-18
9834,109.0,Albania,ALB,28.0,28.0,2,UEFA,1998-11-18
9825,110.0,Malaysia,MAS,27.0,27.0,1,AFC,1998-11-18
9823,111.0,Congo,CGO,27.0,27.0,1,CAF,1998-11-18
9822,112.0,Myanmar,MYA,27.0,27.0,1,AFC,1998-11-18
9821,113.0,Sudan,SDN,26.0,24.0,-4,CAF,1998-11-18
9820,114.0,Grenada,GRN,25.0,25.0,1,CONCACAF,1998-11-18
9819,115.0,Tanzania,TAN,25.0,24.0,0,CAF,1998-11-18
9818,116.0,Barbados,BRB,25.0,25.0,2,CONCACAF,1998-11-18
9817,117.0,Bahrain,BHR,24.0,16.0,-20,AFC,1998-11-18
9816,118.0,Moldova,MDA,24.0,24.0,2,UEFA,1998-11-18
9835,119.0,Tahiti,TAH,23.0,23.0,0,OFC,1998-11-18
9880,120.0,Kazakhstan,KAZ,23.0,23.0,2,UEFA,1998-11-18
9923,121.0,Fiji,FIJ,23.0,23.0,1,OFC,1998-11-18
9881,122.0,Faroe Islands,FRO,23.0,23.0,1,UEFA,1998-11-18
9943,123.0,Jordan,JOR,22.0,22.0,1,AFC,1998-11-18
9942,124.0,The Gambia,GAM,22.0,22.0,1,CAF,1998-11-18
9941,125.0,Benin,BEN,21.0,19.0,-4,CAF,1998-11-18
9940,126.0,Solomon Islands,SOL,20.0,21.0,2,OFC,1998-11-18
9939,127.0,India,IND,20.0,20.0,2,AFC,1998-11-18
9938,128.0,Tajikistan,TJK,19.0,19.0,2,AFC,1998-11-18
9937,129.0,Venezuela,VEN,19.0,19.0,1,CONMEBOL,1998-11-18
9936,130.0,Malta,MLT,19.0,19.0,3,UEFA,1998-11-18
9944,131.0,Panama,PAN,18.0,18.0,1,CONCACAF,1998-11-18
9935,132.0,St Kitts and Nevis,SKN,18.0,18.0,0,CONCACAF,1998-11-18
9933,133.0,Dominica,DMA,18.0,18.0,0,CONCACAF,1998-11-18
9932,134.0,Mauritania,MTN,17.0,18.0,3,CAF,1998-11-18
9931,135.0,St Vincent and the Grenadines,VIN,17.0,17.0,1,CONCACAF,1998-11-18
9930,136.0,Antigua and Barbuda,ATG,17.0,17.0,0,CONCACAF,1998-11-18
9929,137.0,Lesotho,LES,16.0,17.0,2,CAF,1998-11-18
9928,138.0,St Lucia,LCA,16.0,16.0,0,CONCACAF,1998-11-18
9927,139.0,Hong Kong,HKG,15.0,15.0,0,AFC,1998-11-18
9926,140.0,Ethiopia,ETH,15.0,15.0,0,CAF,1998-11-18
9934,141.0,Sri Lanka,SRI,15.0,15.0,0,AFC,1998-11-18
9946,142.0,Eswatini,SWZ,15.0,15.0,0,CAF,1998-11-18
9956,143.0,Laos,LAO,14.0,14.0,0,AFC,1998-11-18
9947,144.0,Yemen,YEM,14.0,14.0,0,AFC,1998-11-18
9965,145.0,Libya,LBY,14.0,14.0,0,CAF,1998-11-18
9964,146.0,Turkmenistan,TKM,13.0,13.0,-3,AFC,1998-11-18
9963,147.0,Luxembourg,LUX,13.0,14.0,1,UEFA,1998-11-18
9962,148.0,Madagascar,MAD,13.0,14.0,0,CAF,1998-11-18
9961,149.0,Mauritius,MRI,13.0,13.0,-2,CAF,1998-11-18
9960,150.0,Niger,NIG,13.0,14.0,3,CAF,1998-11-18
9959,151.0,Dominican Republic,DOM,13.0,13.0,1,CONCACAF,1998-11-18
9958,152.0,Kyrgyz Republic,KGZ,13.0,13.0,-2,AFC,1998-11-18
9966,153.0,Cayman Islands,CAY,13.0,13.0,1,CONCACAF,1998-11-18
9957,154.0,Burundi,BDI,13.0,13.0,1,CAF,1998-11-18
9955,156.0,Botswana,BOT,11.0,11.0,-1,CAF,1998-11-18
9954,157.0,Bangladesh,BAN,11.0,11.0,-1,AFC,1998-11-18
9953,158.0,Suriname,SUR,11.0,11.0,2,CONCACAF,1998-11-18
9952,159.0,Liechtenstein,LIE,11.0,11.0,0,UEFA,1998-11-18
9951,160.0,Guyana,GUY,10.0,10.0,0,CONCACAF,1998-11-18
9950,161.0,Cabo Verde,CPV,9.0,9.0,0,CAF,1998-11-18
9949,162.0,Guinea-Bissau,GNB,9.0,9.0,0,CAF,1998-11-18
9948,163.0,Tonga,TGA,8.0,9.0,0,OFC,1998-11-18
9925,164.0,Samoa,SAM,8.0,8.0,0,OFC,1998-11-18
9945,165.0,Cambodia,CAM,8.0,8.0,0,AFC,1998-11-18
9924,166.0,Rwanda,RWA,8.0,8.0,0,CAF,1998-11-18
9901,167.0,Pakistan,PAK,8.0,8.0,0,AFC,1998-11-18
9899,168.0,Chinese Taipei,TPE,7.0,7.0,0,AFC,1998-11-18
9898,169.0,Papua New Guinea,PNG,7.0,7.0,-1,OFC,1998-11-18
9897,170.0,Andorra,AND,7.0,7.0,1,UEFA,1998-11-18
9896,171.0,Philippines,PHI,7.0,7.0,0,AFC,1998-11-18
9895,172.0,Cook Islands,COK,7.0,7.0,0,OFC,1998-11-18
9894,173.0,Macau,MAC,7.0,7.0,0,AFC,1998-11-18
9893,174.0,Nepal,NEP,6.0,6.0,0,AFC,1998-11-18
9892,175.0,Maldives,MDV,6.0,6.0,0,AFC,1998-11-18
9900,176.0,Vanuatu,VAN,6.0,6.0,0,OFC,1998-11-18
9891,177.0,Chad,CHA,5.0,5.0,0,CAF,1998-11-18
9789,178.0,Seychelles,SEY,5.0,5.0,0,CAF,1998-11-18
9788,179.0,Aruba,ARU,5.0,5.0,0,CONCACAF,1998-11-18
9787,180.0,San Marino,SMR,4.0,4.0,0,UEFA,1998-11-18
9786,181.0,Korea DPR,PRK,4.0,4.0,0,AFC,1998-11-18
9785,182.0,Puerto Rico,PUR,4.0,4.0,0,CONCACAF,1998-11-18
9791,183.0,Brunei Darussalam,BRU,3.0,3.0,0,AFC,1998-11-18
9784,184.0,Bermuda,BER,3.0,3.0,0,CONCACAF,1998-11-18
9783,185.0,Belize,BLZ,3.0,3.0,0,CONCACAF,1998-11-18
9782,186.0,British Virgin Islands,VGB,2.0,2.0,0,CONCACAF,1998-11-18
9790,187.0,Nicaragua,NCA,2.0,2.0,0,CONCACAF,1998-11-18
9781,188.0,Somalia,SOM,1.0,1.0,0,CAF,1998-11-18
9780,189.0,Eritrea,ERI,1.0,1.0,0,CAF,1998-11-18
9779,190.0,Central African Republic,CTA,1.0,1.0,0,CAF,1998-11-18
9778,191.0,Djibouti,DJI,1.0,1.0,0,CAF,1998-11-18
9777,192.0,Equatorial Guinea,EQG,1.0,1.0,-1,CAF,1998-11-18
9776,193.0,American Samoa,ASA,1.0,1.0,1,OFC,1998-11-18
9775,194.0,Sao Tome and Principe,STP,1.0,1.0,0,CAF,1998-11-18
9774,195.0,Guam,GUM,0.0,0.0,-1,AFC,1998-11-18
9813,196.0,Anguilla,AIA,0.0,0.0,1,CONCACAF,1998-11-18
