,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
8560,1.0,Brazil,BRA,72.0,73.0,0,CONMEBOL,1998-03-18
8561,2.0,Germany,GER,66.0,65.0,0,UEFA,1998-03-18
8562,3.0,Czechia,CZE,63.0,65.0,0,UEFA,1998-03-18
8563,4.0,Mexico,MEX,61.0,62.0,0,CONCACAF,1998-03-18
8564,5.0,England,ENG,61.0,61.0,0,UEFA,1998-03-18
8565,6.0,Netherlands,NED,60.0,55.0,-19,UEFA,1998-03-18
8566,7.0,Argentina,ARG,59.0,56.0,-10,CONMEBOL,1998-03-18
8567,8.0,Chile,CHI,59.0,59.0,1,CONMEBOL,1998-03-18
8568,9.0,Japan,JPN,59.0,59.0,0,AFC,1998-03-18
8569,10.0,Norway,NOR,59.0,59.0,0,UEFA,1998-03-18
8570,11.0,Morocco,MAR,59.0,59.0,-2,CAF,1998-03-18
8571,12.0,Yugoslavia,YUG,59.0,59.0,4,UEFA,1998-03-18
8572,13.0,Italy,ITA,58.0,58.0,-1,UEFA,1998-03-18
8573,14.0,France,FRA,58.0,59.0,8,UEFA,1998-03-18
8574,15.0,Romania,ROU,58.0,59.0,4,UEFA,1998-03-18
8575,16.0,USA,USA,58.0,59.0,4,CONCACAF,1998-03-18
8558,17.0,Colombia,COL,58.0,58.0,2,CONMEBOL,1998-03-18
8576,18.0,Croatia,CRO,56.0,57.0,2,UEFA,1998-03-18
8578,19.0,Zambia,ZAM,56.0,56.0,1,CAF,1998-03-18
8557,20.0,South Africa,RSA,56.0,52.0,-16,CAF,1998-03-18
8555,21.0,Egypt,EGY,56.0,55.0,-5,CAF,1998-03-18
8538,22.0,Tunisia,TUN,56.0,56.0,3,CAF,1998-03-18
8539,23.0,Russia,RUS,56.0,55.0,1,UEFA,1998-03-18
8540,24.0,Korea Republic,KOR,55.0,56.0,4,AFC,1998-03-18
8536,25.0,Spain,ESP,55.0,55.0,2,UEFA,1998-03-18
8541,26.0,Denmark,DEN,55.0,55.0,2,UEFA,1998-03-18
8542,27.0,Sweden,SWE,55.0,56.0,6,UEFA,1998-03-18
8543,28.0,Austria,AUT,54.0,54.0,1,UEFA,1998-03-18
8544,29.0,Bolivia,BOL,54.0,54.0,1,CONMEBOL,1998-03-18
8545,30.0,Paraguay,PAR,53.0,53.0,0,CONMEBOL,1998-03-18
8546,31.0,Belgium,BEL,53.0,50.0,-10,UEFA,1998-03-18
8547,32.0,Ecuador,ECU,53.0,53.0,1,CONMEBOL,1998-03-18
8548,33.0,Jamaica,JAM,52.0,53.0,0,CONCACAF,1998-03-18
8549,34.0,Saudi Arabia,KSA,52.0,53.0,2,AFC,1998-03-18
8550,35.0,Australia,AUS,52.0,52.0,0,AFC,1998-03-18
8551,36.0,Slovakia,SVK,52.0,53.0,7,UEFA,1998-03-18
8552,37.0,Scotland,SCO,52.0,52.0,0,UEFA,1998-03-18
8553,38.0,Bulgaria,BUL,51.0,52.0,0,UEFA,1998-03-18
8554,39.0,Peru,PER,51.0,51.0,0,CONMEBOL,1998-03-18
8556,40.0,Portugal,POR,51.0,52.0,6,UEFA,1998-03-18
8577,41.0,Uruguay,URU,51.0,51.0,1,CONMEBOL,1998-03-18
8596,42.0,Côte d'Ivoire,CIV,48.0,48.0,-3,CAF,1998-03-18
8579,43.0,Kuwait,KUW,48.0,48.0,-1,AFC,1998-03-18
8606,44.0,Turkey,TUR,47.0,48.0,1,UEFA,1998-03-18
8619,45.0,IR Iran,IRN,47.0,47.0,-2,AFC,1998-03-18
8602,46.0,Israel,ISR,47.0,41.0,-17,UEFA,1998-03-18
8603,47.0,Lithuania,LTU,47.0,47.0,-1,UEFA,1998-03-18
8604,48.0,Cameroon,CMR,47.0,47.0,-1,CAF,1998-03-18
8605,49.0,Costa Rica,CRC,47.0,48.0,3,CONCACAF,1998-03-18
8601,50.0,Republic of Ireland,IRL,46.0,47.0,0,UEFA,1998-03-18
